https://item.yiyaojd.com/3119481.html,京都念慈菴蜜炼川贝枇杷膏,3119481,0.706kg,香港,通用,纯进口,中成药,煎膏剂,口服,其他
用户名,评分,评论
w***g,star5,这个也是属于家里常购名单之一了，遇上秋冬季节，春夏换季，大人小孩总是会不小心着凉，感冒好后漫长的咳嗽期，真的神烦，好在有这个，润肺止咳，值得拥有
u***u,star5,家中常备止咳药，这个150毫升的比较好，因为比较粘稠，300毫升的可能要好久才吃完，这个小包装更好存放，保准个很好，物流也快
z***1,star5,京东商城买的东西品质都很好，物流也很快，商品活动力度大，购物首选！京东商城买的东西品质都很好，物流也很快，商品活动力度大，购物首选！
G***士,star5,咳嗽，上火喝这个，效果很好，价格跟外面差不了多少，主要是方便直接送到家里，省得自己去外面买，大家可以买，正品，大牌保真。快递物流也很快
l***a,star5,这款止咳糖浆效果还是不错的。如果是上火咳嗽，有黄痰，每次服用一汤匙，治疗效果明显。喝下去喉咙这里凉凉的，味道甜甜的，很好喝。
j***z,star5,我老公说这个药的效果还是挺好的，之前是喝的 别家的药，感觉药的效果就没这个好，喝着的口感就觉得料挺足，需要再来，非常满意。
u***q,star5,京都念慈庵密炼川贝琵笆膏，果然老品牌值得信赖，一股杏仁清香，坚持喝了一段，一开始还有一些痰，后来渐渐症状减轻了！平时大家多多注意身体，不要受凉上火，要不真的很难受！
c***5,star5,这款止咳药经常用，口感不算，化痰很有效，比实体店买来划算很多，小孩子也可以用，比起来没太大负担，毕竟是中药制剂，不错的。
搁***2,star5,咳嗽就喝京都念慈庵枇杷膏，效果很好，喝完后不要急着喝水，止咳效果更好。京东买药可以咨询京东医生，有不懂的地方可以咨询，不错。
x***6,star5,已经买过好多次了，感觉非常棒，每次家人的评价都很好，所以一概如往的买这个品牌，希望后面的货不负众望，品质把控的越来越好哈
j***H,star3,药店便宜些
x***6,star5,已经买过多次，都是送给家人的，每次家人的评价都很好，所以一概如往的买这个品牌，希望后面的货不负众望，品质把控的越来越好哈
宁***冽,star5,很好，之前嗓子因为阳了很不舒服，喝了这个后嗓子立马舒服多了，多喝了几天嗓子就好了，质量是真的不错，可惜要是自带一个小碗就好了，那样就可以随时喝了。
j***0,star5,京东自营就是快，第二天就到。非常喜欢这一款枇杷膏，喉咙不舒服，喝下去凉凉的，瞬间舒服多了。润肺止咳，生津降火！家中必备！！
二***a,star5,京都念慈庵真的好好用，家里常放，治咳嗽很管用，喝点嗓子就会舒服点，老品牌值得信赖，价格也很划算，很大一瓶，够喝好久的！！！
j***K,star5,已經是多次購買了。品牌正品。可靠店家。療效明顯。沒有毒副作用。完全可以作為潤肺保健常備藥使用。物流很快，送貨上門，。值得好評。
v***a,star5,枇杷膏非常好  管用 多次购买啦  推荐购买哈  希望多多搞活动了  物流超给力的  快递小哥辛苦啦  相信大品牌质量信得过  相信京东自营哈
j***x,star5,在京东购买的这款京都念慈庵的止咳露效果还是很好的，服用起来也非常方便，凉凉的，止咳露效果还是很好的，大品牌值得信赖，物流速度也很快，好评
j***9,star5,京都念慈庵川贝枇杷膏是家中常备的止咳化痰的药，比其他品牌的好用。在药店买不便宜，京东价格实惠，性价比高，物流还快，超级划算。
锋***子,star5,一直都是在京东买东西，质量有保证，而且物流速度也很快，关键还送货到门，方便快捷，这款东西质量也不错，值得购买，继续回购。棒棒哒
一***饭,star5,孩子最近总是咳嗽，买这个还挺有效果的，这么大的量贩装，非常适合家庭，真心推荐！家里最近总有人咳嗽，可能还是新冠影响的。希望尽快好起来
E***6,star5,润肺止咳效果很好，前面5月初，一阳的时候，也用了这个枇杷膏，干咳第二天就消失了，后面就是咳痰过程，过了几天后，咳嗽也好了。好几次吃的上火，咽炎发作，都是用的这个。
q***y,star5,京都念慈菴批把膏，治疗感冒咳嗽，润肺化痰、止咳平喘、护喉利咽效果不错。京东快递神速，快递小哥服务到家。
j***l,star5,第一次购买 还不错 给孩子喝的 老品牌值得购买 京东就是这么给力 整体都好非常不错 日期也是非常的新鲜 总之就是购物有保证
茶***屋,star5,这次有点嗓子痛，所以买了备用的，以前喝过，治疗咳嗽还是很不错的啦，看了看日期，也是很新鲜，主要是送的很及时，相信京东。好
便***随,star5,家中常备的，嗓子疼或痒都有点用，会舒服一点。京东物流很快，急用就找京东物流，又有预计到达时间，基本准时。要认准京都念慈庵川贝枇杷膏。
艾***4,star5,第三次买这个药了，经典药，我说， 一般家庭常备的，从小时候就用过这个药，一直效果很好，京东送货也快，也是正品货，每次我都是用水兑着喝，效果真的很好
j***z,star3,买的时候没问有没有禁忌，买到家才知道糖尿病禁用
养***年,star5,这个真的太?了，包装非常好有气囊保护，枇杷膏很有效，吃一勺就舒服多了，京东购买百分百正品，确实是一次想当满意的购物！
暮***星,star5,这款治疗嗓子效果还是非常不错的，阳了之后吃了一瓶，还吃了好多药、主要就是嗓子偶尔不舒服，吃这个可以缓解一下，京东送货超级方便～
c***u,star5,这个真的是家中常备了，我觉得止咳化痰的效果非常好，而且甜甜的很好喝，孩子特别特别爱喝，喝药一点都不费劲，生病期间每天都要追着喝…
j***f,star5,包装特别的好，物流也很好，应该是正品，值得信赖，东西可以，包装完整。发货特别快，，便宜又止咳，非常的好，好评ヾ(?∀??)?
宇***6,star5,多次在京东大药房购买药品了，正品保障，物流超快，大容量版，质优价廉，省心省时省力。包装完好，派送员提前联系，很满意京东自营的快递服务。京都念慈菴蜜炼川贝批杷膏，有效治疗咳嗽，咽痛痰多等症状，居家必备药品??！
j***e,star5,在京东购物物流很放心，送货速度一如既往的快，商品包装也很好。京都念慈庵一直在用，用起来效果很好，已回购很多次了，很不错。
j***n,star5,这个就不用多说了吧，家里一直都有常备，嗓子疼咳嗽，嗓子干痒我都会喝点，效果很好，特别是夏季放冰箱里，口感更好，本身就有薄荷的那种清凉的味道，还会再买。
紫***老,star5,一如既往地好评！一如既往地支持京东自营！自营的商品就是快！京东大药房就是让人放心，这款枇杷膏买很多次了，港产。对咳嗽非常有效果！
A***0,star5,这款念慈庵咳嗽糖浆非常好用，我过个把月就会买几瓶寄给家乡的老妈妈。妈妈特别喜欢这一款，每当喉咙不舒服的时候或者是咳嗽的时候喝一点就感觉好多了。老人家身体好就是我们的福分，所以经常买一些家里备用。
阿***玉,star5,家里孩子老咳嗽，经常要用这个糖浆，药店卖太贵了，这个大瓶一瓶顶两瓶买来囤着，大人小孩都可以喝，京东自营第二天就到货非常方便。
w***7,star5,家里常备京都念慈庵，咳嗽的时候就喝这个药，配件表都是中药，老祖宗留下的东西喝着放心！这次京东有活动，又买了几瓶，生产日期很新鲜，心里踏实多了！
j***o,star5,止咳化痰效果很好，小时候就一直用这个止咳糖浆，个人觉得很管用，比其他的效果都好一点。京东大药房速度真的很快，半天时间就到了！必须给好评。
T***7,star5,家中常备念慈菴，之前没买过这个药，在电视上一直看到，新冠后吃了非常管用。老祖宗留下的东西就是放心，京东大品牌，值得信赖，下次继续回购！
人***心,star5,快递，很快，效果很好，还是记忆中的味道，让我回忆起小时候的味道了，好评，但是还是不建议，大家买药吃，毕竟健康第一，祝大家身体健康
H***哒,star5,跟在外面药店买的一样，到货就迫不及待打开了，果真没有让我失望，质量特别好，满意的一次购物性价比很高，很实惠，使用起来感觉很好，非常完美！
杰***袋,star5,比实体店便宜很多，选择性也多，不错，网上买要也方便，一直在京东买的，质量也可靠，很不错，优惠也多，不错的体验，满意不错啊！
u***s,star5,老牌子了，用了很多年，之前厉害的时候根本买不到，而且价格也贼高，现在好了分分钟下单，价格也下来了，药效还是不错，口感也好，?
h***8,star5,京东物流配送速度快的很，京东快递小哥服务态度也不很好，前一天订购下单，第二天就送货上门了，确确实实特别方便，为网购点赞了！
三***-,star5,我家常必备，感冒流感的克星，止咳平喘，护喉利咽，效果非常不错，几乎每年都会备用，是一款值得信赖的产品，继续加油??，??之前买过，家人咳嗽用了效果都很好，用掉一小瓶咳嗽也基本上好了，亲测有效。日期很新，值得入手，主要是有效！刚好有优惠活动就备点放着，有备无患。
果***生,star5,"商品廉价好货更实在，质量看着也不错，也还好，与卖家描述的基本上都一致，比较满意, 真的很好的，符合期望值，发货速度也特别快，快递小哥服务很好，包装认真、严实，物流公司服务态度很好，体验很好的一次购物。"
u***g,star5,这个品牌的止咳糖浆还是很不错的，止咳效果很好，然后味道也挺好，价钱也挺实惠。多年的品牌了，疗效肯定很不错啊。有需要的可以买。
j***P,star5,老牌子了，从小到大一直信赖的好品牌！记得小时候，从懂事开始，父母都是购买这个牌子的，口感好，效果也好，特别信赖和深爱的产品！
j***f,star3,还没有用呢，等用了在评价吧！
h***8,star5,感冒咳嗦，以前吃过这款枇杷膏，效果不错，就下单又买了。京东快递非常给力，第二天就送到了。收到就赶紧打开吃了些，效果一如既往的好用。
j***n,star5,收到货品好长时间了，一直没时间评论，现在终于有时间评论了!宝贝看着不错，宝贝挺好的物流好快。可以放心使用。非常棒，值得购买，下次用完再来。店家态度也好，及时解决问题!
艾***阿,star5,还是老牌子管用，一打开就是小时候的味道，比在药店买的那些药管用，这个喝起来也还不过，嗓子不舒服要多喝京都念慈俺，起效快，喝了几次就明显不那么咳了。发货速度非常快，包装非常仔细、严实，很满意的一次购物，物超所值，话不多说，这四个字已经说明了一切。
h***年,star5,家中常备的枇杷膏，其他牌子都没啥用，单独去药店买也很贵，囤货首选京东，物流嘎嘎快，买三瓶都只是一瓶的价很划算，家里人都爱
非***买,star5,买得第三只了，阳的时候喝非常好，有效缓解干咳，而且味道很好，孩子也喜欢，不会苦，也不会一股药味，是正品，跟药店买得一样的！
天***n,star5,口感不错，甜甜蜜蜜的感觉，很棉、柔、润，吃完以后，喉咙很舒服，有薄荷的感觉在喉咙里凉凉的。这是中国香港制造的，是从京东大药房购买的，我相信真是香港货，疗效一定很好，买前我看了平台的反映也很好，所以就坚决下单了，今天就开始吃了，嗓子感觉很舒服。
u***i,star5,京都念慈庵枇杷膏和枇杷糖吃完嗓子很舒服，家中常备。京都念慈庵枇杷膏和枇杷糖吃完嗓子很舒服，家中常备。京都念慈庵枇杷膏和枇杷糖吃完嗓子很舒服，家中常备。京都念慈庵枇杷膏和枇杷糖吃完嗓子很舒服，家中常备。
u***i,star5,这款枇杷膏药效杠杠的，吃完嗓子很舒服，家中常备了。这款枇杷膏药效杠杠的，吃完嗓子很舒服，家中常备了。这款枇杷膏药效杠杠的，吃完嗓子很舒服，家中常备了。
沙***3,star5,"东西收到，感谢提供物美价廉货品，物流不错性价比很高，下次有 需要还继续购买，五星好评,值得推荐，要是活动更多就更好了，是吧，哈哈。"
l***e,star5,老牌子 ，给家人购买的，清肺止咳 个人认为效果还是不错。 当然根据个人体质 遵医嘱 是否适合。京东购物 很放心，价格也很平民化。
h***q,star5,这是今天早上下单购买的商品，快递送货速度挺快的，很快就送货上门了，感觉商品的质量还算可以的，感觉商品价格算是比较实惠的吧。
u***h,star5,京东大药房买的京都念慈菴，价格便宜，一大瓶，中国香港制造，质量很好，治疗效果棒棒哒，支持京东大药房，物美价廉，老百姓的生活
j***d,star5,新冠后遗症咳嗽不止，试过很多药都没有用。这个枇杷膏有止咳的作用，但是只能缓解不能根治。300克一大瓶可以喝好几天，玻璃瓶包装口感非常好，纯天然的味道。可以作为家庭常备药。有活动时还会多屯几瓶，喝完嗓子清爽了很多。
1***p,star5,一直在家中常备药，滋阴润肺止咳很好用，对于干咳和有痰可以长期喝着也很好喝，打折时候多囤一些非常合算，以后打折在继续囤一些留着备用
1***p,star5,赶着活动一下囤了好几瓶，每天都喝一点滋阴润肺，防止咳嗽，效果还是不错的，打折时候买是最合算的，比平时买和在药店买一瓶要便宜十几块真的太合适了，家中常备药
哈***死,star5,购买了京都念慈庵后，我对它的口感和效果非常满意。这款产品的口感非常清新，让人感觉很舒适。我服用后，明显感觉喉咙变得更加舒适，咳嗽也得到了有效缓解。此外，京都念慈庵的包装非常精美，使用起来非常方便，是一款值得信赖的产品。我非常满意这次购物，强烈推荐给其他消费者。
f***飞,star5,老牌子值得信赖习惯了在京东上买东西，质量有保证，瑕疵率比较低，售后很给力，极速退款，免费上门取件这些服务都值得点赞。京东自营的送货速度快捷送货上门，给力！京东值得信赖。
乡***佬,star5,这个牌子的枇杷露效果真是杠杠的，京东买东西就是方便，今天买明天就到，真好，这个枇杷膏入口甘凉，喝了对咳嗽有改善，对气喘都有改善。
啊***豆,star5,一直在京东上买东西，物流速度真的挺快的，昨天下的订单今天就收到了。真的感谢京东啊，辛苦快递小哥了。商品是趁着京东搞活动买的，真的很划算哦！收到的时候包装完好，这两天感冒咳嗽，吃了以后效果真的不错哦！
j***m,star5,疫情期间买过这个止咳糖浆非常管用，味道非常好? 喝进去后含在嘴里待一会儿再咽下去，瞬间嗓子里就有凉凉的感觉，很舒服。这次感冒咳嗽有买了一瓶
临***记,star5,枇杷膏，算是比较老牌的中成药了，保质期3年，在家里备着。京东送货很快，纸盒包装，送过来完好无损。价格和药店差不多，购买很方便。
小***號,star5,京都念慈庵蜜炼川贝枇杷膏收到啦，实物真的不错，价格非常实惠，夏天孩子比较容易上火感冒咳嗽，这款大品牌枇杷膏效果非常不错，味道孩子也可以接受有点甜甜的。强烈推荐京都念慈庵蜜炼川贝枇杷膏本，治疗咳嗽非常棒，京东物流效率高，京东大药房自营大品牌值得信赖！赞
韩***康,star5,止咳老牌子了，留着备用。一直在京东买东西，好几年了，感觉还是不错的，发货快，东西也都挺好的。收到基本都很满意，京东的服务也很好，会持续回购的。
原***m,star5,品质保证，正品已验证，痰多不易咳出来用这款个人使用后，效果明显很好用，用了连续三天，刚好喝完，咳嗽痰多不易咳出来基本也好了，很不错有效。
小***米,star5,发货很快，质量很好，日期新鲜，价格便宜，性价比高，京东物流很快，客服态度好，活动优惠力度大，容量大，好用不贵。非常完美啊。
M***O,star5,发货速度快         次日就到了               而且价格优惠           生产日期也很新
芒***o,star5,太方便了。省去去药店里买。价格也合适。这款枇杷膏之前吃着效果很不错。没想到这次给女儿吃。她居然不嫌苦。说是甜甜的。可喜欢喝了。省去了我每次给她喂药的烦恼。效果很不错。喝了咳嗽缓解了太多
j***s,star5,买过多次了，质量很好，京东自营店，发货快，到货迅速，京东小哥送货上门，老公嗓子沙哑，全靠它治好了，中药制剂，无任何副作用，放心使用
李***x,star5,买了多次了，先买的小瓶，效果可以，后买的大瓶，京都念慈菴大品牌值得信任，多买几瓶预存好，有需要可以及时喝。京东自营售后服务做的非常好，快递速度快，快递员态度非常好。
j***s,star5,好评！京东自营产品买得放心，京东快递一如既往地给力点赞支持??~这款枇杷膏是香港产的很好，这次是买其它换购的实惠性价比很高，点赞??
高***东,star5,吃了 3天，感觉噪子舒服了一些，味道不错，吃了冰冰凉凉，客服很给力，和我讲了很多注意事项，物流很快，我头天晚上下单，第二天上午就收到了，这次购物非常愉快。
x***o,star5,对咳嗽的效果太好了，早晚一次疗效显著！家庭装三瓶价格实惠，防伪查询保证正品，双层包装保护很好，按照说明书上的指导没得问题！
L***0,star5,枇杷膏还得京都念慈菴，老牌子了，值得信赖，我家宝宝应该是二阳了，好了之后感觉嗓子老是有一口痰清不完，所以给他买了一瓶这个吃，快吃完了，嗓子也差不多了，效果还是很可以的，点赞
j***o,star5,下单没多久就收到货，发货速度还是可以的，京东自营产品，质量可以，售后有保障，客服服务态度很好，作为京东的老粉丝，支持京东，支持自营，加油，支持
人***浅,star5,一直吃这个药，买过很多次了，中间在其他平台买过，效果不好，怀疑是假的，反正从京东买的效果很好。所以就一直在这里卖了。而且这个送货速度也快，不用提前买，很不错。
d***8,star5,挺好，到货很快，每年都买3罐吃，泡水喝，比喝可乐健康，产品日期是新货。就是糖分比较高。实在没啥说的了，京东搞个60字评价真内卷。
j***k,star5,口感不错，老品牌了，值得信赖，物流也快，好评！一直在这里买这个，活动的时候价格很美丽，发货速度贼快，质量不错，正品非常值得信赖的品牌，质量有保障，价格还亲民，相当满意
啊***烧,star5,念慈菴的枇杷糖浆很好，用了很多年，家中常备，618搞活动多拍几瓶，保质期到2026年，祛痰效果非常好，每当喉咙不舒服发痒就喝一汤勺
j***0,star5,配送速度很快，第二天就可以送达了，而且包装很好，没有变形，没有压损。京东自营质量有保障，价格也很优惠，买的放心，用的也舒心。
咸***i,star5,这款原味京都念慈菴枇杷糖很好吃噢！温合的凉爽点点在嗓间溶解给喉咙带来爽快的感觉。近期咽炎带来喉咙堵物很不爽，吃了一勺好舒服。因为清凉无刺激，且味道近人所爱！
_***_,star5,最近有点咳嗽，就买了这个从小喝到大的枇杷膏。晚上下单第二天就到了，而且是快递员送货上门，点赞?包装完好，不愧是京东。膏体一如既往的醇厚，我喜欢直接喝，不会腻。这次买了两大瓶，夏天容易上火，这个喝完清清亮亮的，很舒服。推荐大家购买！
海***9,star5,不错，是正品，质量可以，效果也不错，希望药到病除，好评，性价比高，物流配送快，速度杠杠的，品质好，后续反馈效果。物流好评。
z***f,star5,总体来说是非常开心的一次购物，比药店里边便宜很多，扫了一下盒子外条码显示是正品，希望如此。买来备用，三年保质期比较友好，推荐购买
风***眼,star5,也是特殊时期和别的药品一起买的，包装很好，外面有气泡纸防撞。念慈菴老牌子了，小时候就喝过，浓稠，入口后一股清凉沁人心脾，感冒咳嗽瞬间能缓解不少
j***c,star5,京都念慈庵蜜炼川贝枇把膏收到了，京东快递非常非常快，包装完好无损。京都念慈庵蜜炼川贝批把膏润肺化痰，止咳平喘，生津止渴。
j***l,star5,不错，非常正宗。中药的东西，比西药好一些，配料表看上去也更放心。这是老牌子了，以前小时候生病咳嗽都用这个。希望能够有效果！！
z***e,star5,日期很新，咳嗽咳痰喝点就好。香港的品牌。京东的速度，完美的配合，现在慢慢习惯在京东大药房买药了。真心不错，希望以后经常有优惠福利
没***酥,star5,效果不错喝了两天明显感觉没什么痰了 另外产品的味道也不错  里面有蜂蜜  可以很明显的尝出蜂蜜的味道  我是加水冲服的  化开的很快 喝完后喉咙有一中清凉的感觉
j***o,star5,一直都很推荐这款，以前直接在香港买，质量很放心。这次因为二阳嗓子非常难受，咳嗽，痰多又不出来，喝这款也不知道管不管用，就是嗓子疼得厉害的时候喝上感觉暂时舒服一下。
不***正,star5,十八线小城市里京东也能一周内配送，真的太便捷了，家里人阳了后一直身体不舒服，老是吃药也不见好，最后想着吃点枇杷膏，这样咳嗽肯定也能缓解一下，顺便补充营养。
大***花,star5,孩子上呼吸道感染后，咳嗽非常厉害，做雾化都缓解不了，于是我在京东买了京都念慈菴的川贝枇杷膏，即买当天就送到给孩子喝上了，润肺止咳效果不错。
全***燕,star5,这款产品一直不错，咳嗽，喉咙痛用了都会有效果，包完好无损。日期很新。买了些感冒药，抗病毒颗粒等，其它药品回来备用京东购买放心。
A***4,star5,经典止咳神药，日期很新鲜，京东送货很快，保存的也很好，止咳很见效，并且比较好服用，没有不适应的感觉，大品牌治疗效果更放心
心***9,star5,京东大药房购买的药品放心，用得安心。京都念慈庵蜜炼川贝枇杷膏是大品牌，口味不刺激，喝完喉咙很舒服，坚持按照说明书使用后，治疗好了我的咳嗽。
j***0,star5,从小就只爱吃念慈庵的枇杷膏，甜甜的凉凉的很好入口，京东物流很快，隔天就收到了，包装很大气，特别喜欢。京东大药房价格中肯。
m***1,star5,从小就喝这个糖浆，止咳化痰润肺非常好。父母心肺不那么好了，买点给他做日常保养yong。一直喜欢在京东购物，正品有保障，物流速度还快。
j***y,star5,价格合适，效果很好，确实是香港过来的，上面都是英文。价格合适，效果很好，确实是香港过来的，上面都是英文。价格合适，效果很好，确实是香港过来的，上面都是英文。
A***d,star5,综述：质量非常好，与图文描述的完全一致，非常满意，真的很喜欢，完全超出期望值发货速度：京东自营的发货速度也是一等一的快快递相关：商品包装相当仔细、严实，快递员的服务态度很好，运送速度也快，很满意的一次购物商品效果：没十几年前那么好了
红***醉,star5,药是正品，有疗效。一直在京东购物，觉得商品质量保真，送货速度快，退换售后等服务到位，PLUS会员送优惠券能省下一小笔费用，京豆积分还能兑换当钱用。大件商品在京东绝对保真，小件商品质量过硬。最近买的东西，质量都很好。有问题的商品售后服务也非常贴心。
t***y,star5,小孩子有点咳嗽。物流真的很快，昨天晚上10点左右下单，今天中午1点左右就到了，快递员送上门，包果有防垫，防振，包装很好，商品暂来吃，好评.平时买商品首先需要考虑商品的质量，其次是商品的性价比。相信只有满足这样的情况，品牌和店铺最终才会可持续发展。商品的发货速度很重要，实物商品的外包装同样也很重要。这几样都占了，包装和物流都没得挑。
j***E,star5,念慈菴的枇杷膏己经喝了很多年，每当咳嗽了，喝几天就好，以前总在实体药房买，后来发现京东上有，并且价格便宜，物流也非常快，会回购的
j***h,star5,有段时间一直咳嗽，后来买了一瓶，半瓶喝了就基本好了，味道也非常的好，对于小孩子来说也是非常的适合。建议买 150ml 一个人。
紫***8,star5,大品牌，老品牌，家里有咽炎的人，每年都备，感冒咳嗽，效果非常好！……????????????相信京东！
j***Y,star5,京都念慈庵川贝枇杷膏是我家常必备，是感冒流感的克星，止咳平喘，护喉利咽，效果非常不错，因为经常咳嗽，所以还经常喝这个感觉挺有效果，几乎每年都会备用，是一款值得信赖的产品，继续加油
u***r,star5,宝贝收到，这款枇杷膏很好啊，小孩子咳嗽吃的效果非常不错，就是非常的浓，搞活动，价格非常实惠的啊，是正品啊，日期都是很新鲜的下次再来光顾哦
花***7,star5,从感冒后一直咳嗽，就买这个来试试，比药店便宜。第一次在网上购买，也是看评价才买的，质量还不错，也很便宜，有需要的朋友可放心购买
u***w,star5,喝了好几瓶了，一直都是痰比较多，朋友推荐买的，喝了两瓶了痰明显的减少了，尤其是早上，618活动三瓶一组，价格很划算，比外面药店便宜很多。这个枇杷膏口感粘稠，味甜带杏仁味，这个口感自己比较喜欢，，很推荐，有活动还会回购
问***先,star5,很大一瓶，还好没有买更大的，要喝好久备上润肺止咳化痰，放心药这么多年了验证完全信得过，有效冰箱放着，喝点更舒服?
y***3,star5,经常在京东大药房买药，很方便并且药品种类很全，京东平台正品有保障，家里很多药都在京东上购买的，京东快递物流快，晚上下单第二天就送到，和去外面药店买药一样方便。
半***扇,star5,"还是比较习惯在京东士西买东西。确实还是觉得比较方便划算,东西都还是比我有保障，质量都还思比较可以，算理比较确定放心，很是不错的，到货到得也快，很思不錯。"
3***6,star5,看着很多人推荐这个，也看到官方视频说的了，民族大品牌，还是非常值得信赖的，价格也不错，618买的，优惠力度非常大，物流速度很快，值得推荐。
劳***丝,star5,京自由买的就是一个放心，快递物流也非常快！隔天就收到了。京都念慈庵蜜炼川贝枇杷膏口感甘甜 润肺化痰 止咳平喘 功效显著！
麻***速,star5,止咳糖浆还得是念慈庵，别的各种都没有这个效果，喝下去喉咙口冰冰凉的特别舒服，止咳效果也很明显，小孩不会讨厌这个味道，一大瓶能喝好久好久，
独***秋,star5,包装好，物流快，价格实惠，比超市便宜多了特别特别棒，货比三家才买的，店主人很好，回答问题很有耐心，也很详细，有需要还会再来的
j***5,star5,枇杷膏治咳嗽效果可以，跟妈妈也买了一瓶，京东购物物美价廉，送货速度很快，师傅态度很好，一直都在京东购物，愿京东越来越好。。。
j***a,star5,最近孩子咳嗽泛滥，去医院开了几次药了，坐车听说喝川贝枇杷膏去根，买来试试，果不其然，喝上一勺子，嗓子清凉，很舒服，肠胃也舒畅，很舒爽，喝了几次就没再犯，以后家中常备了，150毫升也不少！
h***5,star5,咽炎老咳嗽，也有肺结节，这个念慈菴是长期吃的药。清肺润嗓，很舒服，每年有点不舒服咳嗽的时候都买它。京东大药房也放心，无假货。
源***_,star5,效果很好，不亏是老品牌，第一次使用，以后有需要还会再来。京都念慈菴蜜炼川贝枇杷膏，润肺化痰、止咳平喘、护喉利咽、生津补气、调心降火。本品适用于伤风咳嗽、痰稠、痰多气喘、咽喉干痒及声音嘶哑。0
t***5,star5,这个止咳糖浆的效果非常好但是血糖高的人不能喝，因为它是糖浆类的东西这个纸盒效果比普通的糖浆效果都要好，用过的糖浆里就这个和太极的效果最好
W***u,star5,3瓶装，每瓶300ml，大容量，家庭常备。止咳润肺，老品牌，值得信赖。价格实惠，京东快递次日达，方便快捷。枇杷膏浓稠，品质很实在！
商***凡,star5,在京东买的京都念慈安是正品很好用，效果不错，可以长期喝!价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买。关键是买的三瓶很划算，可以长期喝!
j***3,star5,京东快递非常的快，买的第二天就给送到了，而且是送货上门。念慈菴的质量还是有保障的，喝了两天嗓子就舒服多了，还有润喉糖也非常不错
L***天,star5,西收到，很满意！京东平台真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！3、做工较细致款式，上身比较修身，发货速度快，是物有所值的一件衣衣谢谢。很好的卖家。谢谢喽。我的同事们都很喜欢呢。下次再来哦！4、货物还算可以，样式不错，很合身，只是一些细节上还很一般，没有想像中那么好。老客户了啊，希望以后有更多好东东。
