https://item.yiyaojd.com/3142374.html,999感冒灵颗粒,3142374,116.00g,中国大陆,205020005,中成药,国产,成人,颗粒剂,口服,流涕
用户名,评分,评论
金***白,star5,这个药品还让给五星好评！说点什么呢？说这个特别好，我下次还来买？不太合适吧！多买几次？多生病？这样评价能行吗？还是说效果特此好，像吃了仙丹妙药似的
j***b,star5,京东自营店的物流真的很棒，当日下单的东西几乎都可以次日达甚至当日达！买的东西质量也有保障，和实体店的价格相比也有一定的优惠。
a***D,star5,999感冒颗粒已经收到货了!京东物流非常好也超级快捷!没有耽误事情，这款999感冒颗粒效果非常好特别管用!所以每次只要家里人有感冒的只要吃上病状立马减轻非常给力!多亏京东上有卖特别方便!这款999感冒颗粒是家中常备小药!特别值得购买!
木***熠,star5,快递运输过程中没有磕碰，质量不错，没有破损，价格实惠，好评！在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购
l***2,star5,京东自营发货速度一如既往地快，物流也非常给力，快递员配送态度很好！感冒颗粒包装很好，没有破损！实物跟图片一样，活动期间买的，挺划算的！
南***辰,star5,效果还可以。轻微感冒。用热水冲一下。效果非常好。严重感冒建议去医院看看。 轻微感冒。 热水冲一下。喝下去。第二天早上就感觉好多了
夏***E,star3,三九感冒灵清热颗粒，一下子买了一箱，对风寒感冒，头痛发热，咳嗽咽干有效果，纯中药成分，OTC非处方药品，国药准字号，对人没有副作用，效果明显！很不错，价格比药店的便宜很多，主要是药店现在非常时期不卖，这个季节很干燥适合喝点清热去火，中药质地喝了不用担心有什么副作用，主要支持中国中医药治，加强防护非常时期少出门，少给国家找麻烦，中国最棒加油。家庭常备的药品在京东自营上面买的好划算，发货也很快，很快就收到了，比在药店买的还要方便一些，三九系列的感冒药还是很不错的，感冒颗粒啊，感冒冲剂啊，这些都是用过觉得疗效比较确切的，所以常备一些有备无患，下次有活动还要买的。从疫情开始就不敢随便感冒，但是无奈总会有感冒发烧的时候。以前一直吃西药，中药来的慢，效果体现的慢，所以不怎么吃。现在改变了思路，西药副作用大，效果快，但是对身体的损害也不小。如果说感冒症状不是很严重，我还是吃中药，慢慢来，药到病除即可。
小***9,star5,到货速度很快，半天时间就到了，感谢京东快递小哥还送上了门，999是家里一直常备的药品之一，有点小感冒啥的一包很到位，价格比药店便宜！
Y***活,star5,是正品，而且价格不贵，用着也很大气，一直在用，很好??想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！特别满意，好评必须好评物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档，真是一分钱一分货，贵有贵的道理
啊***哥,star5,不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购是正品，信赖商家，宝贝质感很好，价格也适中，无限回购！
f***6,star5,这个三九，相比药店，单包份量少一些，但价格比较，低了不少，还是很有竞争力的，包装不错，效果应可以的，值得购买，送货速度快。
n***g,star5,都好久了，然后想起来要去评价这一个物流还是比较快的，之前是因为有一点点感冒，全身不舒服就买了一盒自己喝了一半喝了一半就好了！后面同事也是有点不舒服，然后就拿去给他喝了，这种东西还是有备无患的
肆***蛇,star5,每次有一点点感冒都会买这颗粒冲水喝，见效快，第二天就没事了，虽然量不多，但效果真心不错，个人觉得很满意，而且需要的话，马上下单第二天就能收到，不耽搁病情
j***y,star5,给家里老人买的，每天都在坚持吃，效果现在还看不出来，估计需要长期坚持吃才能又效果，已经是第二次购买了，多搞点活动的话下次还会再来购买。
c***6,star5,宝宝着凉了，有流鼻涕症状，买来给宝宝喝的，先甜后甘，宝宝不排斥，喝了一包，价格实惠，值得信赖下单，家中必备！
冻***学,star5,做活动的时候买的，挺划算的，还不错呀。挺好的。很值得。划算，速度，很快呀？！！！！！！！放心买吧？可以！
怡***Y,star5,夏天到了买好备用，大品牌，和卖家描述的一模一样，我很满意。发货速度很快，包装很仔细很紧，物流公司的服务态度很好，我很满意一次购物。
秋***葉,star5,发货速度很快，东西包装的很好，没有出现破损，价格比在药店里面的便宜一些，主要是上班没时间出去，在京东上买药，比较方便，很不错。
z***1,star5,京东自营品质一如既往的好，大品牌值得信任质量，包装非常好，发货快服务好评会继续回购屯货关注支持京东的，家中必备的感冒药，这个牌子也是老牌子了，用起来相对放心一点，再加上是京东物流，相信它，一个好的牌子是付出很艰辛的过程，才能够让老百姓去这么的信任它，所以也希望三九牌子越做越好。
j***0,star5,药品终于到了，跟药店里的一样，比药店里的便宜多了，这次算是给家人备一下感冒药了！客服的服务态度很好，物流也超级快，非常满意的一次网购！
虹***烟,star5,家中必备的感冒药，这个牌子也是老牌子了，用起来相对放心一点，再加上是京东物流，相信它，一个好的牌子是付出很艰辛的过程，才能够让老百姓去这么的信任它，所以也希望三九牌子越做越好。
j***p,star5,感冒了喝三九感冒灵颗粒感觉还是不错的，买过好几次了备的吃完了这次又买些备着。京东配送物流速度快，买东西感觉很方便，吃完还会回购的。
颠***境,star5,这款感冒颗粒在现实生活中和网上都有购买过，都是一样的，效果还不错，京东购买价格也不贵，送货也很快挺好的。用完了，下次再来购买。
K***0,star5,日期很新，比药店便宜，藿香正气口服液没有酒精，孩子也可以用，夏天常备。快递给力，买就对了。日期很新，比药店便宜，藿香正气口服液没有酒精，孩子也可以用，夏天常备。快递给力，买就对了。
j***C,star5,我领了一盒这个三九感冒灵，这是平时家里要常用的，然后赶上活动，我就领了一盒，而且他这个是生产日期，都是最新的，而且也是很大盒，并不是那种很小的，如果说感冒了，够一次喝好的量的是很不错的
朱***君,star5,今天中午收到了京东商城配送帅哥送来的两盒感冒灵颗粒，该药对治疗感冒效果明显，服用两次后，热也退了，头也不疼了，我经常备药在身边，加上价格比线下药店便宜很多。
m***t,star5,神药啊，效果真的是杠杠的！不吹不擂，感冒了就吃999感冒灵颗粒，颗粒比胶囊容易吸收，胶囊还贵几块呢，一盒三天量，很合适，在京东买也方便，次日到！
j***L,star5,999感冒灵是正品，比药店便宜，日期也很好，感冒了，立马来京东买药了，这个药效果还是不错的，都没吃西药，就好了，价钱也比较划算，五星好评。
崔***好,star3,从买完到收货10多天，病都好了，没有人在乎你是否因为疫情原因，我只在乎，我花了钱，没有享受到服务
明***楼,star5,999制药 历史悠久、国货老牌子了，非常不错的一款国货产品！质量和医疗效果都非常好！值得信赖和拥有！家庭小药箱必备之佳品！无副作用和不良反应，价格也实惠亲民!值得推荐和购买！给个赞吧！
H***r,star5,感冒了，就上京东买药了，第二天就到了，解决了燃眉之急，药很管用，也比店里便宜，日期新鲜有保障，京东物流给力！药也很给力！推荐！
C***荻,star5,在京东大药房，买999感冒灵颗粒，非常划算，比实体店的单价便宜很多，家里常备的感冒药，以备不时之需。一次性买了5盒999感冒灵颗粒，包邮，下单第二天就收到了，物流时效很快，包装也美观，收到货时无破损。
娜***的,star5,家里必囤！春夏季交替，感冒?不断，线下店买太贵了，还是选择线上买便宜，而且速度很快！很方便！没次都是大量的囤货在家里！囤好才有安全感！
l***燕,star5,这个药很管用的！稍微有些感冒时，冲这个来喝，可以得到缓解！而且甜甜凉凉的，好喝！家里常年都有备这个药！预防生病！京东买药比实体店优惠！会继续支持的！
骑***海,star5,东西不错，京东自营店里的东西质量有保证值得信赖，外观看着漂亮，用着舒服透气，做工很精细。用着吧台灯具有什么意思呀呀呀呀呀呀呀呀呀呀呀呀呀呀呀！谢谢老师们辛苦了啊啊啊啊啊啊啊啊啊啊啊啊救命稻草人之恋
j***j,star5,感冒冲剂已经收到，包装完好，快递神速。一直都是在京东商城购买商品，大平台值得信赖质量有保证。优惠活动也给力。店家服务态度很好。快递小哥服务也很到位。必须给全五星好评！
j***c,star5,家里一直常备这个感冒药，非常管用，疫情期间很难抢购，现在有开始二轮了，趁现在有货再买几个留着给家人用
j***e,star5,第一次在线上购买药物，物流很快，包装完好无损，没有出现挤压破损的问题，价格也不贵，品质也有保障，有追溯码可以查询，很好的一次购物体验
_***_,star5,预防二阳买的，算是备药?了，每次都会买999感冒药，之前是在药店买的，这次在网上买，赶巧用了优惠，一盒到手才9块多，京东的物流也是很快，隔天就到了
w***3,star5,三九感冒灵颗粒很好用，因为有鼻炎的原因鼻子经常不舒服，太难受的时候就会吃上一包三九感冒灵颗粒，效果很理想，上次新冠吃这个对减轻症状也很好。
7***l,star5,和在药店买的一模一样，价格甚至更划算，日期很好，京东大药房买的，物流快，品质也有保障，让人放心。物流运送过程中有些挤压，但是完全不影响。
韦***庆,star5,东西收到了，送货速度很快，送货上门挺好的，包装完好，没有破损，东西不错，价格便宜，买来备用的，买了几次了，挺好，，，，。
X***末,star5,包装的很不错，物流什么的也挺快 喝完之后药到病除，京东的会员没白开。和药店里的一样，很划算，有要需要就赶紧下单，之后有优惠还可以价保
X***末,star5,最近就很容易感冒。最近几个月陆续吃了三次999，觉得很好喝感但是有含对乙酰氨基酚（扑热息痛)。好想有类似这个味道的饮料喝
j***8,star3,备用
罗***生,star5,京东购物，特别是京东自营，商品质保证，服务态度很好。售前售后，都能做的非常称心如意。福建福洲还有分仓，发货快递包装，结实可靠。物流服务平台发货快，物流快。物流人员配送服务周到。
j***4,star5,当天拍了一盒，第二天很快就到了，京东的速度没得说。999感冒灵每次有点小感冒来一包冲一下，喝下去很快就舒服了，常备感冒药。
j***a,star5,货到了以后，质量不错，物流也很快，好评！冲了两包症状有些好转，家里常准备一下感冒药应急蛮好的。不过在京东买也方便，快递速度特别的快。
生***惜,star5,宝贝真不错，做的真细心，值得拥有，快递很快?发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常nice宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖宝贝做工真的非常精细，细节真的棒，爱了爱了本来还很担心东西不好，拿到手发现完全多虑了，五星好评产品质量，客服服务态度特别好，很喜欢，好评
b***s,star5,"质量非常好,与描述的完全一致, 真的很喜欢,完全超出期望值,发货速 度非常快,包装非常仔细、严实,物流公司服务态度很好,运送速度很快,很满意的一次购物质量很好, 希望更多的朋友信赖. 店主态度特好, 我会再次光顾的好卖家 赞，发货迅速，态度很好，很满意！"
q***c,star5,感冒灵颗粒味道有点甜，喝起来不是很苦，价格实惠，性价比高，比药店购买优惠许多，包装严实，发货快速，京东快递送货上门很方便！
李***Q,star5,999的感冒灵，有时稍微觉得咳嗽感冒了，喝一袋就好，非常有效，药有甜度，微微带着清香，有润喉的感觉，也不用多评价了，这个品牌的产品还是力推的
f***u,star5,京东买药值得信赖，快递服务很给力，速度快，送上门，点赞?！三九感冒灵颗粒家中常备，特别是在新冠及流感不断肆虐的日子里哈?，推荐大家也备些哈?
江***子,star5,家里没有这个药了，最近二阳的人很多，买点放家里备着，心里才不慌，到货很快的，整体很满意很满意，不用去药店了，直接送货上门，安全。
小***几,star5,刚刚开始的时候配合姜水还是很好用的！发货很快，到货也很快。三九感冒灵大人小孩都通用，中药成分没有副作用。这个价格仍然很划算。京东速度快，快递小哥服务周到，吃了药，见效快，家里常备用药，必不可少！我这次下单抢购这款产品，疫情的时候都没有买到。
毕***文,star5,很棒，贮备在家里用来预防感冒的，感冒灵暖暖的，很甜很贴心，不过喝了容易犯困贪睡；京东大药房也非常可靠，而且价格也便宜，快递小哥送货上门，五星好评
蝗***阁,star5,跟实体药店卖的，一模一样，价格也挺美丽方便，京东物流配送也很快，很满意的一次购物，以后有需要会继续关注选购，挺好的不错，
j***e,star5,到货了，包装也很亮啊，都很漂亮东西感觉是正品，在京东买东西也比较放心，希望京东物流越来越好。让我们老百姓能买到越来越多的物美价廉的物品。
刘***利,star5,家中常备，每次天气转凉都会出现轻微感冒的症状，一杯999感冒灵下去，效果立杆见影，症状得到很大的缓解，再经过睡眠后，注意保暖，就好的利索了。
火***狼,star5,宝贝我收到了，使用过后非常满意，对此做一下评论，京东自营的就是好，质量非常满意，颜色也非常满意，使用效果非常好，给大家推荐一下。
j***3,star5,感冒药收到了，这个天气多备一点在家很好，京东的药品就是价格实惠，而且送货也很快，一般头天下单第二天收到，质量绝对有保证的。
2***宝,star5,宝贝已收到，物流很快，头天下单，第二天就能收到，价钱很合理，在这个平台买药很方便，快递小哥认真负责，赞一个?，已经关注了店铺哦，五星好评。
前***生,star5,京东还是一如既往的快，活动买的比实体店便宜几块钱，非常不错，我是头疼喝的，效果很明显，喝完十分钟就不疼了。
j***d,star5,京东商城自营的商品，从来不用担心品质，即使618的物流也非常给力，都是隔天到！这种日常用药趁着现在有~，囤一点，以备不时之需！
但***4,star5,★☆★★★1小儿清肺化痰口服液10l*6支小儿清热止咳口服液，家长有小孩要常备着，最近刚用完就备着一盒，一盒里面有几支，物美价廉，配送速度也很快，收到货，外包装没有破损，点赞。
小***澡,star5,老人经常要吃的药，在京东买的比外面还便宜，而且送货到家，赞赞赞京东快递小哥也很负责。非常好，不用担心出门晒黑，偶尔还有活动，不错不错！！！
邹***c,star5,了，品质不错哦，推荐大家购买！现在新冠有开始了，流感开始了，备一下药是有须要的。物流公司有良好的服务态度，交货速度非常快。祝你生意兴隆。支持。最后，快递：快递非常快。
j***e,star5,家中常备药，赶上京东大药房有活动囤一盒，一直在京东大药房购药，放心，这款感冒药疗效快，感觉要感冒时喝两袋就能缓解症状，非常不错！
曦***屿,star5,买了一百多块的药，日期很新，成分有一丢丢对乙，从未没喝过999感冒灵，下次感冒试试效果，京东一如既往地快，很满意。还买了999的板蓝根!
特***区,star5,发货很快，第二天就到了，三九效果质量不错，价格实惠，很不错的一款产品，外观简单大气，有需要还会回购，希望卖家多做活动，有需要还会回购
A***少,star5,999感冒灵真的是从小吃到大的，相比于小柴胡颗粒，我更喜欢999，是个老牌子了，最近感冒流行，买来预防一下，京东速度也很快，第二天就到了
q***f,star5,真的特别特别的好，京东大药房值得信赖，保真，购买东西特别特别方便，不用出门，在家就可以买到放心的药，价钱比实体店便宜，京东送货还特别的快。
弘***玮,star5,三九感冒灵冲剂 解热镇痛对感冒引起的头痛发烧等症状效果显著 大品牌值得信赖 京东大药房 买药方便价格便宜非常划算
O***r,star5,最近换季，温度差很大，很容易感冒，在京东大药房买了感冒颗粒备着放心。在京东大药房买过好多次药，很放心！ ★☆★★★1小儿清肺化痰口服液10l*6支小儿清热止咳口服液，家长有小孩要常备着，最近刚用完就备着一盒，一盒里面有几支，物美价廉，配送速度也很快，收到货，外包装没有破损，点赞。
买***亏,star5,东西收到，很满意！实体店什么都不***得到网上买。感冒灵颗粒治疗感冒最有效了，每次感冒都喝这款药，京东大药房买的，正品，效果不错，购物很满意。东西好的没话说。春季感冒发烧咳嗽喉咙疼，多发的季节。好评！
C***u,star5,这款999三九感冒灵颗粒，真是救了我一大次的感冒。效果真的很不错，吃下去很快就能发挥功效。一开始感冒的时候，我头疼、发热、流鼻涕、咳嗽嗓子痛，吃下这颗粒之后很快就好转了。而且，这个产品也很方便，特别是携带出门也很方便，随时随地可以解决身体的不适。总之，强烈推荐这款999三九感冒灵颗粒，对于有感冒的人来说，是一个非常不错的选择。
徐***0,star5,最近身边好多二羊的朋友，不管怎么样买几盒999感冒灵颗粒在家备用。京东快递一如既往地好，真正做到隔日到！！！ 和在药店买的一模一样，价格甚至更划算，日期很好，京东大药房买的，物流快，品质也有保障，让人放心。物流运送过程中有些挤压，但是完全不影响。
守***方,star5,日期不是新的，但是没有任何问题。网上卖的都是库存货？比平时要便宜，囤了不少，特别特别满意?，超级好看?，客服很有礼貌，很客气，良心商家，支持！
邵***南,star5,东西收到，很满意！实体店什么都不卖，逼得到网上买。感冒灵颗粒治疗感冒最有效了，每次感冒都喝这款药，京东大药房买的，正品，效果不错，购物很满意。东西好的没话说。春季感冒发烧咳嗽喉咙疼，多发的季节。好评！
尊***陌,star5,买电子产品和药品我首选京东，产品质量，服务态度，配送速度和服务都是一流的！购买的产品非常满意，正品，有需要的亲们不要犹豫，可以下单啦！红双喜的产品质量很好的儿子喜欢。
七***王,star5,包装的非常好。流非常快，第二天就到了。本来感冒了。那要一会就好了。京东的会员没白买，服务就是好。希望以后这个公司能做久一点。
漫***边,star5,999感冒灵颗粒，包装精美，日期新鲜，用于感冒引起的头痛，发热，鼻塞，流鼻涕，咽痛等，服用后疗效显著，质量很好，价格实惠，物流发货速度很快，京东商城购物质量放心。
g***0,star5,?终于对它下手了，颜值是真的没话说?，材质很好，物美价廉，趁活动赶紧囤起来东西很喜欢，质量也很好的，这个价格能买到是真的很划算搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！
顺***0,star5,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家??真的超级喜欢，质量非常好，与卖家描述的一致！性价比非常高?，可以放心购买?，做工非常精致?，值得购买?！
子***啦,star5,总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～
L***檬,star5,很满意的一次购物，商家服务好，发货神速，物流也很给力，买得放心，用得安心非常值得信赖的品牌，质量有保障，价格还亲民，相当满意
徐***8,star5,真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意
青***灵,star5,"终于收到我需要的宝贝了，东西很好，价美物廉,谢谢掌柜的!说实在，这是购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整,打开后让我惊喜的是，宝贝比我想象中的还要好!不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦!"
j***v,star5,速度快，次日达。活动期买实惠，买之前担心日期是否新鲜，担忧多余。有效期至2025.02号的，与线下药店买的一样（单独的那个)，产品批号不一样。批准文号一致
h***0,star5,最近又到了感冒多发的季节，999感冒灵颗粒是一款解热镇痛治疗感冒的好药品，也是家中药箱必备的必需品。京东大药房值得信赖，京东快递的送货速度一如既往的快，看了下生产日期还挺近的，包装和颗粒与在实体店药房购买的一模一样，可以放心下单购买！?
j***O,star5,趁着六一八活动优惠买了一口气三盒放在家里，家里人一直用这个老牌子，最近二阳特别多，买多几包以备不时之需，一如既往的支持京东商城！
c***n,star5,流感高发期，几乎两周感冒一次，这感冒药好喝清热解表，味道不错，还有功效，老牌子了，信得过，优惠时再买一些，家里备一些，不用担心感冒了
e***w,star5,每次无奈的感冒，都好在有这个999感冒冲剂，单独冲服用也可以，效果更好的是和小柴胡一起冲服用，三天内赶走小感冒。
j***鸢,star5,如果感觉自己发热、头痛、鼻塞...，家人肯定第一时间想到感冒灵颗粒。其实感冒灵只对感冒初期有效果，可我就算买了别的药，家人还是只认感冒灵颗粒，也只能多囤点这个了。
j***L,star5,家里常备的感冒药，常备的药发烧感冒咳嗽的，总是没有错的，也安心，网上买药比比药店买还方便，正品大品牌，生产日期新鲜，东西不错。
m***4,star5,三九感冒灵颗粒在家里会经常备一些，日常有些感冒咳嗽可以预防一下。京东大药房直接购买即可，自营的送货迅速
神***探,star5,京东自营，价格实惠，品质无忧。发现药店的药零售价比线上高的多的不止一点点，以后医保余额还是存着吧。999还是效果不错，药性温和的感冒药，买着备着。
j***b,star5,产品包装完好无损，送货速度快，下单后，第二天就收到货，日期新鲜，3月16日生产，6月16日收到货，送货上门，服务态度好，还会继续回购！
x***7,star5,每次感冒的时候冲一杯，加上快克，基本上一晚上过去能好一半，味道好像添加了薄荷，还可以接受，小孩子也能喝进去，效果也不错哦。
杨***东,star5,从疫情开始一直喝的这款，以前喝的都是板蓝根，但是现在就喜欢喝这个999感冒灵颗粒，家里备点，发烧感冒了喝一包，效果还是挺不错的。
l***3,star5,感冒药，第一次在京东买，晚上买的，第三天才到。与药店一样，OTC药品还是很方便，喝了两次，有少许的效果 有需要的话再来，价格不是特别便宜。性价比还行吧。
城***蓝,star5,三九感冒灵，深圳产的好用，别的产的效果不如这个好，二阳多，头疼脑热的喝点有效果，比药店便宜，买了次日达
财***睡,star5,中药，来的慢点吧，不过药挺好的，有些甘甜味道！性价比也不错，就是偷工减料了啊，居然九袋装的，才十克，希望治得快就好吧，哎～
j***1,star5,包装完好，快递迅速，货真价实，服务满意！多次购买了，值得信赖！价格实惠，家中有人有病使用有效安全放心，商品介绍真实可靠，好物好牌子！
s***8,star5,呼起小键盘，来来来，评论走一波！这个牌子的小食品做的还是不错的，适合我的口味。给好评。呼起小键盘，来来来，评论走一波！这个牌子的小食品做的还是不错的，适合我的口味。给好评。
j***r,star5,送货速度超级快，价格便宜，小区门口的几家大药房不是不卖就是价格贵，比实体店贵3_5元一盒，京东自营购买希望质量有保证，推荐购买。
C***荻,star5,京东大药房的999感冒灵颗粒，比实体店的便宜多了，物流也非常快，一般下单后，第二天就能收到。999感冒灵颗粒，是家中的常备药，天气转凉、冷热交替比较容易感冒着凉，感觉有点不舒服时，喝一包感冒灵颗粒，可以有效缓解症状。
一***漫,star5,日常的常备用药，不急用的买着备着挺方便的，网上买的价格也是适合的，买束放着有效期还是很长的，没买多少一盒几包就两三天的用药量。
俞***桀,star5,在京东买药又便宜物流又快。相较于线下的药店，京东买药没有套路，价格优惠，还有正品保障，网购大大方便了我们的生活便利度～感冒了喝三九感冒灵颗粒感觉还是不错的，治疗感冒特别有效，且价格便宜，现在流行感冒的季节，可以在家里预防感冒，避免去大医院排队麻烦。京东自营的药品，效果好且物流快。买过好几次了备的吃完了这次又买些备着。
F***o,star5,首都医科大学附属北京朝阳医院 普通内科本品为浅棕色至深棕色的颗粒，味甜，微苦。每盒含九包，每包袋装十克。解热镇痛功效，用于因感冒引起的头痛，发热，鼻塞流涕，咽痛等症状。开水冲服一次一袋，一日三次。服用后的不良反应有:皮疹，荨麻疹，药热及粒细胞减少等。
r***n,star5,大品牌，强品牌，好的品牌代表着质量值得信赖，一直买这个，什么都好，哈哈，搞活动，质优价廉，建议试试，给个好评，推荐使用，推荐购买。
进***3,star5,家中常备药，有流鼻水 ，打喷噓，可以冲一两包。现在新冠有开始了，流感开始了，备一下药是有须要的。日期新鲜，大品值得信赖。
a***0,star5,总体来说感觉还可以吧，京东大药房买的，价格也和外面药店差不多吧，天气不太好，忽冷忽热容易感冒，效果还是有的，希望吃完这个就好了
j***a,star5,发货速度很快，包装完好无损，感冒药和描述的一样，999一直用着感觉还不错，这次买一些备上，价格也比较实惠，值得购买一些留着备用。
u***e,star4,这个价格仍然很划算。经济、便宜、质量非常好，与卖方 描述的完全一样。非常满意，完全出乎意料，超划算，划 算，购物比实体店便宜多了，非常满意网上购物。我希望 卖家的生意会越来越红火，物流会越来越快，包装会越来 越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友 会很快下单，这是良心的推荐。它真的很好，而且价格也 很高，所以你将来可以在这里买。给三个好评就满足了! 满意了!满意了!
F***k,star5,药店买同样规格的是20块，但是在京东上只要一半的价钱，觉得还是在京东买更好一点。京东还是比较合理的。希望能有效果吧。好评。
E***光,star5,药是2023年1月份生产，保质期至2024年12月份，京东大药房，下单极速发货，当天上午11点之前下单，当天可以送达，11点后下单次日达！现在感冒高峰期，999感冒灵治疗感冒效果不错！
u***z,star5,看门必备，熬夜上火，吃了烧烤喉咙痛吃了马上见效，好评反馈，感冒药买来看门口，最近甲流高发，预防一下。
j***7,star5,感冒灵颗粒头天下单，第二天上午就收到了，京东物流很给力的啊，赞一个?，有点小痛小热的时候，抓紧来上一代，热热的喝下去，再睡上一觉就好了哦
烟***埃,star5,物流速度真的是没话说，就是一个字：快。商品从外包装来看还是包装的比较不错的，毕竟药物类的，还是怎么放心怎么来，999感冒灵治疗感冒还是不错的。
_***n,star5,包装没有破损 配送快 自营基本当天能收到 京东就是快 方便省心 很多东西都在上面买 现在药品也一样 质量好 还划算 很不错
大***工,star5,五星好评，非常好！想不到那么快就到了！质量挺好，物流也很快，赞！刚好做活动，价格便宜了很多，性价比超高，真的特别划算
步***g,star5,10、宝贝特别好，价格实惠，效果和药店买的一样，物流也特别的快，已经回购，需要会继续光顾，好评京东品质值得信赖，京东从没让人失望过
没***琴,star5,买的这感冒冲剂真的不错，很好吃，味道很好。一直买京东的东西，质量有保证，物流速度也快，相信京东，放心购买。效果很不错，吃完了下次再买。
j***4,star5,非常好用，生产日期很新鲜，主要是购买回来备用，万一来不及去医院的时候起码有药吃吧！京东自营的商品质量很好，确定是正品！物流也很快，下单之后很快送到。
