https://item.yiyaojd.com/100012792970.html,洛芙联苯苄唑溶液,100012792970,100.00g,中国大陆,成人，通用,溶液剂,非处方药，西药,外用,国产
用户名,评分,评论
j***1,star5,很好用，用了一个星期，早晚喷，鞋袜都喷上，真的没脚臭了，娃用了后可高兴了，中午不怕别人说她脚臭了，脚臭了一两年了，无意中看到这个药，抱着试试的态度买了，效果显著
j***1,star5,效果很好，家里娃感染了脚气，一直有异味，持续喷了一个星期，一点味道都没了，还要持续用一段时间，希望不会再复发。现在一家人用上，还推荐了给其他人。
j***i,star5,联苯苄唑溶液拍了三盒，很好用的，治疗脚气很管用，一天喷一次，简单又方便，鞋袜也可以喷一喷，杀菌消毒彻底，出差带一瓶，方便又好用，经济又实惠
j***n,star5,超级好用，夏天脚容易出汗，最容易滋生细菌或真菌感染。我用了一个瓶基本上就回复了，后期偶尔喷喷，鞋里面喷喷，目前两个多月也没有脚气了。一定要长期，不能觉得好了就不用了，否则很容易复发。
H***7,star5,买了四周的量，算是很见效的了，到了夏天脚上就开始起小水泡，每年都犯，希望今年可以根治。咨询了一下医生，说这两种药坚持用非常见效，就立马9比京东下单了，第二天就用上了，很好。
l***1,star5,质量非常好，描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，京东物流公司服务态度很好，运送速度很快，很满意的一次购物质量很好，希望更多的朋友信赖京东．客服态度特好，我会再次光顾的，发货迅速，态度很好，很满意！很好很好！
l***9,star5,经常在用 这个品牌的 喷剂 效果还是蛮可以的 洗完脚直接一喷 非常省事 而且大品牌 验证效果好 京东自营 发货速度快 非常不错
柴***饭,star5,效果不错，脚气以前有小水泡，蜕皮，干裂的，特别是到夏天了，脚气很严重，小水泡很多，很痒。用这个三天了，很有效果，不那么痒了，小水泡也少了很多。。干裂也有好转的
喵***-,star5,挺好的，价格适中，质量看着不错。宝贝已收到，是我想要的，手感很好，质量也挺好，有问题客服也很快就解决了，态度非常好，一定好评！
j***J,star5,联苯苄?溶液，第二次购买了。每天都要坚持使用两遍，效果还是不错，能够除灭脚上真菌。这次京东有活动，在京东购买很方便很实惠。
可***4,star5,给家里人买的，每年必备。家人说很好用，坚持一周就不痒了，而且喷药水比较容易坚持，不会像涂药膏黏黏腻腻，怕蹭得到处都是。每年夏天都要囤两瓶在家。
大***想,star5,京东买药真的是太方便快捷了 在特殊时期去医院看病配药实在不方便 还好有京东 分分钟买到了药 而且送货上门速度非常快 大赞
j***2,star5,产品包装：包装很好无破损。第二次购买了，天气热了，鞋上和袜子上都要喷，京东快递如从前一样，服务好，物流快，包装很好，贴心的里面放了防振袋。
刘***健,star5,包装非常好，做工很好，去脚气效果很好，多次购买了，给朋友带一个，朋友说效果不错，以前一直用别的品牌，效果一般，一次在京东购物，不错，京东自营发货速度很快，下次再来购买。
刘***健,star5,使用效果非常好的多次购买了，给朋友带一个，朋友说效果不错，以前一直用别的品牌，效果一般，一次在京东购物，不错，京东自营发货速度很快。
0***森,star5,第二次购买的巩固装，该产品疗效的确非常好，治愈了我多年的脚气与脚臭，每天喷一次，使用十分方便。需要的朋友可以放心入手，值得推荐！
风***吟,star5,脚痒溃烂有段时间了，一直很难受，看推荐买了这个药来使用看看，第一次用感觉很舒服，喷完就不怎么痒了，持续使用看看再来评价，京东值得信赖
j***i,star5,今年六一八搞活动的时候下手买的，那时候价格也很不错，买回来用了一下，效果也不错。一次买三瓶，够用一段时间了。主要是买的时候，正是六一八的时间，京东也在搞大促销活动。
j***g,star5,以前用过该产品，效果还是不错的。这京东有活动，价格非常的实惠，又购入了一套三瓶，本来夏季脚容易出汗，一到家脚就非常的臭，用了它以后没脚气就没有了，也不臭了。效果还是不错的。
j***a,star5,宝贝收到了 物流很快 这边下大雨快递小哥依然送到了  感谢快递小哥 物品包装完好  看着销量和口碑来的 期待使用的效果 在来继续评价
清***灬,star5,东西很不错，听医生介绍买的东西，期待能治疗我的脚气，能快点变好。脚气具有传染性，早治疗早好，对自己负责，对家人负责！！！
现***飞,star5,卖家服务态度很好，耐心回复问题.物流很快，发货很快，质量很好  一下子买了3瓶  是一个疗程的  夏天爱出汗 用这个预防臭脚  还不容易脚气   推荐
s***y,star5,效果立竿见影，很方便，喷起来很实用，而且确实很有效一款很不错的保障产品，夏天家中必备喷脚喷鞋喷袜子什么的都可以，而且效果很好
1***花,star5,发货特别快，很及时，快递员送货准确又及时，据说口碑还可以，看了一下综合评价也比较高，所以买了一个牌子的，整体满意，值得推荐。
j***2,star5,还是挺好用的，属于无限回购那种，总是臭脚，所以经常买来喷一喷用起来非常方便，喷就完了，太省事了吧，物流也快，不耽误使用，好评！
叶***s,star5,效果简直太好了，就用了一次都不痒了，而且没有什么异味，价格也比较实惠，3瓶周期的可以用很久了，还会发短信来教使用方法等等，很用心啊，棒棒哒！
j***W,star5,推荐给大家啊！用过后，来评的。有脚气的，喷一二次效果就很明显，比用别的什么偏方好用多了。说坚持用4周，就可以除掉真菌……
乘***a,star5,老婆脚后跟干裂很多年了，没想到用了没几天干裂就有很明显的好转。说要继续用一个月才能除根！反正现在已经有了很明显改善，继续加油吧！希望不会反复！
j***x,star5,这是一条好评语录，当我对产品发自真心的满意和喜欢的时候开始启用，因为一般不满意我会马上退掉货，所以当你看到这条评论的时候可以挑选该产品试试看。
涂***墨,star5,包装完好，上午买下午到很及时，喷了之后一会儿就止痒了，确实有效果，缓解了难受痛苦。我是属于水泡型，弄泡了还是很痒那种，幸亏用了
j***H,star5,真不错，治疗脚气效果很好，值得购买值得购买值得购买值得购买值得购买值得购买值得购买值得购买值得购买值得购买值得购买值得购买
大***1,star5,懦夫的喷剂效果非常好，对脚的脚气的治疗蜕皮，使用效果非常明显，使用三次以上就达到非常明显的改善，这是第二次选择购买了，希望大家可以使用体验
u***x,star5,用这个牌子很多年了。感觉挺好用的。京东自营快递非常方便，快递小哥都送货上门，实在是太方便了。价格也比较实惠。购物体验非常棒 好评
u***u,star5,宝贝收到了，质量很不错，包装精致，材质优秀，(*^__^*)非常满意的一次购物，物有所值，比实体店里实惠多了！物美价廉，物流给力，值得回购
狂***世,star5,朋友介绍买的，抱着试试的心态用了一个星期了，效果比想象中的好。鞋子袜子都可以喷，用着很舒服，没有刺激感。会一直使用，直到症状消失，会推荐
B***俊,star5,不错不错不错，很满意的一次购买！一日既往的支持京东????????????????????????????????
7***帅,star5,我也是看科普才知道的，脚气要用这个，以前一直都买达克宁??有脚气的症状可以试试，脱皮脚痒啊，京东上买第二天就到，还是很方便
l***k,star5,送货速度非常快，当天下单，第二天就送到了。快递效率非常值得点赞。使用效果比较不错，第一次购买。包装也很好，非常不错。
一***君,star5,夏天天气热！穿鞋捂脚容易滋生真菌！家人也有脚气，每天穿鞋脱鞋的时候喷喷既方便又安全，京东自营商品物流也是很方便的次日达很给力！
曹***1,star5,在买之前呢和医生交谈了一下，知道了具体使用方法，并且短信也来了一条使用的信息，服务非常好，并且物流也很快。
h***b,star5,已经买两次了，选择的都是大毫升的，一直在大药房买药，相信京东大药房不会有假药，已经多次购买其它药物都很好，希望一直保持，保证药品质量。
