https://item.yiyaojd.com/100020910090.html,同仁堂10盒装 六味地黄丸300粒,100020910090,0.8kg,中国大陆,丸剂,成人,中成药,口服,国产
用户名,评分,评论
男***1,star5,同仁堂六味地黄丸，比实体店买的便宜，划算多了！。质量很不错，京东品质有保障。六味地黄丸，真的不错，京东快递真给力，上午下点下午就到了。
u***y,star5,给妈妈买的中成药都是北京同仁堂牌的，对品牌信赖，糖尿病，辅助保肾用药，很好，浓缩型，一次8丸，减轻吃药负担，会回购，好评！
艾***科,star5,京东快递很快，有保障再这里买比实体店去买化算很多。主要还是买自营产品，有保障。特别是吃的东西，不能掉以轻心。希望能比美团买药便宜一点好嘛
做***人,star5,买过很多次了，发现这个东西比护肝片好，经常熬夜的人还是吃一些，效果比较显著，价格还是很便宜的，我买护肝片一瓶100多这个能买3瓶
j***y,star5,发货速度很快非常快，快递员服务态度非常好，送货****及时，包装严实完好无损，吃着效果很好，再次复购这款，下次还会再来购买好评好评
l***g,star5,产品质量：大品牌，值得信赖，质量很好哦物流速度：发货快，包装严实，商品质量非常好；使用效果：使用一段时间后，明显感觉身体好了很多。
j***d,star5,东西很好滤镜快递超级快的在这之后也未必怎么喝你们囖囖囖闷闷有木你是去血魔闷着们清醒了我也很高兴认识你1924，再说快递也还行
东***i,star5,宝贝跟卖家描述的完全一致，包裹严严实实的没有任何破损，如有需要一定回购的质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们
抖***儿,star5,北京同仁堂牌六味地黄丸的功能主治滋阴补肾，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精，口服方便。京东快递送货速度很快，头天下单第二天就到了。
或***在,star5,不错！！！京东药房速度很快！！昨天下单今天就送到！！！很方便！！！也不用担心不是正品！！！吃一段时间再来评论效果！！！！
C***z,star5,在京东购买这款六味地黄丸非常放心，品质和服务都有很好的保障。我会继续支持京东购物，也会继续享受这种天然健康的产品带来的健康和舒适。
j***c,star5,药品以收到，包装完好，百分百北京同仁堂六味地黄丸。客服态度真的好，因本人年龄大了没注意地址错了，客服很热情的给我解决。非常感谢！
j***r,star5,收到了还可以，物流很快的，京东物流不错的选择，今天早上买的下午收到快递到了赶快，京东物流很快的，相信京东信赖京东，京东商城买的
l***5,star5,快递速度杠杠的，东西很不错，已经第三瓶了，效果杠杠的，以前总是有点腰酸背痛，现在好多了。也没有什么副作用，大品牌，有保证。
l***h,star5,大品牌值得信赖，中成药还得是同仁堂，药材保真！京东商城，品质保证！京东购物，方便实惠！京东快递，及时送达！??
她***皮,star5,这是一个好评模板，因为本大佬不想买一个声品都号好评所以特地写下这个模饭，以前不知道评论可以张积分，现在才知道好评的重要性，妥爱的，每条都来评论一下，赚积分用，评论80字以上，可以得到天什么东西，都会粘贴麦够孚数这是篼n次在买-西好用而日质量好，物美价聚，买的买买，根本停不下来，东西品种三，而且又特别全，刻算方便，包装很好，而任何损坏，会一直支持下去的，服务还可以，超级好用，好评，下次再来
孤***哥,star3,吃完一瓶了，跟没吃，没什么分别。
球***用,star5,头晕耳鸣，腰膝酸软，盗汗遗精，骨蒸潮热；北京同仁堂，老品牌了，值得信赖；物流速度很快，价格也很优惠；老牌子值得信赖；效果不错，浓缩丸，性比价高，看上去很好；
t***2,star5,哇偶，物流真的超级快，晚上下单，第二天早上就到了，开瓶先吃8粒，感受一下效果，朋友推荐的，应该没有问题。等吃段时间再来说效果
-***-,star5,同仁堂六味地黄丸，比实体店买的便宜，划算多了！活动期间价格优惠，。质量很不错，京东品质有保障。六味地黄丸，我们祖国传统中医药。真的不错
望***旁,star5,大品牌值得信赖吃着放心。发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！
随***y,star5,挺好吃的，非常可口，效果也很好，日期也很新鲜，总之就是非常好，对盗汗非常有帮助，最近睡的也更好了，建议男性都买点备在家里
夜***行,star5,物美价廉值得购买，下次还来，东西非常满意，物流很快，质量很好，客服非常热情，服务态度也很好，包装完好，无破损，大爱啊，推荐购买。一次三小时，累坏了。
j***j,star5,北京同仁堂的牌子，值得信赖。六味地黄丸在古代是个儿童用药，后来发现老年人吃了也有延年益寿的作用，可以长期服用，药性非常平和。
X***1,star5,年纪大了吃点这个保养保养 趁618大促拍的 很划算 平常没事吃点 滋阴补阳有好处的 京东大药房售的 品质有保证的 药品还是要严谨一点
芳***亮,star5,中华老字号北京同仁堂，大品牌值得信赖的，质量不错的，年龄大的可以吃点啊，物美价廉的啊，一次八粒很好区分的啊，比一次三十粒的好区分！
牛***鱼,star5,物美价廉物超所值，活动价入手，吃了五六瓶了，效果明显，购买一定问诊，不能盲目瞎吃，浓缩丸，不用一次吃一大把，京东自营值得信赖，
z***L,star5,希望有用，这个可比在实体药店买划算多了，然后我查了是正品，在他家买了很多，不管是物流还是价格，都非常满意，一大瓶顶小瓶的好几瓶
y***r,star5,买的给老爸的这东西，老爸说挺好的，饭后吃，医生推荐北京同仁堂的品牌，价格也很实惠，发货速度的很快，补肾推荐购买，客服服务也很好
S***1,star5,很不错的！很好！！味道还不错，东西也多？！！！第一次购买！不知道效果怎么样！先试试！！京东物流也很快！第二天就能到了！！
l***u,star5,六味地黄丸是个老药，据说最早是个儿童药的偏方，现在用于补肾，很多人在肾阴虚的情况下使用它效果还是非常好，吃了之后感觉比原来好很多
尛***鞋,star5,买了好几盒哦！赶上6.18活动价，超级无敌实惠，京东购买，今天买明天到，日期新鲜有保障，买东西上京东很放心购买的，和实体店比较便宜很多
芷***妈,star5,老人家常年身体不好，六味地黄丸是家中必备。每年买两次，都是促销活动的时候购买，性价比很高，值得推荐购买。对于肾是挺好的药物。
海***_,star5,六味地黄丸，这个是我们中国传统的中医药，也是非常适合我们国人用的一种用品，价格便宜，而且质量上有保证，相信京东，相信品牌的力量。
j***d,star5,京东自营的正品有保障，京东快递也很速度，快递员认真负责，买东西基本都京东买了，药品很不错，是正品，比药店便宜多了，以后还会回购的。
j***f,star5,快递送的非常快，服务态度非常好，这也是第一次体验，之前一直没有吃过，看着应该可以，应该效果没有问题，以后还会继续回购，期待
眼***情,star5,买过好多次了，第一次吃是朋友买的说吃了舒服，我不信，抱着试试的态度吃了一次，发现睡眠质量一下子变得很高，后来就自己也买，不天天吃，偶尔吃一点当护肝片吃
j***1,star3,这是第二次购买了！发货速度很快！吃了有明显的效果
a***u,star5,其实日期很长，可以到25年。就是难辨认点。看到购买的量大，跟风。很有效的日用常备中成药。出门在外携带一瓶，常安心。
j***b,star5,非常愉快的一次购物体验，卖家发货速度快，而且还是京东物流，做到了次日达。人到中年需要保养自己，特别是**志，六味地黄丸就是不二的选择。
l***f,star5,非常好，一直在京东上购物，多年会员了，买了太多东西了，这个也很好，价格便宜，不错，实用性强，买了很多次这个品牌了，自营也放心！，很棒，很不错，价格实惠，外观好看，信任自营的，不错！！！价格便宜，必须好评，快递不错，很好，很好！
柯***1,star5,药丸发货很快，包装很好，快递员态度也很好，提前电话确认送货时间，产品很满意。有活动的时候，价格超级优惠的，经常在京东买。
x***u,star5,京东自营的京东大药房的药品?质量有保证，已经多次购买了，这次618搞活动满300减50下单很划算，需要的朋友们尽管放心购买，昨天下单今天上午就收到快递十分给力
_***海,star5,京东物流一如既往很快，包装很严实是正品 同仁堂大品牌值得信赖、家庭必备，有助于改变睡眠质量，价格实惠，送货速度很快，非常满意
W***W,star5,便宜又实惠，买了好多，宝贝一如既往的好?，性价比非常高，大品牌值得信赖?质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们正品，棒棒哒，价格很优惠，总而言之挺好的，还会再买
灵***a,star5,想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！细节非常完美，整体来说真的很不错。性价比很高，下次还会继续光顾！物流和产品都不错，性价比高，赞赞赞???
靓***聪,star5,本来还很担心东西不好，拿到手发现完全多虑了，五星好评店家发货非常快，服务态度很好，应该是正品，一次很愉快的购物。价格很实惠，性价比很高，算是平价好物，会回购的
聊***哥,star5,跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算?看起来还不错，包装的很仔细，价格也非常公道，还会继续买买买！?
春***橙,star5,在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购?看起来还不错，包装的很仔细，价格也非常公道，还会继续买买买！?包装非常好，很严实，值这个价格
j***H,star5,(*^__^*)非常满意的一次购物，物有所值，比实体店里实惠多了！物流和产品都不错，性价比高，赞赞赞???发货快，包装严实，商品质量非常好，比专柜便宜很多，客服服务态度也特别好，好评
江***卍,star5,质量很好，收到货第一时间打开看了，很不错，很满意宝贝非常棒，是自己想要的那种风格，到货也很快，谢谢老板，服务五颗星!!!
风***见,star5,一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，有活动时候价格非常的实惠，要比店里便宜多了。下次一定再来。
林***枫,star5,到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物跟实体店没有区别，还便宜，喜欢！东西比我想象中的还要完美，十分给力，值得入手大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算
j***f,star5,收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、•严实，总的来说这次是很满意的一次购物，感谢卖家。
w***1,star5,趁着六一八活动，一次买了三盒，跟实体药店相比，性价比相当高，我老公基本上一直吃着，中成药，副作用小，吃着也放心。京东快递也给力，还会回购的。
j***G,star5,感觉自己有点虚，还是赶紧吃点六味地黄丸，希望能补充我的能量，吃了几天感觉还是很不错的，希望我身体能越来越棒，希望大家都能战斗力十足。
j***r,star5,出汗比较多点。买一些试一试效果如何。京东物流配送很快。商品有保障。日期也是比较好的，先买了几瓶试一试效果。效果好后面再买一点点。
抢***出,star5,没事吃着补补，也不知道到底有没有用，吃着看看吧，京东自营的安全速度快服务好，就是很杀熟，应该对老客户更好一点才对。价格实惠
菡***B,star5,老公最近入睡困难，且容易醒来，醒来感觉心情烦闷，本不容易生气的人现在也变得易怒，白天没啥精神，下班回来或者礼拜天就喜欢瘫在床上，看医生科普买的，纯中药，成分不含任何杂质，吃着放心
j***t,star5,吃了一段时间，自己感觉应该是有点效果，原来挺怕热，腰酸，对照阴虚阳虚症状，感觉可以试试六味地黄丸，药应该没问题，主要是对症下药。
t***6,star5,搜索对比了才决定选定这家，已经吃了几天，感觉到效果了，我家老公之前腰疼得有点明显，又不想去医院，抱着试一试的心里，购买了三盒，没想到还没让我失望！
天***情,star5,物流很快，价位较合理。与原来吃过的六味地黄丸好像不太一样，不知效果如何？滋阴补肾，治疗头晕耳鸣、腰膝酸软最好的药物。
u***7,star5,挺好的，用来缓解盗汗症状，肯定是长期服用才有效果，刚吃到第二瓶，还不是很明显，但看评价还不错，三补三泻，相对中性，没什么坏处，但这次买的是 2022 年 1 月的，有点不够意思了
L***9,star5,相当不错。日常补补，现在压力那么大，保重身体比较重要。缓解压力和疲劳。好多年了，一直使用。蛮不错的。不错不错不错。不错不错不错。
w***8,star4,有淡淡的中药味道，就是记不得吃，一天吃个一次两次的，效果好像还不错，身体还是有改善的，不知道多久才能彻底改善，希望能达到预期的效果
j***h,star5,正品，有追溯吗查询了，信赖京东，现在的日常用品大多数都是从京东买的，日期新，产品质量有保障，药品也从京东买了，总之满意的平台
涂***性,star5,相信京东的渠道，发货到货还是比较快的，包装的还行。人上了年纪还是需要补补。这个中成药是老牌药方和老字号了，一般的补充还是够了
s***n,star5,六味地黄丸还是相信同仁堂的吧，长期使用，感觉效果还是不错的，坚持服用几年了，每次都是京东下单，品质保障，送货上门也很准时。
做***人,star5,买了好多次了，其实熬夜吃护肝片没什么用，之前买过好多次护肝片 没用，还是这个东西好，吃了不起痘痘睡眠质量高很多，别不好意思 不是说一定纵欲无度才需要吃这个！
j***s,star5,正在吃，每天坚持在吃。喜欢在京东上购买商品，品质有保障，送货有速度。     正在吃，每天坚持在吃。喜欢在京东上购买商品，品质有保障，送货有速度。
j***n,star4,挺好的吧，家里人让买的就买了，京东买东西方便，就不去医院开了，医院麻烦，手续多，京东快递快，第二天就到了，总之就是一个满意。
日***乐,star5,物流速度很快，不愧是京东自营，隔天就到了。包装也挺好，里边有泡沫保护。效果的话，吃了好几瓶了，感觉应该是有点作用的，中成药，作用效果慢，但是应该是有作用的，腰疼缓解了很多。
j***1,star5,大品牌，??保障。同仁堂这个药，已经多久购买了。这个浓缩丸比较容易吞服，吃了效果也不错，希望能继续搞点活动，再优惠一点?。
一***余,star5,京东药房自营的药品，质量有保障，同仁堂大药房的六味地黄丸，吃了滋阴补阳，再也不受盗汗困扰了。生产日期新鲜，保质期也挺长。
李***医,star5,1、一次买了5盒，包装完整，无任何破损。2、药丸齐整，我破碎，我异味。3、中医把脉后推荐，口服半月后感觉乏力腿酸的症状有所缓解了。4、目前还没发现明显的不良反应。
雨***惜,star5,效果感觉还可以，暂时觉得没有副作用，反正都是睡觉前吃和早上早餐前吃，感觉效果挺好，挺补气的，对晚上睡觉老是上厕所的频率有一些改善
j***8,star5,正品，同仁堂品质，不容质疑。吃完以后，腰不酸了，腿不疼了，不冒汗了，身体有劲儿了，反正是要多好有多好。京东大药房送货速度嗖嗖的。比外卖还快。
爱***渣,star5,身体虚弱的可以买一点儿吃着，如果能够有疗效的话，可以稍微吃一点儿。注意要保持身体健康，多锻炼，不能光依赖药物。这个整体来说还算可以。
j***e,star5,效果应该还是很好的。…怎么说呢，这个嗯，然后这个真不知道怎么说。不管怎么说吧，嗯，我觉得应该还是可以的…然后，嗯，对。挺好
蒋***灿,star5,北京同仁堂，大牌子吃着也放心，药这个东西还是比较注意的。买就买大牌子，渠道也非常重要。几乎所有的东西都是在京东上买的，用着放心，还是回继续支持的。
Z***W,star5,趁着有活动多囤一点，给家里爷爷奶奶吃的，这种东西总得长期坚持吃才有点点效果的，所以有活动就多囤一点这样，保质期挺长的呢。
山***年,star5,趁着618囤的货，这时候确实比较划算！?  京东大药房还是值得信赖的，卖的都是正品，而且重点是送货速度快，还能送到家门口，真棒！
j***2,star4,这个是浓缩丸，应该含量高，和之前买的六味地黄丸不太一样，这个一次8丸，量还是能接受，比那些30粒的要好很多，不知道副作用大不大，希望效果好
醉***烟,star5,同仁堂的六味地黄丸，吃了之后效果不错，这个真对阴虚型肾虚比较管用，给老公买的，天天熬夜，导致腰膝酸软，吃了半瓶，有效果，会回购。
7***a,star5,物流速度快，包装完好，而且不用去药店，送货上门，赶上活动价格实惠。大厂家质量放心，一盒可以吃10多天，一天三次每次8粒。
j***c,star5,1. 产品质量：产品的质量是购物体验的关键因素之一。好的产品应该符合预期，具有良好的工艺和耐久性，并能够提供所承诺的功能和效果。 2. 价格公正：价格是购物时的重要考虑因素之一。消费者希望以合理的价格购买到物有所值的产品或服务。价格应该与产品的质量和性能相匹配。 3. 客户服务：购物过程中的客户服务对消费者来说至关重要。良好的客户服务包括友好的态度、快速响应和有效解决问题的能力。消费者需要获得及时的帮助和支持，以解决订单、退换货和售后服务等问题。 4. 便捷性：购物的便捷性对消费者来说也是一个重要因素。购物渠道应该方便易用，例如在线购物网站或实体店铺的布局和组织应该使消费者能够轻松找到所需的商品或信息。 5. 产品选择和多样性：消费者希望在购物时能够有多样的选择，以满足个人的需求和偏好。购物场所应该提供丰富的产品种类和品牌，以满足不同消费者的需求。 6. 售后保障：购物过程中的售后保障是消费者的重要关注点之一。良好的售后保障包括退货政策、产品保修和技术支持等方面。消费者希望在购买后能够获得必要的支持和保障。
l***4,star5,大品牌值得信赖，感觉口感比南京同仁堂的酸，挺好，最近睡眠不好大夫让我吃点六味地黄丸补补，我感觉吃了没啥区别可能是吃的少吧，继续吃
T***n,star5,北京同仁堂牌六味地黄丸的功能主治滋阴补肾，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精，口服方便。效果挺不错的
j***k,star5,大品牌值得信赖，物流很快，说明很具体，效果还可以，比较温和，没有副作用，会长期服用，希望以后多搞点力度大的活动，会持续关注的！！
j***u,star5,送货很快，值得点赞！标识说明很清楚，日期很近，大品牌，效果还可以，比较温和，没有副作用，会长期服用，希望以后优惠活动多多，会经常关注的。
j***v,star5,六味地黄丸收到了。快递员提前联系，送货上门，及时快捷，包装完好无损，辛苦了谢谢！在京东大药房能购买到这个药，很方便，很放心。
j***d,star5,宝贝收到了，京东快递速度非常快。同仁堂出品，质量优良，值得信赖。滋阴补肾，用于肾阴亏损，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精。
j***a,star5,第一次买这个，因为睡眠总做梦，吃了三天，就基本不做梦了，而且感觉身体好了很多，老字号，大品牌，价格实惠，值得购买，一个健康的体魄很重要，推荐使用
斌***爱,star5,已经收到了，看着药品不错，药丸大小均匀，颜色正常，药效需要吃过以后才知道哦。经常在京东买东西，药品也买了很多次了，京东药店还是很不错的。
信***限,star5,六味地黄丸  老品牌的药了       多少男人的帮助     没事腰酸背疼腿抽筋的可以尝试一下        京东品牌很好
w***2,star5,老牌子值得信赖！买了很多次了，这次还是买了好几盒，吃完了还来。是正品，信赖商家，宝贝质感很好，价格也适中，无限回购！五星好评，非常好！想不到那么快就到了！
丽***2,star5,收到商品，这次专买的口服量小一些的，吃了有一段时间了，之前效果不错的，坚持吃吧，补充一下体能，包装很好的，物流速度也很快
爱***汪,star5,商品质量不错，细节、品质、都非常好，发货贼快，快递也给力，棒棒哒~???  北京同仁堂大品牌值得信赖，日期很好，希望效果也很好
寧***魚,star5,因为偶尔耳鸣，之前用过六味地黄丸，感觉效果很好哦。所以这次作为常备药，放家里，感觉心安哦。这个浓缩丸比大蜜丸要容易服用多啦！
L***9,star5,相当不错。安装很简单，使用很方便，平时自己工作上遇到一些，可以写写画画分析分析。不错不错不错。蛮不错的。不错不错不错。不错不错不错。
j***j,star5,宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢商品符合描述，主要是活动便宜，能省很多钱正品，买的放心，价钱也公道，满意！
l***5,star5,头晕耳鸣，腰膝酸软，盗汗遗精，骨蒸潮热。快递速度很快，价格也很优惠。老牌子值得信赖。效果不错，浓缩丸，性比价高，看上去很好。
j***l,star5,一直信赖同仁堂出品的药品非常不错，喜欢多次购买，身体调养必须品，相信京东商城，服务好，值得购买，快递也很给力，到货速度很快，包装也很不错，很满意的一次购物，会继续光临的，并且会推荐给家人的朋友的。
笑***1,star5,刚吃了一天，还感觉不错，我是买来给老公吃的，说是很好吃，他说很好吃，吃完再买。刚吃了一天，还感觉不错，吃完再来。哈哈哈哈哈
爱***鱼,star5,刚好做活动，价格便宜了很多，性价比超高，真的特别划算一直在这里买这个，活动的时候价格很美丽，发货速度贼快，质量不错，应该是正品????????
j***a,star5,家里老人点名要的，日常服用很方便，趁着618购物节的优惠期间，多囤一些备用，老人很满意，说是不错。京东上买药确实是挺方便的了。
w***2,star5,同仁堂这款六味地黄丸水蜜丸功效不用说了，老品牌，这款水蜜丸比浓缩丸计量小效果更温和适合慢慢滋养，买这款配合逍遥丸，治疗相辅相成。很好。
2***m,star5,收到货了，6.18活动买的东西划算，现在天热还没服，等过些日子天凉了在服用，应该有效果的，大品牌值得信赖，京东物流也很快，等待。
会***8,star5,同仁堂的六位地黄丸，特别的不错，特别的好，很不错的一款六味地黄丸，这会特别的不错，特别的好，之前有点虚弱，所以这会才吃点补补，效果很好
好***9,star5,很满意的一次购物体验，支持京东自营。物流速度很快，我和我的家人门都非常满意！全新正品，质量很好，我非常的满意。下一次还会选择
W***i,star5,我对六味地黄丸非常满意。这种中药具有非常好的功效，对于调养肾脏和滋补身体非常有效。我在网上购买时，产品的质量非常可靠，包装也很精美，让我感到很放心。服用后，我能够感受到身体的改善，精神状态更好，体力也增强了许多。购买过程方便快捷，而旦交易安全可靠。总的来说，我对六味地黄丸的购买体验非常满意，强烈推荐给需要滋补身体的人们选择购买。
w***6,star5,同仁堂大品牌值得信赖，之前用过，效果很好，这次买了一些，作为备用药，放在住的地方，比较放心。对京东比较放心，京东快递非常快，赞
凡***6,star5,商品包装的完好无损，快递运输的也很快，商品的性价比很高，物美价廉，非常值得购买，这是一次不错的购物体验。very good
武***r,star5,不错，东西真的不错，质量也很好，之前的要吃60颗，但是现在的只用吃8颗就好了。方便了很多，这个同仁堂的也非常的放心啊，老字号了。
C***凌,star5,第一次买这个，先买来试试，感受一下效果怎么样，这个一瓶很多，很实惠，而且价格也不贵，等吃完这一瓶再来买，活动的时候会更优惠，
-***-,star5,物流很快，次日达。六味地黄丸，还是要选择同仁堂的产品，大品牌，信得过！正好赶上618活动，有优惠，还是挺划算的。下单后不久，即收到来自京东药师的提醒短信，服务周到！
m***l,star5,趁着京东购物6.18活动，京东大药房的购药优惠力度还是非常大的，果断多买了点，发货及时，隔天就收到货了，与医院和药店买的一样，非常满意
仲***月,star5,大品牌值得信赖，物流很快，说明很具体，服用方便，效果还可以，绝对自己确实比以前强大了，比较温和，没有副作用，会长期服用。
y***1,star5,已经多次购买，信奈同仁堂大厂家，质量有保证，京东平台价格也很给力，搞活优惠购买非常合适，药效效果目前非常不错。。。。。。。
皮***8,star5,宝贝收到了，大品牌就是不一样，物流也很快，药物不刺激，很温和，会一直服用的，用完了还会回购的，喜欢的赶紧下手吧！
6***狼,star5,最近有一点耳鸣，听医生说吃点地黄丸试一下，这次好多了，不用再吃那么多了。比以前的颗粒更大，期待吃了之后的效果，618做活动，价格很实惠。
赵***斗,star5,一直用同仁堂的产品，效果蛮好，持续使用精神饱满，没有任何副作用，大品牌值得信赖，京东物流棒棒哒，基本都是隔天送达，很满意。
4***4,star5,京东自营的商品用起来让人放心。京东自营的物流速度也是超级快。当天就到了。同仁堂是老字号。六味地黄丸更是出名。以后还会回购
4***4,star5,京东自营的商品用起来让人放心。京东自营的物流速度也是超级快，当天就到货了。同仁堂是老字号。六味地黄丸也是非常出名。以后还会回购
锵***我,star5,看着618期间有活动，然后就下单了，价格比平时便宜不少吧，物流也很快，京东快递还是能够送货上门的，就很方便了，按照说明书的介绍和要求，已经开始使用了
j***d,star5,京东买东西真的算是很方便了，而且主要是价格真的比实体店优惠很多，现在买药也方便了，真是面面俱到呀，什么都有，搞活动时候价格很优惠了
j***o,star5,趁京东大药房搞活动的时候给婆婆买了好几盒，已经购买很多次了，比实体店便宜很多，药物质量也是正品，发货速度还快，今天买明天到。值得推荐购买。
小***心,star3,一般般
平***顺,star5,在这里买东西非常省心，绝对没有后顾之忧，无论是生产日期还是外包装都让人满意。在这里买东西非常省心，绝对没有后顾之忧，无论是生产日期还是外包装都让人满意。
清***水,star5,永葆青春做回自己哈哈哈，六味地黄丸还是很可以的，强身健体，趁着这次618活动 就买了2盒来喝，快递的物流很快，非常不错。
j***b,star5,京东物流非常快，前一天下单，第二天就到了。日期也非常新鲜。618买的，价格非常优惠，趁活动就多买点备着，一直吃这个北京同仁堂的六味地黄丸，效果比其他牌子的好。
爱***呢,star5,买了5盒，吃了之后睡眠质量好多了，也不会晚上盗汗了，很有效果。当天吃立马就有效果了，还挺不错的，经常熬夜确实得吃！！！！
j***Q,star5,快递包装非常的不错，纸盒子里面还有安全期待非常好，然后同仁堂是个药店的老牌子，一直都非常的信赖，买了一个疗程先试试看。
鸿***生,star5,东西不错，物流很快的，属于第二次购买，有效期足够，有效期四年，足够吃完了，包装完整，京东物流值得信赖，觉着应该是正品，京东大药房产品
柯***1,star5,药丸子发货很快，包装很好，快递员态度也很好，提前电话确认送货时间，产品很满意。有活动的时候，价格超级优惠的，经常在京东买。
