https://item.yiyaojd.com/100017559686.html,芬必得布洛芬缓释胶囊,100017559686,26.00g,中国大陆,成人，男士，女士,国产,胶囊剂,西药,口服,痛经
用户名,评分,评论
寻***想,star5,京东物流很快，隔天就到了，效果的话，这次还没使用，经典产品，退烧效果的话还是很可以的。有备无患吧，希望都能**安安，健健康康。
老***5,star5,疫情严重时买不到，现在好买，价格也恢复正常了，买了放家里备用，京东买药非常方便呢，送货快，正品的，日期新，比药店便宜新鲜
没***面,star5,京东物流非常快，基本是当天下单当天就会到的，包装保护的也很好，物流还是下了大功夫了，这个布洛芬缓释胶囊买来备用吧，头疼脑热的也能用，包装比以前药店买的印刷简单很多，要不是京东买的还不敢收呢。
z***5,star5,京东商城购买，比实体药店便宜好几块钱，芬必得胶囊止痛效果好，家中常备。京东商城购买商品，真的很划算，已经习惯在京东商城购物了！
j***w,star5,京东送货及时，转天送货就到，做为长备药品，准备一些很有必要，身边二阳的人越来越多了，药品正品，质量品质有保证，价格性价不错。
j***g,star5,东西还不错  感觉还行的  快递也不错  好好的  很好  相信京东的品质  很好的  厉害的  很喜欢  下次再来 好好的啊  很厉害
奇***子,star5,布洛芬还是家中必备药品，特别是新冠的时候，家中备有布洛芬释缓胶囊就感觉很安心，止疼效果也很棒，基本上几粒一个疗程人就恢复了，建议家中常备。
好***x,star5,京东送货很快，尤其是很急用的东西，这个药比药店便宜，很不错。而且是大品牌，用着放心，也有医生指导，所以，买这种很重要的东西就来京东。
a***f,star5,不错的退烧药，质量不错，包装完好，价格比较实惠，物流还是京东自营，很给力，基本上隔天就到了，总体是一次很不错的购物体验，给十分好评。
新***T,star3,效果杠杠，之前老人吃了很快退烧，但后遗症也比较多，如果是有心脏病的老人吃了要及时注意，出完汗之后，仍会大汗的，心脏病最怕汗大
j***y,star5,不幸成了小阳人，别的药效果不佳，紧急在京东上下单，第二天就收到了，缓解了不少病痛。不得不说，京东物流还是很给力的，值得信赖。
加***萨,star5,京东购物真是让我眼前一亮的网上购物平台，芬必得在这里可以找到各种各样的商品，并且价格公道合理，并且有各种优惠活动。缓释胶囊这次买的商品让我非常惊喜，并且质量很好，并且和图片一样漂亮。卖家服务也很友好，并且发货迅速。退烧物流也很安全，并且包装仔细。我对这次购物感到非常幸运！
万***约,star5,布洛芬救命神药呀，呜呜呜适用：头疼、生理痛、发烧家庭常备的药品了，真的很不错0.3克的用量也比较轻，自己用起来也比较放心
一***M,star5,布洛芬缓释胶囊，非常时期必备良药，往日情形历历在目，这次家中必须备一盒以备不时之需，退热效果非常好，这次正好有活动，性价比非常高！
柚***1,star5,非常好，缓解疼痛神了，之前得的带状疱疹，真的非常非常疼，疼的无法睡觉，亏了布洛芬缓释胶囊，太管用了，发烧用它也非常好。
j***r,star5,这就是神药一般的存在，有一天早晨起来低烧头疼，用了一粒，10分钟见效，太神奇了，第二次购买了，送货及时，大牌子值得信赖，加油！
J***g,star5,这个布洛芬缓释胶囊真的是发热，发烧感冒的神器。一般情况下吃一颗症状就会减轻很多，特别是发热退热特别特别快，在家里又背了几盒，很好很好，非常方便
j***u,star5,二阳的时候买的，没有发烧，所以没用上，但是买回来安心，布洛芬还是很好用的，首阳的时候根本买不到，京东大药房值得信赖，送货上门很方便。
阿***茨,star5,发烧可用，家庭储备用药，非常时期的囤货了。物流好，发货快，安心使用。有备无患。羊来了就坦然面对吧。哈哈哈。很好很好。。。
l***l,star5,京东药房速度快，药品是正品，保质期日期好，包装没有破损，性价比高，用法用量标注的很清楚，作为家庭常备药首选在京东大药房上购买
c***w,star5,包装很结实，没有破损，京东药房值得信赖，一盒里面有两板，外观如图，快递小哥辛苦啦，包装很结实，没有破损，京东药房值得信赖
J***y,star5,家中常备用药，以备不时之需，药效不错，按照说明书使用，物流也很快，京东购物方便快捷，品质也有保障，用起来放心，不错的购物体验。
j***d,star5,布洛芬缓释胶囊，大品牌，止疼见效快。买来放家里备用，牙疼什么的都可以吃一粒。只是布洛芬缓释胶囊也有很多种包装，不知道怎么区分，买的这个看着还不错。
z***g,star5,这款布洛芬胶囊价格不贵很实惠，在阳之前提早买了备用，阳了以后发烧两天全靠吃这个药退热的，退热效果非常的快，而且药效时间长
2***f,star5,去年买过一次0.4克的，退烧很灵，但是止痛效果有限。在京东上买药还是非常便利的，查看物流居然是从天津调到北京，非常满意，服务很周全。
j***j,star5,京东物流非常快，药品包装完好无损，快递小哥非常给力，第二天就到了。家里备一点，有需要时有得用。价格实惠比外面药店还要便宜
j***j,star5,家里备用药品，以防不时之需。京东购买方便快捷，价格也比一般药店实惠。京东送货很及时，基本次日早上就送到。药品包装完整，日期很新。
锤***坨,star5,布洛芬胶囊，这种常用药家里还是要有，这次就买点放家里备用的，治疗新冠效果很好，得了新冠就是头痛四肢痛，吃了这个有明显疗效。
u***v,star5,这款布洛芬缓释胶囊疗效效非常显著，治疗各种疼痛疗效快，无其它反应。每次牙痛或感冒我都用这个药。在京东购买放心，而且送货上门。赞！！！
凯***奥,star5,预防感冒买的，货源充足，不用抢购，质量很好?是正品，跟商店里买的是一样的，在这网购方便快捷，品质放心，还会光顾！.^?^.
鑫***o,star5,二阳真的靠它顶过了，的确比第一次那酸疼好了很多。现在买也便宜了不少，完全就是立马送货上门，感谢化学家发明了这东西虽然是无意之举。
m***e,star5,这个的效果非常的好，我经常间歇性偏头痛，每次都很痛苦，吃这个药很快就会有效果的，头也会慢慢的不痛。这个京东购买比药店便宜很多，物流也快！
m***a,star5,好用，治疗头痛非常有效好用，治疗头痛非常有效好用，治疗头痛非常有效好用，治疗头痛非常有效好用，治疗头痛非常有效重要的事说五遍
c***成,star5,上午的订单几小时内就收到了，物流真快，包装也结实。布洛芬药片对于身体的止痛效果是很有效的，质量是真的是很棒很棒，很好很好的。
f***4,star5,送货很快，药效也不错。有需要的可以购买。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
j***O,star5,好多东西都在京东购买，京东购买还是很放心的，关键是省时省力，不用大热天顶着太阳去买药，直接送货上门，送货小哥服务态度也非常好，用完再来相信京东
幸***r,star5,东西使用效果真的不错，外观设计确实也好，使用效果令人惊叹，客服服务的也好，没有敷衍，没有骄傲，十分种草并且推荐大家争相购买，希望一切东西都有良心越做越好！
j***y,star5,家中常备药物，可以止疼退烧，之前很紧张供货，现在很方便了，也很快的发货，所以备了两盒，希望可以不用担心没货…。………………
1***3,star5,经常在京东上买东西，物品非常好，物流也很快，售后服务也很及时，服务很到位，如果以后有朋友需要会推荐来购买，大家可以放心购买！！！
6***2,star5,可以！！！！止痛效果很好。而且基本家家户户都需要的东西。。。。。可以备一些的。以备不时之需！！！！！！非常好非常好非常好！！！
j***D,star5,"这些家庭常备药品,挺好的,有个又疼脑热的下单还 是挺快的。京东大药房还是不错的,京东快递也是又 快又好。送货上门真心不错。绝对好评。发货速度很快,东西包装的很好,没有出现破损,价 格比在药店里面的便宜一些,主要是上班没时间出 去,在京东上买药,比较方便,很不错。"
前***潮,star5,价格实惠，质量很好，跟药店买的一样是正品。生产日期也很新。经历过特殊时期，家中还是要备一些，以备不时之需。物流运输也很快。
那***鹏,star5,首先是应对二阳，其次家里一直常备这个药，主要用来缓解牙或者其它原因引起的头疼等症状。物流速度很快，京东买药也很方便，以后常来。
j***5,star5,布洛芬是老牌名药，专治各种疼痛，吃了半个小时见效，效果杠杠的，特别是对发烧那更不用说了。去年疫情严重时根本都买不到，看到专家说6月底是高峰期赶紧买一盒备用
林***阿,star5,有效期到26年1月。可以的，囤着保平安。二阳时买的。没用上吃了别的药，但这个药留着放家里以备不时之需也很好。不错，我爱京东物流！隔日达，配送超便利。
网***丶,star5,之前大姨妈来肚子会疼要会酸，然后就吃这个缓释胶囊效果杠杠的，特别有用，然后吃一粒就拐一整天。以前都是买日本的那个什么依偎一的呀，好多都屯过期了，还是这个比较方便。
z***8,star5,这款芬必得的布洛芬缓释胶囊属于家里必备的药了，效果很好，在京东买价格比在门口的药店便宜很多，物流速度也很快，生产日期也比较近，非常满意的一次购物
被***名,star5,物美价廉，值得购买，非常满意，好东西要分享出来，好用不贵经济实惠，物超所值不错的商品????????????
呀***啦,star5,布洛芬效果很好，比线下药店要便宜的多，更划算，京东值得信赖，物流很快，第二天一早就到了，包装很好，完好无损，总之京东很方便，买什么都快
嘟***d,star5,京东商城购物真的太方便了吧，吃的用得都在京东买了，方便快捷，第二天就到了，真的太方便了，价格优惠，常用的药买了很多备着，包装很好，物流超级给力了，快递小哥哥服务态度很好的，京东真的值得信赖，药品日期也很新，购物买的放心，好评！
r***g,star5,物流很快，第二天就到了，这个价格买到这样的东西家庭预备的，这个牌子的产品止痛效果也还是可以的，比平时买也便宜了不少。
u***i,star5,我购买了这款布洛芬，它的使用非常方便，效果也十分显著。它的包装非常严密，药品本身的设计也很贴心，让人使用起来感觉非常舒适。我使用后，很快缓解了我原来的疼痛，而且没有出现任何副作用。此外，这款布洛芬的价格也非常合理，让我觉得非常物超所值。总的来说，这款布洛芬是我购买过的最好的产品之一- ．我非常推荐它。
离***草,star5,芬必得，布洛芬缓释胶囊用于缓解轻至中度疼痛，也用于感冒或流行性感冒引起的发热症状，服用一次持续12小时，中美史克，老牌子，效果真的很好?
七***人,star5,细节非常完美，整体来说真的很不错。性价比很高，下次还会继续光顾！很精致，质量非常好，很满意的一次购物。谢谢店家！一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评！
j***b,star5,趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠。。
祖***人,star5,每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去。宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢
小***6,star5,品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢先说商品质量：产品总体不错，包装严实。再说商家服务：点赞啦。最后点评快递：发货很快。更
枫***红,star5,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物以前一直都是在实体店买，这次选择了网上买，不光是正品，价格还实惠！好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞?客服服务态度很好，快递也不赖，希望老板生意越来越好！！！凑单买的，没想到质量跟专卖店一样，特别特别喜欢，而且价格优惠
绿***萏,star5,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物很好的卖家，谢谢喽！我的同事们都很喜欢呢，下次再来哦
r***星,star5,是理想中的产品?，质量不错，物流也很快，值得点赞！整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味宝贝物超所值，很喜欢，下次还会来的
郭***l,star5,正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！
H***肌,star5,?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！
j***c,star5,"质量非常好,与卖家描述的完全一致,非常满意，真的很喜欢，完全超出期望值,发货速度非常快，包装非常仔细、严实,物流公司服务态度很好,运送速度很快，很满意的一次购物"
这***说,star5,第一次购买，还不错哦，是正品，效果明显，吃了之后身上的痛苦得到了明显的改善，不过不敢吃太多，怕有耐药性，好评，希望后面有很多的活动
啤***杜,star5,因为口腔溃疡，所以买了，吃了几天，不知道效果怎么样，药是橘红色，吃了后撒尿都是黄绿色，很期待效果，效果好在来追评，感谢京东
赵***2,star5,这款布洛芬缓释胶囊还是不错的，之前的吃完了，再买一点回来备着，像这种常用药备一些比较方便，不用等到用多大时候还要去买，不错。
N***i,star5,大品牌值得信赖，家中常备药，小感冒低烧等，或者是哪里疼痛，还是有些作用的，自然也是不用囤太多，够用就行，要不都过期了浪费了。
E***Y,star5,布洛芬片算是一种用途比较广泛且疗效明显的药物，它能够有效的帮助大家缓解各种关节炎带来的肿痛感觉，比如说类风湿性关节炎，而且当大家的身体出现各种各样的轻中度疼痛感的时候，比如说牙痛、以及手术后创伤疼痛感等疾病，都可以通过吃布洛芬片来帮助大家起到缓解疼痛的效果。
快***式,star5,肩膀疼颈椎痛，哎????，年轻时候太快活啊，谢谢了亲，只能现在吃这些了，，，，，，，，，，，，，，，，，，，，，
k***g,star5,京东送货速度快，京东送货速度快，前一天下午下单，第二天一早就收到货了，包装完好，生产日期比较新，在京东大药房购买，比较放心！不错不错！
-***-,star5,京东大药房的这款芬必得布洛芬缓释胶囊品正质优，疗效好，见效快，送货及时，是家庭长备良药，好评满满！感谢京东物流快递小哥安全及时的送达货品，给好评！点赞！
麻***翔,star5,家中常备药，杨过以后感觉身体抵抗力大不如前了，更加注意备药，搞活动的时候买一盒差不多就够全家一年的不时之需了，当然去医院配的话更加划算，但是京东胜在方便，物流快送货上门
手***花,star5,口罩期间药品紧张，还好**备了一盒大家分分，现在习惯一直备着以备不时之需，一盒装可以一大家子老老小小防备用，用不到最好了
j***x,star5,口罩期间药品紧张，还好妹妹备了一盒大家分分，现在习惯一直备着以备不时之需，一盒装可以一大家子老老小小防备用，用不到最好了
j***I,star5,大人用的感冒发热药，缓解头痛，牙疼，肌肉关节痛等症状效果显著，一般的发热也能快速缓解，家中长期储备着，关键时刻能用上。这次在京东上新买的物流及时，价格合适，使用放心。
w***4,star5,芬必得已经成为家中必备药品，自己感觉对缓解牙疼、头疼、肌肉痛效果比较好。之前还不太好买，现在也习惯了备用。每次1粒12小时长效，真疼起来还是挺管用的。正规渠道，购买放心。发货物流快速，包装完好无破损。
l***r,star5,芬必得这个名字从小听到大，提前买上点囤着，日后头疼脑热好用。虽然不像去医院开药那么方便，但是至少还是方便啊，足不出户就送货上门了。
啸***都,star5,布洛芬现在算是居家必备的药品了，京东大药房发货快，送货也快。退烧效果还是很好的，吃个2，3次就基本退烧了，还能缓解身体疼痛。
h***7,star4,日常备着的消炎感冒之类的药品，已备应急，出去买还需要时间呢。备着一晚上就恢复了。到手时间也比较早，能备着久一点。这些日常药品主要就是备着，大部份都是等到过期，不用最好，哈哈
万***3,star5,布洛芬舒缓胶囊，平时有点头痛什么的壳子应个急，特别是牙疼，有时候一颗下去可以有几个小时舒服一点，家里备一点，在京东线上买比去线下实体店便宜多了，备一点在家里需要的时候不怕找不到
闲***9,star5,一晒太阳就头疼，一直用这个药治，效果都不错的，京东大药房的价格还不错，品质有保障，平时备一点在家，也可以用来小孩的退烧，推荐
深***儿,star5,因为偶尔会头疼，所以家里常备布洛芬缓释胶囊，这个0.4克的对头疼厉害得时候比较管用，上次新冠第一次阳，头疼加发烧比较重，吃这种对头疼缓解比较好。
j***0,star5,最近生病，试了几种布洛芬缓释片，最后还是芬必得这个管用，见效快。所以这次有活动又囤了一两盒。这已经属于家庭必备药了吧，有个头疼脑热的都得吃。
u***4,star5,芬必得的布洛芬缓释胶囊挺好的，每次家里人身体哪有痛的地方吃一次会缓解很多不适的症状，减轻的人的痛苦就是好好的药，大品牌信赖。
清***吟,star5,二次阳的时候，买了这个，治疗发烧头疼，还是这个药比较好一些，现在买是为了存着，万一哪次又二阳了咋办，治疗头疼的最好选择，真的，我给家里人也买了
铅***T,star5,虽然是从外地调货过来的，但速度很快，新冠时候的神药，家里还是要备一些，不过这种药还是能少吃就少吃，能不吃，就不吃，希望没有机会吃
我***爷,star5,布洛芬，真不错，出出差可以预备，非常有效，京东每次都要60个字，有点累了，毕竟打字也很累。可是为了一点小小的奖励，没有办法。
y***u,star5,从新冠开始接触布洛芬！开始备布洛芬！躲过了一?，没躲过二?，多亏了布洛芬，很快缓解症状！不然不知道什么时候才能彻底好！以后还得继续备着
j***y,star5,家中常备的药品上京东大药房买还是有保障的。价格优惠，日期新鲜，发货及时，包装干净，大雨天也没有一丝一毫的耽误，值得信赖的好店?
夜***律,star5,家里老人长期服用此药，也是不得已而为之。这个品牌到药店买稍贵，老人有时候去药店舍不得买这个，都是买杂牌，但是没有效果。这个效果不错，京东自营正品有保障，还是很好。
一***鸿,star5,这个是家中常备的药品，我比较信任这个品牌，可以退烧 可以止痛，防止体温升高，这个品牌比较管用，家里一直在用这个品牌，这次在京东多买了一些，但是，希望用不到
小***好,star5,尿酸偏高，时不时的脚会犯痛，布洛芬缓释胶囊（芬必得）可以有效缓解神经疼痛，所以我是必备的，这个芬必得大容量版，效果应该更好。
j***z,star5,布洛芬对治疗头痛牙痛效果很好，而且女生来例假时可以使用布洛芬缓解痛经，可能会有一定的副作用，但是控制好使用时间，与可以减少散射。
j***o,star5,经典牌子经典药品，家庭常备药。最近病毒性感冒又不停地轰炸，腰疼头疼实在受不了，只得靠吃上这么一两片布洛芬缓释胶囊来缓解一下。
古***叟,star5,1.用于止偏头痛，个人认为此药有神效，可惜仅是止痛而已，悲伤！2.一盒24粒，总体来说，价格还好吧。3.异地物流，还算快速。
j***0,star5,家中常备，以防感冒，效果不知，。                              25年过期，还可以存不少时间
伽***蘭,star5,因为去年疫情的原因，多多少少都会备一些常见的退烧药，止痛药。放在药箱里应急用，希望今年不要用上。京东大药房物流很给力，当天下单，晚上就送到了。
m***6,star5,经常经期头痛，疼起来感觉想吃点耗子药，但还是算了，吃点布洛芬也能挺过去的。后来才知道这个是退烧药，不过我一直用来当止疼药
海***波,star5,非常快呀，一点都不耽误使用。价格透明，质量放心。趁着没有啥疫情，赶紧备点。就算偶尔有个头疼脑热，关节酸痛的话，也能吃点缓解一下。
爹***了,star5,大品牌值得信赖，一阳时的痛苦记忆历历在目，果断入了此药备用，当时药荒的时候是朋友借的两粒布洛芬让我在床上的一星期不是那么的难熬！家庭常备必用品。
J***t,star5,二阳了，一不小心又中招了，芬必得的这款布洛芬缓释胶囊是新冠必备药品，可以缓解全身肌肉酸痛，头疼等等症状，吃了两粒满血复活了
x***m,star5,首先感谢京东大药房，平台是一如既往的好，物流更不用说，快如闪电，其次就是药效，都是老品牌，当然值得信赖，头疼发热感个冒啥的，一粒就见效，棒
j***s,star5,芬必得 布洛芬缓释胶囊?，帮我解决了一直困扰我多年的痛经问题。效果真的是超好?，原来因为痛经需要在家休息不能工作，现在吃一片可以坚持一天不会影响工作了
