https://item.jd.com/100025114529.html,AppleMNEH3CH/A,100025114529,2.45kg,中国大陆,8GB,Apple-MacBook Pro,100%sRGB,深空灰色,支持IPv6,256GB,MacOS,13.0-13.9英寸,15.1-18.0mm,60Hz,Apple M2,轻薄笔记本,Apple M2集成显卡,16:10,Apple,无机械硬盘
用户名,评分,评论
h***3,star5,MacBook Pro音效很棒，屏幕护眼用一天眼睛也不觉得干涩。本来以为用惯了windows系统用苹果不习惯，没想到一天就上手了。包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来买。
A***心,star5,屏幕效果：屏幕效果非常好，色彩精准，显示细腻外形外观：苹果突出的特点就是外观漂亮，作工精美运行速度：目前运行不卡
X***胧,star5,运行速度：苹果产品超级棒，喜欢。屏幕效果：这方面没得说，永远是行业领先。散热性能：用着还是很不错的。外形外观：视觉看上去很厚，但是还是挺轻薄的，而且很漂亮。轻薄程度：比较轻薄便携，当然同类产品现在也已经很轻薄。
N***N,star5,运行速度：M2 运行速度很可观，蛮快的屏幕效果：屏幕效果很惊艳，很满意，观感非常好散热性能：正常使用听不到风扇声音，合盖使用也不会很热，散热整体还是很给力的外形外观：外观简约大气，很好轻薄程度：很轻薄，方便外出携带
真***治,star5,用习惯windows系统人一定一定一定要渗入，快捷键，操作习惯等都有很大区别，并且app store还有很多软件不支持但是待机是真的强，不卡顿，虽然飞书办公基本都线上化了，但使用体验真的很流畅
t***y,star5,在这个和m1的14pro之间纠结了挺久。最终还是选择了为重量妥协。加上又是京东自营的，价格就没有那么实惠了。不过收到货还是挺满意的，不换新款样式的好处就是原来的配件还都能用，性能也够使用，就不想那个14寸的了。
j***2,star5,送自己的情人节礼物，颜值真的好高，产品设计体验上太符合使用习惯了，超喜欢键盘上的那个小屏啊~京东物流超快，电脑运行速度也快
l***n,star5,运行速度：你可以相信M2屏幕效果：确实不一样散热性能：强劲外形外观：质感满满轻薄程度：比华为差点
j***f,star5,因为win系统的旧电脑续航不行想试一下苹果的，用了一下午还可以，持续使用七个小时还剩25作左右的电，除了操作不习惯其他都还好，正在适应中
Y***張,star5,犹豫了很久，还是选择在自营店下单了，某西西便宜一千多，但是真的怕有问题。近万元的东西也不缺了，全家桶快齐了。
我***平,star5,运行速度：M2芯片 运营起来非常快，很流畅 ，很好用，屏幕效果：屏幕很清晰，效果很好，散热性能：本用起来很安静，散热效果很好 本暂时没热过外形外观：超级本 超级薄 有点小沉
若***了,star5,运行速度：新一代m2cpu提升很明显 运行流畅屏幕效果：高分屏显示效果俱佳 色彩还原度高散热性能：主要拿来办公 目前感觉不出来发烫 散热还是不错的外形外观：是真的轻薄 携带方便
S***_,star5,运行速度：速度很快屏幕效果：很清晰散热性能：MacBookPro这次风扇外形外观：外观很好看，是苹果延续了好几代的样子了，bar很好看，可玩性比较高轻薄程度：很轻薄其他特色：大概就是比较便携
j***y,star5,运行速度：超快，确实快，一分钱一分货屏幕效果：薄而且边框小，清晰度非常高散热性能：散热性能很好，几乎感觉不出来电脑有发烫外形外观：外观精致，看起来就比较高档轻薄程度：薄而轻，非常便于携带
当***爷,star5,东西没毛病，第一次用苹果笔记本电脑，感觉还是很哇塞的。外观就很喜欢，操作方便。办公好帮手哦。剩下的过一段时间再来评价。赞
小***超,star5,很喜欢的一台电脑 反应超级快 用起来非常快捷方便 轻便工的首选 电池也非常不错 待机时间很长 办公一天还有电 这台电脑 值得推荐
e***d,star5,很满意?，做工很好，物流快，客服很棒，点赞搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！不得不赞，质量真的好，包装物流也不错。真心喜欢，入手后不会让你后悔的！
李***松,star5,第二次买苹果电脑了，第一次买那会没有用过苹果手机，感觉还挺不适应的，这次买，使用很不错，待机也很长，爆赞?
凉***8,star5,非常棒的电脑，拿到手各方面检测都非常完美，安全下车！用了几天，使用感非常棒，很喜欢，就是用了几天不知道为啥有点卡顿，内存16g的，可能是系统升级的问题？
j***h,star5,苹果笔记本电脑很好用，反应很快，而且屏幕清晰度也比较高，摄像头一般般，我买的那个pro，电脑在自己的手机可能发挥不了真正的能力。
沃***爷,star5,外观超级好看，用起来超级丝滑，京东自营买的，发货速度快，很快就到了，而且用起来不发热，不卡顿，我是苹果控，所有的都是苹果
f***g,star5,苹果官网，苹果店，没有16G内存，需要定制，京东这款是定制现成款，而且可以6期白条免息。苹果包装外还有2层包装，很好保护了电脑。
o***n,star5,喜欢 京东补贴时候买的 比官网便宜 之前的macair用了好几年了 虽然没坏 但是很旧果断买了新的 嘿嘿
海***孢,star5,情人节送的礼物给老婆的电脑，总体还行。还有另外京东物流非常快，定了隔天就到了，完美体验，总体购物体验满分，货好服务也好。
一***语,star5,好用好用好用好用，贼好用，当天买隔天到，物流非常迅速，京东物流一直都是最好的最负责任的，苹果电脑用来办公还是可圈可点的，很愉快的一次购物
s***S,star5,收到货了，非常非常喜欢，做工精致漂亮， 长时间运行都非常流畅 ，没有弹窗，开关机都很爽快，尺寸完全够用，方便携带，入手了
s***i,star5,东西还不错的，值得推荐的，整个包装非常值得称赞，里面是苹果的原包装，外面还有京东自己的包装，非常扎实，确保运输过程中无异常.
球***林,star5,帮朋友买的  目前来说没啥问题  电器上京东还是有保证的  手机电脑都是京东买  方便快捷还放心！十多年前买家电还要去卖场 很容易入坑  现在是真方便啊！
秀***精,star5,运行速度：丝滑流畅，用习惯了win系统还需要时间来适应一下，屏幕效果：色彩鲜艳，饱满，久看也没有会累眼，散热性能：用来办公的没有发热现象外形外观：轻巧，流畅的线性，移动办公很方便买它！
j***c,star5,次日达速度很快 价格优惠全新 运行速度快 屏幕效果好伤人也不错下次还会再来回购的 外观也不错非常喜欢 轻薄重量很少很不错
我***惚,star5,这款电脑也太好了吧！到手之后，就迫不及待的打开使用了，性能很棒，而且价格很优惠，用的学生教育优惠，太棒了吧！强烈推荐购买！太棒了！
谁***呢,star5,运行速度：快屏幕效果：好散热性能：非常可以外形外观：漂亮完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物！
练***哥,star5,这个待机时间是很稳的，远程办公一天妥妥的。已升级最新系统哈哈哈，很酷的产品。运行速度：可能软件还要调优，偶尔卡顿，总体不错。屏幕效果：显示细腻，色彩逼真，设计人员必备散热性能：散热这块mac无敌，买回来风扇没转过。M2款还有主动散热，效果更好。外形外观：漂亮，简约大气，深空黑yyds
j***。,star5,之前一直用Thinkpad，第一次拿到Macbook还是很惊艳，希望OS系统带来更多便捷运行速度：秒开关，非常快，程序运行一点都不拖泥带水屏幕效果：屏幕显示非常细腻，色彩饱和度很棒散热性能：目前还没使用，没有发现明显的温度，也很安静外形外观：真的是经典设计，简洁与美的完美结合
一***啊,star5,音质效果非常不错的，听这3D的声音效果，你是否能够感受到呢？不会发热，电量也挺耐用的，生产力的工具喔，你值得拥有的就是它。
鑫***5,star5,运行速度：苹果产品超级棒，喜欢屏幕效果：这方面没得说，永远是行业领先散热性能：用着还是很不错的轻薄程度：比较轻薄便携，当然同类产品现在也已经很轻薄外形外观：视觉看上去很厚，但是还是挺轻薄的，而且很漂亮
j***y,star5,买的银色版真的很好看，一天就到了，晚上就开始拿起来完系统很丝滑流畅， 工扎实，手感细腻，很精致哦苹果一如既往的好品质
u***h,star5,运行速度：很快，快递也超级给力，就是新系统用的不是很顺畅而已。屏幕效果：清晰散热性能：现在天气不热，目前感觉不出来，但是大品牌应该都不会差外形外观：好看，很薄
j***v,star5,多年前使用过一台苹果，印象不错，后来改用多款其他品牌，感觉都不如苹果，订了这台，目前很满意，从外观到手感到功能都很好，只是有些性能还不熟悉，苹果ID搞好了，不知道什么原因不能下载软件，再熟悉一下或求助苹果客服试一下。
j***g,star5,买来做iOS软件开发使用，办公、开发两不耽误，性能、速度肯定不用说，颜值更不用担心。先使用一段时间之后，会继续来反馈使用情况
天***星,star5,运行速度：开机神速5～8秒开机屏幕效果：完美还原视频图片色彩散热性能：散热真的是没得说，在运行大型软件时毫无压力外形外观：苹果出品必属艺术品轻薄程度：不是特别重与iPad差不多，单手支撑没问题，很薄也要注意不要压坏它其他特色：价格波动很大，虽然比官网和店铺都要便宜，但是活动老在变，会出现有活动无货状况
橘***u,star5,运行速度：运行速度快，没有感觉到卡！屏幕效果：苹果效果非常不错，分辨率很高！散热性能：基本上没有发热的情况，可能因为是M2芯片的原因吧！外形外观：小巧便携的设计还是可以的。
骑***马,star5,刚开始收到货，先用一段时间看看，好不好了再来追评，外观看着不错，不算重，起码比我现在用的轻，好好感受一下首次的苹果本怎么的性能。
喵***疾,star5,主要是因为M2，才把我2020款的换了。4个雷厉端口变两个了。运行速度：比英特尔的确实快散热性能：取消了底部的散热口，但是散热比之前的还好。
y***e,star5,送货很快。小哥很nice。m2比m1看起来厚一点，整体来说还是不错。最近几年用习惯了mac系统，感觉换不回Windows了
傍***车,star5,跟实体店没有区别，价格是一样的，但是我觉得京东的售后更好一点，而且京东可以开增值税专用发票，公司可以抵扣，算下来比实体店便宜些
W***O,star5,很好用，速度贼快，喜欢运行速度：快屏幕效果：速度散热性能：还行外形外观：好好看轻薄程度：很轻
小***-,star5,运行速度：运行速度非常快屏幕效果：色彩鲜艳丰富散热性能：暂时没有高速运转过外形外观：外形很奈斯，很喜欢轻薄程度：很薄
北***源,star5,苹果的耳机收到了，配充电盒Apple蓝牙耳机真的很棒！是我很喜欢的耳机，这款耳机很漂亮，相对于有线耳机来说太方便了，无线的携带、使用都会更加的方便！音质效果很好，蓝牙连接敏捷快速，操作起来很方便！
哈***7,star5,运行速度：和intel的电脑简直不在一个层面，一点都不卡，用着很舒服。屏幕效果：分辨率特别高，看起来屏幕很舒服，秒杀很多普通笔记本。散热性能：几乎不产生热量，电脑放腿上一点也不烫，风扇几乎没有运行过，不热。外形外观：CNC材质看着就很高端，一看就知道是高端品牌
j***f,star5,屏幕效果：高清运行速度：贼快散热性能：非常好外形外观：简单大方轻薄程度：很薄有质感京东很给力商家服务态度好，非常赞
聆***x,star5,收到货啦 超级喜欢 真是不错 使用了会了真的挺爽的 反应速度灵敏好使苹果真的是绝了 真香大家可以体验一下 不错使用感受
心***云,star5,搓手手万分期待的东西终于到手。内心那个炽热激动的劲儿涌上来止都止不住！！！觉得东西不错我就会给好评宝贝产品质量很好，是正品。和页面描述写的基本一致，卖家的客服服务态度从头到尾都很好，快递发货速度超快
j****,star5,外形外观：与上一代MacBook Pro差不多轻薄程度：轻便运行速度：日常使用不卡散热能力：不怎么烫散热性能：散热或者说发热控制的还可以屏幕效果：屏幕不错，颜色还可以，挺满意的
e***8,star5,运行速度：快屏幕效果：清楚散热性能：散热好外形外观：有瑕疵.轻薄程度：一般.其他特色：好用外观好看.
z***-,star5,轻薄程度：对比了14pro这款13.3寸的大小对我来说够用，重量也比较轻方便携带，还是很满意的。外形外观：楔形相比air那一种我更喜欢这款。运行速度：剪视频也可以，就是外接硬盘，刚买就卡了一次。
我***啊,star5,买的银色版真的很好看，一天就到了，晚上就开始拿起来完系统很丝滑流畅，做工扎实，手感细腻，很精致哦苹果一如既往的好品质
阿***a,star5,散热性能：连续使用并没有发热的感觉，无需再买一个散热架，一级棒！屏幕效果：13.3英寸的屏幕?实际用起来也很大，办公够用啦，如果对屏幕没有特别的要求，我觉得是够用的。运行速度：新机运行速度杠杠的，运行内存16g应该也是没问题的，这个需要再用一段时间体验轻薄程度：虽然没有air轻薄，重量会比air重140g，体验起来还可以音乐效果:效果不错，可以参考视频其他特色：键盘上的触屏很不错，触摸反应也是杠杠的！另外，开盖即开机，这点与windows不同，程序还需要适应适应。
佟***爱,star5,运行速度：非常快屏幕效果：看着就很舒心最喜欢的就是它的那个妙控
2***8,star5,运行速度：非常速度，买了修图用的屏幕效果：苹果笔记本色彩绝对OK散热性能：静，没有一点声音外形外观：高颜值轻薄程度：轻薄，易携带！
