https://item.jd.com/100023626356.html,Apple12.9英寸 ipad Pro（第五代）,100023626356,1.51kg,中国大陆,12.9英寸,2732*2048,娱乐平板,iPadOS,7.0mm以下,其他,128GB,八核,支持专用键盘,不支持IPv6,灰色
用户名,评分,评论
s***g,star5,非常好，比原来的轻了很多。 显卡效果：下载了达芬奇剪辑4K Log C ARRIRAW的视频完全没压力，调色也无压力。试了一下8K REDRAW也没压力。URSA 12K BRAW 视频居然也是没压力。
我***丶,star5,外观材质：质量是真的好，颜值真的高屏幕效果：触屏操作更方便，屏幕亮度也可以自定义运行速度：m1芯片，速度很快，目前没有发现卡顿轻薄程度：重量并不大，手拿起来也不累
p***t,star5,之前的iPad Pro有问题了，趁着过年又买了一个iPad Pro2021 11寸，运行速度很快，外观材质很好，比之前版本感觉要薄一些，屏幕显示很流畅，工作学习必备。
陈***子,star5,屏幕效果：高清视网显示屏，120赫兹高刷新率杠杠的运行速度：系统运行流畅，游戏工作都不卡顿轻薄程度：非常轻薄
j***u,star5,很长时间了再次使用IPad，打开播放音乐，立刻感觉这个4扬声器效果拔群，很有立体感，整体比前代IPAD大小一样，屏幕大了，薄了，重量清了。5G版性价比很高啊，相信M1还能再战几年。
竹***2,star3,有部分地方要点好久！
9***瓜,star5,物超所值，话不多说，这四个字已经说明了一切不错，喜欢，性价比高，以后会经常光顾外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！
n***4,star5,终于趁着末尾买了iPad Pro M1的版本。看了很多评测，M1非常强大，按平板的使用需求估计五年没问题了。苹果平板的流畅度真的是好，有了C口也方便多了。
j***7,star5,颜值非常高，银色适合各类人群。屏幕大，看着舒服。运行速度快，玩游戏神器。外观材质质量好。重量适中，便于外出携带。快递快而准。
a***a,star5,第一次买iPad，颜值很好、实用，新手手绘走起，1T的价格很优惠，看了这款产品很久，虽然没有2022的新版高级，但是我觉得2021年的版本也足够用了。还能当做小电脑外出携带实用。希望手绘小白的我能提高。
w***o,star5,做活动的时候买的，这个5G，很好，直接在外面当笔记本用了，大小合适，重量合适，屏幕也很好，M1芯片也很给力，快，而且可以够用。
e***g,star5,京东靠谱，价格很合适，非常漂亮，发货很快，包装很好，很喜欢，功能强大，很实用，给孩子学习很适合，屏幕很大，电池也很给力，以后还会光顾
j***W,star5,高级感满满，灰色的，总的来说很有质感，很满意，没得说，用好几年都不带迟钝的， 性能顶天了。没有水波 纹，安全下车。??
V***E,star5,好评，物流相当迅速。M1性能已经足够好了，12.9寸的屏幕现实效果相当细腻，运行速度很快。电池也足够持久，充满基本能用一天。
d***0,star5,ipad用过好几个了，质量不错，电池很耐用，老的ipad都还可以用，新的ipad画质更好，屏幕更大，用起来更舒服，价格还是贵。
究***体,star5,第一次觉得苹果的产品性价比高到爆灯。更换下来的还是air一代，陪着小孩长大，用了7年了现在还是杠杠的，什么阅读，某酷，某颜色书…不在话下。现在换这个性能，上中学是轻轻松松的了。
半***冰,star5,iPad Pro 很好用，很顺滑，速度很快，学习记笔记非常方便，买了大的内存的，能放好多资料，用来刷剧也很爽，目前比较满意
搜***间,star5,活动买的蜂窝板本。2021款也够用啦外观材质：金属屏幕效果：棒运行速度：棒轻薄程度：很轻薄其他特色：很好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
雨***3,star5,上一个ipad用了很多年，现在鸟*换炮了。发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！
我***用,star5,主要是买来画画的，没办法，对于手绘笔的跟手感觉，还得是苹果，安卓阵容全军覆灭，只能花大钱买了 pro 版，再加笔，价钱真是太过于刺激！但好彩体验下来非常顺畅完美！
Y***5,star5,很不错，物流快速，用起来也是很奈斯，总体来说，身为果粉，买21款12.这寸很舒服，用起来很棒，希望它能够陪伴我更久的时间。
枯***禹,star5,快递迅速，剩下的5g版本和无线网版本价格一样，总是抢不到5g版本的只能买wlan版。回来检测了下序列号，官网查的激活日期和购买日一样，很稳。用了一段时间没啥毛病。1t的足够造了，高刷确实舒服多了。抄底买性价比很高
j***e,star5,外观非常精美，屏幕效果也是非常好，运行速度更是不用说了，给小朋友用来上网课，轻松自在，感谢京东快递小哥给我送货上门，以后还会购买的
j***N,star5,外观材质：2021年ipadpro依然保持非常高的性能，非常好的屏幕，值得推荐给大家。教育优惠购买非常便宜，具有很高得性价比。可以的
j***a,star5,过年期间买给老婆的新年礼物，之前她电脑电池严重不行，又因为工作原因需要经常去现场勘察，需要一款轻且便利的设备，于是给老婆买了这款iPad pro，128G内存对于看看现场工作需求来说完全够用，而且也是120hz刷新率，使用起来非常舒服
W***3,star5,还是苹果好，质感非常的棒，上手非常丝滑，爱不释手 还得是苹果，一次买了两个，物流小哥态度非常好，每次送东西速比又快态度还好，
缺***人,star3,东西没毛病 货币 京东的确实比其他平台贵很多
鱼***升,star5,苹果产品一如既往的精致漂亮，系统流畅。iPad pro无疑是平板系列最好的一款，应该能用几年。屏幕素质很不错。京东物流很快！
半***3,star5,完美，产品很惊艳，性价比合适，希望用的长久！正品，买的放心，价钱也公道，满意！不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！
G***_,star5,快递很快 还是在年前就收到了 过年期间已经使用了一段时间了 很不错 屏幕也够大 声音也很不错 使用感还是非常好的 推荐这款
l***滴,star5,卖家服务超级好，发货很快，很快就收到了，打包很好，到手检查无任何问题，激活后查询没有问题，买了配件安心使用，拿来看看娱乐视频很不错，没有当生产力的打算，网课学习也行，强烈建议搭配笔来使用，方便不少
j***9,star5,物流速度很快，几天就收到了。包装是完整的，然后也是全新未激活的。我这边是配合apple pencil 2代和自己买的一个键盘使用，其实还是很流畅的
美***6,star5,这个iPad着实很棒，搭配妙控键盘使用非常合适，自己有一套再用，现在买来送人，也是很不错的，希望可以有好多人体验。点赞??
曹***龙,star5,包装完整，配送速度快，机器没有磕碰划痕，运行流畅，激活时间也是全新，快递负责，当面签收开封确认，终于入手了心心念念的Pro，12寸还是很爽的。
j***f,star5,外观材质：一直都很棒，摸起来挺舒服屏幕效果：顶级，看着眼睛不疼运行速度：超级快，性能完全够轻薄程度：刚刚好其他特色：系统很流畅，这方面果然很苹果，iPad无脑买苹果就行了
打***宝,star5,真的是好贵的数码产品！确实还挺好用的，真的挺香的，用起来也非常的流畅，强烈推荐给大家！希望每个人都能像我全家一样喜欢这个东西！
以***c,star5,外观材质：苹果的做工一如既往的好。屏幕效果：屏幕11寸这个不行，大颗粒，看视频能看出来，买12的吧。运行速度：没卡过轻薄程度：用完平板觉得手机好厚其他特色：生态丰富，用来学习很方便。
胖***多,star5,性价比很高的一款ipad，屏幕非常大，配置够用，价格实惠，物流非常快，自营店的商品质量没得说保真实惠。赶上活动非常划算。
祝***8,star5,买了一个，用的还好，买了一个外套给他装上了，有些功能还在探索中。 东西收到，很满意，京东平台真的是超级好的卖家，解答疑问，不厌其烦，细致认真，关键是东西好，而且发货物发的超快，包装仔细，值得信赖，先说商品质量，产品总体也不错，包装严实，再说说商家服务点赞了，最后点评快递发货很快，其他就是感谢店家打折送券活动，毕竟便宜好货更实在，希望店家多多优惠，及时通知老客户，促成回购，祝生意兴隆
j***b,star5,考虑了很久到底买哪款iPad，性价比各有千秋，最后还是选择Pro，感觉应该能打很多年。毕竟是iPad，屏幕大非常舒服，顿时觉得手机屏幕太小了。现在在家主打就是它了，手机只有出门时用的上。
O***l,star5,降价啦，就从京东官方买了，味道闻着就很好。ipadpro，解锁靠脸，速度要快。最好再买个壳，保护好就不用买apple care+。希望大家的ipad都能是生产力
用***z,star5,价格很优惠，服务也很好 ，东西不错，给个好评以此鼓励好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞很好，包装很棒，外观不错，下次再来，到货很迅速
w***i,star5,东西收到了，物流也很快，查询了，确实全新的东西，这个东西一如既往的流畅，大品牌值得信赖！真不错！值得推荐，下次还会购买。
黄***0,star5,东西很好，非常好用，包装完美，高端大气上档次，物流很快，保护的也是相当好，很快就收到了货。超级满意！当然好评！继续支持！
听***_,star5,买电器产品，我都是在京东自营买的，质量有保证，值得信赖，但是今天上评价的时看到比前几天买的降价了30元(5769元)还以为双11期间价格一样的，感觉有点不爽。1外观材质：外观非常漂亮，手感很好，很喜欢。1屏幕效果：屏幕清晰，画质很好。1运行速度：运行速速度快、流畅。1轻薄程度：手感很好，够薄
白***L,star5,发货速度很快 次日到货 京东物流很给力 价格合适 价格很划算 下次会选择京东 平板包装完好 是全新没激活的 很好  点赞
j***c,star5,平板到的非常快，，，30号晚上十一点半下单的，31号下午四点多就收到了，深空灰质感很棒，外观特别好看。。。查了序列号是全新未激活的。屏幕质感也很不错，使用体验很顺滑，pro不亏是最高配置的平板。
吴***祖,star5,京东物流速度没得说，依旧是那么快。并且还送货上门的服务。苹果产品的质感也是那么的出众，颜色非常耐看，第一时间激活了iPad使用了。没有任何问题。
s***雨,star5,网上查了是正品，没激活状态，用着很流畅，京东买的东西还是不错的，纠结了好久买哪款的ipadpro，最后还是买2021款，感觉够用了
空***人,star5,屏幕效果：我选的灰色，漂亮，材质肯定是没得说了，手感也超棒，为了出门方便选了11寸的，感觉大小刚好，喜欢~运行速度：速度就像坐在 上，嗖.....轻薄程度：薄厚刚好，11寸单手都可以掌控，便携性、移动性超好！其他特色：颜值高，音视效果超好，(音色好，显卡清晰)性能强大！
我***呀,star5,简直太好用了，只能用完美来形容！强烈推荐！特别满意，好评必须好评客服服务态度很好，快递也不赖，希望老板生意越来越好！！！
a***0,star5,屏幕效果不错，外观上变化不大，运行app的速度杠杠的，感觉和mbp没啥区别了，赶紧上XCode吧，码农福音啊，还要mbp干啥。
S***g,star5,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了
诺***y,star5,屏幕效果：屏幕清晰，没有问题运行速度：运行速度很快，能够感觉出来，苹果系统也一直很流畅轻薄程度：不是很清毕竟是pro其他特色：京豆物流送货很快，这次充电器充电很快，学生党用也很合适
C***g,star5,外观材质：跟最新款2022外观一致屏幕效果：屏幕效果很不错，120刷新率爽歪歪运行速度：嗖嗖的，丝滑轻薄程度：非常轻薄，跟很喜欢其他特色：京东的物流速度没话说，给满分！！！
x***e,star5,iPad，已经收到啦（??∀??）?确认是正品，刚打开，让人眼前一亮，外观十分的漂亮，轻薄，运行速度很快，屏幕的分辨率也不错，性价比较高，完全可以胜任专业设计电脑，我是做原创插画的，配上iPadpencil，再配一个类纸膜，与纸上画也没有区别了，几乎没有什么延迟，手感也不错，携带方便，充电也很快，画简单插画绰绰有余，非常满意的一次购物，我觉得很值了~祝店家生意兴隆！
j***5,star5,不得不赞，质量真的好，包装物流也不错。真心喜欢，入手后不会让你后悔的！?看起来还不错，包装的很仔细，价格也非常公道，还会继续买买买！?
故***3,star5,发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……非常好，宝贝很高大上，质量很好，看上去就给人一种高级感，价格也合适，这次网购很愉快，大赞?
j***7,star5,"大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算,客服真的很不错哦～发货速度快，质量挺好的，和卖家描述的一样，非常满意"
用***z,star5,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物！宝贝真心不错，与图片相符，没有任何差异，真的是物超所值，物美价廉啊哈哈。我终于买到了！眼馋了好久！卖家很给力回话速度很快！生意兴隆哦
是***错,star5,精挑细选很久?，最后决定买这一款?，到货后果然没有让我失望，实物很漂亮?，做工很精细?，特别满意?，不是第一次购买了
用***z,star5,一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评快递小哥不错，服务也很周到，产品真的很赞发货速度很快，东西包装的很好，价格优惠，我很满意，还会回购
无***A,star5,用了一段时间了，小朋友的第三个平板了，幼儿园开始用买的第一个，小学买的第二个，用到初中，就是屏幕显示有色差，还好挺过了疫情，第二个平板为小朋友的网课帮忙不少，电池也不太顶用，就买了这个大点的，顺便买了笔，贴了类纸膜，希望这个能用到高中，前面的两个都可以在家休息了，也不舍得卖掉，里面都是从幼儿园开始的照片视频，成为了珍藏。
欣***呀,star5,个人觉得还不错，新的嘛，怎么看都觉得舒服。没有买M2，觉得M1价格能接受些，也够用了。但是5G觉得还是很必要的。也不是完全无边，只是黑色的边框所以熄屏时看着像一个整体。特意买了深色系列的，感觉真不错，完全不后悔。孩子以后学习可以用这个。
冰***m,star5,外观材质：金属框架，四四方方，整体感觉非常不错。屏幕效果：屏幕感觉还不错，没等到4上mini就直接买3吧。运行速度：目前没遇到卡顿。M1在pad上有啥对手么？轻薄程度：除了摄像头突出外没啥不足了。其他特色：为了内存专门买的1T版本。
铁***1,star5,乘优惠额度大的机会，果断下手，一早收到。不过拿到手开机居然没有电，赶紧充上。充完后使用还不错，毕竟使用强度不大。再赶紧把外壳、膜、笔都配上吧……
g***6,star5,apple老用户了，全家桶用户，macbook，iphone，ipad，watch，airpods全有，ipadpro是作为macbookpro的补充买的，有时候回家不想带电脑就准备用ipad做一些轻办公的事情，m1的ipadpro就再适合不过了，跟我的MacBook Pro芯片一样，打打字做做表格配个蓝牙键盘放家里美滋滋，再也不用天天背着大电脑了，用了两天，体验不错，我买的5g版，就喜欢谁时都有网络的感受，本来纠结于m2的iPad Pro2022，但是jd搞活动便宜不少，还能上256g容量，我觉得比m2的那点性能提升划算的多，毕竟我也就是轻办公，笔记本m1性能都够用，没道理ipad不够，容量的提升更是更重要。现在就是怕弯，保护壳已经在路上了?
卡***瓦,star5,网课时代，比较了华为，小米。屏幕，运行流畅和app数量是ipad pro完胜，只能说ipad太强了。买了A+会员，使用更放心。
j***e,star5,除了大和贵没有任何问题，买了procreate ，goodnote ，还有暖雪，我看书，写字，做笔记，玩游戏，孩子画画，两全其美！开心！
孤***月,star5,给孩子买的，之前买的二代12.9pro，距离这个已经用了五年了，孩子上网课还是大屏好，打开纸包装，我惊呆了，竟然pro给了充电器和线，苹果不是号称环保事业吗，就这么双标的？我给媳妇的14PM都没有，你这大平板就有了，选21款的原因还是觉得M1芯片够用了，相对来说还是性价比高些，东西我就不评价了，贵，好，确实贵，关于运行速度，屏幕效果，M1芯片肯定没新的M2好，看需求和钱包了
j***a,star5,真心不错，流畅度，屏显效果。价格也降到比较合理了，虽然不是最新一代，但大多时间作为爱奇艺使用，可以放心使用个几年。京东自营的服务不错，送货速度快。
沉***蚁,star5,iPad pro收到，明显比往常的物流快，难道怕退货@配置11英寸的3代，2T带蜂窝网络，打折清货，伊另4??久久到手，全新激活，使用没啥问题，M1芯片不是盖的，确实快，日常应用没啥问题，不会因为是上一代而速度慢
j***p,star5,之前的pad用了5年了，趁着妇女节换了个新的奖励自己，屏幕大点看剧画画都很舒服，是正品，买的深灰色挺好看，裸机挺轻的，很薄，配了个壳子有点重，希望能用久一点咯
j***A,star5,整体满意的一次购入活动优惠 快递迅速 商品精美目前是使用第一天后续争取细致追评祝大家平安喜乐
9***了,star5,安全下车，物流挺快的，上午下单下午就送到了，验证了一下是正品，外观也没有瑕疵，没有别的意外，挺满意的，别的没有什么了，就这样吧
j***5,star5,看了很长时间！一直舍不得下手！苹果的产品好是确实好！就是价格有点小贵！在京东购买与苹果官方购买是享受一样的服务！拿到手后确实不错。购买苹果产品只选择京东购买。闭眼入就对了。
y***e,star5,外观材质：耐用好看屏幕效果：玩游戏看电影挺好运行速度：不卡顿无延迟轻薄程度：板正轻携无重感其他特色：好好好，价格好贵
寻***r,star4,收货时边角有些磕碰，好在平板没受损，用了一段时间，屏幕显示效果很好，屏幕分辨率高，运行速度也快，操作跟手，软件运行流畅，挺好。
q***3,star5,京东自营的商品闭着眼买没任何问题，在京东自营购买了多次的苹果产品，M1版pro的mini LED效果绝佳，对比四代iPad pro，黑的更纯更彻底，值得推荐。
呵***5,star5,一起买的壳和膜，可以吧。给孩子学习用。相信京东，相信京东自营。苹果也就那么回事。给孩子用的。每单必赞京东小哥和客服。超级赞。
r***m,star5,苹果系列产品，iPad最耐用啦原来那个第一代iPad air一直用到现在，都在刷剧希望这个一如既往地质量可靠，再用五年
浮***池,star5,特别好这个ipad就是没有深空灰了还是很喜欢深空灰 但是银色其实也能用 套上刻字谁都看不到 用的教育优惠剪了400块算是薅羊毛搞到了
嗨***哎,star5,外观材质：精致屏幕效果：好，亮度高运行速度：快轻薄程度：轻薄其他特色：大在京东上买这类产品还是挺放心的。虽说价格上不是一个入手的好时期，但因为有点事，而且我一直想换12.9的，就决定在这个时间买了。从11寸换到12.9，很多使用体验和习惯都或多或少地被改变了。用了1个月，有三分之一时间我都在搜索针对12.9英寸平板的保护方案。台前调度确实有点旦用难回，在12.9上更是显得相当不错。至于miniLED的通病、续航发热什么的，倒也都在我的接受范围内。
q***9,star5,屏幕效果：miniled屏幕的色彩和对比度非常优秀，配合系统的色彩管理几乎算是所见即所得；运行速度：M1顶配的16GB运存配合iPadOS16的台前调度，运行多个app毫无压力，外接显示器也能勉强成为小Mac；
j***v,star5,全新正品，到手升级版本后续航更持久，爱了爱了运行速度：超快屏幕效果：色彩绝绝子外观材质：高大尚
w***y,star5,Apple iPad Pro，不错，我就是为了这块屏幕买的，看HDR视频很爽，反正比2020版的屏幕好就行了
t***1,star5,心意很久了，价格终于降下来了，M1的足够用好几年了，不用上新款M2，配置都差不多，大内存足够使用，做工确实没得说，很满意了
j***J,star5,真的是很不错，本人超级喜欢，再次感谢店家让我拍到了物美价廉的东西我会一直关注你们家的产品哦。已经向身边的朋友多次推荐过你们家的产品了哦。我再来购买的时候希望店家多多给我便宜些哟，呵呵，好的产品是非常值得推荐的，超好用！稳稳的！满分
正***梦,star5,心心念念的12.9的平板终于到了M E芯片果然不同凡响运行速度非常流畅，搭配苹果手机5分钟就激活了，再用电脑传输数据打开半个小时就能用了苹果的系统还是好
小***白,star5,品控还可以是正版，满意，之前的华为电脑也是在这买的，很相信京东自营店的品质，之后有需要会再来的，而且苹果系列iPad真的没话说，是真的高级，学习考研什么的真的够了，哈哈哈高兴
林***_,star5,终于在某天晚上抢购到了5G版的1T。差点就开封了一样价钱的Wi-Fi版。不然悔思。其实5G版很方便的。完美！
妍***女,star5,货真价实，高颜值，高品质，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢???????????
小***丶,star4,屏幕够大 画质很高 机身很薄 性能的话暂时没打游戏还没体验 电池白天学习（10点到20点）+中午看一个小时的剧差不多够用了就是配不到适合的保护壳 装上保护壳挺重有1公斤多 要买实惠又好用的保护壳是个麻烦事儿 所以买个轻便且保护性好的保护壳很重要
幼***瘦,star5,外观材质：金属全背，正面玻璃屏幕效果：非常清晰细腻，屏幕很大运行速度：M1不需要再强调有多快轻薄程度：相对还是比较轻薄的其他特色：后置摄像头感觉凸起很多，又在一角，不是很美观
甜***只,star5,外观材质：外观很喜欢，新机的手感妙不可言！屏幕效果：看剧显示效果无敌了，还有四个立体扬声器。运行速度：暂时还没想玩的游戏，不过日常使用非常顺滑。轻薄程度：很轻薄，带上保护套的话也不会太重。其他特色：物流很快，包装很好?
j***2,star5,买电器产品，我都是在京东自营买的，质量有保证，值得信赖，但是今天上评价的时看到比前几天买的降价了30元(5769元)还以为双11期间价格一样的，感觉有点不爽。外观材质：外观非常漂亮，手感很好，很喜欢。屏幕效果：屏幕清晰，画质很好。运行速度：运行速速度快、流畅。轻薄程度：手感很好，够薄
