https://item.jd.com/100046043020.html,AppleApple iPhone 14 plus,100046043020,380.00g,中国大陆,A15,未公布,黄色,IP68,FHD+,以官网信息为准,128GB,黄色系,OLED直屏,1200万像素,苹果风，商务，科技
用户名,评分,评论
喵***橘,star5,iPhone 14 Plus是14系列开售最晚一款，可能是厨子自己也觉得拿不出手。外观外形：正面没有灵动岛，就是大，6.7寸大屏与Pro Max一样，!203克!手感真的没得说!边框也采用的是铝合金材质。产品质量：说成13 Pro Max se或许更合适，核心关键词是简配，搭载A15满血处理器，尺寸虽然变大不过后置拿掉一颗长焦镜头，屏幕不支持Pro Motion和AOD，设计、屏幕、镜头一路减配，不过，人家大嘛！使用体验：体积变大，游戏起来温度控制更好了，大屏幕加上重量较轻，良好散热以及a15依然吊打高通，作为游戏手机还是非常不错。还一个有点是续航很顶，应该在一线之列。
j***g,star5,iPhone 14挺不错的手机256G，价格比较优惠，618搞活动的时候买的，除了不是三个摄像头，其他都挺好的，作为京东的老用户，不错
c***d,star5,挺好用的，原来的xsmax 512G终于让它退休了，那时还花1.5个多W买，现在只能理性消费了，大屏、电池续航OK就行，办公用用，不玩游戏足够了
j***C,star5,喜欢大屏幕 Promax又买不起 plus刚刚合适 也不是很重喜欢喜欢喜欢 是正品仔细看过了 信任京东
p***9,star5,iPhone14，一如既往的顺畅，外观颜值还特别高，尤其是这个蓝色，非常nice，买的快充配置，充电非常快，电池用一天完全没问题。
强***哦,star5,外形外观：简约而不简单屏幕音效：相当的好拍照效果：清晰运行速度：一点也不卡顿，玩游戏非常的6待机时间：待机时间也不错快递也很快，昨天下的单，今天就收到了，还是很不错的。。
风***f,star5,苹果14plus买来半个月了，用着很不错，反应灵敏流畅，用着很丝滑一点也不卡顿，打开APP几乎秒开，确实高端。要是配充电头就更加完美了。京东送货快，服务好，五星好评。
u***s,star3,第一次在京东买到如此包装的手机
j***6,star5,这款手机设计感很强，尺寸大小刚刚好，手感很舒适，屏幕很高清，音效也清晰，高音不刺耳，低音也很清晰，拍照更是没得说，清晰度 非常高，运行速度很快，玩游戏一点不卡壳，充电速度很快，充上电用一天没问题
d***2,star5,外形外观：包装无损毁，外包装是快递盒，内包装如下图，检验过没有被拆过的痕迹。14plus6.7寸大屏，适合手大的人屏幕音效：屏幕有齐刘海，音效有环绕声拍照效果：原相机很还原真实，也很有质感运行速度：快
花***琳,star5,运行畅快 拍照清晰 续航很好已经使用一个多星期了，体验感非常完美，浏览页面速度非常畅快，特别是打游戏，画质非常清晰，不卡网，听音乐也很好，拍照功能太高清了。
P***b,star5,外形外观：14 Plus是我认为最适合长辈 综合性价比最好的一款屏幕音效：给长辈使用足够了 屏幕够大 观感也很好拍照效果：今年14上面的运动防抖模式非常好！待机时间：14Plus的续航 不用多说了 日常使用 经常下班的时候都还是75的电量其他特色：给京东小哥一个好评！速度快 态度好！
j***q,star5,宝贝收到了，包装完好无损包裹很严实，快递小哥速度一流，态度很好下着大雨等了我两分钟让我很不好意思，手机外观漂亮，看着大气，就是手感不好轻飘飘的，使用体验过段时间再评论
Z***9,star5,通信音质：还不错，信号也还行，但是肯定没有安卓信号好，也分情况吧这个，还有通讯公司，平常不经常打电话，感觉还不错。其他特色：外观真的很好看，黑色太好看了，很适合套— 个透明的壳，看起来很不错。显示效果：显示也不错，三星屏幕还是非常赞的，值得信赖，官方店铺也不会踩雷 其他方面也还不错，发货快，售后好有保障，处理问题快，店铺售后和技术都很好。
j***g,star5,外形外观：黑色漂亮屏幕音效：不错的拍照效果：清晰运行速度：挺快待机时间：一天没问题。总之很好，是我需要的，物流很快，物流非常满意。
强***哦,star5,手机是昨天晚上下的单，今天中午就到了，京东物流很不错哦，外形外观：非常的漂亮屏幕音效：非常的好拍照效果：非常的hao运行速度：一点也不卡顿，非常的流畅待机时间：一天是没有问题的其他特色：非常好
米***饼,star5,这次是给女友购买的，她喜欢大屏，但是promax 又大又重，最主要的还是没钱啊，所以咬牙切齿的购买了plus ，家里成员都是苹果的忠实用户，很好
u***s,star5,很好很强大很喜欢很好看很不错很期待很喜欢这部手机就很好?????很亮，你是一种什么样的体验。约好的时间就可以吗，你
G***E,star5,手机是昨天下许下的单，今天中午就拿到手了，物流非常的快，外形外观：外观非常的好看，大气上档次屏幕音效：效果非常好拍照效果：非常的好运行速度：非常的流畅，打游戏一点也不卡
小***希,star5,手机还是不错的，这已经是第四次买苹果手机了，外形外观：非常好看屏幕音效：非常的好拍照效果：非常的好运行速度：一点也不卡顿，非常的流畅，待机时间：非常的好
小***蚁,star5,哈哈哈，有优惠时，又下多一台，简单太好了，对苹果手机无抵抗力，各方面功能都很好用，比上一代有不少变化。继续关注苹果。
无***名,star5,感觉不错，屏幕够大，续航目前觉得也可以的，给爸爸，妈妈每人都买了一个，感觉很不错的老年机，他们很喜欢。
无***名,star5,还不错，买给爸爸妈妈当老年机的，屏幕够大，续航也不错，整体很好，物美价廉，有活动的时候入了两个，目前用着还可以。
安***猫,star5,Apple iPhone 14 Plus，母亲节的礼物，幸福满满???外观是浅黄色的，很适合女士使用，超视网膜XDR屏明艳绚丽，超瓷晶面板设计经久耐用，256G超大容量可以随心拍摄，这礼物真的是送到妈妈心坎上了
晴***e,star5,很喜欢这个新出的配色黄色 苹果的操作体验自然不用说 这次换了这个6.7大小的屏幕 果然更顺手一下 配了一个保护壳 不用担心偶尔磕磕碰碰的
企***1,star5,手机是全新正品没有问题拍照效果非常好拍的非常清楚显示效果亮度也好电池续航非常耐用用的少的话基本一天一冲运行速度非常流畅速度很快。音质更加没得说因为非常真好听总之非常好，有我用了也有几天了总之非常棒的一步手机值得拥有
l***5,star5,外形外观：无任何划痕 特别喜欢 手感也特别好拍照效果：特别清晰 很远都看的很清楚屏幕音效：声音中规中矩运行速度：很流畅 无任何卡顿待机时间：电池容量很大 待机时间也很长
玉***生,star5,这么好的商品，这么好的服务，还要什么好评返现，必须五星好评奉上。这是我最近最开心的一次网购，谢谢！祝福卖家生意兴隆，大家购物开心快乐！质量很好，买的很合我心意?，棒棒哒！需要的亲们可以放心购买质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了不得不赞，质量真的好，包装物流也不错。真心喜欢，入手后不会让你后悔的！
妳***6,star3,体验中，后期用了在来评价
5***6,star5,第二次买苹果了，帮我亲戚买的，她用的体验特别好，这也是她的第二台苹果，用起来很流畅，颜色也很喜欢。快递的速度也很快，物流小哥的态度也挺好
l***7,star5,电子产品就没再除了京东之外的地买过，质量保证，担心。送货还是一直很快，包装也很好，特别满意。14系统很流畅，机身大小也适合抓握，存储容量也更大了。使用很丝滑，总体都很好。。
锅***D,star5,快递非常快，拿到后使用流畅，新机体验很好，唯独5G的网络并不稳定，覆盖面不是非常广，在高层建筑里面信号很弱，需要单独设置为4G才较为流畅。
小***_,star5,"真的特别特别喜欢苹果，本来想买12pro,的结果没货，让后买的plus，想买14pro来，但是工作需要，屏幕太小。但是总归开始苹果很好用，超级好用，YYDS，啦啦啦！"
m***2,star5,东西收到了，618期间买的，暂时没有任何问题，希望一直都会好用没有任何问题，东西照相还是比旧手机屏幕清晰的，用起来也很流畅，东西可以搞多一点活动，我也准备再买一台自己使用！苹果手机值得拥有
j***d,star5,买给女儿的毕业礼物，相中这台苹果14plus手机。紫色颜值高，屏幕也够大，运行的速度很快，女儿很满意！
走***子,star5,物流速度特别快，当天晚上下单，第二天早晨就到了，外观特别的大气，而且音效特别好，拍照的效果也是杠杠的运行速度也是嗷嗷的
风***吹,star5,买的第4个iPhone，一直用一直爽。从4s到14plus，体验真的不错。屏幕大，流畅度好。搭配mac也很好。非常推荐！
四***开,star5,实物和图片一致，手机包装完好，同时做的二手手机回收流程也非常顺畅，京东购买非常放心，第二天送货和回收。蓝色男女通用，不错的选择( ?• ? •?｀)
t***c,star5,给孩子买的手机，这个颜色他特别喜欢。拿到手之后运行速度很快，屏幕也很大。嗯，赶上暑假的话，他还有一定的优惠，使用了以旧换新之后，价格也还是可以接受的，还是很满意的这次购物。
鲜***3,star5,第一次在京东购物平台上买苹果手机，当天下单第二天就到货了，快递小哥服务态度很好，手机很漂亮，是淡淡的蓝色。期待使用的效果，京东品质有保障。
李***4,star5,手机收到了.正品国行.原装未激活.给老婆用的.续航时间长.两天充一次电.非常满意的一次购物.以后还会在京东买.产品质量有保证.
w***g,star5,618活动在京东自营买了一个14 plus，下单之后很快就送达了，物流也是一如既往的给力，手机外观颜值非常不错，拍照也很好看，
j***3,star5,手机很好，现场拆的，在京东买的第二个苹果手机，送货快捷，京东自营买东西，放心，安全。一直在京东买东西。
p***1,star5,外形外观：大气上档次屏幕音效：声音大洪亮拍照效果：非常好运行速度：非常快，反应速度没得说作为忠实的果粉，趁着618给媳妇换了一台
a***r,star5,质量非常好，与卖家描达的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速廈非常快，包装非常仔細、严实，物流公司服务态康很好，运送速度很快，很满意的一次购物店家很讲信誉，而旦很不错哦，在这家店买东东，我很满意。
木***瞳,star5,妈妈手机昨天坏了四点下单 今天一大早送到了发货物流都很快包装也都非常好价格也比其他平台优惠今年在京东买的第二台苹果了非常好
越***练,star5,苹果用着很不错，以前一直用安卓，这个用习惯了也不错，值得购买，苹果很满意，下次推荐更多的人，购买，上述的，你智……我们一起加油哦
向***友,star5,物流速度很快，小哥给送上门，机器一如既往的好，是正品，一个喜欢的朋友们可以放心购买，用的好了以后还会回购，就是希望能更便宜一些就好了
曹***杰,star5,上午下单，下午到货，发货速度飞快；验货开机一切正常，全新正品，爱思全绿，三星屏……～非常满意的一次购物。
卧***西,star3,还行吧，Bug挺多的，手机做工一般
l***m,star5,长期在京东购买电器什么的，这次买的苹果手机很棒，价格也很划算，比店里买便宜很多，手机收到后与卖家描述的完全一致。发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物店家很讲信誉，而且很不错哦，在这家店买东东，我很满意。
小***希,star5,手机是我昨天下午下的单，今天中午就收到了，物流非常的快，外形外观：外观大气，上档次，简约而不简单屏幕音效：非常的好拍照效果：非常的好运行速度：一点也不卡顿，打游戏很流畅待机时间：非常好
遇***J,star5,外观优美，屏幕大但机身轻盈，系统体验流畅。三星屏幕很通透，看视频视觉效果很赞，hdr视频效果也很好。扬声器也出乎我预料，低音足，人声清晰，音质干净无毛糙，和小音箱有的一拼。拍照也很出色，视频很强。续航杠杠的，两天一充。
猫***3,star5,價格優惠、經濟實惠、運送速度挺快的、性價比也算高，常常做活動對消費者就是最好的回饋，品質上來說還挺不錯的，很好很棒還會再回購
j***y,star5,物流超级超级快！质量也非常不错，的确物有所值高颜值，高品质，非常好，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢，客服也很耐心解决问题
飞***鸿,star5,外形外观：美屏幕音效：强拍照效果：真运行速度：快待机时间：短其他特色：其他的特色就太多了，本来想等15的，无奈现任手机屏摔破了，那就不能犹豫了呀！
j***W,star5,质量很好，收到货第一时间打开看了，很不错，很满意尺寸刚刚好，质量也非常好，店家的包装太用心了，值得推荐！很好，物流很快，东西很给力，性价比很高！
j***5,star5,质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠急了，我彻底急了。当我看到其他人的好评，我感同身受，就好像那些事情真的发生了一样，此时此刻我真的破防了，我怎么可以不给好评！！
D***1,star5,真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！宝贝做工真的非常精细，细节真的棒，爱了爱了
逸***斯,star5,实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦，这是京东自营店，产品质量绝对没的说，售后也是绝对的没问题，值得信赖
小***士,star5,趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！
u***b,star5,质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了宝贝收到咯??，真的很棒呀！?质量真是没话说，非常满意！?开心开心?终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接
j***w,star5,外形外观：最新款的iPhone，很有设计感屏幕音效：屏幕显示清晰，音效很不错拍照效果：拍照效果不错，很清晰运行速度：运行很流畅
j***9,star5,收到快递了，物流给力，完好无损！购买：iPhone14plus，512G内存。外形外观：简约大方，质感在线；屏幕音效：屏幕净洁，音效细腻；拍照效果：拍照清晰，多重功效；运行速度：运行流畅，轻松操作；待机时间：大电池容量，长时间待机；其他特色：从里到外，内外兼备。支持京东，信赖京东！
h***r,star5,外形外观：大屏果然舒服。屏幕音效：整体感觉满意。拍照效果：电影效果不错。运行速度：倍儿爽。待机时间：基本一天一充。其他特色：储存空间和屏幕尺寸都满足了我的要求。
青***君,star5,外形外观：这里面外观都这个样子啦，没啥特色但挺好看。屏幕音效：屏幕显示没的说，颜色很漂亮。拍照效果：拍照够用吧，反正比不上现在安卓一些旗舰机。运行速度：苹果的系统加持，没有卡顿。待机时间：买这个手机就是看中的待机时间，吊打5000多毫安的手机，一天到晚还剩30左右
白***_,star5,用了一段时间了，感觉还可以，屏幕大且清晰，就是手机容易发热，也不知道是不是正常，尤其充电时候，当然快充会发热也是正常，手机声音很大，可以说是我用过的声音最大的iPhone了，电池续航还是不错的，我这种手机不离手的，充一次电可以用一天，目前满意。
F***6,star5,外形外观：从12开始就差不多都这个样，没啥大区别屏幕音效：iphone的屏幕舒素质和颜色调教确实业内顶尖的，很干净透亮的感觉，开hdr视频的效果很惊艳，唯一可惜的就是没有高刷拍照效果：对比我之前用的12提升还是很明显的运行速度：超快的，没有任何玩不了的待机时间：正常使用可以坚持一天，很不错了其他特色：618降价后的plus还是可以的，
两***梦,star5,外形外观：间接大方经典屏幕音效：清晰响亮拍照效果：高清色正运行速度：流畅丝滑待机时间：一天无压力
j***7,star5,外形外观：完好是新机挺好的。屏幕音效：还行没发现问题。拍照效果：将就吧！运行速度：处理器A15运行速度不会有问题的。待机时间：大电池就是续航好，待机更好。
j***g,star5,这个手机不错，虽然不是三个摄像头，但是已经很好了，256G。主要是屏幕比较大，可以保护眼睛，各方面性能都不错，希望能够用的时间长一些。
j***h,star5,全五星好评，客服服务态度热诚，京东自营物流运输超级快！Ip14Plus柠檬黄 ，色泽靓丽；手感比ip11pro max轻，已验机，新机真品无疑；新机运行速度总归快的，待机时间总归长的；从ip11pro max导出数据至ip14Plus总用时1小时10分；唯一就是没有14Plus充电头，还好目前型号版本充电头通用。
u***b,star5,6、7吋的大屏用起来太爽了，没有乱七八糟的广告，待机时间长，不玩游戏能用一天，快充还行，铃声有音响效果。虽然贵，值。
M***-,star5,续航能力很好，拍摄能力强，运行流畅，屏幕够大够爽，256g够用，物流隔天到，就是充了自营苹果会员特权还没整明白。
x***8,star5,这个iPhone 14 Plus能有一个特别好的优点，移动的就是机身，确实清重量特别精彩，200克左右拿在手里非常轻薄第二个呢，就是他的电池续航真的特别好，应该是目前苹果所有在手机行当中续航最好的打游戏的手机也不会太发热，就是轻微发热，就是这点比较好，续航真是杠杠滴
肖***e,star5,乘活动的时候终于换了手机，在使用过程中，续航能力真的比较强，但是会有发热的现象产生，在成像方面，人像虚化比较多，手机运行速度还是比较快的，目前还没有发现其他问题。
殇***黎,star5,iphone 绝绝子，从4s就开始使用了，从此抛弃了手机手机。一个手机用4年都不卡的，真的不夸张。颜值也不错，看起来挺高级的。
z***1,star5,外观手感都不错，给老公买的，他挺满意的，蓝色也刚刚好的那种蓝，用了一段时间了，续航能力也可以，拍照也很清晰
j***9,star5,一直用苹果系统的手机，还是比较喜欢，安卓实在用不习惯，这部给老公买的，他喜欢屏幕大点，外观也喜欢，暂时使用没有任何问题，先好评，后面情况如何，在追平
j***m,star5,感觉不错。机器外观都挺好，没有瑕疵。运行流畅。只是觉得老乔走了以后，新机没什么惊艳惊喜了。快递小盒子比较简陋。
凉***笑,star5,已经买了一段时间，使用上没啥问题，就是感觉入手价格稍微贵一丢丢。妹纸非常爱护手机，已经用上保护壳，保护起来了。苹果的系统一直都挺流程的，不过讲真的，还是用安卓机习惯。
冠***1,star5,高考结束第一件事就是买手机，孩子喜欢，就是价格小贵。孩子说好用，流畅不卡，颜值也高，希望至少用到大学毕业。主要是从京东买放心?
哇***拖,star5,電池都幾襟用，iPhone手機始終都係冇Android手機咁方便！對比我之前嘅Sony有D重，而且iPhone好乸貴
j***j,star5,苹果公司是国际大品牌，绝对的100%放心，用了一天还没有耗了一半的电量，整部手机摸起来是其它手机没办法比的，价钱要比实体店便宜一点，期待苹果京东自营越来越好。
l***5,star5,用了一个月来评价的，14plus性价比还是很高，虽然性能参数不如14pro，但不玩游戏这个配置足够了。
u***c,star5,用了一个多星期后再来评价，苹果手机的屏幕触感确实不错；PLUS的屏幕大小也正合适；本次购买体验差点的就是跨区域调货配送，物流速度的体验上差了一点！
孤***少,star5,还是比较满意的，期待下次购物！有喜欢的家人吗，可以入手，，，，，，，，，，，，，，，，，，，，，，，，，
大***亚,star5,突发奇想想把手机换了，于是对比了天猫，拼多多和京东。天猫价格太贵，拼多多便宜一点，不过实在不放心下不去手，最后在京东上下了单！开了盒，挺不错，从成都调货到广州，一天多就到，验了机，完全没问题！
y***5,star5,Apple iPhone 14 Plus (A2888) 128GB 紫色 ，等了好几天，没货了，换了个异地仓才有货，还好脑筋快不然就买不到那么低价的手机了618就结束了。看了应该是行货正品，京东相对放心，手机习惯iphone了，内存太贵只能买最便宜的了，得及时清理~物流很快，不错！
j***u,star5,帮人买的。挺好的大牌子的总是有一点保障的。反正开机全新。也查了该查的东西。没有翻车价钱比实体店的便宜一点 京东下单就是快。第二天就到了。
h***y,star5,京东自营商城下的手机数码，从来没踩坑过。有保障，送货快，收货联网激活一气呵成。官方注册，正品保证。这么多年来一直在京东自营商城买东西，一个是效率高送货快，再者是价格相对优惠，售后服务好，东西又有保障，值得推荐！
M***茜,star5,正品三星屏查过了，用着挺好的，电池续航力果然强运行速度：很快待机时间：很长拍照效果：很好屏幕音效：很棒
我***雨,star5,买的第二台手机了，无论质量还是颜值都没得说，运行速度快，续航能力强，京东平台购物放心又省心，感谢快递小哥送到家门口，非常满意。
j***m,star5,体验非常流畅，比旧的识Phone xs轻便，用起来很轻便，推荐。一直用iphone 是因为可以和汽车的carplay 功能连接进行导航和电话，用起来非常方便，推荐
深***心,star5,京东大品牌，虽然购买之后有一点小插曲，但是客服都很好的解决了，我对这次购买的体验感评价很好，相信京东，正品有保障。以后购买还会再来的。
晓***哈,star5,"宝贝收到，颜色无色差，质量不错，尺码很合适哦，棒棒哒终于收到 很喜欢买来这个是送人的,她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的."
j***1,star5,不催不错，京东补贴一下买了两台，一直舍不得出手，最后还是出手了，昨天下单今天早上就收到了货，一直都很信赖京东自营产品，非常不错的一次购物
m***仙,star5,这是一个好评模板，因为本人不想买一个产品都写好  评，所以特地写下这个模板。以前不知道评论可以涨积  分，现在才知道好评的重要性，妥妥的，每条都来评论  一下，赚京豆，下次还能抵现金用，评论80字以上，可  以得到 40个京豆，我无论买什么东西，都会把这条评  论复制 粘贴凑够宇数，这是第n次在网上买东西了，棒  棒棒，东西便宜，而且质量好，物美价廉，买的放心，  用的开心，感觉都买上瘾，买买买，根本停不下来，东  西品种多，而且又特别全，划算方便，包装很好，而且  没有任何损坏，会一直支持下去的，服务还可以问超级  好用，好评，下次
j***v,star5,东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！
j***6,star5,刚好做活动，价格便宜了很多，性价比超高，真的特别划算终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接价格实惠，质量杠杠的，非常好的一次购物，下次还来非常值得信赖的品牌，质量有保障，价格还亲民，相当满意款式很大方，质量非常好，价钱也很合理宝贝收到了，很惊喜，质量非常好，很满意的一次购物。我会继续回购的，店家值得信赖用了觉得很不错，商品质量好，发货也挺快的，总之就是很赞了很精致，质量非常好，很满意的一次购物。谢谢店家！发货快，包装严实，商品质量非常好，比专柜便宜很多，客服服务态度也特别好，好评东西不错，还有优惠，可以放心省钱购买，不要犹豫了
惊***丞,star5,老头??‍?对手机性能没要求，就想要个屏幕大点，续航高点的手机，看新闻视频清晰方便。装的软件不多，不需要很大容量。
大***4,star5,续航还可以，充电也挺快的，缺点还是那些，信号差发热，最重要的是拍照没有长焦镜头，有点瑕疵了，但是重量大小符合要求
卷***i,star5,不错哦，没翻车，我是一点瑕疵没看出来，用的专用手电筒检查的，继续使用看电池咋样，对比实体，其他app选京东自营，就图个服务和售后好
z***o,star5,安全下车 先说优点 大屏幕 续航长 处理器依旧能打 8p可以光荣下岗了618价格并没有去年双十一价格优惠贵了100多 去年双十一入手还早享受半年 京东这次不够给力
喻***x,star5,外形外观：白色好看屏幕音效：还可以拍照效果：蛮清晰运行速度：流畅待机时间：续航还可以，手机轻度使用者
壮***儿,star5,推荐好评待机时间：续航非常好，比13好很多。目前听说16.5升级后，会影响续航，但我还没有升级系统，等升级后试试再来追评。（搞得我都不敢升级新系统了哈哈哈拍照效果：拍照也是很清楚
大***翟,star5,简洁明了，开机键和指纹键合并设计非常好，屏幕画质清晰，流畅度很好，手机声音挺大的，音效不错，拍照的话要求不高的还算是不错了也挺清晰了，微距镜头下拍出来的不错，手机运行速度流畅，不玩游戏的我够用了，大电池，差不多一天半冲一次，大电池真的安逸省事，手机颜值很高
强***哦,star5,手机是昨天晚上下的单，今天中午就收到了，外形外观：简约而不简单，蛮好看的屏幕音效：也非常的清晰拍照效果：拍出来的照片也是很清楚的运行速度：运行速度快，也不卡顿，打游戏非常的流畅待机时间：很棒
银***童,star5,这款手机整体性价比高，拍照效果很棒，电池续航能力强，通信音质好，运行速度快，显示效果也不错。同时，手机颜色好看，手感舒适，使用起来顺畅，带有广角和景深感。音质非常好，拍照效果非常清晰，电池续航能力强，运行速度快，屏幕养眼。
下***4,star5,外形外观：柔顺，非常舒服，蓝色也非常的干净屏幕音效：非常棒！非常清澈拍照效果：非常高运行速度：很快，待机时间：非常长，尤其是前期其他特色：暂无，还在使用当中
j***U,star5,外形外观：外形非常好看颜色真的好看，而且拿手上非常舒适屏幕音效：屏幕显示也清晰，音质真的不错，音量也大拍照效果：拍照效果很清晰，晚上也不错运行速度：运行速度非常快，买到手没卡过。
5***2,star5,外形外观：手感很不错，虽然有点重。屏幕音效：屏幕很高清，颜@彩显示也很满意。拍照效果：拍照的话，如果用4k还是很牛的。特别远一点的距离也能拍的很清晰。
鹿***林,star5,安全下车 手机特别大 特别好用 续航一天都还有电 特别适合喜欢大手机的人 屏幕也打 看视频打游戏都很赞 喜欢的家人们冲鸭
j***c,star5,外形外观：这款iPhone的外观设计非常漂亮，非常精致，金属边框和玻璃背板提升了档次，黑色更体现着大气。拍照效果：14的摄像头没得说，清晰。运行速度：运行速度流畅。
j***风,star5,非常好用的手机，买来给老父亲使用，苹果手机性能好，续航好，不容易中病毒，很适合不喜欢折腾手机的人使用，赶上五一假期京东商城有活动，就果断购买了。
