https://item.jd.com/100015470348.html,Appleipad Air（第四代）,100015470348,0.84kg,中国大陆,其他,64GB,2360*1640,7.0mm以下,不支持IPv6,娱乐平板,iPadOS,灰色
用户名,评分,评论
d***磊,star5,屏幕效果：显示效果细腻，颜色真实运行速度：运行流畅很不错轻薄程度：轻薄，携带方便外观材质：外观好看，值得推荐
只***哥,star5,三千七入手ipadair4 而且是插卡版的，非常值，也特别香，迷你系列这种配置得五千，而且air屏幕也够大，基本需求都可以满足
南***东,star5,喜欢全面屏，喜欢天蓝色，喜欢金属边框，好爱，对于不需要经常拿着走来走去的人很合适，追剧很舒服，声音也可以！618买的价格也很合适！
t***o,star5,外观材质：屏幕外观很完美，没有磨损痕迹，非常好屏幕效果：屏幕色彩艳丽，没有坏点，看4k高清视频非常棒，拿到手之后看了个通宵，非常过瘾运行速度：机器运行速度快，打开应用速度快，玩了一会游戏，机器发热，不卡顿。打开多个应用在后台运行流畅轻薄程度：屏幕尺寸大小合适，方便携带
今***子,star5,货己到手。手感很好，清晰度很高，看视频非常流畅，很清晰，没有卡顿。小孩子在上面学习汉字也是非常的清楚的。内存够大，不担心数据放不下了。。价格比较划算。从十月一号等到29号秒杀
l***0,star5,挺好，用几天再来追评，目前看着都不错！主要是价格非常合适！
j***4,star5,这是时隔多年后购买的第三台iPad，品质、手感和性能一如既往的优秀。这个蓝颜色很喜欢，整机屏幕和外壳质感都不错，全面屏看着就是开阔，轻薄握感舒适，四个扬声器产生了极强的环绕声效果，总之一切都很满意。
j***7,star5,上个月2月14日，情人节买的，买给老婆的节日礼物，老婆说，收到的礼物很开心，很喜欢，很惊喜！！！日常64G用来追剧妥妥滴！颜值超高，很好！
夏***妹,star5,性价比超高的一款，外观非常漂亮，超薄的一款。仿生芯片处理视频、图像、办公文字毫无压力，足够使用，全面屏，运行速度快，屏幕分辨率高，滑快流畅自然，待机时间长，续航给力，操作简易，触控ID，人性化设计，前后摄像头设置，，买的是天空蓝的，哇洋气的不要不要的，总之，不论是外观颜色性价比还是功能以及其他的机器所包涵的功能，都是超一流的，我的上一个Apple ipad可以光荣下岗了
F***猩,star5,信任京东，物流快，售后服务好！物美价廉。电子产品和家用电器都从京东买。品质有保障！好??非常好??非常满意?会推荐朋友！京东加油！电扇也是京东买的，也很棒??
