https://item.jd.com/100010540331.html,耐克CZ5478,100010540331,0.69kg,以实物为准,CZ5478-001,男,简约,凉拖,2021年夏季,沙滩
用户名,评分,评论
q***1,star5,做工还不错的 物有所值 穿着很舒适 码数偏小一点点 买大一码就还好合适了 物流速度快 下单第二天就到了 送货小哥很热情！！！
周***生,star5,穿起来脚感很好，很轻盈，很不错
z***1,star5,非常好的拖鞋，底子舒服，也不发臭。
l***o,star5,发货速度快，拖鞋做工品质好，款式设计符合人体工程学，穿着很舒服，性价比高
卡***法,star5,除了贵没毛病穿着很舒服 应该很耐用 有漏水孔
y***8,star5,不错不错不错，穿起来很舒服
j***u,star5,尺码合适，穿起来很舒服?
s***g,star3,一般般，一百多元一双，还是很贵的。
1***松,star5,这拖鞋穿着真的非常舒服非常感谢快递小哥
j***u,star5,好吃不贵，物美价廉，值得购买
j***娜,star5,很舒服，透气，不会捂脚。
J***6,star5,鞋子超级舒服，简约，质感满满，光脚穿上，脚底有按摩效果。
帅***_,star5,尺码大小：这款尺码就买平常运动鞋的尺码就行了。实穿感受：脚底按摩非常的舒服，最主要可以外穿。防滑，洗澡穿着舒服。价格很实惠，给媳妇又买了双。
书***果,star5,实穿感受：质感很好，感觉很结实，穿上感觉不是特别硬，有些软软的感觉，很舒服。得利于颗粒区域及其排水孔，防滑的功能得以实现。耐克的标标不像别的款式那么明显高调，所以低调感和高级感就出来了。基本上没有异味。建议入手。尺码大小：耐克运动鞋穿46码(脚后跟可以塞一根手指)，这款穿45码就可以了。拖鞋要是像运动鞋这么长会很不好看和不舒服。
x***c,star5,做工还不错的 物有所值 穿着很舒适 码数偏小一点点 买大一码就还好合适了 物流速度快 下单第二天就到了 送货小哥很热情！！！
帥***9,star5,京东自营发货的速度一直都很快。收到的耐克鞋子时尚好看，很喜欢。鞋底发现有很多透气的孔，不知道是干嘛的，反正穿起来很轻便和舒服。有点像沙滩鞋。鞋底的波点很多，应该是防滑设计。不错，很nice
x***c,star5,鞋子穿着舒适 做工还算可以的 码数合适 客服很专业 介绍的款式很不错  很详细   物流速度也很快 下单第二天就到了  好评！！！！！！
l***g,star5,在其他平台这款拖鞋都是169元或者159元的价格，但在京东自营店里我意外发现129元的特价，让我下定决心买了下来，收到货后，发现包装很好，是正品，穿着舒服，尺码标准，白色很好看，没有什么异味，有漏水孔，不打滑，洗澡非常好用！
a***g,star5,当然是very nice啦穿在脚上很舒服，不烧脚，洗澡不积水，外观也很好看，棒棒的，简直舒服的不要不要的，下次还会购买的
倩***尘,star5,非常满意?，材质做工非常好，而且百搭，手感也很棒，非常nice，实用性非常强，赞?
姑***我,star5,非常好，值得购买，第一次买觉得还行，质量很好，穿着舒服，包装完好，送货速度快，非常值得肯定，京东购物值得信赖，非常满意！
鞠***亮,star5,尺码大小：正常码，大一码也可以实穿感受：很轻，舒服
j***s,star5,鞋子非常好穿，并且很轻便，走起路来也轻盈，我老公非常喜欢
A***r,star5,很不错就是了，日常穿搭也很方便，下雨天也不怕沾水，可以说很稳了
w***2,star5,非常轻巧，穿着舒服，大方美观，非常合适，物超所值
G***8,star5,昨天申请的售后换货，今早就收到了。非常好，很合适，试穿也挺舒适，售后服务非常棒！
d***f,star5,很不错的拖鞋，穿着很舒服，脚底软，不怕水，用途广
东***技,star1,不要想和专卖店一样，地摊货10块
宋***4,star5,快递包装很好，送货速度特别快，配送员服务特别好，京东就是很方便，想买什么急需的东西第二天就送到了，感谢感谢哈哈哈哈，哈哈哈
b***5,star5,质量非常好，非常满意的一次购物。客服有问必答，非常专业跟实体店没有区别，还便宜，喜欢！
梁***嘉,star5,尺码大小：大小合适实穿感受：穿着很舒服不臭脚
l***6,star5,之前买的一双耐克拖鞋140多穿一个星期就脱胶了不知道是不是正品，让我都有点怕网上购物了，这一次怀着忐忑不安心情又选择了一双耐克还是让我满意的非常喜欢的一款拖鞋，穿着舒服，
m***n,star5,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物
皮***萄,star5,鞋子穿着很舒服，很轻有小疙瘩还能按摩脚底板，有小洞洞，干的很快，哈哈
大***饭,star5,穿起来很舒服，软软的，带点按摩。不错。
j***a,star5,经过鉴定正品无疑，穿上去很舒服，就是正常尺码
n***m,star5,非常的符合我的品味，穿起来也很舒服超级赞
-****,star5,质量非常好，真出乎我的意料，包装非常仔细，非常感谢，祝生意兴隆。
j***3,star5,?质量很好，买的很合我心意?，棒棒哒！?需要的亲们可以放心购买
q***6,star5,脚感超舒服 很棒老公很喜欢希望多点优惠哦
2***h,star5,鞋底不硬，穿起来很舒服，比较适合去海边。
j***v,star5,物流超快，鞋子穿起来舒服，实物比图片漂亮
j***7,star5,材质柔软，质量很好，很舒适
y***Z,star5,穿着走路很舒服  主要是可以洗澡穿
h***l,star5,发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购
倩***尘,star5,物流超级超级快！质量也非常不错，的确物有所值
j***0,star5,质量很好，很舒服，材质也特别好
z***9,star5,京东自营 质量有保证 送货上门快 我非常满意！
蠢***九,star2,穿着脚底疼，侧面也摩擦脚背磨破皮了 疼
遥***星,star5,颜值不错，不打脚，而且很轻
z***n,star5,好的东西都是这样的感觉真的是很不错的选择
j***e,star5,鞋?质量非常好，穿着也舒适。
j***x,star5,穿着舒适，尺码正常，很好
L***_,star5,很好看，洗完澡干的也很快。
未***_,star5,非常不错，下次继续光顾京东商城好评
j***X,star5,产品质量很好，实穿尺码大小合适。
t***1,star5,宝贝很不错，很喜欢，物流也超级快，值得推荐。
a***j,star5,鞋底很软，穿着非常舒服，尺码也很准，建议大一码购买
-****,star5,质量非常好，真出乎我的意料，包装非常仔细，非常感谢，祝生意兴隆。
W***度,star5,穿起来很舒服，很轻，很有感觉，脚底也很软，
y***3,star5,质量很好，穿着舒适，推荐购买。
华***3,star5,很合适，喜欢，穿着舒服
j***d,star5,拖鞋很轻便，穿起来舒服
j***d,star5,第一次买物流很快 希望好用
洛***生,star5,非常满意，也很舒服，价格也美丽
u***d,star5,尺码大小刚好合适，质量很好，穿起来很舒服！
T***G,star5,拖鞋非常舒服，京东发货速度快
梦***e,star5,质量挺好的，穿着也很舒服，物流也很快，好看
亮***1,star5,正品保证，很喜欢了，有需要还会购买
叶***e,star5,这个拖鞋穿着很好很舒服！
没***玩,star5,发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……
糖***N,star5,给弟弟买的，大小很合适。
j***X,star5,耐克拖鞋质量很好，值得购买，好评！
j***X,star5,产品质量很好，值得购买，好评！
u***l,star5,东西下单后很快就收到了，不错。
j***y,star5,鞋收到质量很好快递很快点赞！
j***6,star5,不错京东自营商品质量很好，
H***2,star5,搞活动买的尺码大小：大小合适实穿感受：非常的舒服
j***X,star5,耐克拖鞋质量很好，推荐购买。
小***Y,star5,很不错的拖鞋！穿着舒适！
s***6,star5,不错的，很舒服，是正品
e***a,star5,很轻，上脚感觉很好，尺码合适。
j***a,star5,非常舒服，好看，得劲，非常满意的一次购物
i***s,star5,尺码大小：很棒的一双拖鞋，穿着很舒服
j***w,star5,尺码合适，穿起来很舒服！
u***d,star5,物流速度很快，穿起来很舒服，服务态度挺好的！
光***势,star5,很好看 脚感舒适 关键是轻
q***辉,star5,鞋子真不错哈哈哈太好了很舒服
公***财,star5,非常美丽的一次购物袋鼠跳哼哼唧唧唧唧歪歪歪歪歪歪
水***嘿,star5,鞋子不错，值这个价。快递员非常给力
e***h,star5,鞋子材质很好，穿着很舒服。
法***0,star5,超级舒服，超级便宜，超级好
j***K,star5,是正品，价格比实体店低鞋子非常合适舒服?
j***l,star5,穿着特别舒服，还是值得信赖的。
w***e,star5,尺码合适，穿得很舒服。
墨***8,star5,大小合适，物美价廉不错
金***r,star5,很合脚，这次选择不错，很喜欢
G***_,star5,很舒适！下雨天不愁了
j***n,star5,鞋子很舒服 ！建议购买哦！
蚂***的,star5,不错，很快，满意。?
尼***a,star5,东西收到了 非常好 感谢京东
J***n,star5,效率快这一点让我很满意
亮***1,star5,非常赞，物美价廉，正品
夜***兮,star5,京东自营就是快，晚上下单，第二天早上不到9点就到了！平时休闲鞋穿43的，跑鞋穿44的，这双44的刚好，43码应该也能穿，但可能没44的舒服。鞋底算软的，eva材质一体成型，个人感觉比胶粘的那种好，应该比较耐穿！
A***m,star5,白色拖鞋干净好看设计上说是透气，鞋底有好几个洞洞穿着很舒服，可是没觉得有怎样只是感觉怪怪的，怕不卫生其他都还不错就就下啦
j***d,star5,整体还是不错的，最主要可以洗澡或者下水穿，不会开胶，一体成型，穿时间长脚底板会稍微有点难受，和颗粒感突起有关，但又有点按摩的味道，还不错，整体觉得性价比还是不错的
j***d,star5,鞋子的尺码刚刚好 我穿皮鞋39码的这个买了40码的 穿着刚刚好。鞋子的质量还可以 整个都是胶的也比较防水 如果去海边穿还是不错的，都说白色的不耐脏 但它是胶的可以水洗 所以也没关系 而且白色的在外面看到的别人穿的还是比较少的 颜色很特别
G***8,star5,这款拖鞋非常好看，试穿也很舒适，只是稍大了点，已申请免费更换小点的。
刺***0,star5,鞋子有点紧，买的41的，长度刚刚好，估计还是脚肥了，排水孔好评，加上鞋底微微凸起的小凸点，基本不积水，洗完澡也不用刻意倒水了，不错
枯***春,star5,尺码大小：比较适中。刚好合脚。实穿感受：比较舒适。鞋子比较轻，穿在脚上很舒服。耐克是个大品牌，产品质量值得信赖，朋友推荐买就买了，果然不错。
洋***O,star5,耐克拖鞋   有点味道  但是穿着还挺舒服     不知道耐不耐穿      总体应该还不错      品质还不错
j***z,star5,穿上轻便，跟脚，鞋底的小孔有助于排水，耐克品牌值得信赖
逃***鬼,star5,物流速度快，大小合适，味道还可以
六***爸,star5,本人41的脚，买的42.5的感觉正好。这几天沈阳热劲上来了，半袖短裤安排上。穿着在楼下走了几圈，说下真实感受。有点硌脚底板，希望穿一穿踩一踩能好。颜值没问题，质量也可以。
j***n,star5,样子很不错，穿着也舒服，就是有点不细致
j***e,star5,不错的  穿着挺舒服的 应该耐穿的
x***4,star5,平时穿40的鞋子，这双40的刚好，不长
m***领,star5,第一次在这里买鞋子 买的虽然是拖鞋 价格也不高 但服务是真的好 要求换货非常快的就解决了 虽然换的有点大 鞋子质量没问题 下雨天也能穿
w***d,star5,尺码大小：尺码标准，按正常码拍大一码就可以。实穿感受：穿着透气轻便。
y***1,star5,不错 大小合适 43脚穿44码挺合适的 鞋面不勒
m***s,star5,舒适不磨脚，样子也不错，整体比较满意，包装盒略有损坏，影响观感不影响穿着
z***8,star5,在京东购物放心，是正品，尺寸大小合适，穿着感觉舒服
j***b,star5,适合我洗车用！有一定弹性穿着舒服，也不怕过水！希望耐穿一点！
j***k,star5,不错，挺好的，买大点比较好
l***8,star5,鞋子不错！就是码数比正常码数大！应该买小一码！
v***l,star5,这个鞋子除了下面有洞洞，下雨天穿不舒服意外，还挺防滑的。
j***h,star5,尺码大小：正合适实穿感受：有弹力  舒服
w***8,star5,不错，还可以的，舒服
j***g,star5,耐克大品牌质量不错1穿起来合适
大***哥,star5,设计精美，用料精良，穿着舒适，值得拥有！
r***m,star5,一直在京东购物，物品保障正品，客服态度良好，物流配送速度及服务周到，值得推荐！
m***0,star5,穿起来舒服，也挺实惠的
w***8,star5,不错，回购，不错，回购。
b***s,star5,尺码建议比平时大一码，我正合适。鞋软硬适中，按摩小颗粒按摩脚底！
红***戊,star5,再也不用担心耐克开胶了，之前两双全是那种拼接的，没有一双挺过半年，
u***q,star5,大小合适，可以玩水，哈哈哈哈哈，哈哈哈哈哈
诚***i,star5,尺码大小：刚刚好实穿感受：不错软绵绵的
梦***辚,star5,产品不错，穿着挺舒服
j***3,star5,东西不错，还有优惠，可以放心省钱购买，不要犹豫了
i***1,star5,不错，是一次比较好的购物体验
发***7,star5,拖鞋不错，挺好的，不愧是大品牌，挺好的，建议购买
H***X,star3,码数实际偏大，运动鞋42半，这款有点大
j***I,star5,实穿感受：物流和产品都不错，性价比高，赞赞赞???
L***_,star5,好看，洗完澡干的也快。
董***5,star5,不错，鞋很轻，脚感不错！44.5鞋码买的45正合适
y***t,star5,不错，穿上合适，比较舒服
j***j,star5,不错。脚感和款式还是不错的！
y***4,star5,做工材质还可以，脚感也行
s***i,star5,还可以，穿的比较舒服，喜欢
j***6,star5,这个要比实体店便宜多了 划算 合适
胖***噜,star5,挺好的，我的世界盒子上的课本
L***6,star5,款式不错，质量挺好的
5***2,star5,服务好，送货快，质量有保证
Z***天,star5,鞋子不错，习惯性好评
j***a,star5,可以不错…香蕉好大个
l***3,star5,略紧，不影响脚感，满意。
w***6,star5,不错，穿上感觉不错。
j***s,star5,鞋子不错，是正品无疑
爸***车,star5,喜欢，实穿感受：舒服
l***3,star5,还行，一体式的，比粘胶缝线的结实
s***c,star5,鞋子还可以 性价比较高
j***w,star5,就是有水就吱嘎吱嘎响，别的都还挺好的
u***s,star5,给爸爸买的，穿着挺好
j***y,star5,穿着舒适，材料柔软，透水透气，好好
陈***强,star5,装起非常舒服！非常喜欢！就是稍稍有点大！
魅***猪,star5,一直京东，速度没话说。
a***6,star5,大品牌值得信赖拥有的
j***y,star5,穿着舒适，材质柔软，透水透气，好好
j***7,star5,京东买的东西还不错，穿着舒迹，透气透水
j***7,star5,京东买的东西还不错，穿着舒适，透气轻便
j***p,star5,正品，穿起舒适，防滑，比商场便宜
豆***妈,star5,大小合适码数准，鞋底挺厚，值得购买
c***y,star5,大小合适，效果不错，你可以试试
j***6,star5,质量可以！穿着舒服！性价比高
影***f,star5,大小合适，轻便，弹力十足。
j***w,star5,不错，尺码合适，穿着舒服
j***Z,star5,样式喜欢，穿着也挺舒服，挺好。
j***h,star5,鞋子质量可以，买的放心，穿的舒心
j***3,star5,品质好 速度快 相信京东自营店
y***6,star5,正品，太好穿着舒服。好评！
s***i,star5,好的 价格实惠黑色的好看
j***M,star5,不错，是正品，物流也快，
s***n,star5,拖鞋不错，大小正合适
j***7,star5,京东买的东西还不错，穿着舒适透气
吃***补,star5,第一次买这种高档货哈哈哈哈哈啊哈哈哈，感觉自己虚荣了，但穿起来还是真的不错。希望不臭熏熏的，毕竟这样我很受不了，都是眼泪啊！
南***月,star5,还可以吧，不过不穿袜子穿的话有点点硌脚
髙***瞩,star5,耐克一体型的拖鞋、不存在开胶的问题。所以选择了这款。
u***q,star5,啥也不说了 这拖我i圈重点，这鞋子是真大一码42.5的我其实可买41.5吧 可惜没这个码
R***Y,star5,还行吧，马马虎虎凑合穿穿
L***4,star5,白色的拓海，最合宜夏天
