https://item.jd.com/100046076080.html,耐克DV1237,100046076080,0.9kg,以实物为准,DV1237-600,2023年夏季,系带,透气
用户名,评分,评论
j***r,star5,穿起来很舒服，包裹性很好
超***界,star1,越南产的，外包装生产日期与鞋上标注日期不符，试穿一下看看再说
衡***文,star5,替朋友买的，鞋子很好看。
j***r,star5,物流很快，鞋子很舒服。
桀***哥,star5,非常软  QQ弹弹的
u***4,star5,鞋底软，有弹性，穿了几天了，感觉还可以，主要是喜欢这个颜色和款型。
j***w,star4,老爹老妈鞋    颜值高 舒适度高  值得购买
石***i,star5,穿上脚比较舒服、鞋底软软的，弹性比较好、
j***4,star5,不错，总体感觉还不错，有时候质量有问题，也给及时解决了
h***7,star5,搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！
j***u,star5,鞋子漂亮，实物比图片还好看
S***n,star5,不错 挺舒服的 就这样
杨***书,star5,鞋子出了点质量问题，但处理很及时很到位。
九***源,star5,虽然有些小瑕疵，但总体来说还是很喜欢的
j***y,star5,感觉不错，穿起来，挺舒服的，
R***4,star5,还不错，穿着挺轻挺舒服
长***夏,star5,样子还可以，鞋底不防滑
j***t,star5,6.18大活动价格美丽，复购第二对??
8***z,star5,包装完美，鞋型好穿着舒服
j***c,star5,有降价，油涨价，嘿嘿，不错。
9***林,star5,鞋子不错样子好看哦舒适
崔***g,star5,孩子穿的感觉还不错。
冬***雨,star5,挺不错的啊！挺不错啊！
任***吹,star5,儿子试了一下，说真的好穿。
j***j,star5,鞋仔不错，穿着挺舒服
j***u,star5,质量好，可以的。谢谢店家！
j***0,star5,实物跟图片差不多，然后舒适型也还可以，做工有点小遐思，但在接受范围内，今天刚到，还没穿，其他方面后期在评
8***人,star5,还算不错的鞋，感觉有增高的效果。主要是鞋底厚，不过鞋子很轻，因为鞋底的原因，刚上脚可能不太习惯。
唐***陵,star5,就是走路会响，习惯就好，跑步还没试过。
j***c,star5,外观颜值：嗯哼哈明明明明民工匿名
j***f,star2,489这个价格可以……没有想象那么软……走路有点响……为什么胶还没干呢……还有个小纸条
j***A,star5,明显划痕鞋盒都是烂的做工细节：做工贼差劲外观颜值：就这外观垃圾客服态度太差了
j***C,star5,鞋子正码，颜值高，鞋底高穿了感觉有点不太稳
j***v,star5,前后有点晃，也许穿穿就习惯了
A***d,star1,包装的确让人感觉特别不舒服，这鞋子应该穿过的，底子脏脏的！再也不购买了！很失望
j***k,star1,鞋号不准，偏小，不小心把防掉包牌剪了，商家硬是不给换，我还能买双假鞋给你换了吗？
小***棒,star1,做工粗糙，好几处开胶，换货还**不给拿新货上门，得收到后再换，京东服务就是个lande，越来越差劲了，快递小哥辛辛苦苦拿来，这jiba质量还得辛辛苦苦拿回去，纯属玩啊
小***亲,star1,收到后打开一看，鞋底全是白点和黑点污渍，两只鞋帮面也有多处污渍，明显是别人穿过退货的鞋！那么多平台我特意到京东来买的，太失望了！这鞋我退货了，希望想买这款鞋的好好看看评论再买！PS：这鞋产地是越南，质量真是一言难尽！
勇***y,star5,还没穿但是试了试，很舒服！外观颜值：外观看起来还不错，鞋底白色不太好打理舒适度：舒服得很做工细节：还可以！尺码大小：正常尺码，适合脚丫子宽的兄弟！
z***7,star5,京东购物方便快捷，今年618全在这里和~买的，优惠大，质量有保证，售后无忧，体验好，快递基本第二天送到，服务好，国内电商的标杆，天花板，顶流，没得说的了……！！！
j***e,star5,让我们先说说商品的质量：产品总体上是好的，包装很紧。让我们来谈谈商家服务：喜欢它。最后，快递：快递非常快。另一个是感谢商店打折赠送优惠券。毕竟，廉价商品更真实。我希望商店能提供更多的~，及时通知老客户，并促进回购。祝你生意兴隆。
j***2,star5,不错挺好
j***2,star5,不错挺好
j***u,star5,真不错，发货快，鞋子很舒服
j***0,star5,大家看看
阿***鱼,star5,有点裹脚小半码
j***z,star5,买给爸爸的，爸爸说挺舒服的
j***7,star5,脚感很好
J***6,star5,京东的物流那是没话说的，很快……..这款鞋子外观好看很轻便…………………………………………………………………………………………
帝***天,star5,隔壁王二麻子家的那条狗
开***哥,star5,还可以 主要是便宜
j***m,star5,脚感很好，质量第一
j***0,star5,很舒服～鞋底厚实～
宝***5,star5,穿着很舒服
小***比,star5,穿着很舒服～
j***e,star4,尺码偏小
y***0,star5,还可以
j***y,star5,挺好的
_***_,star5,挺好的
小***柔,star5,还可以，
j***7,star5,挺好
j***1,star5,不错
j***u,star5,好。
乔***噻,star1,此用户未及时填写评价内容
j***3,star2,一般
j***9,star1,垃圾，客服#的不行，有问题不解决，收到货后别剪防调包扣子，先看质量和试穿，还是建议大家支持我们国产的鞋子，不要让歪果仁赚咱们的钱在祸害咱们，鞋面有问题，鞋底高低有误差！！！
j***l,star1,穿了一天磨脚，脚面磨坏了，收到货没有防掉包扣，跟店铺客服反应，告知正常，多穿穿多磨磨就好了，这不开玩笑呢么？？又联系京东客服，继续拖延时间，没人处理，已投诉工商，维权到底
j***0,star5,大家看看
阿***鱼,star5,有点裹脚小半码
j***X,star5,鞋子颜值高，很舒服，鞋子包裹性好建议拍大半码。
赵***8,star5,外观颜值：新款看起来不错，尺码大小：大小刚好很合适，
