https://item.jd.com/100013902807.html,耐克DD9682,100013902807,0.8kg,以实物为准,DD9682-100,合成革,橡胶,低帮,女,2023年夏季,系带,减震
用户名,评分,评论
谢***氏,star5,穿着挺舒服的，鞋也很轻
v***d,star5,还可以吧，很好看的样子。
w***z,star5,鞋子很漂亮，码数也合适
小***y,star5,配阔腿裤很好看，很舒服
j***t,star5,鞋很好看，很舒服，推荐
耕***味,star5,發貨快，包裝緊實，顏色超好看！
P***L,star5,非常好看样子也不错，很喜欢
永***滔,star5,很软，很舒服，特别好
j***3,star5,上脚效果不错，孩子很喜欢
j***q,star5,服务态度好配货速度快产品质量很棒
c***1,star5,很舒适，颜值也挺高。
u***d,star5,很好的鞋子，非常舒服
林***人,star5,女儿很喜欢，比其他小一码
j***9,star5,很潮很舒服！一直喜欢耐克！
s***n,star5,上脚很好看穿起来又舒服。
我***鬼,star5,我60大寿的女朋友很喜欢，赞！
u***5,star5,京东的品质和服务绝对的第一
d***o,star5,给妈妈买的，她非常的喜欢这个鞋
j***6,star1,下小雨天不能穿，进水
w***s,star5,媳妇很喜欢，穿了很舒服
唐***士,star5,京东出品必属精品！非常赞
凌***砣,star5,购物体验特别好，换货方便快捷
j***n,star5,非常棒的一款鞋，自己和闺蜜买的同款，好看百搭！
j***k,star5,东西很好吃，下次还购买。
w***p,star5,非常舒适的一款鞋子，
l***5,star5,女朋友很喜欢特别喜欢
j***y,star5,透气舒适，非常满意！
美***婷,star5,好看舒适程度：很安逸
蒋***1,star5,超值给力  绝对真品
陈***1,star5,很好穿很舒服 挺好的
鱼***9,star5,和实体店一样，鞋子很漂亮
a***7,star5,穿着非常舒适，质量好
中***神,star5,挺好的，很不错的。可以
刘***市,star5,穿了好久了。不错。鞋底弹性蛮好。就是感觉有点硬。不过总的还是不错。颜色跟图片一样。鞋码标准。很不错。信赖京东。快递速度也很快。快递员也不错。
M***e,star5,尺码大小：老爹鞋建议买大一码，比较舒适。透气性能：透气性一般，毕竟不是网面。舒适程度：舒适度还可以。柔软程度：虽然没有气垫，但是柔软度还可以。其他特色：买这款鞋，就是买的颜值，外观时尚美观。
杨***8,star5,这鞋子穿上比较舒服！做工也好！样子也好看！就是有点偏窄，如果脚宽的亲们，就拍大半码就可以啦
3***郑,star5,大小尺码大小：合适透气性能：好舒适程度：满意柔软程度：满意
f***n,star5,刚穿一次，就是看着很好看！不是很耐脏！其他没有什么问题了
j***T,star5,在耐克京东自营专区通过胖总正南介绍购买了此款老爹鞋，比正常尺码大了半码大小合适，目前是否透气还待时间检验。上脚舒适，皮质柔软，与商品描述相符。
u***w,star4,鞋子大小与平时穿的一样鞋底有点弹性，走路可以实物比照片好看
j***Z,star5,款式非常好看，舒适度指数也高，就是买错了颜色，换了白色
j***c,star5,这个鞋穿起来挺舒服的，就是显得有点胖胖的，我平时穿38.5的码，这个下单也是38.5，穿了几天感觉有点松了，因为看评论说要买大半个码，再次跟客服人员确认鞋码，确认说是38.5。春秋穿可以，夏天觉得会热，总体来说穿着舒服，但是比在某**贵了几十，京东送货快第二天就到了，贵就贵点吧
_***_,star5,尺码大小：准确。透气性能：良好。柔软程度：适中。舒适程度：良好。
董***1,star5,舒适百搭，皮面易清洁，有增高效果！
j***c,star5,鞋已经收到，看着不错。送媳妇儿的，希望到时候大小合适，看着不错
X***a,star4,打开之后，快递到了之后，迫不及待的打开了，感觉这次的快递还是一如既往的用心，有用这个泡沫，这个气泡垫一下，然后就是鞋子是38码的，刚刚好，这次也是趁着活动买的，非常开心
j***w,star5,舒适程度：合脚，看着评论有说磨脚的还有一些后顾之忧，来到以后没想到这么合适
g***0,star5,尺码大小：适中透气性能：好舒适程度：舒适柔软程度：赞
u***y,star5,收到货试穿了一下，感觉还行，要是再拍大半码就更好了
婕***卡,star5,在实体店看上的，超级爱的鞋，对比了之后发现比fila的老爹好太多，特别软，样子也好看。年货节在京东上价格也合适，买完没多久就下架了，说明还是挺难买到的。唯一的缺憾就是刚拿到手发现鞋底橡胶部分有发黄现象，不过无伤大雅
u***z,star5,很好看，穿着舒服，码有点偏小
j***s,star5,颜色好看，厚度适合秋冬皮面好打理
j***s,star5,整体还不错，挺喜欢的
小***清,star5,上脚没想象的好看，但穿着舒服。
洋***的,star5,第一次在京东上买鞋，算好了尺码就行，这款鞋比较轻便，颜色也比较正
j***Z,star5,效果不错，原本选了黑色，又换了白色，还是白色好看
暴***9,star5,舒适度不错 就是鞋带特别容易掉下来 系不稳
i***9,star5,送人的，简单大气挺好的
r***D,star5,鞋子还可以，尺码刚好
j***Y,star5,好看好看好看 不错不错不错
w***8,star5,鞋子秀气上脚很好看，鞋码偏小一点，可以买大半码。
u***w,star5,尺码大小：码数正码透气性能：很Ok柔软程度：还不错
j***w,star5,穿了一段时间，脚感不错，尺码标准，总体不错
u***m,star4,喜欢颜色，磨脚后跟，后跟设计往里勾的。
a***3,star5,尺码大小：合适透气性能：好舒适程度：好柔软程度：好
j***4,star5,鞋好看，颜色也喜欢，双十一有价格优惠
久***轻,star5,买了以后天天穿，舒服。增高
奶***碎,star5,反光条帅的呀，蛮喜欢的！一定要买大一码，平时36.5这个买了37.5
