https://item.yiyaojd.com/3508890.html,江中健胃消食片,3508890,194.00g,中国大陆,CAN003069G,通用,片剂,非处方药,口服,国产
用户名,评分,评论
1***m,star5,健胃消食片收到了，京东的物流很快，店家的服务也很好，和我在实体店买的一样是正品，在京东上买药，还是很方便的，也很放心。如果肠胃不好的饭后可以来几片这款健胃消食片还是不错的。
j***s,star5,收到需要的宝贝了，快递超快，是正品，东西很好，一直都吃这个，酸酸甜甜挺好吃的，而且价格很实惠，比线下便宜太多了。经常吃多消化不良，又买了这个，效果很不错哦，推荐购买
这***i,star5,一直吃这个牌子的健胃消食片！效果非常好！这次赶上活动，非常给力！油腻食物吃多了吃这个非常管用，以后还会光顾！棒??? 老闺女吃饭吃的特别多，有点积食，喝药喝不进去，然后买来健胃消食片给她试试，结果挺爱吃。没什么味道助消化。挺好的。回姥姥家没带药，晚上买的，第二天上午就到了，京东物流就是好
M***5,star5,外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验
京***分,star5,东西非常不错，到货也是一如既往的快和准时。生活中大部分东西都在京东购买，京东自营的品质更加有保障。一般都是趁搞活动有优惠就备点货。
爱***芳,star3,未收到货
散***棍,star5,这几年来都是在京东商城购物，在京东商城购买各种各样的日常生活用品和食品！家里吃的用的基本上都是在京东商城购买的！这个主要是因为京东商城购买的商品质量非常好！货真价实！没有假货！江中健胃消吃片大品牌值得信赖！治疗胀气腹胀非常好！促进消化。价格便宜！物美价廉！
j***8,star5,可以！便宜实惠发货快，物流包装都挺好的！比在实体店买的更加实惠！价格便宜，可以吃好久了！实体店没有这么大盒的，而且价格还贵！需要会再来回购的！
k***n,star5,天气太热，家里老人胃口大减，以前就用过健胃消食片所以又买了，老人挺爱吃，而且效果不错，胃口渐开，商品是正品，自己尝了一下挺好吃的，就是一次得吃好几片量有点大，信赖京东，快递很快。赞一下。
可***白,star5,孩子大人肠胃不好，以前都是在实体药店买，自从在京东大药房买过别的药，家里常备的药几乎都在这个平台买了，这次赶上有活动一次买了两大盒，是正品，日期也可以，价格也比实体店便宜了不少，是一次满意的购物！下次继续买！
l***0,star5,到货了，最近肠胃感觉涨的很，吃饭不消化，看到京东这个健胃消食片有补贴，立马下手购买两盒，已经开始食用了，味道挺好的，是正品，默认好评！
l***e,star5,一直喜欢在京东平台购物，商品质量有保证，物流配送速度快，这次购买的大包装健胃消食片，价格实惠，量充足，一样的味道，一样的效果。身边药店不会卖这种大包装，小包装的贵多啦，下次还是京东买。
守***2,star5,已收到货，包装完整无破损。早上下单下午就送到了。家中常备，江中牌健胃消食片，日期新鲜。从小胃不舒服就吃，一直吃到现在。我不喜欢吃药，但是这个也可以咀嚼。管用就选江中牌健胃消食片！
F***e,star5,江中牌健胃消食片，是老字号了，从小就看它的广告，到现在还记得阿凡提那个广告哈哈哈。它的有效成分比较单纯，可以说是食疗了，大人小孩都比较适合。太子参不上火，比较温和。
j***x,star5,一起买了挺多健胃消食片，有大人的 也有孩子的，孩子吃了效果不错，几天也没有喊肚子疼，大人的是大盒的，还没有吃，相信京东是正品的，之前买过效果也都不错，这个就先囤起来备用，推荐购买。。
流***2,star5,孩子积食严重，肠胃消化功能不是很好，所以买了健胃消食片给他试试，京东价格优惠，比实体店便宜好多，物流速度快，服务态度好，好评
m***8,star5,快递包装完整，结实无破损，京东平台运送速度最快，夏季饮食贪凉常会引起胃肠道不适，家庭常备用药，包品牌用起来更放心，总体还不错。
c***y,star5,买了很多次了，不错的选择是对自己的选择，好的东西都是我的朋友可以理解我自己都不知道自己想做什么的时候我还是会想办法去找一个人去看了。
胖***格,star5,药是平时常用的 临时发现没有了 就从京东下单 选了个同城快送 没想到的是 二十分钟左右就到了 京东大药房确实给力 价格也合适
b***5,star5,第三次购买了，大品牌值得信赖，效果好、发货快，商家服务好，耐心解答，京东医师对患者负责，严格把关，耐心服务，需要的朋友放心下单。
j***9,star5,孩子脾胃有点弱，难免有吃东西积食的时候，赶上了就嚼上几颗，已经是家中常备的消耗品了。这次赶上活动，先囤上几盒，总会用到的，日期也不错，谢谢配送小哥。
你***到,star5,家中常备，有时候小朋友吃饭不好，或者吃得太多的时候，就嚼两片，促进消化，食用方便，不用又冲或者又泡的，有活动，或者顺带就购买了，
梦***希,star5,吃了几天，按说明书上的吃，有帮助消化的功能！口感酸甜酸甜的，不难入口。我买了两大盒，吃一两个周期，希望能提高脾胃虚弱的功能。
h***x,star5,京东快递的速度真是没的说，今天买明天到，买来家中常备，饭后吃三颗，促进消化，包装完好，生产日期四月份的，保质期到25年呢，赶上活动优惠了不少，满意！
j***冻,star5,第一次试买了一小盒的试了，孩子喜欢这酸酸甜甜的味道，吃了几天，胃口确实是好了点，饭量大了点。这次就买了大盒的，坚持几个月，希望能长得快点
夏***雨,star5,多次购买这个牌子的消食片了，它是我家中常备药品之一，孩子有时消化不良的时候，连续吃上一段时间之后，就好很多，没了就买点！
费***人,star3,价格优惠
L***-,star5,家里人一直吃江中健胃消食片，促消化，易吸收，这次又给老人买了两盒，这种大盒包装既经济又实惠，比药店买便宜多了，而且下单第2天就能送货上门。
纵***灬,star5,经常吃多了，肚子不消化，于是家里面备一些江中牌健胃消食片。夏天吃的又比较多，然后如果不消化的话，吃这个相当好吃，所以家里面囤了好多好多。好评，好评，大品牌没问题。
o***o,star5,居家必备，多多吃肉，就得来这个，越大个的越合适，吃肉嚼一嚼，健康又过瘾，赶上合适就囤货，一大盒的能吃短时间，京东合适比实体药店好
x***4,star5,大包装，里面五包，每包32片* 大品牌信的过，吃的不规律，吃几片助消化挺好的，价格最近都在提价，不知哪种中药材又贵了吧，希望多做活动呀
j***2,star5,这个吃了好多年，胃口不舒服的时候就吃一段时间，感觉有点用，家中常备，三盒可以吃一年。保质期也挺好。买药上京东大药房还是更放心。
简***开,star5,宝贝收到了，和实物描述的一样，发货速度很快，物美价廉，非常好！希望京东能多做活动，多多给老顾客 plus 和钻石会员一些优惠呦，哈哈哈哈。还是很不错的宝贝，真心不错，物超所值，很满意的一次网购还没有用，用过再追评，每次都国货！京东、大品牌值得信赖。喜欢京东自营！
A***g,star5,"本人很懒，不想每个产品都写好评，所以特地写下这个模板，以前不知道评论可以涨积分，现在才知道好评的重要性，妥妥的每条都来评论下，赚积分，下次还能抵现金用。我无论买什么东西都会把这个段话复制粘贴下凑够字数。这是第N次在网上买东西了，棒棒棒，东西便宜而且质量好，物美价廉，买的放心，用的开心，感觉都买上瘾了,买买买，根本停不下来，东西品种多，而且又特别全，划算方便，而且实惠，包装很好，而且没有任何损坏，会一直支来持下去的，服务还可以，超级好用，好评，下次再来"
l***9,star5,性价比很高的一款产品，一直在京东购物平台买，京东物流发货快，平台信誉高，家里人特别喜欢，比药店便宜很多很多，一如既往的支持京东品牌
j***n,star5,江中健胃消食片，信得过老品牌，安全、方便、消食效果明显！我十几年都用这个品牌，无副作用，感觉良好，放心使用！
一***猫,star5,家中常备，吃多了，消化不良，来几片，立马就好受多了，味道清甜爽口，很解腻，比其他的都好，价格便宜，包装完好，挺满意的！下次还来
天***孩,star5,有口气积食舌苔厚发白连着吃了几天，健胃消食片好多了，嘴巴没有口气了，舌苔也不见了，健胃消食片还是很不错啊，一天吃三次，一次大概吃四片左右，宝宝三岁。
z***c,star5,第一次在京东买，价格非常合适，一盒里有5包，保质期到24年呢，在家屯着以防万一用的，真是超级合适。以前一直都是在实体店买，这次选择了网上买，不光是正品，价格还实惠！
友***家,star5,京东平台买药还是非常方便快捷的，家庭平常用的一些常用药，在京东大药房购买，非常方便，价格也实惠，活动购买更划算，药品质量又有保障，不错的购买渠道。
j***j,star5,物流超级快 小哥很给力 家人一直吃这个品牌 有时候美食难以抵挡 吃多了 胃总会涨涨的 吃几粒健胃消食片 很快就舒服了 家中必备 全家老小都用它 大分量实惠 还会继续囤
H***u,star5,价位不高，比实体店便宜的多，会在京东超市继续买的。价位不高，比实体店便宜的多，会在京东超市继续买的。 经常在京东购物，京东大药房个人觉得还是值得信赖的，送货发货快，而且京东小哥特别负责任责任心很强，健胃消食片是常备药哈。非常满意！箱子完好无损，包装很精致，商品没问题。发货速度真的很快，快递送货很及时，关键是这个价格很划算。味道也不错，价格比药店便宜了好多呢，太开心啦！感谢京东快递一如既往的给力，这款物美价廉，有时候肚子不舒服这个很方便。
j***v,star5,非常满意！箱子完好无损，包装很精致，商品没问题。发货速度真的很快，快递送货很及时，关键是这个价格很划算。味道也不错，价格比药店便宜了好多呢，太开心啦
j***s,star5,质量很好，收到货第一时间打开看了，很不错，很满意产品包装精致美观大气，目前用着非常不错，真实评价，希望可以帮到集美们?看起来还不错，包装的很仔细，价格也非常公道，还会继续买买买！?
u***y,star5,"质量非常好,与卖家描述的完全一致, 真的很喜欢,完全超出期望值,发货速 度非常快,包装非常仔细、严实,京东物流公司服务态度很好,运送速度很快,很满意的一次购物质量很好, 希望更多的朋友信赖京东. 客服态度特好, 我会再次光顾的，发货迅速，态度很好，很满意！很好很，客服人蛮好的，东东很不错,淘到心意的宝贝是一件让人很开心的事，比心。"
h***5,star5,这款消食片买了几次了，比药店便宜不少，但是和药店的比起来，片剂的硬度明显不同，药店购买的硬度很高，京东购买的硬度低很多，不知道是不是网络专供的原因，好在吃起来的口感倒是差不了太多，希望效果也能和药店的一样吧
j***r,star5,都吃完好几盒了，经常在京东上购买药品，正品比在药店买着便宜，质量还放心，好评，都吃完好几盒了，经常在京东上购买药品，正品比在药店买着便宜，质量还放心，好评
j***v,star5,孩子肠胃不好，以前都是在实体药店买，自从在京东大药房买过别的药，家里常备的药几乎都在这个平台买了，这次赶上有活动一次买了两大盒，是正品，日期也可以，价格也比实体店便宜了不少，是一次满意的购物！
j***1,star5,年纪大了，胃动力缓慢，饭后嚼四片助消化，推荐江中健胃消食片，昨晚京东下单，今天中午到的，下雨天，快递小哥辛苦了，谢谢。
f***1,star5,赶上618，多囤一些，人到中年，胃经常不舒服，吃点儿这个健胃消食片就舒服很多，所以经常在京东上买，性价比比线下高好多！并且京东快递很方便！
j***5,star5,江中牌健胃消食片，收到了，包装精美，完好无损，无糖型，非常适合血糖高的人群适用，质量很好，酸甜可口，消食化积，老人孩子都很适宜，一直在京东商城上买这个牌子的健胃消食片，质量好，值得推荐，信赖京东好品质，下次还会再来光顾的！已经推荐给我的好朋友们了。
蓝***墩,star5,京东平台购药绝对的放心，物流非常快。健胃消食片家中常备，吃多了不消化来一片立马舒服。正好赶上活动，优惠力度非常大。京东平台值得信赖，百姓生活的贴心平台。
古***神,star5,这次618京东在搞活动，尤其这款药特别的便宜，在药店根本这个价钱买不到，而且能可以送到家。京东大药房经常在搞活动，大家可以去京东大药房购买常用的药，我就是这样的。当地的药店便宜的特别多，京东快递直接送到家。
菜***d,star5,江中牌健胃消食片，谁吃谁知道的，很好的一款很安全的一款消食片，买了很多次了呢，效果很好的，比药店价格优惠很多的，每次都是买好几盒呢，京东自营的质量信得过，辛苦快递送货上门！
锋***月,star5,感谢京东快递一如既往的给力，这款物美价廉，有时候肚子不舒服这个很方便。感谢京东快递一如既往的给力，这款物美价廉，有时候肚子不舒服这个很方便。
j***e,star5,产品收到。多次回购这款江中健胃消食片，口感好，好入口，对消化不良、腹胀、老年性消化功能减退效果很好，饭后嚼一嚼，起效快，家庭必备的一款好药。
m***d,star5,购买多次江中牌健胃消食片了，每次晚饭吃多了就吃几片，很管用，一会就不觉得撑和胀气了。之前也一直在吃，消化不良的人群很适用
1***5,star5,随着年龄的增长，肠胃功能也慢慢退化，吃东西容易消化不良打嗝胀气，饭后吃几片感觉舒服多了，京东自营值得信赖，赶上活动拼购很划算
天***汐,star5,很好很好，非常好，不管就是好，很快很快，就是快，京东快递就是棒棒哒。比药店便宜太多了。很好，物美价廉。京东购物放心，舒心，贴心。
速***-,star5,江中牌健胃消食片，从小看到大的广告，非常实用。吃饭一直是看见好吃的一直想吃，老是吃撑，用这个非常好，品质有保证，快递速度也快
j***k,star5,货收到了，包裹的很严实，内中药品没有损坏，效期还可以，价格比一般零售药店也便宜了许多，最主要的是对中老年人消化不良等症有良好的促消化作用。
佳***硕,star5,吃着味道尝不出哪里不一样，但就是大包装的比小包装的要优惠很多，一次买了两大盒。京东物流没得说，一直速度。为快递员点赞，态度也很棒。
w***1,star5,健胃消食片，这个是回购的，京东大药房一直买这个，因为自己容易胃胀，不消化，吃了这个很舒服，配方也很健康！都是中药成分，京东大药房很放心。
波***波,star5,经常购买这个牌子的消食片，我很喜欢这个味道，对于帮助消化也确实很有用处，关键性价比高，比实体店便宜很多。总之非常值得推荐购买。
j***蒙,star5,关注了好久了，因为平时难免大人孩子有个积食或者消化不良，然后就趁着6.18搞活动，买了一箱，简直不要太划算，比实体店便宜多了
路***士,star5,一次买了两盒，很不错，最近总是胃难受涨涨的，吃了两天就有效果了，非常不错的，家里长备点非常不错的，值得购买，孩子也可以吃，非常满意
j***5,star5,孩子消化不好，经常吃消食片。对消化不良也有很大的效果，买了好多次了，药店也经常买！酸酸甜甜的，孩子很喜欢吃！宝宝少生病，妈妈少担心！
j***X,star5,本人肠胃不好，经常胃胀，消化不良！胃胀气。胃痛！吃了这个之后，症状缓解了很多，轻松了不少！效果很不错！很实惠！物流速度很快！
w***n,star5,京东大药房买药还是不错的，药品保真，价格便宜 一直在上面购买，这次江中健胃消食片活动价很便宜，效果很好，是正品，还会再次购买。
A***t,star5,酸酸甜甜的，很好吃，功用质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，京东物流公司服务态度很好，运送速度很快，很满意的一次购物质量很好，希望更多的朋友信赖京东.客服态度特好，我会再次光顾的，发货迅速，态度很好，很满意！很好很，客服人蛮好的，东东很不错，淘到心意的宝贝是一件让人很开心的事，比心。
爱***m,star5,非常不错的一次购物，值得购买，非常满意！送货速度快，京东自营货物质量放心，家中常备药，效果非常好，吃了两次见效快，为京东点赞?为良心商家点赞?
M***巴,star5,这个健胃消食片吃了还挺管用的，促进消化，帮助吸收，这次买了大包的两盒，非常划算，这个主要没啥副作用，味道也容易接受，京东物流快。
大***n,star5,单位常备江中牌健胃消食片，不舒服时候吃一点效果很好，以防不消化。京东大药房相比门面药店便宜好多，快递速度也非常快，推荐购买。
D***6,star5,1、宝贝收到了，很喜欢，买家很有信用!　　2、信誉很好，发货很及时　　3、蛮好的，呵呵，以后继续光顾　　4、好卖家，真有耐心，我终于买到想要的东西了。谢谢卖家。　　5、产品很好，服务态度也好！　　6、东西收到，很满意!!真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖!
j***3,star5,多次购买啦，很好嚼。赶得活动时候买的，超级划算。价格比实体店优惠很多，发货也很快，今天买明天就能到。客服服务态度很好，非常愉快的一次购物。
龙***G,star5,货物收到了，包装完好无损，药品保健品类东西一直在京东大药房购买，品种齐全，货物正宗，价格合理与描述的完全一致，非常满意！这次健胃消食片正在搞活动，比平常价格优惠，于是下单买了两盒，物流速度非常给力，很满意的一次购物，给予五星好评！
j***c,star5,量大管够，比其他装更划算，320片两盒装起售，百亿补贴不需要运费。一盒160片5袋，出门平时带一点就很好，吃完饭就吃3片，促进消化养胃。
j***6,star5,印象中看过江中牌健胃消食片的广告，药店里也随便都能买到，相对来说京东大药房价格优惠，到货也非常快，足不出户就可购买非常方便
j***x,star5,已经买了很多次了，这个吃饭以后吃几片肚子胀，促消化真的很好用，活动价每次都会囤几盒，一家人都可以吃，物流也很快，昨天下单，今天就到货了
升***思,star5,宝贝发货速度快，包装完好无损！保质期长，家里一直常备健胃消食片，对积食、消化不良有很好的效果。味道酸酸甜甜，特别好吃?
j***y,star5,商品包装齐全，物流快速取货方便。江中家里常备的药，京东的价格实在，所以就备几盒。很好的一次购物体验。好评！
I***豆,star5,宝贝与描述基本一致，发货很快，值得一买价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～物流很快，?产品很快就收到了，比想象中还好，不错不错！希望能耐用
柏***0,star5,吃完之后，肚子就不那么胀了，气也顺了，感觉身体舒服多了。经典配方，确实有助消化，改善脾胃虚弱的症状。是很好的啊，很不错！
记***a,star5,已经第二次回购了，跟实体店一样，价格更美丽，家里经常备着这个，给小朋友吃的，小朋友很喜欢，京东物流一直很给力，发货速度很快
X***恼,star5,大名鼎鼎的健胃消食片，还没使用，不过估计不会很差，京东购买的京东大药房购买的肯定是正品，价格也很便宜不错，购买的时候是30来块钱价格，我个人觉得是很便宜的
a***7,star5,家中常备健胃消食片，确实要常备，这次买了160片的大容量，每次不消化的时候来几片，很管用，而且配料表也很清楚。不错的选择
馒***头,star5,物流很快，物品完好无损，用起来很舒服，喜欢?值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试
花***A,star5,儿子近段时间胃不是很好，不怎么想吃饭，这一款江中牌健胃消食片家里常备的，早上空腹给他吃五片睡觉前空腹吃五片，效果非常好，真的很好吃，就想吃糖果一样，而且对消除为不知是非常有好处，对于孩子不怎么吃饭，建议买这一款
逗****,star5,商品配送速度很快，快递小哥服务很好。商品用起来很贴心，不用担心吃太饱。消食片口感酥脆很好吃，一日三次，一次三片，一盒更是满满的64片，分量很足。
j***n,star5,每次吃撑了，马上嚼两粒，胃很快就舒服了，确实很神奇。老人消化功能下降，很容易出现胃胀消化不好的问题，所以给爸妈买了10盒，家中常备。
是***呀,star5,无论是掌柜的态度还是对物品，我都非常满意的。味道也不错，价格比药店便宜了好多呢，太开心啦！经常在京东购物，京东大药房个人觉得还是值得信赖的，送货发货快，而且京东小哥特别负责任责任心很强，健胃消食片是常备药哈。让我们来谈谈商家服务：喜欢它。跟我在实体店买的一模一样！。
F***o,star5,这个品牌的健胃消食片个人觉得还挺好，已经不是第一次购买啦，以后还会继续购买，江中值得信赖，味道也非常好，可以说非常的不错，性价比也非常的高，发货速度也很给力，非常的好，以后还会继续购买继续支持的！！！！
龙***一,star5,价格实惠，配送速度很快，包装很不错的。对消化比较好，有时候吃的多了不舒服了，吃点效果还挺好的。家中常备的药之一。非常实用。
十***舍,star5,江中健胃消食片，脾胃虚弱，消化不良，肚子不舒服，都可以吃几片，健脾和胃消食，效果不错。自营商品，物流也很快，一大盒，100多片，够吃一段时间了。
暴***圈,star5,宝贝吃饭总吃多，家里一直备着这个消食片，里面成分都是平日吃的山楂什么的，吃了消食效果也蛮不错的。宝贝很喜欢吃
梵***鱼,star5,消食片是正品，孩子积食就吃这个，吃了效果很不错，很好，我一直都在买这个消食片给儿子吃，值得信赖！效果超级好！已经多次购买了，
d***2,star5,江中制药听着广告长大的，质量还是可以信任的，配方很简单却很管用，都是食材，味道也不苦，买了大人小孩两种，夏天不爱吃饭可以帮助消化
j***5,star5,消食开胃家中常备，江中健胃消食片，非常好的药，特别助消化的药，有时吃完饭胃口不舒服，吃4粒消食片特别管用，一会就好。京东买药也方便，直接送到家。
珂***1,star5,价格很实惠，确实需要家中常备。健胃消食片儿还是得吃江中的，不管是口感还是效果，江中都是健胃消食片中最好的。京东上购买的大包装用起来方便，价格也很实惠。
h***3,star5,在京东上买的价格要不比在杭州药店买的便宜三分之二，都是江中牌的质量一样，并且这次的速度很快，特别是快递小哥的服务态度很好，值得点赞！
人***清,star5,很古老健胃消食片，容量很大，还是曾经的味道，很不错，也很方便携带，还是有一定效果，适合节假日暴饮暴食出行携带，很不错的，值得推荐
理***人,star5,江中健胃消食片，京东自营产品，活动价格还可以，吃饱了不大消化的时候，吃几片，帮助消化，京东的物流送货非常的快，快递员服务也不错，喜欢在京东自营平台购物，比较放心。
随***意,star5,这个江中健胃消食片，是由太子参，陈皮，山药，麦芽，山楂组成的帮助消化。这个药在网上药店买比下线实体药店的价格划算很多的。
詤***訁,star5,江中健胃消食片，很多年的老品牌，一直特别信赖，每顿饭后来三片，助消化，去胀气，保持胃健康，跟实体店没有区别，还便宜，喜欢！
t***q,star5,买了很多药品，放公司作用药箱备用。主要是针对发热，胃部不适，过敏这种常见的小毛病的药品。发货速度很快，年前买了一批，已经消耗的差不多了。这次再来补一些货品。
英***9,star5,江中牌健胃消食片，胃胀胃酸胃痛，积食，饭后来两粒，真的有效，现在比以前强太多了，不会再突然胃不舒服，心里也踏实，还是要信赖老牌子的，不会有问题，值得给大家推荐，物流快递服务也都一流
j***d,star5,经常在京东购物，京东大药房个人觉得还是值得信赖的，送货发货快，而且京东小哥特别负责任责任心很强，健胃消食片是常备药哈。非常满意！箱子完好无损，包装很精致，商品没问题。发货速度真的很快，快递送货很及时，关键是这个价格很划算。味道也不错，价格比药店便宜了好多呢，太开心啦！感谢京东快递一如既往的给力，这款物美价廉，有时候肚子不舒服这个很方便。
j***h,star5,京东自营大药房购买的江中牌健胃消食片盒/160片很划算的，因消化不是很好常吃江中健胃消食片，效果确实有助于消化。包装漂亮内有小包装塑封严实，很值得推荐购买的！多次购买了。五星级好评！
王***厅,star5,总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐跟实体店没有区别，还便宜，喜欢！跟实体店没有区别，还便宜，喜欢！
惬***购,star5,性价比非常高?，可以放心购买?，做工非常精致?，值得购买?！小孩子吃，增加食欲和消化，健康成长！
阿***超,star5,很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心产品质量，客服服务态度特别好，很喜欢，好评品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢
