https://item.yiyaojd.com/3029091.html,东北制药维生素C片,3029091,19.00g,中国大陆,BJC002035C,非处方药,片剂,成人,口服,国产
用户名,评分,评论
咕***鱼,star5,掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢！有了问题能很好的处理，可以信赖的好店家，以后有机会我们再合作。
亲***你,star3,实惠，两块多，去哪里找得到？
m***f,star5,每天补充维生素，增强免疫力，这款经济实惠，跟几十块甚至几百块的是一样的效果，，京东自营好方便，物流很快第二天就到了，很省心，服务也一如既往的好，满分好评！
M***吖,star5,这个质量非常好，与卖家描述的一致！价格很实惠，性价比很高，算是平价好物，会回购的宝贝收到了，和描述一样，很喜欢是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买吧
j***q,star5,京东商城和物流的速度还是可以的，很快就到了，买了葡萄糖酸锌一起吃，物美价廉，有点酸酸的哈哈，大品牌，京东大药房买的也放心！！
p***0,star5,用最低的成本补维生素C，拒绝药店里高价产品的智商税，这个一瓶100片，如果只是日常补充的话一天一两片完全够了，两块钱就能达到同样的效果，超值
饱***生,star5,东北制药，大牌子了。安全放心。现在单买一瓶可以的。疫情的时候必须买三瓶才给配送。生产日期新，保质期长。物流超快，前一天晚上下单，第二天早上就送到了。外包装干净整洁。维生素C人体必须元素。
f***e,star5,维生素c补充剂，平时饮食缺少蔬菜蔬果的可以考虑补充补充，而且价格很便宜，相比斯维诗之类的十片泡腾片简直相当于白送的，效果很好，配合大量饮水
小***V,star5,东北制药，良心企业！疫情期间的退烧药就价廉物美，这次试试这个维c片，一百片才两块多，OTC药品，质量有保障。主要是用来每日低剂量补充维生素。京东大药房，自营平台，发货送货快，快递小哥服务热情！
j***u,star5,维生素C收到了，物流速度超级快，，，在京东购物购买很方便，，，，价格有更大的优惠力度更好，，，，，已经是回购了的，，，下次再来，，，。
j***u,star5,维生素C功能很强大，可以美容防长斑，可以预防败血症，可以预防感冒，可以通过吃它排出体内的垃圾毒素，为此爱上了维c，这是好东西
y***Y,star5,皮肤反复过敏，医生建议补充维生素C片，服用一段时间，真的效果好，皮肤都好了，京东的价格比药店还实惠很多，值得购买
T***t,star5,这个商品它叫做维生素c，维生素c是一种很好的抗氧化剂，可以清除身体中的自由基，减少炎症发生，我已经吃了好久了，而且维生素c因为是水溶性的，所以很难中毒，而且它还便宜
j***i,star5,1.价格真的很优惠2.物流速度快3.我喜欢在京东平台上买东西4.这上面买东西售后有保障，东西越来越好，越来越便宜，真好
n***e,star5,昨日上午下单今日上午收到，收到后查了条形码是正货，京东商城购买就是放心，物流很快，快递小哥也给力，给人购物体验非常好?，五星好评
林***_,star5,药品很正规国产大药厂制造，生产日期非常新，产地、含量、用量等参数周全详细，会推荐给亲友，本人以后还会两次购买。
奢***3,star5,东北制药，良心企业！疫情期间的退烧药就价廉物美，这次试试这个维c片，一百片才两块多，OTC药品，质量有保障。主要是用来每日低剂量补充维生素。京东大药房，自营平台，发货送货快，快递小哥服务热情！
紫***e,star5,京东自营的东西是真的正品，质量很好。最近一直在京东自营买东西，使用后感觉物有所值，值得信赖！希望京东自营继续加油，越来越好。我也会一如既往的支持京东自营，支持京东！快递也非常方便，第二天上午就能到货，不耽误使用。服务态度也不错?赞一个！
未***1,star5,京东上买药很方便。买过几次了。都挺好。补充维生素c对身体很有好处，很有必要。有时候蔬菜吃的少，会缺乏维生素C，皮肤会干燥，会起皮。有时候补充一些各种维生素就会对身边有改善。当然切记不可过量。东北制药厂可信，有优惠，维C很实惠。
明***凉,star5,京东自营本身可视为品牌，商品品质相对有保证，这次购得是京东大药房维生素C片，多次购买，与描述相同，包装完好，快递迅速，服务到位，五星好评了。
f***朗,star5,皮肤反复过敏，医生建议补充维生素C片，，服用一段时问，真的效果好，皮肤都好了，京东的价格比药店还实惠很多，值得购买！！！！
H***3,star5,宝贝收到了，快递也很给力，客服服务态度好，讲解的很详细，好评赞一个，有需要还会再来的！最近二阳了，嗓子疼得厉害，医生说吃这个，吃了一次不知道心理作用还是真管用，轻了很多，一定要多喝水啊
执***溪,star3,还可以
时***源,star5,药品一直在京东自营药店买 ，很好很实在，可以说是物美价廉了，物流满分?，包装快递满分?，配送员态度满分?，购物让人开心，吃土使我快乐~?????????
j***5,star5,非常不错，京东平台总会在不经意间给到大家福利，相当于回馈的产品，实用的小药品，发货也很快，如果不是经常出一些小问题，会一直使用京东购物平台。
无***3,star5,不错不错，非常的不错，配送速度非常的快买了维生素C片来补充，每日所需的维生素C，平常没得下厨，所以吃蔬果比较少，买点来补补。
早***难,star5,宝贝收到了，快递也很给力，客服服务态度好，讲解的很详细，好评赞一个，有需要还会再来的！京东大药房的药还是很值得信赖的，好评！
_***_,star5,看到东北制药，很亲切，良心药厂，这款东北制药 维生素C片100mg*100片 预防坏血病急慢性传染疾病紫癜，给爸爸妈妈家中常备药?。大品牌值得信赖
木***弦,star4,包装干净，快递迅速，内有打印出来的发货单，很清晰vc没盒子但有说明书，未拆封的铝箔纸封口，保质期也不错，还没试味道如何。特别小一盒，有100片。
j***k,star5,以前都是买果味VC、什么泡腾片VC，后来发现，有国药准字的维生素C，东北制药厂生产。品质好，国家监督，价格有便宜。现在全家都服用这个维生素C了。?
j***M,star5,京东自营的东西，实话实说，还没有吃，药品应该都是符合国家标准的，东西应该是没有问题，自营的商品尤其是药品，也应该是挺好的。
j***v,star5,常备点维生素，需要时方便。大厂出品，正规渠道。总体还是比较满意的，发货物流迅速，夏天懒得出去买东西，大热天的辛苦配送员啦！
雨***灯,star5,东北制药的维C在京东物流的配送下已送达，快递小哥的服务周到细心。快递小包裹放在家中外出，被家中萨摩撕咬至此?幸好及时回家，药片未被撕咬?
冯***n,star5,在我们本地方的药店都不买这款便宜的维C了，也不知道为什么，突然逛京东看到这个有卖，就拍了三盒，女人吃点维C说好，对皮肤也比较有用，
风***眼,star5,和别的一起买的，单就这个来说，包装感觉有点随意，没有盒子。小小的一瓶，躺在角落里虽然小，但是里面的药片不错，浓缩就是精华，我是含着吃，有点酸爽
s***u,star5,定期补充维生素C，买这个简单方便又实惠，就是感觉现在连这个都有点涨价啦，以前好像非常便宜，现在似乎都贵了一点点，而且还必须至少2瓶3瓶起买这样，东西是挺好的。
幸***1,star5,维生素c收到了，和药店买的一样，没有区别，补充维生素是人体必要的，可以增强免疫力，有助于铁的吸收，不至于贫血，效果挺好的，京东的物流速度非常快。
秋***澪,star5,诚信！和在医院开的不是一个厂家！单数性价比高啊！下次还会再来的！终于到了，可以补充点维生素了，快递还行，几天就到了。希望在未来的日子里，大家身体都健康。
坦***代,star5,配合补铁剂服用，一日三次。会提升补血效果。日常补充维生素C可以提高免疫力，又便宜又安全。比市场功能保健品要实惠。物流快，京东值得信赖！
4***B,star5,良心药企。人家一瓶药几十甚至几百，效果还不一定比它好。一瓶100片，100毫克一片。过期了，存着，碘酒滴在衣服了，可以用它来洗。
米***的,star5,多次下单，发货迅速，外包装完好无破损，京东自营快递给力，价格比药店便宜，日期新鲜，京东大药房质量有保障，用药安全可靠。好评。
小***蔡,star5,东北制药 维生素C片100mg*100片 预防坏血病急慢性传染疾病紫癜嘿嘿???第一次在京东买这个维生素，感觉价格非常的合适，然后送货也很快，唯一不太足的就是需要运费，其他非常的好，生产日期也是可以的。
阿***7,star5,好评绝对好评真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物呢~~~收到宝贝真心不错，性价比很高， 经济实惠。快递的速度也是给力，收到之后打开看，各种东西放的非常齐全，包装完整。找到一家品质一流的商家真的是不容易，你家的货我会一直买下去的，给你五星好评！
豪***3,star5,收到了，价格便宜，日期也很新，非常满意?????????????????????
2***儿,star5,价格超级合适的维生素C效果一样的，秒杀那种咀嚼片，量大，还便宜，真是良心商家，我们往往忽略了最基本的，这才是最实在的
全***宜,star5,快递给力发货很快的，到货以后包装完好无损，商品也很好，和商品介绍上一样的，质量也很好，使用效果也很好，用着很满意，推荐购买
宇***外,star5,发货速度快，物流及时，快递纸包装完整。内部有填充气袋保护，药品没有破损和变形。纸箱内部也很干燥。药品价格划算，生产日期新鲜，药品发货齐全。好评。
沈****,star5,之前买的维生素C片用光了，这次在京东健康上看到有卖的，赶紧买了一些回来，东北制药厂生产的，质量很不错，送货的速度也很快，总之，这里的效率还是很高的。
M***儿,star5,非常棒的产品，京东一直是最值得信赖的选择。物流非常给力，小哥非常及时地派送，包装非常完好，保护的也很到位。包裹也没有损坏情况。体验非常棒，效率很高，东西也没坏。杠杠的。点赞！会回购的！
I***N,star5,服务好！和在医院开的不是一个厂家！！送货很快！！瓶，慢慢吃了，京东自营值得信赖，京东大药房值得信赖，赞了。
香***楠,star5,东北制药大品牌，老国企有责任心，质量绝对信任！这次疫情东北制药展现了老国企的担当！能买到维C很幸运！增加点抵抗力，商品的质量有保证，送货的速度也让人满意
大***兔,star5,好东西，选了很久，最终定下来买这个，大品牌，销量也好，放心，货到了用着也挺好的，一次就买3个，店里面一个家里面一个，老婆一个，全家人一起吃，提高免疫力，值得拥有
j***Y,star5,当时放开的时候抢到的，价格很便宜，送的也很快，之前从来没吃过维C，原来维C这么酸，怪不得有些做成别的口味的卖的都贵。。？
9***8,star5,希望更多的朋友信赖，，收到了，终于收到了，发货速度非常快，收到货了，，加速康复，包装非常仔细、严实，品牌质量非常好，价格便宜，，，与卖家描述的完全一致，老国企有责任心，物流困难时期，不含糖效果好，，用于急慢性传染病治疗，，，日期也很新，当做含化片，，非常好，，对感冒以后嗓子不舒服有效，，运送速度很快，，物流公司服务态度很好，质量绝对信任！这次疫情东北制药展现了老国企的担当！能买到维C很幸运！就是现在快递没有以前快速一些！，完全超出期望值，，东北制药大品牌，，，，酸溜溜的，很满意的一次购物质量很好，真的很喜欢，稳定细胞膜的稳定性，
m***l,star5,希望有好的效果。物流给力，一直信赖京东网络商城和京东服务和京东物流各种服务。都很到位体贴。使消费者购物心情愉悦，让人放心。
x***g,star5,还是国产大品牌，没有智商税。比起来那些各种添加剂的维生素不知良心多少。绝对国货绝对良心。每天来两片，增强抵抗力，对抗各种病毒。
x***g,star5,终于有空来评价上图了，买了那么多种vc很多都交了智商税。还是这种，最纯粹最良心的国产品质。每天来点，补充营养，增强抵抗力对付新冠。
老***6,star5,东北制药维生素C片收到了?包装完好无损，京东快递速度快，服务好，送货上门，非常给力?维生素片可以补充身体所需维生素，性价比超高，非常不错?
月***亮,star5,非常时期下单备货，预防新冠病毒，京东发货快，包装好，质量好，使用方便。相信京东电商，希望以后有更多的优惠价，有了万能京东，全国各地优质食品京东也可以买到，方便了很多。京东快递物流顶尖，快递小哥认真负责、态度好，送货上门，这次快递小哥起早贪黑送货很及时，辛苦了小哥。
y***1,star5,疫情期间备用药品，现在比之前好买多了，正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！愿天佑中华
首***工,star5,收到货了，品牌质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物质量很好，希望更多的朋友信赖。? ? ? ? ?
骑***0,star5,物流速度很快，昨晚下单，今早就送到家里了。包装非常规范，每瓶还陪一张说明书，很细致，很贴心。包装盒内放置派送单，数量金额产地清清楚楚很规范。非常满意。
日***同,star5,质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物收到啦，很不错，非常喜欢，值得购买，(*^__^*) 嘻嘻……东北制药 维生素C片100mg*100片
卑***独,star5,听一个做美容的小姐姐说，维生素C片可以美容，她就是经常吃，30多岁了，素颜看起来也非常年轻，我也跟着吃了4年了，感觉皮肤是和4年前没有差，还好了很多。 ⑦六星好评，多一星不怕你骄傲，还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意！满意真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物呢~~~收到宝贝真心不错，性价比很高， 经济实惠。快递的速度也是给力，收到之后打开看，各种东西放的非常齐全，包装完整。找到一家品质一流的商家真的是不容易，你家的货我会一直买下去的
j***c,star5,⑦六星好评，多一星不怕你骄傲，还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意！满意真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物呢~~~收到宝贝真心不错，性价比很高， 经济实惠。快递的速度也是给力，收到之后打开看，各种东西放的非常齐全，包装完整。找到一家品质一流的商家真的是不容易，你家的货我会一直买下去的 非常棒的产品，京东一直是最值得信赖的选择。物流非常给力，小哥非常及时地派送，包装非常完好，保护的也很到位。包裹也没有损坏情况。体验非常棒，效率很高，东西也没坏。杠杠的。点赞！会回购的！
方***3,star5,物流困难时期，终于收到了，非常好。用于急慢性传染病治疗，当做含化片，酸溜溜的，不含糖效果好，对感冒以后嗓子不舒服有效，稳定细胞膜的稳定性，加速康复。 东北制药?牛啊，不涨价还好用，良心企业，赞赞??物流也快，维生素生病期间可以补充，帮助恢复身体，价格太划算了，现在能买到就是幸运 ⑦六星好评，多一星不怕你骄傲，还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意！满意真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物呢~~~收到宝贝真心不错，性价比很高， 经济实惠。快递的速度也是给力，收到之后打开看，各种东西放的非常齐全，包装完整。找到一家品质一流的商家真的是不容易，你家的货我会一直买下去的
方***3,star5,东北制药?牛啊，不涨价还好用，良心企业，赞赞??物流也快，维生素生病期间可以补充，帮助恢复身体，价格太划算了，现在能买到就是幸运 ⑦六星好评，多一星不怕你骄傲，还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意！满意真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物呢~~~收到宝贝真心不错，性价比很高， 经济实惠。快递的速度也是给力，收到之后打开看，各种东西放的非常齐全，包装完整。找到一家品质一流的商家真的是不容易，你家的货我会一直买下去的
年***9,star5,良心企业价格很实惠，在这个年代能保持这种初心不容易，京东平台品质有保障，物流速度快，很棒的购药体验。
如***念,star5,物流很快，基本上隔日到，本地仓更快药品日期是去年八月的，还有很久，这种维生素c比那些保健品这些东西实用多了，维生素c含量高很多买来保障食物额外的维C缺口(不太爱吃蔬菜)
京***东,star5,东北制药值得信赖，货品一次3盒起购，很便宜。大家一定要遵医嘱服用，维C貌似服用一段时间得中断一段时间。别过量服用了。祝好。
j***o,star5,好评。很便宜。去药店买的话总是被推销各种保健品，在京东大药房买可以省去这个麻烦，而且可以送货上门，推荐给各位，买不了吃亏买不了上当。
j***o,star5,帮别人买的，真的很实惠了。去药店买的时候经常会被推销那种价格很高的保健品，在京东大药房买可以省去这个烦恼，还可以送货上门，点赞！
安***8,star5,当天发货当天送到，京东物流配送，预防一下吧，包装很好，手续齐全，到2024.8，足够用了，一天一片两片感觉都行。
j***5,star5,东北制药的维生素C只能说全国都有名，不需要额外赘述，我已经吃这个很久了，受益匪浅，关键是还便宜。事实上药店应该更便宜，但是现在外面的药店根本不愿意卖这种药。包装好，物流快，服务好，产品质量非常好，安全可靠，大品牌值得信赖。
l***0,star5,惯例先赞你东快到没朋友的本地仓送货速度～然后维C也没啥需要特别评价的，价格在网购而言也不错，需要的话会复购
j***l,star5,这是纯C片，没有调味的，吃起来味道特别酸，配着水喝比较合适。 价格很便宜，一次多买几罐，补充一点养分。
h***n,star5,很快就送到了，便宜好用，无限回购买来提高免疫力，性价比非常高，之前抵御新冠，现在抵御甲流，吃完皮肤也变好了全家人都跟着吃，隔段时间吃几天
j***z,star5,便宜好吃。宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买
繁***华,star5,"维生素C收到了，价钱真的没话说，真便宜！质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。"
J***Y,star5,京东物流很迅速，很快就收到因为总是不怎么吃水果，所以买一点补充一下，按说明书服用，不要吃多，性价比很高了，才几块钱，不错
凡***5,star5,商品与商家的描述一致！问诊医生接诊神速、问诊详尽且专业；商品系正品无疑，具包装完好无损，物流速度也很快，互联网购药是方便患者的放心药房。好评！
j***6,star5,一小瓶能有100片，价格还巨便宜，想到吃两粒非常棒，口感是比较酸的尽快喝水下咽，保质期有两年，在疫情期间都没有涨价非常的良心！
叮***猫,star5,便宜好用，包装完好，，速度给力价正品，特别棒，东北制药大企业，说明书很完整。京东包装用纸盒包装保护的很好，快递上门是在网购中特别好的一个服务，非常的喜欢
最***俊,star5,收到货，第一时间拆包装。一早下单，当天中午看就发货了。一早下单，当天中午看就发货了。一早下单，当天中午看就发货了。一早下单，当天中午看就发货了。收到了，价格便宜，日期也很新，非常满意?
h***4,star5,平时如果不喜欢吃水果和蔬菜?的人可以多买一点回去吃，吃的时候主要是配合着自己的身体健康进行控制，我们一般都是吃很多，然后水果也吃很多真的是太好了！
l***5,star5,东北制药厂生产的维生素真是价廉物美，每瓶一百片单价只要2元多钱，东西也非常好，维生素C身体不可缺少的适当吃一点对人体的健康还是有好处的。
离***D,star5,经常在京东买药品，这次买的是维生素c，价格真的是太便宜，还有满减活动，便宜的不要不要的，快递也是很快，下次还买。
j***X,star5,疫情期间医生推荐使用维生素C片，正好看到京东有售卖的，是东北制药的非常便宜，以前就服用过，对口腔溃疡有一定的作用
a***h,star5,京东app上面可以完全放心的买药，而且买东西速度飞快，我上午下的订单，下午竟然就收到了。这款维生素c一直是我的常备药，坚持吃，可以美白祛斑。这款维生素虽然只有几元，但是效果非常好。
婕***w,star5,已经回购很多次这个牌子的维生素C了，性价比很高，发货速度很快，隔天下午就收到了，没有破损，保质期也不错，到2024年8月，满意。
z***9,star5,东北制药的维生素C片，良心价才几元，比那些所谓的高含量维生素糖果之类的良心多了，10分之一的价格，维生素C的含量去不拉垮，很高，足够家庭补充使用！先囤着一瓶，万一用得上
j***K,star5,包装好！宝贝收到，是我想要的。价廉物美！物美价廉！而且还是大牌子靠谱，品质有保证。半年内出厂的，日期很新！
神***H,star5,生产日期比较新鲜，维生素C是家里常备药，定期补充购买，大品牌值得信赖，京东大药房也特别靠谱，物流发货配送速度很快，药品的选择和优惠活动也多，现在习惯买啥都先上京东看看了，非常满意非常推荐！
j***s,star5,疫情时买的，到货很快，想买的时候药店已经没有了，是亲属告诉我这里可以买到，非常高兴，解决我的问题，太好了。我一直在吃，补充维生素，增强抵抗力，能促进疾病恢复，其他信息如有效期什么的如图所示
j***6,star5,不错，大品牌，这个维生素C片一直有回购，开始询问店铺客服人员一些细节问题，回答很迅速也清晰明了，很专业和态度好，很满意，继续保持好产品质量和服务水平
我***5,star5,趁着优惠，赶紧入手，这种价廉物美的药品越来越少了。是正品，包装也非常的好，没有破损，质量也是没得说，再次购买了，棒?包装很好，物流很快，当天到货。有效期还有2年，很好。
d***1,star5,我在京东商城购物，也得6、7年了，良好的售前售后服务，优益的产品质量，实惠的价格，值得拥有，值得信赖。       特别要提到的是到货速度，尤其是在京东商城自营商品区购买的商品，到货也没超过1天，赞一下！       今天我购买的是，维生素C，质量不错，可以回购。
s***r,star5,东北制药，从没想过这么实惠的价格，能买到这么好的药品，果然还是良心企业呀！性价比非常高，我很喜欢哦，一直在用，效果很好，值得购买。
l***1,star5,发货及物流很快，快递小哥送货上门，服务周到，非常时期哈，为C能够增加抵抗力，应该坚持吃，所以还会回购的，感谢京东，信任京东！
s***8,star5,特殊时期，特殊情况，特殊因素，影响人们的生活，京东购物值得信赖，物美价廉，是老百姓的贴心人，给老百姓提供了良好的服务，希望越来越好！
