https://item.jkcsjd.com/100013991887.html,可威磷酸奥司他韦颗粒,100013991887,27.00g,中国大陆,通用,国产,颗粒剂,处方药,西药,口服,其他
用户名,评分,评论
w***g,star5,和实体店药店一样，在京东上买优惠很多，从疫情开始，已经买了很多次了，快递包装完好，头一天拍，第二天就能收到货，很是方便，感谢京东！
x***8,star5,可威的磷酸奥司他韦颗粒，对于治疗流感病毒效果杠杠的，小孩病毒感染反复发热，吃布洛芬也是会反复发热，去医院看医生开了这款奥司他韦颗粒，孩子喝了就没有再发热，没有发展为肺炎还好及时吃上了这药，药的味道宝宝也不会抗拒，医院开的药吃完了，就京东上再买一盒，毕竟跑医院很麻烦，京东大药房上买很方便！满意！
李***心,star5,①收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。②正品，质量好，价格低，性比价高，物美价廉，物有所值，朋友看了都说好。客服服务热情都到。物流很给力③包装很好，快递给力，卖家很有信誉，发货速度也很快。价格更是比别家的实惠多了④质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物⑤刚收到货有点不懂得该怎么使用，咨询了一下客服，没想到客服的人超好，介绍得超仔细的⑥到货很迅速，质量也不错，好店铺，推荐了~还在观望的朋友们可以毫不犹豫的下手啦！⑦六星好评，多一星不怕你骄傲，还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意！满意！⑧真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物呢~~~⑨收到宝贝真心不错，性价比很高， 经济实惠。快递的速度也是给力，收到之后打开看，各种东西放的非常齐全，包装完整。
粽***你,star5,之前甲流严重，奥司他韦几乎断货就算能买到也是价格飙升，在京东看了价格几乎没有变动，家里有孩子，备一盒以备不时之需，很好。
u***9,star5,宝宝发烧，吃了美林退烧了又反复了三次，后来用了这个奥司他韦，喝了一次，体温就稳定了，坚持喝了三天，没有再反复了，对症下药，还是有效果！好评
j***u,star5,可以用于小朋友流感使用，备用～不会乱使用，听从医生的，不过外面卖得也比较贵，自己买着囤着……看家门啦……日期也比较新鲜，，。
M***7,star5,疫情期间，各线下药店基本缺货，即使是有货的药店也是价格普遍居高。日常囤货，药品的保质期蛮长的。最终选了这个品牌的，跟医院供药一样
j***r,star5,买来屯着的，家里没有它好像有点不踏实，即使家里北的药品经常没用放放过期，，也得备着。这款药太抢手会经常断货，而且京东上买笔药店便宜。
d***5,star5,小孩子病毒性感冒买的医生推荐吃这个会比较好一点，最近都比较流行感冒。拉肚子发烧，医生推荐吃这个抗病毒的药，虽然比较贵，但好像效果还可以。
我***啦,star5,前端时间小区很多小朋友都得了甲流，避免自己家孩子感染，我还是买了一盒备用，希望用不上吧，这个毕竟是甲流专门的配方药品。搞活动买的，价格也便宜划算
尛***鞋,star5,和实体店买的一样，价格比实体店便宜很多，疫情开始家里有小孩都得有备无患的，赶上618买的，包装也是不用担心，都是完好无损，生产日期也是新鲜
小***c,star5,在着急买药的时候有京东药房，实在很方便，免去了跑医院的困扰。当然这是医生开的处方药，小朋友用药还是得遵医嘱。
j***q,star3,价格跟我们这实体店一样，效果没有药店买的药丸好
5***d,star5,现在这年月，活着太不容易了，就一个感冒，也分普通感冒，流感，甲流，新冠这么多。前一阵甲流肆虐，赶紧买这个奥司他韦，给孩子准备，以备不时之需。物流快。
张***赟,star5,日期新鲜。今年小朋友感冒发烧太多了。基本上感冒发烧咳嗽都是病毒感染。本地人民医院同款。怎么说的，苗头不到赶紧给药。这个早用药真的效果很好。
j***l,star5,儿童感病毒首选  在京东上面买这个价格这个发货速度真的是杠杠的 之前医生也开过这个药  去外面买太贵了 所以选择在京东买 超值的
j***z,star5,质量不用说，非常好，而且还是京东自营店购买的，给孩子吃着也放心，价格也很便宜，别家都卖一百多，跟着疫情一起涨价，他家我给孩子买了两个才一百多，真的很不错，推荐给大家购买！
完***盟,star5,商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~???质量挺好，物流也很快，赞！跟实体店没有区别，还便宜，喜欢！质量很好，收到货第一时间打开看了，很不错，很满意?是正品，跟商店里买的是一样的，在这网购方便快捷，品质放心，还会光顾！.^?^.
z***8,star5,4月份太多甲流了，家里小孩上幼儿园，体质差，买来备用一下，没想到还真派上用场了。一发现症状就立马开始服用，及时的控制住了病情。省去了后面的发烧和咳嗽，奥司他韦提前服用预防还是非常有效果的。然后京东物流也是一如既往的让人喜欢，今天下单第二天就到货了，一级棒！
吴***滋,star5,药店买不到这买到了！非常的喜欢！会一如既往的支持的！！喜欢送货上门！也喜欢京东的物流！态度！！真心不错！主要是没有耽误事！！
u***u,star5,好久才来评价，但在当是药价无价的当时，还能在京东大药房买到这么平价的药，真心的感谢和感叹?物流也很快，收到很及时，超赞的一次购物体验！
m***0,star5,这些年抗病**物真的很吃香，老是断货，这不提前准备几合备用，抗病**物越早治疗效果越好，上次只抢了2合，这次都拿几合，价格亲民，特别家里有小孩备用几合。
x***q,star5,这款时间，家里大人小孩都感冒了，甲流盛行，这次看着价格合适，就买了一盒，不过也没吃，囤着吧，正品货源，还是很不错，值得推荐。
海***n,star5,家中常备药物，甲流期间备货的，京东大药房靠谱，物流超级快，搭配抗病毒口服液服用效果杠杠的，而且大药房没有涨价很良心哦，很满意
嘿***捏,star5,又到了流感多发季节，特别是小朋友的抵抗力比较差，家里常备抗流感药是需要的，从其他渠道了解到这款药，效果很不错，也比较难买，所以提早囤了一盒，不用囤太多，希望大家都能健康平安！
绿***洲,star5,甲流时期买来囤货的，当时药店买不到，但是京东上还能有货，而且是平价，真的很给力，物流速度一如既往的快，相信京东没错的，正品没问题。
W***n,star5,在京东大药房配药非常的省心和便利，顾客买的放心用的安心。近期甲流在国内大流行，很多人都感染了，因为家里有小孩，为了以备不时之需，配了对应甲流的特效药（磷酸奥司他颗粒）。该款药针对甲流引起的流鼻涕、喉咙不适、发热等，有一定疗效。今后还会继续在京东大药房配药，给个大大的推荐。
h***g,star5,快递非常快，有效期也很长，药是给妈妈吃的，比外面的药店便宜不少，医院买不到进口药，这个在我们这里还是不太多的，一次多备些。
z***3,star5,磷酸奥司他韦颗粒，在药店里没有买到，在京东上抢到了，这次病毒感冒传染的好厉害，孩子班级好几个同学都感冒了，家里备着一点有备无患。
j***6,star5,总体还可以的，这个药效果不错的，前段时间甲流的时候抢的一盒，买多了，价格还是很高的那时候，看看怎么样。发病的时候抓紧时间吃效果好，过来48小时效果差很多了的
j***I,star5,可威，磷酸奥司他韦颗粒真的超级管用，治疗流感真的效果特别的棒，小孩用药药效特别的快，价格也特别的合理，真的超级棒，囤了一点在家里，一点也不慌
s***u,star5,可威 磷酸奥司他韦颗粒，家中常备药物，甲流期间备货的。在京东大药房配药非常的省心和便利，顾客买的放心用的安心。该款药针对甲流引起的流鼻涕、喉咙不适、发热等，有一定疗效。京东大药房靠谱，物料配送也非常快，必须点赞。
j***s,star3,备货的，防止之前说的甲流！
c***i,star5,质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了包装好，物流快，价格实惠价格实惠，质量杠杠的，非常好的一次购物，下次还来
q***_,star5,"这是一个好评摸板。因为本大佬很懒不想每个产品都写好评所以特地写下这个模板，以前不知道~评论可以涨积分，现在才知道好评的重要性,妥妥的每条都来评论下，赚积分，下次还能抵现金用。评论80个字以上，可以得到50个积分，我无论买什么东西都会会把这个段话复制粘贴下凑够字数。这是第N次在网上买东西了，棒捧棒,东西便宜而且质量好，物美价廉，买的放心，用的开心，感觉都买上瘾了,买买买，根本停不下来，东西品种多而且又特别全，划算方便，而且实惠，包装很好，而且没有任何损坏，会一直支持下去的，服务还可以一超级好用，好评，下次再来。"
j***y,star5,京东上的东西质量有保证，买着放心用着舒心。客服也很好，消费者权益有保障，在京东上买的东西耐心，质量经的起考验。送货速度快
春***河,star5,家里有孩子，甲流，新冠的流行，作为常备药是不可或缺，甲流流行期，提前给孩子服用，预防效果还是不错的，京东物流很快，比线下店便宜。
u***e,star5,京东上买药好方便，上午下单下午就到了，还送货上门的，很喜欢在京东上买东西，方便快捷还经济实惠，赶上618活动给家里孩子囤点药
小***仁,star5,618搞活动入手买，真的太划算了，关键它品质好，日期也不错，平时买着放家里备着，就怕突然那个可恶的病毒又开始流行，到时想买都买不到，现在买了价格它真香啊，全网最低了吧哈哈哈
s***h,star5,给孩子买的，京东物流十分给力，隔天就到了。孩子吃了之后见效很快，说明对症了，流感季节，家中确实应该常备一些磷酸奥司他韦，可威大品牌，好评！
f***1,star5,非常好的奥司他韦，京东自营，价格实惠，发货快，服务好，推荐购买。非常感谢快递员的辛苦配送，好产品，好品质，值得信赖的京东自营。
s***0,star5,京东大药房买药很方便，质量有保证。而且价格比实体的药方便宜点，京东物流准时快捷，给孩子治疗甲流很有效，买的药生产日期很新，值得购买。
f***r,star5,前段时间各种疾病层出不穷，既要预防新冠又要预防流感，孩子生病了，听别人说奥司他韦特别管用，就买了三盒，试了一下确实好用，吃了第二天就好了很多，吃了三天基本上就好了，非常管用
j***o,star5,送货速度很快，物流十分给力，网上购买还是比线下有价格优势，品质都不错，家里也适当被了一盒以防不时之需，希望后续价格方面能继续优惠给消费者
j***w,star5,这款奥司他韦颗粒效果非常好，特别家里有老人小孩的，买来备用家里的用品只要京东上有的基本都从这个平台购买的，产品质量好有保证，都是正品，物流相当快，在这平台购物省时省力主要是还省钱。
_***_,star5,送货真快，在药店买不到，在京东上一会儿就送到了，孩子流感高发期给孩子预防用挺好的，大人也可以吃，物流也很快，送货很及时。
x***7,star5,这个奥司他韦颗粒真不错，针对病毒性感冒效果很好，疫情期间这个药都是抢不到的抢手货，现在终于可以随便购买了，祝愿疫情永不再来。
胖***l,star5,本以为春季过去了，夏季不会再用到奥司他韦，没想到宝宝半夜发烧，高烧不退，去医院也是开这种药，赶紧下单买了三盒，备用，日期也很新鲜，物流也快
u***1,star5,已经在这家店买过好多次了，还是一如既往的好，趁着618活动多囤一些，天气不稳定，抵抗力不强，家里需要常备一些抗病**物，真是物廉价美，还会继续再来～～～
z***c,star5,今年的流行感冒非常严重，每次家里有人感冒了，吃这种药，效果还是非常好的，这次乘京东有活动储备几盒，防止到时候买不到。建议有老人小孩的预备一些。
m***2,star5,在很多人都感染了甲流的季节，果断的在网上买了备用的药，因为线下药方卖的很贵还有根本买不到，药慌的季节又到了，听说这牌子好就买了，京东很方便
B***N,star5,质量还是一如既往的非常好，是正品，价格又很划算，希望多搞活动，多多福利大家，物流也超级快，每次都是次日就到了，京东超级靠谱，非常值得信赖
昨***浓,star5,非常不错，下次有需要再过来，购买东西是正品买东西，还得上京东到商城购买值得信赖，可靠又靠谱非常好，特别是快递也很给力，好评。
f***w,star5,药终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接宝贝收到咯??，真的很棒呀！?质量真是没话说，非常满意！?开心开心?
邪***处,star5,家中常备药，尤其是当下这情况，哈哈哈，效果也很好，一片就见效，现在在京东买也超级方便，下单没两天就送货上门，价格也比楼下药店便宜
朱***妈,star5,流感必备药，遵医嘱吃够五天的疗程，对流感的防治非常有效，可以作为日常家庭常备药品。京东的配药流程也很方便，快递也给力。颗粒状的溶于水也比较好给药！
j***o,star5,家庭常用的备用药，想想几个月前想买也买不到，实在是太不容易了，家里有孩子的，必需必备的药之一，特效药，流感症状有一点就可以吃。
j***李,star5,为了孩提前准备的，以备不时之需。京东送货很快，不耽误使用，包装完好没有破损，关键时刻排上了用处，京东的速度让你放心安心，速度速度
l***6,star5,有小朋友的家庭，以后都有必要常被奥司他韦，发现小朋友有一点点甲流症状，立马用药，不至于让病情严重，京东入手的比药店要实惠很多，很满意
h***e,star5,京东真的是太给力了，送货真快，在药店买不到，在京东上一会儿就送到了，孩子流感高发期给孩子预防用挺好的，大人也可以吃，嗯物流很快感谢送货小哥。
f***0,star5,因为甲流，都已经买了好几次了，自营很靠谱，对线下零售的冲击是全方位的，质量和服务都要到位。五星好评，希望越来越完善，老百姓受益。
木***2,star5,不错的东西，性价比高的产品推荐给你们一起过来看看吧，真的很不错，不错不错，还会买的，真的很有效果的东西，值得购买的产品推荐给你们
数***敏,star5,很好，是正品，发货也是很快的，包装得很好，宝宝前阵子几天就用它，比外面药店买的还要便宜，还是这里买的划算，又买了两盒备着
S***_,star5,甲流肆虐的时候囤的，京东速度很快，价格公道，并没有像其他平台涨价，所幸后来也没用到，居家常备吧，正品无疑，质量有保障，相信京东
记***m,star5,非常喜欢京东 很喜欢在京东买东西 售后很好 物流很快 而且东西都是正品 支持 支持 支持 年年都开Plus 觉得特别划算 ！
w***y,star5,这个药非常的好用，尤其是抗病毒这个领域，之前流感吃上它就很快好了，一直都是在京东平台购买它，比实体药店便宜很多，感谢京东。
1***4,star5,一开始看到很多人说断货了买不到，医院都开不到，就抓紧到京东大药房买，没想到居然有，小盆友刚刚好甲流，真的有效果，很快退烧了。
p***y,star5,非常好，很不错，非常喜欢，京东品质就是好！！！京东商品品质一流，快递高效及时，配送省心，服务用心，商品包装得当，商品物有所值，甚至物超所值，满分好评！！！
果***3,star5,家中常备，非常有效！办公室4个人倒了3个，我就靠吃奥司他韦预防，就这么挺过去了！特别家里 有小孩的，更要备一些，毕竟紧张时期是买不到的！
m***m,star5,流感高峰期时，买给小孩当预防的，京东很快，第二天早上就能收到。原来是蓝色包装的，这个现在是黄色，不知道是不是换包装了，东西是一样的？
j***8,star5,东西很好，物流很快，当天下单第二天就到了，一直从京东购物！！东西很好，物流很快，当天下单第二天就到了，一直从京东购物！！
j****,star5,很不错！京东送货快速！挺满意的！囤货在家里看门口！应该是正品！不错不错！会推荐朋友来购买！继续关注！希望多点优惠！不错！
薛***人,star5,物流挺快的，非常不错。比家里的门店还便宜10块钱，一定要早吃这个药，效果才明显。不错，信赖大品牌，信赖京东。服务好，配送快。
j***X,star5,给孩子备的药品，最近学习很多孩子发烧感冒，真的很担心，从京东买药品特别快，就怕孩子生病，今天已经开始发烧了，从医院看了，医生说让喝这个药，希望早点好起来
白***e,star5,给小朋友囤的药，跟去医院医生给开的一样，而且价格还便宜，对治疗流感的效果是非常好的，家里备了一些，省的流感来的时候买不到
u***k,star5,药品收到，放在家里预防甲流，家里有粮，心里不慌，听左邻右舍讲，药品质量很好，效果也是杠杠的，希望自己不要感冒，最好是不要用到药品.
爬***狸,star5,上次甲流过后就非常注意了 家里常备 不要等到用的时候又买不到 有小朋友真的是家常用药不能少 病毒横行的时代 只能更多的保护自己 京东物流非常快 放心
j***e,star5,京东买药超级方便，比药店里的便宜多了，磷酸奥司他韦家中常备，现在新冠，甲流，扁桃体炎各种各样的病毒，天天都在发烧和康复的过程中。
x***n,star5,现在京东买药真是太方便了。奥司他韦本来也是不走报销，所以无所谓价格，主要这药在线问诊就能买，今天买第二天就能送到，日期也是很新的日期。
c***0,star5,医院都是开的这个药，吃的效果很好，反正就是确认病毒感染就赶快吃，别让小孩难受那么久，是正品，质量可以保证，大家放心购买吧
梦***i,star5,最近甲流很严重，到处都是发烧的小孩子，所以我也在京东上买了一点，磷酸奥司他韦颗粒备用，快递很快，而且送上门。京东上面买东西就是省心。
紫***生,star5,在东西都收到以后马上查看了，发现与图片描述一致买超级喜欢，卖家发货速度很快，服务也很到位，给老板点个赞，下次有需要还会来购买的。
小***号,star5,磷酸奥司，他韦是家里面必备。网上买的话性价比比较高，然后京东快递送货也非常快非常棒用完了，以后会继续买的。推荐大家买。大家可以试试。
呆***痴,star5,前段时间这个药很紧俏，只在京东平台能买的到，买药有线上医生开处方，方便快捷，京东物流配送，也很快，在到处都买不到的时候，能在这买到，真解燃眉之急
乐***1,star5,朋友很不幸地甲流中招了，让俺帮他在京东上下单这个甲流的特效药：奥司他韦颗粒。别说，还是真正有效，吃不过两天，整个人又生龙活虎了！
j***p,star5,物流很快，药物到手有备无患。是儿童剂量，大人应该也可以吧，备上有备无患。目前感觉家人在二羊中暂时安全，希望能一直保持，不用再买。
j***a,star5,甲流严重时候囤的，京东价格比平时便宜所以多囤了些，特别满意，客服也非常有礼貌，现在甲流用这个效果还是不错的，京东自营药店送货就是快！
w***玮,star5,那时候甲流流感还是挺严重的呢～买了几盒屯在家里的呀  不错的 ?京东物流很快就到啦 包装也很可爱上面有很多小朋友????????，hhh卡通人物手拉手，药效还行 有效果
j***d,star5,物流很快，包装严实，家里有小孩，在甲流流行的季节，这个药非常珍贵，平时60多元，到了紧俏时节，价格翻倍还买不到，不过对甲流这个药效很棒。
O***5,star5,物流快，今天买明天就到货了，这个买的时候以为买不到，买到后也没有用上，但是备着也是以防万一，京东药店很齐全，而且很人性话有短信提示什么情况下使用这个药，怎么使用都告诉你很详细，很到位的
风***弯,star5,京东这款药的价格和外面药店的价格比起来还是比较优惠的，配送服务非常好，速度快，配送员送货上门，态度也很好，有需要的时候还会继续下单
j***f,star5,前段时间甲流这款药都断货了，确实效果不错，小孩感冒发烧都备有这款药，效果很明显，而且货的日期都是最新日期，发货速度也很快，经常备点是不错的选择
j***7,star5,很好，多次购买了，每次质量都很可靠，很满意，物美价廉，大品牌，值得购买，推荐大家选择，相信不会失望的，包装也很精美。物流满意，值得信赖！
K***0,star5,真的很好，性价比也很高，价格也很好，物流也快啊！一天就到货了！比家附近药房的价格便宜很多，已经习惯了从京东买药了，太满意了
j***S,star5,流感肆虐，太多孩子中招了。这个药备一点才能安心，有备无患！价格算是公道的，发货也很快。目前还没用上，用不上当然是最好的！
j***3,star5,最近甲流肆掠，奥司他韦到处都断货，医院也是，赶紧上京东买了一盒备用。不仅没涨价，而且物流很快，第二天就到了，保质期也挺长的。
h***4,star5,买来备用的，实体店一直没货，京东上面有就赶紧下单了，送货很快，日期也很好，价格合理，买来备用的，实体店一直没货，京东上面有就赶紧下单了，送货很快，日期也很好，价格合理。
老***u,star5,买来备用的，幸好一直没用上，这种东西买来就是应急的，，最好不要用上。买来备用的，幸好一直没用上，这种东西买来就是应急的，，最好不要用上。
j***1,star5,商品质量确实是非常好，这是先买一次试试看，结果真的出乎意料的便宜，以后还会买的。不是不想评论，而是因为没有语音评价功能，为了这几个京豆吧！
j***h,star5,流感?狂袭，家里常背药?，感觉都是很平常的事一样，埃?‍?……，和医院开的是一样的，送货速度快，买药只认准京东了
j***6,star5,关键时刻还得看京东，当时药店都没有这个药，很费劲也不太好找，在京东买东西绝对靠谱，而且用的很不错！救命稻草改看京东，平价药让老百姓买到吃到！而且送货很及时，第二天就到了！赞赞赞！
j***e,star5,最近才发现可以在京东下单，然后去附近大参林取货，而且比去实体店便宜好多，实在是太方便了，这样比单单在网上买完药放心好多！
l***u,star5,本地药店79一盒，在这里还是便宜很多。一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！
A***e,star5,甲流提前买的给孩子备用的结果一次没用上非常得好，用不上就证明身体好，我宁愿把这个扔掉我不想吃，反正听朋友说这个效果很好就留着吧，反正保质期那么长可以留到下一年
黑***n,star5,京东快递买的这个 速度很快，发货很快，京东小哥送货也很及时。比流感前要贵一点的，不过买到就不错了 很满意，希望用不上这个，满意满意。
容***堂,star5,奥司他韦，药店之前没有得买了，所以特意上网买的，京东的速度还是很快，质量也有保证，买回来让我放心不少。现在这个药不紧缺了，还好。
j***0,star5,京东快递很给力，上午买下午就给送到了，之前甲流比较流行，怕宝宝生病先备着的，还好没用上，家里常准备一些儿童常用药，以备不时之需，
j***w,star5,跟实体店的是一样的，日期也很新，快递非常迅速，包装也很严实，配送态度友好，非常满意的购买经验，放在家里备用，最好用不上，祝愿大家都身体健康，万事如意!!
c***8,star5,这个药在很早就买了，买了放在家里备用，之前被炒?价格很高，但是京东还是没有升价，表扬，女儿小放着备用安心用时方便。京东速度快今天下单，明天到。
x***1,star5,前段时间囤的，药店150+，而且也很难买到，京东药房的价格非常友好。日期是很新的。家有小孩还是备一些很有必要的，大赞京东。
M***h,star5,非常不错，最近很多小朋友感冒发烧，这个药之前都买不到，买来放家里预防的，速度很快，下单第二天就到了，非常满意，已经吃了一盒了。
b***6,star5,物理很快  买来急用的  生产日期很新鲜  很满意的购物  及时送到帮助很大  最近病毒盛行  还是备一点吧  就是小贵
是***啊,star5,今年感冒发烧的宝宝太多了，给宝宝备的药，以备不时之需，被我用了，效果真的不错，一开始就要吃，希望宝宝用不到，不用最好，包装可以，发货速度也快
j***c,star5,京东上面买的是很靠谱的，因为京东也是一款比较大的网上购物平台，相对而言它的资质包括它的规模是比较大，也比较健全的，售后以及渠道都是很严格很严谨的，比一般的店铺更靠谱一些，而且上面的价格会比较透明，有时候还有***福利，要比实体店便宜许多，质量也是很有保障的。
贝***5,star5,京东真的很强大呀，几乎渗透了生活的方方面面。甲流爆发线下买不到奥司他韦的时候很焦虑。突然想起京东，真的是不会让人失望啊。
x***9,star5,可威牌磷酸奥司他韦，甲流乙流的神药。自从娃得了甲流以后。吃了两盒，瞬间就解决了。不发烧了，娃也不难受了。关键是药特别难买，还好有京东帮我们解决了这一问题。家里有小孩的，尤其是天冷的时候，可以备两盒。价格和医院差不多，非常的划算。当天买，当天到。京东物流非常给力
z***y,star5,磷酸奥司他韦颗粒是家有萌娃的看门必备药，以备不时之需。价格比当地药房便宜，京东物流依然超级超级快，上午买下午到，棒棒棒…
C***师,star5,速度很快，来得正是时候，下单的手速，好在后面正常了，小区妈妈们互帮互助，药店买不到，京东还是很给力的，满足了大家的用药需求。
u***5,star5,正品，买的放心，价钱也公道，满意！品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢宝贝与描述基本一致，发货很快，值得一买
l***凝,star5,现在这天气病毒多，特意买来看家的，最近流感严重，备着放心！京东上购买价格实惠，比实体店便宜很多，物流也快，京东真心不错，值得信赖！
j***3,star5,京东买药这方面确实比较便利，甲流严峻时期，医院都缺货，在京东能买到价格实惠的，而且发货很快，药生产日期也很新鲜，可以备着
用***5,star5,家里有宝宝，所以这个奥司他韦颗粒，还是要准备点，以备不时之需，现在药店卖的特别贵，京东药店，品质放心，送货又快，非常推荐购买。
杨***头,star5,喜欢在京东买东西，物流特别快，售后服务特别好，遇到问题处理很快。因为之前流感高发季节，到处药店买不到，就赶紧在京东买了两盒备在家里。
u***y,star5,很不错哦！奥司他韦颗粒，是流感必备良药！可以减轻或预防流感的症状！大人和小孩都适用的！京东购物平台购物放心，物流送货及时～
j***0,star5,流感盛行，买来备用的，在其他平台都抬高价格的时候，刷到京东上面的药店的价格立马下单，买回家以备不时之需。日期很新，给京东点赞！
翻***宝,star5,这款药真的是治疗各种病毒流感的特效药 太好用了 孩子吃了2天基本症状都有缓解 连续吃满5天 防治结合 一次性得吃一盒半 多买几盒准备着
魔***A,star5,京东买药很方便，一直在京东买药，价格比药店便宜，快递速度快，关键是有药，药店经常断货，太好了，好评，全满分，以后还会来买的。
j***a,star5,京豆大药房购买的，在到处甲流买不到的情况下，还能从京豆购买到，并且价格也没有很离谱，和在医院拿价格差不多，简直是良心企业，正品无疑，感谢
M***T,star5,备着吧，这年头，这个东西放过期也合适。。。。快递速度特别快隔天就到了，包装完好无损，快递小哥服务态度很好，商家销量看着挺高的，不会假吧
没***手,star5,京东自有物流送货非常快。产品价格合适，质量有保证。现在大大小小的东西基本都在京东买，铁粉一枚。售后服务积极响应，一个字，赞！很赞！
j***G,star3,贵啊，买来备用的，应该用不上了吧，
