https://item.yiyaojd.com/3026797.html,美林100毫升,3026797,10.00g,中国大陆,西药,混悬剂,儿童,口服,国产
用户名,评分,评论
l***a,star5,美林布洛芬，太捧太捧的退烧药，确实是不错，非常完美和疗效显著，真的是颜值在线，价格优惠，无愧于市场的高度认可，品质杠杠滴，每个家庭都必备的良药。
别***1,star5,家里的，公司的都是在京东上买的，方便快捷，希望京东能多给老用户一些优惠活动就更好了，京东小哥送货速度非常的快，赞一个，……
z***y,star5,家有小朋友美林真的是常备药，但是大瓶100ml真的每次用不完，放好久基本都是扔了，发现这个小包装的，很方便，不用担心开封放久了药效问题，京东物流很给力，会回购
D***E,star5,一直都在购买京东自营的商品，质量有保障，物流的速度非常的快，真的是很不错的选择，购买京东自营的商品即能够省心，又能够省力。
w***e,star5,家里有孩子必备这个药疫情的时候就是提前备了，才不会慌。这个不存在假的，毕竟是药品。物流很快啊，第二天就到了，备好了这个药真的很安心
j***b,star5,"物流不错,发货速度很快,很快就到货了。今年这病毒太猖狂了,给孩子备着,害怕万一发烧了又买不到,感觉很无奈,又是难熬的一年。"
j***N,star5,儿童备用药！注意使用方法。一如既往的好品质，非常喜欢的一款产品，非常棒！o(*￣︶￣*)o到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高
绝***火,star5,有宝宝的家庭，退热贴和退烧药是必备的东西，不然万一宝宝突然发烧了，药店没卖是非常糟糕的事情，而且大人要是发烧了也是可以用的，非常方便。
j***1,star5,现在越来越喜欢在京东买药了，上班下单，等回到家就送到小区门口了，非常方便，而且能保证正品，现在家里的常备药都在京东上买，推荐。
l***3,star5,最近药店买不到美林，幸好京东有，买来备用，送货非常快，非常满意满意满意！！！?(????)?(????)?(????)
叶***吧,star5,家里的常备药，宝宝发烧的时候吃这个布洛芬很有效果，京东物流速度也快，次日达，快递小哥服务态度也特别好，送货上楼，特别的方便
j***y,star5,家中常备退烧药，京东买，价钱便宜，货真价实，有孩子的家庭必备，尤其是流感严重的季节，不管用不用得着，备起心里就踏实多了，用着也安全。
y***n,star5,京东买药真的方便快捷。买来屯着，希望用不到。产品质量，客服服务态度特别好，很喜欢，好评正品，棒棒哒，价格很优惠，总而言之挺好的
海***张,star5,家里给孩子买的常备药，效果还是很不错的。总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐
D***8,star5,有小朋友的家庭必须屯着的药品，见效很快，味道甜甜的，小朋友每次都要说喝那个甜甜的药，非常配合，主动喝药，真的非常好，解决吃药的烦恼
s***9,star5,美林，有小孩，家中常备药。这是第N次在网上买东西，东西便宜而旦质量好，物美价廉，买得放心，用得开心，东西品种多。划算方便，而且实惠，包装很好，没有任何损坏，会一直支持下去，服务态度好，下次再来。
j***4,star5,布洛芬混悬液是正品，小孩发烧40.5度，吃了布洛芬混悬液退烧很快，是退烧药之中最好用的。特意买两瓶，预防开封一个月效果会减半的。
j***v,star3,纯属囤货，
半***扇,star5,还是比较习惯在京东上西买东西。确实还是觉得比较方便划算，东西都还還比较有保障，质量都还是此较可以，算理比较确定放心，很是不错的，到货到得也快，很是不错，
塔***子,star5,比在药店买的要便宜，而且价格便宜很多，在京东买也很快捷，最近疫情又来了，好多孩子发烧，多买点备着，防止孩子发烧，发烧还是美林管用
无***多,star5,搞活动囤的备用，家里日用品东西基本在京东上买，太方便了，东西又能保证正品，京东做的非常好。这个东西质量真的好，价格实惠，活动时候力度更大。速度快，最晚隔天到。
M***生,star5,??美林布洛芬混悬液100ml婴幼儿退烧药，儿童感冒药发退烧效果快，家中必备，日期也很新鲜，京东价格实惠，物流很快，非常方便。
R***城,star5,趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?物美价廉，很OK，比实体药店优惠太多了。家中常备真怕小孩深夜发烧，最近也是感冒发烧高发期，不敢怠慢。
j***P,star5,家中常备的儿童退烧药，安全效果好，保质期时间也长，不用担心时间久了过期，药品发过来日期也很新鲜，非常非常非常赞，给孩子用这款很放心，医院医生也是推荐这款。
c***3,star5,这款退烧药是我们的药箱常备药，退烧效果好，口感也好，小孩子愿意服用，网上买的价格不贵，是正品，非常满意的一次购物，谢谢。
幸***r,star5,东西使用效果真的不错，外观设计确实也好，使用效果令人惊叹，客服服务的也好，没有敷衍，没有骄傲，十分种草并且推荐大家争相购买，希望一切东西都有良心越做越好！
E***9,star5,"在京东购买的,第二天货就到家了.货物很好,包装完整,而且货物很快就送到了,我们会继续支持购买的.谢谢"
u***f,star5,京东到货速度都很快，买了第二天就能到。所以很喜欢在京东买东西。买回来备用。现在流感太严重，小孩子比较小，备着放心些。。。
攸***0,star5,物流真的很及时，早上买的，当天下午就收到了……商品收到后，检查了下包装完好无损，密封口也没有破损，宝宝用的放心，搞活动买的，价格比较实惠
j***y,star5,小孩子的常备药物，尤其现在各种感冒高发季节，所以家里备着这些药物心里会更加的踏实，发货特别的快，到货也特别的快，点赞……
水***雾,star5,家里小孩前几天发烧了，家里的退烧药都快过期了，然后从京东上赶紧买点，京东买药送货速度非常快，质量有保障，非常不错，值得信赖，
S***咯,star5,京东自营店配送速度真的超级快！！！美林布洛芬退热混悬液，家里常备，效果明显，值得入手！！！！！！！！！！！！！！！！！！！
j***l,star5,京东药房的药物美价廉 物流很快 第二天就送到了 家里有小孩常备感冒发烧药 囤一点在家里也安心 比药店便宜 真的很满意 ?
李***赵,star5,买来备用的。这种属于家庭常备药。家里有宝宝的一定要备上，以防不时之需。最近疫情又有点反复，发烧温度过高的时候用，很有效果。
