https://item.yiyaojd.com/100019847449.html,达克宁盐酸特比萘芬喷雾剂,100019847449,188.00g,中国大陆,喷雾剂,非处方药，西药,通用,外用,国产
用户名,评分,评论
3***成,star5,商品已经收到，送货及时。京东自营的商品送货就是快。达克宁盐酸特比萘芬喷雾剂治疗脚气效果非常好，对药品满意，推荐朋友们购买。
j***k,star5,质量很好，包装严实，物流很棒，京东物流永远不让人失望。目前使用过的最好的产品，见效非常***灭真菌，抑制脚气，非常适合夏天
B***4,star5,多年脚气反复发作，这个是个好东西，这次又买了一个，很好，用完还会再来的。以前一直用膏状的，不太方便，还是喷雾好，简单方便
西***舅,star5,脚气的救星，梅雨季节脚容易长脚气，涂得药膏不方便，还要买棉签，这个喷两下就好了，不会把手弄脏，非常好用，效果显著。出来旅游也正好带着，可以登机。
爱***j,star5,日期新，效果好，喷一周能保一年，适合办公室用。。希望以后能经常有优惠活动，费用更低。另外快递哥哥很给力，半夜了还在送快递。赞一个。
雨***f,star5,真的推荐，京东值得信赖，价格实惠，质量也不错，一直在京东买东西，搞活动买的，穿丝袜容易有脚气，喷一下第二天脚就不痒啦，超级好用！
j***8,star5,真的很好用，对商品非常满意，属于无限回购款，推荐！?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！
j***a,star3,没用过第一次买不知道怎么样
江***尉,star5,在京东互联网医院找医生开的脚气套餐药品，京东的客服很给力，完美的解释了我提出的各种问题，帮我解了很多的疑惑。京东的物流发货很快，很及时，很神速，快递小哥送货的速度也很快，非常的给力，给他点赞。药品涂抹的效果也很好，脚气恢复的也很快
S***彬,star5,还不错，是正品，物流很快，而且打开后质量很不错哦，后续使用中再看看如何，感觉比别的牌子要好一些，等过几天用过后感觉怎么样再追评。
广***5,star5,这是一次相当完美的购物体验，一直在京东自营商城买东西，重要的不仅仅是商品重量有保障，更令人满意的是优质售后服务，下次需要再回来买哦
云***妈,star5,达克宁的盐酸特比萘芬喷雾剂真的很好用。前两天脚趾缝缝痒的很厉害，刚好买了达克宁喷雾剂，晚上洗完澡就喷了，第二天一点痒的感觉都没有了
j***g,star5,价格便宜，效果相当不错，我儿子脚掉皮发痒，好多大医院都没有效果，结果这几十块钱就把问题解决了，值得推荐，效果杠杠的，????????
j***1,star5,真的是非常好用的，我之前自己脚痒就是用这个用好的。今年我妈说脚趾之间破损，估计有脚气，我就又给她买了这个，脚好了之后再多喷几天巩固，效果真的超级好的。
闲***6,star5,家人推荐这款喷雾，已经喷了好几天了，感觉有一定效果，后面会继续使用的希望能将多年的脚气病根治，物流很快，买了第二天就到了。
H***2,star5,喷雾比药膏方便，很清爽，效果不错。京东大药房买药非常方便，京东购物平台商品应有尽有，足不出户就可以买到各种心仪的商品，省时省力省心
可***树,star5,不错的产品。有用的。之前药店买的15毫升都好贵。还没用完脚都好了。这次买了一大瓶备着。京东商城网购就是好。可以说是非常非常不错的
j***v,star5,京东购物非常方便，当天就到了，东西质量不错，这个价格还算是经济实惠，物美价廉，跟卖家描述比较一致，正品保证，值得购买?
哲***_,star5,性价比超级高的药剂，推荐给大家，效果还不错，直接喷很好用，推荐给大家使用，气味不刺鼻，可以接受的，推荐给大家吧！后续追评
还***吧,star5,快递速度还是可以接受，第二天就到了，快递包装安全，用起来品质还是不错的，给家人买的，家人也觉得很棒，如果有需要还会继续购买，推荐给大家呀。
吟***6,star5,以前买过这个，很好，特别满意，十分喜欢。一直愿意在京东上买东西，包装好，发货快，质量也靠谱，快递员服务态度也很好，购物愉快。
文***妥,star5,快递很快，第一天下单，第二天就到了，脚后跟蜕皮，喷了一周就好了，以后还会再买的，快递员送货上门的，挺好的，买了就很好用。
莲***室,star5,前几年被脚气折磨了好几年，后来用了这款喷雾后大概两瓶就好的差不多了。中间两三年再也没得过，今年不小心又被传染了，赶紧再买了瓶，喷了四五天就不再痒了，皮也慢慢好回去了，很不错，推荐
j***i,star5,已经买过好多瓶了，一直回购这个，达克宁大品牌，治疗效果很好，老公说很好用，每次都让买这个牌子，用的习惯了，这个计量携带也方便
焰***光,star5,京东上面购药品，方便快捷，还有医生免费开方，老人买常用药品十分方便，而且价格也很优惠，品质以及送货物流都有保障，信任京东。
叶***撒,star5,发货的速度很及时，第二天就收到了，包装的也很好，达克宁，老牌子了，赶着618就买了两瓶，之前用了别的产品，脚气一直反反复复，自从用了达克宁喷雾，目前脚气已经得到控制了，希望后期不要再反复了
j***c,star5,老品牌值得信赖了，用了好多年了，每次到夏天脚比较闷热的时候用一用，脚气就会好了，用了两天症状都减轻了，很不错的，值得信赖的推荐购买
j***S,star3,药效果不错，就是贵了点
S***7,star5,达克宁大品牌，品质有保障，值得信赖一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！
z***3,star5,包装很好物流特别快。产品好用，喷雾式的很方便。洗完脚喷下下自然干了就好了。连着用几天就没有难闻的味道了。喷雾本身没有味道特别好。
常***0,star5,夏天特别容易脚气加重，因为又湿又热，提供了真菌感染的环境，以前一直用达克宁软膏，这款喷雾剂是清华池师傅推荐的，虽然贵，真的很见效
y***6,star5,这款产品性价比非常高。里面量很多。不像其他品牌就一点点水在里面。这款产品很耐用，要用很多次。直接买了两瓶，到现在都没用完，质量非常好。效果也很棒。
馨***3,star5,回购好几次了，效果很好，使用方便，老公的脚一直脱皮，用了一瓶已经好了，前几天脚痒的睡不着喷了几次也好了，搞活动是买划算一些。
u***z,star5,很不错的效果，用一瓶就基本上能解决问题了，因为症状较轻，使用早晚各一次，坚持使用三瓶希望可以摆脱脚气的困扰，老品牌就是好用！
j***j,star5,以前都是买的软膏，第一次买这种喷雾的达克宁，使用非常方便，干净卫生，使用效果也很好，喷了两次就不怎么痒了。配送快，服务好，送到了家门口，推荐。
H***乐,star5,一直以为脚气很难治愈，所以我也就试一下的态度，也是朋友推荐给我的，太痒了。用好第一天瘙痒还是有，第二天就有缓和了。连续使用了2周一点不痒了。很好用
夜***y,star5,物超所值，话不多说，这四个字已经说明了一切一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评！药效很好，用了几天感觉不错，没有副作用
j***f,star5,第二瓶了，效果很好，手指脱皮，脚趾脱皮，一家三口，小朋友先手指脱皮，我们大人在照顾他的时候，也被传染了，用了一周后基本就能痊愈了
j***c,star5,618活动期间买的，京东物流速度非常快，隔天就收到了货，还没开始使用，以前都是买达克宁瓶装的，这个喷雾的还是第一次购买，不确定好不好用
青***娅,star5,送货速度很快第二天就到了老牌子效果有保障规律按疗程用 脚就不痒了喷的很好用不用洗手活动时候买便宜实惠
j***W,star5,物流很快，东西很好，用起来很方便，止痒效果不错刚刚喷了一次感觉就不痒了，买的套装两瓶价格比较划算，包装的很严实，快递也很快赞??。
溜***做,star5,物流很快送货上门及时，不耽误自己用药的时间，包装完好无损，打开看了一下，和药店买的一样，最近天气炎热，脚也出汗，买来一瓶喷到鞋里，杀菌消毒，预防脚气。
刘***7,star5,物流很快，物品完好无损，用起来很舒服，喜欢?大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！
j***u,star5,收到啦，很不错，非常喜欢，值得购买，(*^__^*) 嘻嘻……这个颜色很喜欢，摸起来质感不错，百搭～包装也很大气，用来送人的话也是不错的选择很精致，质量非常好，很满意的一次购物。谢谢店家！
指***-,star5,一直用这一款，效果非常好，夏天容易出汗脚痒，备好可以及时控制治疗，老品牌用的放心，京东下单，物流也非常给力，第二天就送到家里了，非常好
z***n,star5,包装很好，物流速度很快，品牌好。说明书说主要用于手藓，足藓，体藓，股藓等症状。60毫升一瓶的喷雾剂，应该可以用上一段时间了。
j***H,star3,收到货还没用，希望能对我的脚有用
j***n,star5,京东购物值得信奈，购买大品牌的物品，基本都是在京东购买的，质量绝对好，物流特别快，客服服务态度绝对好，以后有需要还会在来光顾
倦***怀,star5,跟实体店没有区别，还便宜，喜欢！一如既往的好品质，非常喜欢的一款产品，非常棒！o(*￣︶￣*)o价格实惠，质量杠杠的，非常好的一次购物，下次还来
j***8,star5,第二次在京东上买药了，药水不错，京东上购买的，用起来放心，而且很方便，送货也很及时，效果如何，有待进一步观察，过一段时间再追评。
怀***5,star5,前后买了两瓶，第一瓶买少了，后来买的大瓶，现在脚气已经好了，目前没有复发，还是很不错的一款脚气药，喷洒设计很不错，也方便使用！
z***a,star5,盐酸特比萘芬喷雾剂有很多厂商的产品，达克宁这个效果不错，之前用过两瓶，症状减轻了，这次就再买了两瓶巩固一下，希望能好彻底。
j***6,star5,杀菌止痒治脚气，宝贝收到了，使用过一段时间了，脚快好了，后来推荐给同事用了也说效果好。包装不错，价格也实惠，太划算了，味道不刺鼻，用了这个几天，脚脱皮改善了很多，皮已经脱落许多，皮肤没以前那么糙，脚也不臭，希望坚持使用脚气能治好。
s***0,star5,热天闷热对经常打球并多汗体质非常烦恼，造成严重的脚气，掉皮骚痒等，指甲也会变形，使用了两次，效果好明显好转，症状也减轻，希望可以完全治愈，也可以做为杀菌品喷球鞋等物品上。
尚***珲,star5,好，很好，非常好，相当的好，效果非常不错，立竿见影，花斑癣比较严重，夏天天气热，喷了一周马上就好了，发货挺快，两支实惠！
筱***g,star5,?达克宁品牌值得购买！喷雾使用没有什么味道，用了几天就好了，效果很好，用起来还可以?，没有不舒服的地方?，所以我还蛮喜欢的
大***李,star5,先说商品质量：产品总体不错，包装严实。价格实惠，用了两瓶，有效果再说商家服务：点赞啦。最后点评快递：发货很快，送货上门，很方便。
倾***光,star5,这个感觉比药膏效果要很多，喷起来方便也不会脏手。喷几次就有效果，60毫升感觉也能用很久，喷了也没有感觉刺激感，不过说明书上说皮肤破损不要使用
啂***碧,star5,达克宁真的是天花板级的。。。。对于脚气真的很有效果。。。。坚持用很快就能药到病除。。。。果断好评。。。。。。。。。。。。。
阿***a,star5,买过一瓶用完感觉有点效果，又继续回购了。保质期时间很长可以用很长一段时间了喷上之后不刺激，无不良反应，用了之后脚好多了，比泡的那种好，这种比较携带方便
加***胖,star5,用着挺好的，京东配货速度那真是没得说了，而且也是用的很放心，脚气问题一旦发现就得赶紧用药，不然严重了就会很难受的，京东很棒，还会继续用京东
j***t,star5,一直用这个，用一个可以止痒半年，多年的脚气就靠这个救命了，效果很好，喷了第二天就有效果，不用一直注册了，家里常备着，好评
j***W,star5,非常好用，用了一周左右直接根治了，一点没剩，不过应该也和我天天洗脚有关系，才好得快，试了一下分量，应该还剩多半瓶，准备再喷一个月保险。
湾***0,star5,达克宁喷剂治脚气那叫一个灵，原来经常脚趾缝起小泡泡，很痒破了又容易感染，用其他办法治标不治本，朋友推荐了达克宁喷剂，每天一喷很省事也很见效，两瓶之后脚气没了，好几年不犯了，现在家人有反应有脚气就赶紧又买。相信自己的选择
u***p,star5,我们这里气候很容易产生脚臭，尤其是家里的男士，自从有了这款喷雾，脚臭问题就解决了，非常好用，而且划算！一直用这个牌子，?之前也买过几个其他牌子同价位的比较，还是觉得这款喷雾方便好用！
热***鱼,star5,脚气不严重的话用这款非常好，每天出门喷一波，配合药粉使用效果杠杠的。质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦。
z***o,star5,喷的比较方便，效果还不错，喷一下就止痒了。买了两瓶。一瓶放在办公室，一瓶放在家里。使用到现在感觉非常好。下次还会购买。一瓶还能用挺久的？
j***L,star5,针对皮肤水泡，瘙痒，脱皮等系列癣类，效果非常好，容量大，价格比较实惠，早晚各喷一次，连热天脚臭问题都改善了，非常好用，值得推荐购买。
炉***1,star5,去洗澡穿了洗浴的拖鞋，被传染了脚气，非常的尴尬，于是在京东买了这款喷雾剂，比药店要便宜，挺管用的！京东物流也是一如既往的快
s***0,star5,东西还不错，送货速度也很快，这款喷的用着比较方便。。。大品牌还是比较好的，大家可以考虑一下，用了几天感觉效果还可以，可以考虑一下。。
y***y,star5,前两天三角一直在脱皮，然后医生就推荐我来买那个药用了之后发现产品的疗效真的特别棒，而且京东的物流速度也超级快，个人感觉非常的不错
夏***之,star5,买了三瓶，价格可以优惠，还挺多的，希望可以有用，物流很快，很快就收到了，京东购物就是方便，很省心，退换货也方便，大品牌值得信赖。
w***1,star5,效果很不错！确实是很管用，水疱都没有了！之前痒的厉害，不敢穿鞋，整体穿拖鞋，出门办事太不雅观了！现在已经好了，偶尔再喷一下鞋子里！预防疾病
j***g,star5,京东购物就是快，晚上下单第二天上午就送到了，超级快。收到货后就打开看了，包装很好，保质期也很长，没什么问题。购物首选京东！！！
濑***徒,star5,?日期不算不新，是去年的；?物流很快，包装精细～?只要脚脚就问题，就会立马入手这个～?老牌子，用着还是安心的～?大瓶装，可以用很久～
逆***则,star5,第一次购买，使用后追评。。。。。。。达克宁大牌子，预估效果应该不错。。。。。。。活动时购买。。。。性价比高。。。物美价廉。
b***o,star5,包装很好，送货速度快，常在京东大药房买些小药。使用方便！大品牌品质不错，值得购买，非常满意的一次购物体验，下次需要时还会再来。
w***h,star5,作为一名患有脚气的病人，我非常清楚脚气带来的种种不便和痛苦。使用这款药物后，立刻感觉到脚上的瘙痒和刺痛有了很大的缓解，而且皮肤的脱皮情况也逐渐得到改善。使用起来也非常方便，只需要将药水喷洒到患处即可，而且也很清爽。
w***s,star5,家人们，脚痒起皮还伴随小水泡真的绝了，出汗之后就容易臭臭的，还痒得难受，网上说这个效果很不错，就抱着试一试的心态买了，反正也不贵，喷了2天晚上掉皮减少了，也没那么臭臭的了，而且小水泡也没怎么看见了，总的来讲，很不错，很适合有以上烦恼的家人
y***n,star5,东西收到，包装完好，两大瓶，可以用很久，效果也不错，喷雾用起来很方便，需要的时候可以喷一下，鞋子里面也可以喷，用完继续回购。
A***子,star5,第二次购买了，效果不错。商品温和不刺激，也比较权威。配合药膏使用，效果真心不错。商家也很好，详细的讲解使用过程，以及注意事项。买医药类的，肯定首选京东，有品质，有保障。
S***e,star5,不知道为什么脚上会得脚气，很痒。从一开始就一直在使用这个药，喷的和抹的双管齐下，一直在用这个药，非常有用，这是好药，坚持使用就治好了。
q***6,star5,送给父亲的节日礼物，试用了一下，很好用，也不算逃太贵，看着大气，以后再来！送给父亲的节日礼物，试用了一下，很好用，也不算逃太贵，看着大气，以后再来！
j***k,star5,还不错，我每天上班脚都臭臭的，喷了就不会了，会一直用下去的，慢慢坚持用。听说达克宁另一款脚气粉也很好，下次试下一起用，这样脚就不会臭
p***0,star5,细菌病毒是长期存在的，因此像脚气这种现象就很常见，市面上有很多药品，效果也是参差不齐，用了这一款觉得真是很快见效，不少人也在用。
惊***雳,star5,效果很好，用了一周左右，明显舒服多了。脚不在痒了，现在慢慢恢复正常，一直再坚持用，等彻底好了，就可以不用了。值得购买，放心购买就行。
打***人,star5,好用，只要坚持用就会治愈的好药。京东的物流一直很给力，半夜买，第二天就送达了，速度真的吓人哈哈哈，快递员态度很好，放快递的位置也刚刚好。
z***a,star5,喷雾剂型使用起来很方便，一按一喷完事，晾几分钟就干了，据说喷雾剂的吸收效果会比软膏好一些。而且这个还可以喷鞋子里面，消除死角。
j***e,star5,可以止痒，消灭真菌和细菌，效果很不错，我的脚趾都好几年了，一直会痒，但是问题又不大就一直没有管它，买了这个喷了几次，确实不痒了，很满意。这个药还可以喷到鞋子里，老脚气人士提醒，这一步不能省，因为鞋子里也是有真菌的，很容易引起再次发作！！！
j***R,star5,前个月一口气买了好几瓶，现在再来一瓶巩固疗程！之前用过很多产品，效果都没这个好！喷一喷，脚就不痒了，使用方便，每天喷一到两次整个脚都舒服了，脚丫子好舒服。这种喷剂的设计也很nice，不需要用手涂，还能避免感染手癣。
钱***r,star5,总体不错，价格适中，商品质量也不错，物流发货也快，打包也很到位，不得不表扬京东现在可以同城调货，直接快速送达，这点必须好评哈!
z***a,star5,京东的发货真的很快、物流非常给力。晚上下单第二天早上就收到了，相信大品牌的质量、想着买二瓶可能就会好的，没想到一瓶只用了几次，褪皮的情况就有很大改变
独***笑,star5,买了两瓶，本来想着两瓶喷完脚气应该可以好，没想到一瓶没用完就好了，确实效果很好以后再也不敢穿公共的拖鞋了，注意个人卫生，脚气很难受
j***0,star5,非常好用，夏天脚喷后很舒服，直接喷鞋子里面也很舒服，在用粉，不出汗干燥舒适。值得推荐给大家，好品牌值得信任，赞?一个，推荐！
土***a,star5,见效很快~京东的物流还是一如既往地快啊，快递包装完好，东西也没有磕碰，快递配送小哥的服务态度特别好，是非常满意的一次购物。
足***瘤,star5,效果很好，没事饭前饭后喷一喷扣一扣脚丫子，脚也不臭了，也不痒了，我跟着喷了喷袜子和鞋，裤子还有女友的口罩，希望不让脚气真菌拥有传播链
j***d,star5,对于真菌脚气、脚特痒有用！立刻下单，发货很快，第二天就到了，这款产品气之前无意间买的，用了之后那是真的香，非常值得推荐，总体感觉还是很不错，买了很多次了，现在感觉完全好了，但是还要巩固一下，再最后买一瓶，希望脚气真的远离我！
j***m,star5,听说脚气是真菌感染引起的，医生说用特比萘芬效果好，可以杀真菌和止痒，听了医生推荐立马入手了达克宁，清爽好吸收，一点也不黏腻，第一次用，等效果，肤感倒是不错
j***x,star5,质量很好呀，收到货很满意，之前一直脚上长水泡，有癣，很痒，喷了这个之后，缓解了好多，一天天的使用效果明显看得见，价格也好便宜，很满意的一次购物
j***a,star5,很好，多次购买了，一换季脚就痒痒，喷了一会就好了，需多次治疗，很好用，还可以喷在鞋子里抑制和杀灭真菌，止痒去脚气脚臭
c***3,star5,已经买了很多次，坚持用对脚气和灰指甲还是有效果的，从去年坚持用到现在，脚已经完全好了，关键在京东自营买的很便宜！
M***1,star5,东西很好，物流很快，这已经是第二次购买了，非常满意。后期还会支持。适合出门儿写的非常好用，出门儿放包儿里边儿比较方便，不占地儿，物流非常快，很好用。可是
-***-,star5,比药膏的使用更方便，效果也不错，不知道一瓶能用多久。趁着京东活动，买了一套，性价比很高，非常合算。京东物流配送一直给力，继续支持京东！
-***-,star5,这个喷雾的比药膏使用更方便，喷上去凉凉的很舒服，效果不知道够不够持久，趁着京东活动，买了一套，性价比很高，非常合算。京东物流配送一直给力，继续支持京东！
j***5,star5,用于鞋袜的使用，脚还是主要用涂膏，足藓发作奇痒难忍，确实非常痛苦，购买了套餐达克宁，喷剂速度止痒的效果还是挺不错的，考虑结合药膏治疗一段时间。物流非常给力涂抹后
y***o,star5,特别特别的好，不用出去购买直接就买送货到家又方便又快捷，又便宜又便宜的太棒了。嗯，喷完了，感觉瞬间就好很多，真不错呀！相当好
浊***狗,star5,家人足藓发作奇痒难忍，确实非常痛苦，购买了套餐达克宁，喷剂速度止痒的效果还是挺不错的，考虑结合药膏治疗一段时间。物流非常给力，好评
F***g,star5,包装完好无损，物流很快很快，男友脚部真菌感染脚气特别臭，喷了这个效果很好，一夜见效，给鞋子里也会喷喷，杀菌很方便，联合药膏一起用双管齐下。
j***b,star5,天热穿上鞋子避免不了会有脚气等原因困扰，京东物流很快，上午下单晚上就到了，及时雨还是不错的。效果图片就不展示了。早上穿上鞋子喷一喷，晚上洗完澡，喷一喷，效果显著，烂脚丫子，脚丫痒痒的得以解决，有活动购买两瓶备着在用。
冈***8,star5,这次是购买两瓶，大瓶包装的套装，使用的时间能久一些，挺好用的，大品牌，用的放心，京东快递，非常给力，昨晚相当，上午就收到了，价格有点涨了
孟***举,star5,正在使用中，感觉还不错！小巧轻便，方便拿，质量杠杠的！每一次京东购物，都是一次愉快的享受！物流公司很快，今天买明天到，10点之前买，下午就到！很快
x***0,star5,老品牌效果好，用上去脚气部位马上就是有凉凉的感觉，，只要喷上??一次第二天就能见效果，关键是在活动期间那可真是物美廉价。
S***S,star5,京东的此药比药店便宜，是正品，物美价廉，值得购买，而且服务态度很好，售后有保障，放心购，无忧，很多要都在京东上购买的，信的过。
卟***7,star5,不跟错的一款产品，价格比实体店便宜一点儿，效果都是一样的，小巧方便携带，用了一段时间才来评价的，真的有效果，很不错，以后有需要还会回购
c***s,star5,非常好用的治脚气产品，去年用了之后，脚气好了很多。最近天气潮湿脚又开始痒了，之前剩下来的喷了几下就好了。赶上这次618再买三瓶慢慢用。
j***z,star5,“达克宁”，是大品牌，值得信赖！我的双脚，一到夏天，就容易起脚气；喷上这款产品后，能有效地抑制真菌的繁殖，真的很有效果！每盒60毫升，挺实惠的！
y***8,star5,物流很快，头天拍的第二天就收到货品了，以前都是在药房买的30毫升的，没有想到网上有大瓶装的60毫升，以前脚一到夏天就起小水泡，甚至痒痒的。现在用了这个喷雾的达克宁雾剂效果真好。
很***马,star5,物流及时，包装严谨，使用方便，最主要气味好闻。夏天到了，烦人的脚气越来越严重。因为职业原因，只能正装，一天下来袜子鞋底湿漉漉的，脚有多难受可想而知。有了这个宝贝，可以随时喷，真的很方便。
开***歌,star5,达克宁喷剂具有治疗手癣，足癣等功效。特比萘芬为丙烯胺类抗真菌剂，具有杀真菌和抗真菌作用，对皮肤真菌，酵母菌，霉菌等其他真菌。对脚气，脚臭效果明显，价格也实惠。
j***梦,star5,"""脚气老品牌了，费用满意的一次购物。 首先，它使用非常方便，只需要将液体喷在肌肤上就可以了。 其次，它的功效非常明显。使用了几次后，皮肤状况得到了很大的改善，脚气都明显减轻了。 最重要的是，这款喷剂使用起来非常温和，不会刺激皮肤，也不会造成过分黏腻的感觉。"""
l***j,star5,湿热体质大热天脚上经常瘙痒水泡，用了这款达克宁盐酸特比蔡芬喷剂就止痒了，同时要保持脚步干爽效果更好持续，多次感染的话由于比较比较难断根坚持使用效果还是很不错的，京东活动价格优惠就买了屯点，值得推荐的一颗产品，不是顽藓一个疗程就能好。
大***1,star5,每天下班，或者出去游玩回到家，脚丫子痒的不行还有味道实在难受的不行，买了这一款用了一段时间感觉好多了，非常好的一款产品！
野***助,star5,保质期时间可以用很长一段时间了，试用了几天，喷上之后不刺激，感觉脚好多了，也感觉不到痒了，还方便携带，泡脚去脚气那种感觉太麻烦了，这种真方便
搁***头,star5,真的好喜欢，客服态度也挺好的，值！以后有需要还会来买材质结实，手感好，很得劲，物流也快，性价比很高，值得购买?发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常nice包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来??
宜***乐,star5,宝贝收到咯??，真的很棒呀！?质量真是没话说，非常满意，京东物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档
平***园,star5,达克宁脚气喷剂盐酸特比萘芬喷雾剂60ml治脚气药止痒脱皮烂脚丫真菌感染止痒脚气喷雾治脚气脚痒脱皮脚臭，品牌的，治疗脚气烂脚丫确实有效果，价格贵得实在！
z***q,star5,是正品很好用，价格便宜了很多，性价比超高，真的特别划算，值得购买！脚底一直痒，夏天到了，脚更容易痒！一直看了这款产品，买来用了药到病除很好。这个是喷的
j***w,star5,店家发货非常快，服务态度很好，应该是正品，一次很愉快的购物是正品，和实体店一样，价格还优惠，果断转粉宝贝非常棒，是自己想要的那种风格，到货也很快，谢谢老板，服务五颗星
x***u,star5,货收到后就拆开用了，质量很好，东西和官网买的没区别！宝贝很好，不得不说，客服态度也太好了吧！整体来说，还是很好的，非常值得再次回购(*^__^*)非常满意的一次购物，物有所值！精挑细选很久，最后决定买这一款，做工非常精致，值得购买！
j***u,star5,品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢发货快，包装严实，商品质量非常好，比专柜便宜很多，客服服务态度也特别好，好评?超级好用！还很美观！墙裂推荐！有需要再回购！
j***文,star5,整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了物超所值，商品设计完美，外观也很高大上，让人爱不释手。客服更是热情的没话说，这次购物很满意
已***伴,star5,质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物整体来说，还是很好的，非常值得再次回购质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物
林***呀,star5,宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖物流很快，物品完好无损，用起来很舒服，喜欢?质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠
