https://item.jd.com/100006367405.html,耐克SX7677,100006367405,300.00g,以实物为准,SX7677-010,男士,袜子
用户名,评分,评论
u***n,star5,总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐产品质量，客服服务态度特别好，很喜欢，好评宝贝和介绍的一样，质感很好，功能强大，用了感觉不错
爱***s,star5,官方的袜子绝绝子，果然贵有贵的道理，穿上特别舒服，非常透气运动，不需要担心会臭脚也很潮，搭配小白鞋或者是其他的运动鞋非常百搭。
k***h,star5,穿运动鞋必需配搭运动袜。在京东上选了一下选定了耐克的运动袜子。价格合理质量有保障。下次还会再买的。再来说说缺点，这个袜子穿一段时间后跟处就会起球。
u***s,star5,耐克运动袜，伸展性很好，弹性极佳，这款袜子不是厚款，春夏款，略薄，穿上很舒适，白色袜子穿在脚上更显帅气，感谢京东自营正品??
1***2,star5,大小合适，平日和运动穿着都可以。手感不错，白色纯棉，质地柔软舒适，亲肤。弹性也很好。和实体店买的质量一样。京东物流购买方便快捷。
x***z,star5,大品牌，有保障，看价格入手。牌子不用说了，说脚感，相比于纯棉的要凉快些，而且轻薄些也。最主要是，袜子帮合适，不长不短，穿裤子穿短裤都很合适。
幻***缘,star5,买来跑步穿，中邦比较合适，不磨脚，质量非常不错，料子很柔软，大品牌的品质还是一如既往的好，价格也还可以，一共三双，不错！
是***啊,star5,夏天到了，我不喜欢光脚丫，就喜欢穿棉袜子配凉拖，耐克白袜子经典时尚，京东自营值得信赖是正品，京东物流嗖嗖的给你送到家，很愉快的购物体验。
j***U,star5,?发货很快，两三天就到了，这个颜色我很喜欢，唯一的缺点就是性价比不高，非常棒宝贝做工真的非常精细，细节真的棒，爱了爱了。
u***n,star5,宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢很满意?，做工很好，物流快，客服很棒，点赞超出预期，质量很好，做工精细，满意宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢
巴***斯,star5,袜子收到了，是Nike的正品，一直穿的Nike袜子，非常的舒服，第一次在京东上买，价格也非常的实惠，还有优惠券可以拿，不错
S***瘦,star5,收到货，第一时问拆包装，质量非常好，与卖家描达一致，完全超出我的期望值，包装很仔细、严交，总的来说这次是很满意的一次购物，矮谢卖家。正品，质量好，价格低，性比价高，物美价康，物有所值，朋友看了都说好。套服殿务热情都到.物流很给力包装假好，快逃给力，卖家很有信营，发街速度也很快。价格更是比別家的实惠多了质量非常好，与炎家描述的完全一致，完全超出期里值，包裝非常仔细，很满意的一次购物网收到货有点不備得该怎么使用，咨询了一下套服，没想到会服的人超好，介绍得超仔细的到货很迅速，质量也不错，好店铺，推存了~还在观里的朋友们可以室不犹發的下手啦!
l***5,star5,质量还可以，就是有点脱毛，其他各方面都很不错，运输很快，包装的很不错，大品牌值得信任，绝对的正品，下次还会继续购买，很不错。
z***9,star5,挺好穿的袜子，给家里人买的，价格还算可以，京东物流配送也很满意，值得推荐给大家，家里还是需要常备着点，还不错的啊，推荐给大家！
f***海,star5,细节非常完美，整体来说真的很不错。性价比很高，下次还会继续光顾！品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢?从没想过这么实惠的价格，?能买到这么好的宝贝，?性价比非常高，我很喜欢哦?
j***V,star5,速度很快，今天下单，今天就到了。京东物流和品质值得信赖。和之前在店里买的一样，很喜欢。三双78超级划算。下次还会再来。正品
j***s,star5,大品牌值得信赖，材质好质量保证正品，已经买了好多次了，物流服务也很不错，京东商城网购多快好省加油加油再加油加油努力?！
j***y,star5,京东自营店购买商品放心，省心，不担心有假货，这个牌子的质量棒棒的，穿起来就是舒服，国产好多品牌怎么就做不好呢，京东物流速度也很快，都是送货上门，京东快递超级棒！
P***令,star5,袜子还是首选nike 质量没得说 一直都在穿 非常喜欢春季假期物流也很快  是正品 可以推荐了 一分钱一分货 推荐咯
月***9,star5,袜子质量好，价格划算，nike品牌没得说，搭配什么都好看，而且袜子也很厚重，值得入手，颜值这方面没得说，平常运动休闲都可以穿。
M***啊,star5,质量很不错，松紧合适，穿着在路上走、运动袜子不会拖下来。很耐穿。快递速度也很快，相信京东的产品，会继续回购和推荐给朋友的。
U***飞,star5,收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。 正品，质量好，价格低，性比价高，物美价廉，物有所值，朋友看了都说好。客服服务热情都到。物流很给力 ！
x***8,star5,京东忠实用户，长年PLUS会员，袜子都三次回购了，一直在京东买的，比实体店便宜，一样的质量，每年天热时候我都会买，低帮袜，到脚踝那个位置，穿着黑色的打篮球，就是弄脏也不碍事，还好洗，比白的好洗??
j***x,star3,质量还可以，不过对比了一下专卖店的，稍微薄一点。
佳***宝,star5,穿运动套装，就得选一样的牌子，否则看起来不伦不类的。大品牌，一看就是纯棉质面料，摸着柔软舒适，穿着应该也特气性好，马上再买三双黑色的袜子
r***y,star5,挺好穿的，纯棉的穿起来很干燥，不会捂脚，平时穿42码的鞋子，这个要穿 M码，价格基本没有变动，感觉价格稍微贵一点，但穿着舒服。
乖***6,star5,穿这款运动袜已经很多年了，整体质量不错，做工精致，穿着舒适，运动休闲都可以搭配，应该是正品，唯一不足就是如果袜底再稍微厚一点，结实一点就更好了，物流速度很快。值得推荐！
x***z,star5,大品牌，有保障，看价格入手。袜子穿起来贴合皮肤，舒适感好评。喜欢中袜，不长不短穿裤子穿短裤都合适。其他的没啥可说了，价格合适就入手，不吃亏！
完***4,star5,袜子挺好的，看着跟实体店一样，还没穿，希望质量跟实体店一样好，不过这次外面调货的，所以速度没那么快，但是快递小哥哥还是很不错
c***1,star5,做活动购入，长期购买的耐克纯棉的黑色袜子，每年多会囤几次货。好穿看得见。做活动购入，长期购买的耐克纯棉的黑色袜子，每年多会囤几次货。好穿看得见。
李***8,star5,不错不错挺好的，京东自营购物值得信赖推荐购买哦，以后还会来京东多次购物的，速度快服务态度好，比其他平台购物体验好，点赞点赞哦！
j***0,star5,天气暖和了，需要买稍薄些的袜子，之前买过这家的厚款袜子，穿上的感觉太好了，这会等了好久，终于看到这款有货了，果断下手！好！
j***y,star5,第一次买，相对其他袜子，这款是比较贵，不过物有所值，穿着还是挺舒服的，面料柔软，没什么异味，尺码合适，三双一捆可以换着穿，挺好，推荐购买！
天***淇,star5,京东自营的东西这么多年一直还是靠谱的，客服态度也好，只是最近的速度感觉有点不及时，还好都在时间范围内。希望京东自营越来越好，给我们留一个放心的平台可以购物。
梅***子,star5,京东购物超级棒，物流快，质量有保障，非常喜欢，家里大大小小的都在京东购，京东自营尤其好，物流超级快，品质也好，点赞，为京东点赞！
x***q,star5,这是一款非常好的耐克的加厚的。质量不错！不掉色，不起球！纯棉的，冬天穿上舒服，暖和，夏天穿上吸汗，从02年到现在一年四季都穿的是。京东购物让人放心、省心。
阿***a,star5,一直喜欢耐克的質量，透气性很好，洗久了也不会变型，颜色也不会退，大牌子还是好的，这次活动力度大，一次買了2组???物流很快，包装很好！
故***_,star5,不错，我特别喜欢耐克的产品，穿着非常不错，舒服，透气，耐穿，很好的，而且活动期间越来越便宜。刚刚好，白的黑的都有了。
两***枪,star5,第一次购买这款，穿起来很舒适，厚薄适中，也不臭脚，洗完也是柔软的，不会存在硬化的情况，摸起来也很舒服，推荐大家购买，下次还回购
j***5,star5,已经连续几年都是每年买六双来穿，搭配别的袜子一起就可以穿一年了。这款性价比还是比较高的，棉的成分在六七成，穿起来很舒服，没异味，也不会臭脚。
j***b,star5,质量很不错，松紧合适，穿着在路上走、运动袜子不会拖下来。很耐穿。快递速度也很快，相信京东的产品，会继续回购和推荐给朋友。
z***4,star5,耐克的棉袜既结实又防滑，嗯嗯质量很好，比实体店略便宜一点，喜欢黑色比较好搭鞋子，而且这种中长款也很好穿，平时穿运动穿都可以
赵***钧,star5,京东自营，物流隔日送达，非常快。包装简单但还是很周全的。拆开看，东西应该是正品，是原装货。针脚这些细节也都还不错。试穿一双跑了一圈，还是蛮舒服的。
j***q,star5,袜子质量好，价格划算，nike品牌没得说，搭配什么都好看，而且袜子也很厚重，值得入手，颜值这方面没得说，平常运动休闲都可以穿。
j***5,star5,很好，穿着很舒服，而且这个勾刚刚好，一点也不囤，老公说这个很好，而且穿起来也很舒服，最最重要的就是尺码很准确，老公很喜欢，我也很满意。
朱***i,star5,袜子每天必备，很好用，耐克正扳真是纯棉，京东自营品牌，从来是严格控制正品产品质量，才能使用京东自营店名，所以不相信网上差评，我相信京东自营值得购买就行，现在用下来产品质量很好，省钱，省心，省力，售后维修有保障，放心购买后感觉良好，手感柔软舒服，实力产品，爱不释手，值得购买。
l***a,star5,包装很好看，款式也好看，刚刚试了一下，尺码大小也合适，手感柔软舒适透气，摸着也很舒服，快递也给力，下单不到二十四小时就收到货了，满意！
g***3,star5,这个袜子买过很多次了，还是不错的，配合运动系列非常棒，主要是球鞋也都是nike，还不错。脚感很好。比较贴合脚部的曲线。物流也很快，很赞
寒***利,star5,东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味
天***头,star5,不错，我的小孩特别喜欢耐克的产品，穿着非常不错，舒服，透气，耐穿，很好的，而且活动期间越来越便宜。刚刚好，白的黑的都有了。
朱***i,star5,型，酷，帅，步步彰显高贵。精神抖擞。万人瞩目。棉质感很好，很柔软，很舒服，色彩很好，加上黑色比较酷户型，进一步提升自我形象。可防毒气一流
j***5,star5,袜子质量很好，透气交果是真不错！原来臭脚现在没味道了！又帮小孩子也买了！
s***1,star5,不能算是网红袜子吧，至少是穿的人多。质量很好，透气舒适，也方便清洗。汗脚也不怕，排汗效果好，配运动鞋，也很有质感！价格也实惠，赞！
再***此,star5,袜子的质量很好，吸汗透气不臭脚，穿上脚的质感很棒，不像其他袜子，穿上就不舒服，发货速度很快，一起买了6双换着穿，而且很好搭配鞋子裤子，还会复购的
b***s,star5,买袜子非常容易翻车，之前买了无印良品的袜子，又硌脚又不吸汗，袜筒还过长…后来买了这款耐克的，厚实、材质舒服、袜筒长度也正好，非常适合秋冬，以后只买耐克的了，虽然略贵，但从没翻车过
M***y,star5,赵***钧和数都2021-12-10+*+* EVERYDAY CUSHION CREW-$; M(24-26) cm京东自营，物流隔日送达，非常快。包装简单但还是很周全的。拆开看，东西应 该是正品，是原装货。针脚这些细节也都还不错。试穿一双跑了一圈，还是蛮舒服的。
奈***r,star5,耐克袜子还是得在旗舰店买才放心，不然一不小心就买到假货！虽然是小东西，但还是要选择放心的平台，值得信任的店铺才行！这款袜子穿着跑步很舒服，再也不担心鞋子硌脚了！
水***魚,star5,袜子包厚合适四季都可以穿 质量不错和别的袜子比长时间穿没有线头 配上dunk真的是太好看了 推荐购买 3双80非常值！！
F***y,star5,这也是我第N次购买nike的袜子了，物流很快没的说，质量也很好，秋冬袜子就穿这款，薄厚刚刚合适。过年了买两包换新袜子迎新年！
胖***林,star5,很好的袜子，已经买过很多次了，运动的时候穿很舒服，而且洗了以后很容易就干了，推荐大家购买，京东物流很快，包装很仔细，没有任何问题
L***8,star5,袜子不错，大品牌值得信赖，尺码标准，脚感舒适，非常自然，没有束缚的感觉。实物和图片一样，一次购买了两件，值得推荐的一款产品。
l***x,star5,穿起来效果特别好，也没有额外的线头，而且这个布料感觉很结实，不像其他的袜子那样穿几天就破了。连着穿了几天之后，这个思念还是非常好，也没有破洞啊，有没有变薄脚感觉也很舒服？没有其他的那种贴入的感觉，推荐购买
-***-,star5,袜子非常好，很高大上，质量很好，看上去就给人一种高级感，价格也合适，京东配送很快，早上9点下单，下午4点就收到货了，日用品京东买，很便捷！
小***啊,star5,袜子厚实，穿的很舒服，回购了好多次了，搭配卫裤老爹鞋鞋卫衣什么的都非常的好看推荐给大家，物流也很给力，希望帮助到有需要的朋友
Z***天,star5,袜子收到了，耐克的袜子是经常购买的，但是黑色的，而且号码像这样大的还是不容易买到的，这次一下买了三双，穿着非常的舒适，搭配旅游鞋感觉更酷
A***n,star5,质量：纯棉白色，做工很好，棉质厚实吸汗。大小：38码脚合适，袜筒略长，到小腿肚子位置。物流：京东物流一直很快，适合急购人群。
东***k,star5,七夕活动买的，颜值高质量好穿着舒服。买过稍微便宜一点的穿着根本不行就得买好的。后来有活动优惠券还主动价保退了差价，体验很好，会回购
可***禄,star5,前天下的单，今天就收到了，对于远在乌鲁木齐的我很是满意，宝贝收到了，迫不及待的打开，等下就去实践一下，袜子很有质感，穿上很舒服，。
j***F,star5,耐克自营是质量的保证，已经买了几次了，确实很好，袜子很耐用的，而且是均码，成年人基本通用的，耐磨，袜底不容易磨穿，所以是很好的商品。
咸***a,star5,挺好的，第一次买这袜子，之前因为太贵了没有买，然后这会忍痛买了?????，袜子也很长，穿起来很舒服………………..
大***又,star5,孩子始终如一的选择，包装完好无损，送货速度很快，质量上乘，体感舒适??！性价比超高??！！值得拥有??！！！
H***毅,star5,质量很好，早上买，下午就到了，物流非常的给力，是正品，非常满意的购物，一直相信京东品质，明天就可以穿着跑步了，很满意
好***浩,star5,袜子的质量很好，吸汗透气不臭脚，穿上脚的质感很棒，不像其他袜子，穿上就不舒服，发货速度很快，一起买了6双换着穿，而且很好搭配鞋子裤子，还会复购的
j***g,star5,耐克袜子，穿着舒适，贴合感强，棉质的材质透气性好又吸汗，很好的一款袜子。本想多买点，怎奈何限购只能买6双，以后还会回购的。京东物流配送速度快，双十一零点抢购下单，下午就收到了，很给力哦。快递外包装完好无损，快递员服务态度好，五星好评。
9***婷,star5,袜子收到了 质量很好 是正品 在京东上购买简直太方便了 冬天穿很保暖 也很百搭 穿上去超级好看 还会回购的。物有所值
打***哈,star5,很好很喜欢不错的，很长，一直回购的，喜欢满意，耐克挺好的，好看，够长了，黑色也耐脏的，好，一直喜欢穿这个袜子、长袜穿着不冻脚脖子
a***游,star5,nike长袜 真的很长 想打篮球的时候穿的 比较舒服 可惜没有棉底的 3双这个价格还可以接受 总体而言很好 京东上买的东西比较放心 快递速度也是杠杠的
a***刀,star5,耐克式耐克袜子简单大方，宝宝穿上酷酷的超帅，价格合理，面料柔软，加绒在南方里面穿两件没问题，非常保暖。菲诗小铺泡沫洗面奶是韩国的一款以性价比闻名的人气产品，针对不同的肤质和肌肤问题提供了5种不同功效的同款洗面奶，可有效改善毛孔粗大，痘痘，出油多等顽固问题。超有古典气息的一款裤子，采用经典的萝卜裤设计，穿着完美的修饰了腿部线条，而且穿着超有气质的哦。
殷***云,star5,袜子很简洁，简单大方。包装完好，三双袜子捆扎一起。手感感觉挺厚实的，品牌是值得信赖的，运动休闲都能穿。京东快递，妥妥的次日达，无可挑剔。
新***贝,star5,一直喜欢耐克的袜子 双十二的活动优惠力度不怎么大 已经回购了很多次 希望活动可以多一些 京东快递速度还是杠杠滴 哈哈哈哈哈
k***9,star5,质量不错 喜欢！一直穿这个牌子 很舒服 也很耐穿！
X***k,star5,很好很喜欢不错的，很长，一直回购的，喜欢满意，耐克挺好的，好看，够长了，黑色也耐脏的，好，一直喜欢穿这个袜子、长袜穿着不冻脚脖子
鸡***腿,star5,袜子收到了，质量很好，穿着舒服，大小合适
董***龙,star5,不错，质量很好，非常的喜欢，每天都穿，还给女朋友买了三双，女朋友也夸这个质量好了，我说当然啦，这可是京东买的质量肯定好的呀！！！
G***6,star5,袜子收到了  穿上很合适  也很舒服  洗洗不掉毛的话再买备用
j***r,star5,质量不错38的脚m码合适配老爹鞋打底裤很不错买了黑白各3双，比较厚
h***8,star5,袜子收到了，赞?大品牌做工质量都非常好??京东自营就是值得信赖的，赞?袜子透气舒适细腻，手感柔软舒服，赞?而且京东还送货上门，京东小哥服务态度很好??
刘***了,star5,质量很好，收到货第一时间打开看了，很不错，很满意正品，买的放心，价钱也是正品，而且价格不贵，用着也很大气，一直在用，很好??公道，满意！不错，喜欢，性价比高，以后会经常光顾
d***d,star5,袜子不错，穿着很舒服，透气，大品牌值得信赖。
h***7,star5,京东快递很好 袜子收到我家娃很喜欢 洗过之后也不会起毛 应该是正品来的
3***m,star5,客观的说，做工还是很不错的，穿着也挺舒服，感觉好像比以前薄了，性价比一般吧！总体来说，也就那样了，配送倒是挺快捷，服务也挺好！
h***哥,star5,很舒适，质量很好，穿着很舒服，很喜欢。和耐克的鞋子很搭！包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买?感谢?
F***风,star5,官方的袜子绝绝子，果然贵有贵的道理，穿上特别舒服，非常透气运动，不需要担心会臭脚也很潮，搭配小白鞋或者是其他的运动鞋非常百搭。
P***y,star5,京东物流超级快，品质有保障！
雨***巴,star5,马拉松遇到降温，年纪大了，不适宜露脚踝，所以买了这个袜子～物流超级快！赶在赛前收到了，袜子很舒服。nice
一***8,star5,质量很好，穿着舒服！相信京东，服务周到，边远地区，也可以送我货上门，而且时间短，收货快。
L***3,star5,耐克产品质量还可以的，6.18搞活动给孩子买的，他非常喜欢，在京东商城购买产品质量放心，价格比较优惠，京东物流第二天就收到了！
-***-,star5,袜子收到了，很惊喜，尺寸正好，质量非常好，很满意的一次购物。我会继续回购的，耐克店家值得信赖，京东物流速度非常快，第二天一早就拿到了！
u***j,star5,大小合腿，质量很不错，今后一定会再来。
j***d,star5,穿几次了，也洗了几次。袜子没有缩水。物流很快，服务态度好。就是这次买的有点小，一次买就买大一号的。很贴合脚面，很舒服很满意。
y***8,star5,非常好看的袜子，质量也很不错，穿着很舒服
叶***2,star5,很不错的一款袜子 京东非常方便 送货到家
L***s,star5,很透气，穿起来很舒服，值得推荐购买，好评！
Y***8,star5,好！非常好！质量好，和实体店一样，颜色正，是我喜欢的物超所值，话不多说，这四个字已经说明了一切物流超级超级快！质量也非常不错，的确物有所值五星好评，非常好！想不到那么快就到了！
D***b,star5,非常满意的一次购物，袜子穿着舒适、美观，透气性好，强烈推荐！
j***k,star5,买的nike长款袜，各种造型搭配都不错，超级推荐，黑白两色都可，一年四季都适合！京东商城的产品品质值得信赖，京东物流一如既往的好评给力！
j***e,star5,很不错的袜子很不错的袜子 是湿润度很好 舒适度很好品质很优 面料很好 松紧度刚好 适合跑步篮球等运动 同时吸汗也很好的
j***3,star5,商品收到了，性价比挺高的，颜值担当，上档次，做工非常的精致，会推荐给身边的朋友
u***9,star5,京东的物流速度真的是超快感觉比在超市买还要方面还要快，儿子穿着觉得很舒服，质量也很不错，不不薄也不后，虽然贵一点，但我觉得值得！
T***y,star5,袜子刚刚收到了，是正品，从京东买东西还是放心，品质质量有保障，袜子穿起来很好看很舒服，经典百搭，适合运动和外出，以后还会回购，
j***2,star5,袜子质量很好，穿起来舒服，好东西！
j***2,star3,袜子较薄，很快起球，
j***s,star5,价格实惠，质量杠杠的，非常好的一次购物，下次还来。
心***福,star5,非常喜欢耐克的袜子，舒适耐磨，透气不捂脚
清***8,star5,耐克袜子质量不错，之前缺货，一直等着这款袜子，终于有了立马下单，收到货没失望，很满意，穿上包裹性不错，配上紧腿裤长T，运动范妥妥滴。
j***w,star5,家里常备的生活用品基本上都是在京东下单，方便快捷有保障还保真，之前买过很多次运动品牌，质量都很好，偶尔遇到问题也都是很快的就解决了
S***笑,star5,袜子不错，大牌子还是值得信赖的，穿着很舒服，小贵，洗洗感觉穿着更舒服，嘿嘿，个人感觉，下次再买长筒的，挺不错的物流很好，快递小哥一直热情服务
李***胜,star5,用了觉得很不错，商品质量好，发货也挺快的，总之就是很赞了
酷***o,star5,趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?
j***p,star5,京东自营产品质量送货速度很快，质量很好，期待下次再买。
j***a,star5,袜子外包装破了，不过快递小哥服务态度超好，收到了穿在脚上特别的舒服，nice
被***天,star5,质量好 纯棉 虽然出脚汗但脚不臭 上脚也舒服 值得够买 京东快递很给力 当日达
A***r,star5,很舒服，穿着去跑步很舒适，洗也很容易，比其他袜子方便很多，一冲脏就没了，穿着也舒服，也不出汗，反正就是推荐，推荐，推荐，下次还会来
h***哥,star5,很舒适，质量很好，穿着很舒服，很喜欢。和耐克的鞋子很搭！
酷***吖,star5,袜子很好 非常暖和 棉质的 很棒 穿着很舒服 很服帖 质量很好 没有多余的线头 保暖透气 不捂脚 物美价廉 官方正品 非常棒 还会回购的
j***Z,star5,特别好，暖和又舒适。找了很多家，虽然便宜，但不如在旗舰店买的放心，再说京东送货又快！点赞！
晚***前,star5,产品质量很好，搭配衣服裤子鞋子都非常好搭配。卖家发货速度很快，产品非常时尚，京东的服务非常好，推荐大家都来购买。哈哈哈哈。
烈***风,star5,无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。
j***p,star5,好评绝对是刷的，薄的很，肯定会起球
D***r,star5,"质量非常好,与卖家描述的完全一致, 真的很喜欢,完全超出期望值,发货速 度非常快,包装非常仔细、严实,京东物流公司服务态度很好,运送速度很快,很满意的一次购物质量很好, 希望更多的朋友信赖京东. 客服态度特好, 我会再次光顾的，发货迅速，态度很好，很满意！很好很好！下次有机会再找你，客服人蛮好的，东东很不错,淘到心意的宝贝是一件让人很开心的事，比心。"
K***u,star5,非常不错，穿起来很舒服，下次会再买。
小***僧,star5,虽然小贵，但是质量很好，穿着舒服，很好看。
