https://item.jd.com/100022571551.html,耐克DM6818-029,100022571551,330.00g,以实际产地为准,DM6818-029,男,2022年夏季
用户名,评分,评论
明***1,star5,这裤子料很舒服，但是因为这个裤边没有封边，洗衣机洗完会有很多的的小棉碎，建议手洗，然后甩干，然后呢黑灰各买了一条，换着穿，比专柜便宜最起码五分二的价格
云***虹,star5,这裤子料很舒服，但是因为这个裤边没有封边，洗衣机洗完会有很多的的小棉碎，建议手洗，然后甩干，然后呢黑灰各买了一条，换着穿，比专柜便宜最起码五分二的价格
娜***念,star5,当时买的时候还在犹豫价格，买来之后还可以接受吧，而且物流到是还挺快的，可以入手正品的，买的放心，价钱稍微有点小贵，说是卷边，具体还不知道呢，看看情况吧，想问一句确定是不能机洗吗？
亮***玘,star5,颜色比图片深，布料挺薄的适合夏天穿，就是有点贵不值2百多大洋
l***2,star5,裤子一直没收到，不知道是没发货？还是快递出了问题？盼回复
小***父,star5,不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，京东快递服务态度好，多次购买了，价格优惠，派送上门，速度很快，值得购买。我很喜欢的宝贝！
吃***象,star5,买的时候看便宜买的 以为版型很一般 到货穿上还不错 150多买的 挺划算的。  而且logo看图片很大 实际到手穿上大小合适 不算特别大
宝***8,star5,京东忠实粉丝。不论日常用品，吃的，还是小朋友的玩具，均在京东一站式搞定。希望京东不负大家的信赖，一如既往提供优质服务！
呼***猴,star5,价格很实惠，性价比很高，算是平价好物，会回购的发货快，包装严实，商品质量非常好，比专柜便宜很多，客服服务态度也特别好，好评
j***f,star5,质量好，穿着舒服，好看，值得购买，好评！
j***Z,star5,好看合身，上身效果好
j***b,star5,还没穿，看着不错，是儿子想要的
j***c,star5,尺码非常合适XL我买了非常喜欢
可***吧,star5,有点薄，但是很舒服
j***b,star5,疫情期间，到的迅速啊，好
康***丶,star5,是正品，穿的很舒服
j***5,star4,bc不错比较满意
骑***n,star5,质量好，款色可以。
j***7,star5,不知道怎么样
