https://item.jd.com/100047448804.html,耐克DV9329,100047448804,200.00g,以实物为准,DV9329-084,系带,短裤,四季通用,男,2023年夏季
用户名,评分,评论
吹***0,star5,包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买?感谢?包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买?感谢?
杨***6,star5,穿起来很舒服，质量很好，L码大小合适我！
m***8,star5,质量不错 手感摸上去很好 穿上去很舒服
吼***-,star5,凉快，透气，薄薄的一层，非常轻便。
t***g,star5,?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！
j***x,star5,物流也很快，衣服裤子也很好
X***0,star5,值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试
平***x,star5,穿着很舒服，尺码也很合适，速干面料，
j***u,star5,买了两条换着穿，很好看
j***y,star5,买大换了一次，京东换货也是超快，取的同时基本就送了新的，不错
h***一,star5,给男朋友买的，面料透气不闷热，男朋友很喜欢????????????????????????????????
笔***霖,star5,发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购
鲸***说,star5,面料类型：面料非常舒服，穿着很舒服。
j***w,star5,面料不错，轻薄透气，穿起来很舒服。
陈***坤,star5,价格优惠，质量保证，达到预期。去店里都没有找到和上衣配套的，价格还高。在这家买很划算。
魂***道,star5,宝贝做工真的非常精细，细节真的棒，爱了爱了
j***9,star1,就这做工，上鬼子当了！
M***c,star5,质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠。
椰***南,star5,短裤真好，很满意，，
M***宝,star5,质量不错，很有弹性，，我爸屁股大也穿的下
勇***头,star5,物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来
l***t,star5,买的东西码数特别合适，客服推荐的码数。
n***m,star5,非常的符合我的要求，穿起来很合适很喜欢
举***9,star5,质量还行，材质很透气，适合运动穿
j***g,star5,值得购买，质量不错，非常好，帅气
u***k,star5,穿在身上挺舒服的，用料很实在
j***e,star5,夏天跑步穿，京东快递送货上门非常方便！
j***f,star5,非常好的一款产品，穿着舒服。
j***p,star5,还不错，退换都很方便 喜欢 推荐购买
l***1,star5,每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去
-***_,star5,不错不错，质量很好，外型好看
H***F,star5,给老爸买的，老爸很喜欢，质量也挺好
瑞***生,star5,超值惊喜活动价格优惠多多质量好品质好喜欢这个牌子
你***二,star5,裤子非常不错，贴身，清爽
j***g,star5,一下买两个，质量非常不错，值得购买
烟***客,star5,裤子穿起来很舒服，第二次购买了
K***生,star5,换了两次号码，最终非常满意，辛苦了
j***k,star5,送给老公，锻炼穿的，据说很舒服
j***B,star5,很好的一次购物体验，还会再来
j***h,star5,儿子一直穿耐克的服饰，大牌子质量很好
-***-,star5,特别特别特别特别特别好看
奶***酪,star5,穿上很舒服 给实体店一样
j***1,star5,非常好，舒适，家人非常喜欢
u***7,star5,裤子还是挺好的很好穿的
j***l,star5,商品质量很好，美观好用
j***C,star5,太好啦太好啦太好啦哦
旅***9,star5,裤子还是非常可以的哈
醉***休,star5,穿着很舒服也很合适！
j***9,star5,版型很好很好非常好。
j***h,star5,一次买了两条，很合身
曌***生,star5,买给老公的，他很喜欢^_^
瑞***生,star5,超值惊喜价格优惠多多质量好品质好喜欢这个牌子
u***r,star5,我的身高体重：身高 174 体重 70KG尺码是否合适：合适实穿感受：舒适
H***z,star5,尺码是否合适：尺码合适面料类型：舒适透气上身效果：帅气
j***n,star5,大小合适，长度还行，现在物流稍慢了。
w***4,star5,还可以，比较宽松，质量还不错，腰身很大！！！！！！！
y***5,star5,质量不错，版型也好看，京东购物方便送货及时服务态度也好，生活品一直从京东购买
k***7,star5,大品牌，6.15活动时买的。速干还不错。
