https://item.jd.com/100016926635.html,耐克DQ3433,100016926635,200.00g,以实物为准,DQ3433-010,拉链,涤纶(聚酯纤维)
用户名,评分,评论
j***t,star5,正品，很满意，中间还有些小插曲，收到货有质量问题，客服态度非常好又给发了一个新的，这次购物非常满意
放***5,star5,商品非常满意，小孩喜欢得很，下次再购
晓***n,star5,快递的速度很快，而且是耐克大品牌。
-***w,star5,款式很好看！！！朋友背着好看
j***h,star5,好看，宝妈被特好，实用，
w***1,star1,刚买2天没看京东，就超过价保时间。吐血。不带这样玩的。
j***e,star5,好用，质量很好，非常棒
扯***单,star5,非常能装。质量不错。
j***i,star5,包很合适，大小很合适
j***0,star5,非常好非常喜欢非常好用
宋***G,star5,用起来不错，孩子很喜欢
k***1,star5,很方便出门带着很实用哈哈
_***道,star5,质量特别好 物流很快
u***p,star5,物流挺快，孩子收到以后很喜欢?
爷***身,star5,正品无疑，推荐购买很哇塞
j***0,star5,物流很快，产品质量非常好。
J***o,star5,商品非常好 非常喜欢 好评
f***5,star5,质量很不错，性价比高，快递很给力
j***b,star5,非常不错的包，京东自营必须正品。
d***m,star5,很不错的包 下次还会买
由***7,star5,有点偏小，只能放个手机，配衣服还是好看的，个人更看重大一点的那个，不过这个价格也便宜一半，可以用，应急什么，换着用也不错，出差不适合
沐***思,star5,包包收到了，挺喜欢的，黑色挺经典的，耐脏，背出去玩还是可以装挺多东西的，容量还是够了，这个大小很合适，当天还有同学问要了链接，还是值得推荐的
j***r,star5,几十块钱的东西，质量还不错，有两个包，可以分开装东西，对于我这样喜欢骑行的人来说，花生，瓜子，方便面，都可以装一点，哈哈
叶***谢,star5,本来是给老公买的，结果自己背了，好看，大小也合适，女生背也可以
w***-,star5,大小比较适中，价格有优惠，适合这个季节背
j***k,star5,一直信赖京东的商品和服务，购物省心又放心。
买***丶,star5,好用，大小合适，以前那个荧光绿胶久了不好带了
煎***主,star4,包包很棒，但是可伸缩带子设计很阴间，整体还可以吧nike一般不会让人失望。
j***j,star5,样子，我挺喜欢的，就是材质感觉不是很舒服的.
j***k,star5,质量可以 做工还行没发现问题 这个价位很合适
x***i,star5,使用方便快捷，运动时尚。。。。。
w***r,star5,东西不错，价格一般，送货给力，快递小哥服务态度好
p***2,star5,不错，儿子喜欢，款式简单经典
赵***勇,star5,不错，容量可，造型不错
我***t,star5,挺大的，可以放一把遮阳伞了
j***1,star5,比实体店便宜，孩子背起来酷酷的。
是***生,star5,好的东西都是这样的感觉真好
咚***妮,star5,东西不错，容量大。还能塞雨伞。120买的。值了
啊***头,star5,包挺大，口袋也多，挺喜欢
可***心,star5,宝贝收到了质量不错值得购买
S***a,star5,外观个人挺喜欢的，个人背着挺舒服。
j***6,star5,挺好的，和想象的差不多
琉***铭,star5,送给别人的，挺好看的
达***y,star5,小巧精致，比较喜欢！
y***n,star5,送人的 看着还是不错的
笑***活,star5,可以，不大不小，刚好，简单大方，
j***p,star5,大品牌！值得入手！好！好！好！好！好！好！！！
