https://item.jd.com/100041102056.html,耐克DJ6106,100041102056,0.95kg,以实物为准,DJ6106-001,男,橡胶,2022年冬季,透气，减震,系带,低帮
用户名,评分,评论
j***2,star5,好看，轻盈，舒服。五一临时上京东看了一下，价格比香港的还要便宜，果断买了。尺码42.5，透气性也不错，这个脚垫的脚感也很特别，是目前买过的最好的一款耐克鞋了。
y***y,star5,鞋子挺好看的，老公很喜欢，一开始买大了，换了小半码，穿着刚好
N***e,star5,很不错，透气舒适，气垫鞋穿起来很有感觉
j***d,star5,鞋质量非常的棒，穿在脚上很舒服，下次必须还要买
y***5,star5,宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！
l***6,star5,这鞋子非常好看，透气，穿起来舒服，
h***8,star5,好！非常好！质量好，和实体店一样，颜色正，是我喜欢的
j***2,star5,很好，符合预期，符合要求，夏天穿很好
b***9,star5,质量很好。很舒服。就是我点大
j***j,star5,非常愉快的一次购物，速度超快，鞋子非常舒服。
好***果,star5,穿着很舒服，很透气，质量也可
k***天,star5,鞋很好看，穿上挺舒服，好看。
吕***东,star5,非常舒服。很薄，透气性强。
y***y,star5,鞋子很好看，老公很开心的穿着上班去了
j***念,star5,选京东，保质量，真品，超舒服。
n***8,star5,日常通勤穿，非常喜欢，也很时尚！
宁***求,star1,穿了三天，跟高仿差不多，一点没有没有读书时代耐克气垫鞋的感觉不值这个价格，198还可以穿着玩，700百多唉?
j***x,star5,质量好鞋子也很漂亮很喜欢的
j***f,star5,鞋非常舒服，服务非常好！
可***夫,star5,鞋很轻薄，适合夏天穿
恋***q,star5,的确很舒服值得购买
h***8,star5,物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档，真是一分钱一分货，贵有贵的道理
j***w,star5,鞋穿着挺舒服的，透气性好，鞋码偏大
g***5,star5,质量挺好的，穿了一段时间没有破损！京东值得信赖！继续支持！
光***路,star5,说实话看的照片，跟真的拿到手的鞋子，感觉确实不一样，跟心里差距挺大。
吕***奎,star5,确认不错，儿子穿上也说舒服！
w***8,star5,大小合适穿着舒服，一直信赖京东
j***i,star5,物流给力，东西完美。实物更好看！
T***u,star5,????????????????????????也不知道还能说什么呢呢呢呢呢呢呢呢呢呢呢呢呢呢，反正才刚收到呢呢呢呢呢呢
j***3,star4,买来送家人的，不知道咋样
j***8,star5,待穿过再评价，效果。
w***p,star5,尺码大小：买正码就行，我买了大半码就有点大了，不过我是为了垫垫子透气性能：非常透气，这是我看重的舒适程度：有些往前倾，前面有点低了柔软程度：舒服，气垫鞋耐克最好其他特色：耐克对号就对了
j***z,star5,一开始买大了一码，后面换货，特别快申请后新鞋第二天就到了。
C***物,star5,鞋子很轻，价格有点小贵
j***l,star3,穿了一天走了八千步就脚掌痛，另外踩到水+瓷砖特别滑
T***6,star1,穿两次破了大洞，无法退货，牛！！！店大欺客！！！客服没人管
j***k,star1,穿了两天，真是扯淡了，硬，而且滑，遇到一点水，就能把人滑倒。。。
u***q,star1,用鞋感受非常不好，下雨天穿特别滑，很容易滑倒，商家态度蛮横，，服务非常差，有问题不给解决，不给售后。再也不会光顾了，真是太差了么，花七百多买的鞋，真的太次了
j***l,star5,物流很快，下单第二天就收到了，很透气，颜色也好看，孩子很喜欢，在~也看了价格，京东上还是最优惠的，质量有保证，售后有保证，喜欢的亲们，可以下手了
豆***_,star5,好看，透气性好，，脚感也很好，京东物流配送很快，配送小哥哥服务态度很好，很满意的鞋子呀，一直都在京东购物，很不错的体验。
E***6,star5,穿一段时间再来评价一下效果了
越***马,star5,非常满意非常满意
u***o,star5,很不满意退货不义
j***j,star1,感觉和相片差很多，穿起来也不舒服，走路很有滑
长***烟,star5,舒服舒服，好看好看
我***川,star5,很帅气的鞋子
l***1,star5,正品，好看
j***8,star5,非常好。
落***灯,star5,很不错
j***e,star5,很好
j***E,star5,可以
j***z,star5,一开始买大了一码，后面换货，特别快申请后新鞋第二天就到了。
吕***东,star5,非常舒服。很薄，透气性强。
