https://item.jd.com/100016961417.html,耐克DM3976,100016961417,0.6kg,以实物为准,DM3976-010,拉链,涤纶(聚酯纤维)
用户名,评分,评论
u***g,star5,京东自营值得信赖，质量也挺好的，但是能不能耐用还得看看用一段时间看看，但是京东自营上买东西还是有保证的，主要是京东自营售后服务还是挺好的
i***a,star5,钩子的做工还是很不错的，整体比预想的还要大一些，侧袋，网兜，内袋，一应俱全，主要还是内袋够大，装上几件衣服，洗漱用品，13寸电脑一点问题也没有。
w***5,star5,出门打球必备包，耐用实用，简单好看的。背起来也很酷，潮人必备。放篮球，衣服，水，完全没问题。很棒，赞
四***泣,star5,我只能说容量是真大，而且包和皮箱不一样，可以变形，这样在装东西的时候就无形中要好装一些，比中型的皮箱装的多多了，而且还能装比较高比较大的物品，很好很实用。
w***7,star5,耐克的这款运动包质感太好了，时尚大气，又很耐用，老公非常喜欢！包的容量非常大，不仅可以运动的时候，放篮球鞋，运动衣，而且一家三口短途旅行，放一家换洗衣服也没问题！关键是有2个独立鞋仓，很方便！推荐大家购买，颜值高，又实用，关键性价比超高，比在专卖店买便宜了很多，买到就是赚到啦！
黑***熟,star5,京东速度神了，第二天就到，和专卖店的一样，价格还便宜，买来装篮球运动装备的，包括鞋子也可以装进去，容量很大，背去球场很方便，衣服裤子往里塞就可以了
j***U,star5,包质量很好，超级大，有专门放鞋的地方。包很轻，可以放球，好几套衣服，鞋子，太大了，可以满足出门的需求。总之，值得买，价格也很美。
隔***o,star5,包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来??(品牌价值大于质量)
j***c,star3,送朋友的、看了一眼我不是很满意…好在朋友喜欢
B***槐,star5,非常的好，旅行用，什么都能装，质量也是非常的好，要是价格能再优惠就好上加好了，京东值得信赖，不怕买到假货，好评好评好评 京东快递也是非常的快
L***中,star5,空间超级大  好几个隔层  实用  适合出门健身都可以  可以放好几天的洗漱用品 衣服什么的 应该是正品吧  质量不错  没有瑕疵 最喜欢独立鞋仓
j***x,star5,背包里面的空间非常大，装衣服非常合适，而且黑色也显大气，背着，手提着也都非常方便，是值得推荐购买的产品，拉锁也多，装东西也多
J***_,star5,国际运动大牌，值得信赖，一包在手，装下所有，多袋式设计，符合国人运动、旅游所需，看似大包、且设计精良，时尚美观又大方，便携式肩带、手提袋、方便轻巧，柔软的面料，上手尤其舒服，简直不要太喜欢，非常满意，大赞??????
i***e,star5,京东自营正品有保证，买的放心用得顺心，物流很快第二天就送到，训练包很大，格层也多，能放很多东西，鞋子也能分开放，出差出游都可以，就是有点薄，其它很满意
K***念,star5,外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力，5星好评，大品牌值得信赖…
霏***狼,star5,送货神速，性价比超高，比想象中的大，设计分层合理，出去运动旅游用最合适不过，希望出更多款式及颜色供消费者选择，下次再来光顾！！
时***型,star5,一口气买了两，京东自营的不用担心真假，跟小孩一人一个，好大一个呀，这下什么装备都放的下了，样式也是百搭，非常好看，价格合适
j***7,star5,物流速度很快，刚下单第二天就收到货了.由于有特价所以到手特别划算.包的空间很大，装衣服装鞋都剩余空间也是绰绰有余，满意！
一***血,star5,大小还刚刚好，一般一周的出差刚好，质量也还好，比较轻便，价格也不贵，缺点是肩带有点勒没有防护的，也不能拆卸，整体来说还是可以的。
Y***5,star5,买来送朋友的健身包，因为之前欠一个人情不知道怎么还，刚好知道他准备换健身包包就赶紧买了，包包很大，干湿分离，里面还有内包带拉链挺好的，因为是送人又另外买了外包装袋一起，挺好的?
c***1,star5,今天刚收到旅行包，包装稍显简易有点小失落但是整体够大适合东西多的出行。打开后发现整体分两层底层有透气网看意思是放鞋的，设计还挺好。整体来说比较满意。
豪***晓,star5,这个包出乎意料的大，跟个小旅行箱子差不多，物流也挺快，调货商品，物流也有保证，质量好，没有异味，大牌子，质量信得过，价格也合适
j***c,star5,包包的容量很大  是正品  可以装很多东西  结合处也很结实不会断  质量非常好  也很好搭衣服  是一个很好的单品  出去玩可以背着
u***u,star5,大小刚好 50 几比较适合高个子女孩子 没打开之前看起来不大 其实很大了 刚刚好 还是防水的 已经期待旅行了！
u***k,star5,包来的很快，质量不错，包也够大，出去携带能装很多物品，物有所值，
勇***敢,star5,收到货已经很长时间了，就是为了使用后的效果，这款包超级喜欢，容纳物品也多，足球一个，足球鞋一双，踢球的球服，饮用水，手机，等等，足够满足自己的需求，质量保证。
W***8,star5,超级好用 袋子的容量很大 可以装的下很多衣服 去旅游的时候背着相当方便 而且还狠轻量 推荐推荐 作为年轻人的第一款旅行包
j***b,star5,包包收到，最满意的一次网购，没收到之前非常担心包包味道大，收到后仔细闻闻没有味道，轻便、美观、简单、大方，非常满意。
染***白,star1,买完就降价 还不给保价
s***8,star5,京东物流发货非常快，包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，包包储物能力也特别强，用起来特别方便。
M***n,star5,物流速度很快，刚下单第二天就收到货了.由于有特价所以到手特别划算.包的空间很大，装衣服装鞋都剩余空间也是绰绰有余，满意！
珊***筝,star5,正品，官网上有此款，孩子很喜欢，功能多，分区多，够大，很能装，质量很好，没有线头，做工精细。
j***E,star5,背包收到了，质量不错，款式也很好看，比我想的还要好，这个价格买到这个品质太划算了，精致，颜色也可以，不是那种很low的款式，质感很好。派送也很快
o***o,star5,很喜欢的包包第二天就收到了但是就不知道到底买贵了没看来看去，几家平台比价最划得来的还是这里了为什么呢新百货有补贴买了不到200慢慢把他家包集齐吧哈哈在店里看到的在这里买质量真的都很好
i***8,star5,帮朋友买的，朋友评价很高，说是质量非常好，容量也大，能装不少衣服出差用刚刚好，而且京东的物流很快，他赶着出差前一天下单，第2天就能收到货。
c***1,star5,小巧的旅行包，非常喜欢，做工也还可以。下次还会购买
h***j,star5,非常大，至少可以装20个飞盘，搞飞盘活动携带方便。
w***c,star5,京东自营物流快，小哥送货上门。包包好看，大气！容量大，拉链开合顺滑，关键是包包的面料是防泼水的，这点超级喜欢，去游泳，去健身用都相当不错，好评！
y***5,star5,非常满意的一次购物，快递小哥非常专业，速度也非常快！非常用心！包包的质量非常好！非常棒！！！
n***9,star5,这款运动背包真的是超级喜欢，而且可以放很多东西，相信耐克的品质，用来给小盆友上各种运动课用的，都能应付得来，分区功能较多！！！
J***0,star5,比较大，去健身放衣物用，很好用。很不错，物美价廉。
配***n,star5,刚刚好，跟实体店一样的，价格还会便宜很多，物流也很快，成功的赶上了老公出差，很能装东西的。
j***h,star5,颜值高，质感很好。背包大小合适，空间很大，可以装很多东西。
京***者,star5,耐克是大品牌，非常喜欢这款单肩包，样子新颖，颜色搭配合理，够大，训练、出差时都可以用。
橙***e,star5,外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！
没***衣,star5,容量很大。质量也不错。非常能装
j***s,star5,打球很方便 可以装鞋装球 水 护具 换的衣服
爱***人,star5,京东真的就是快！！第二天就到货了。给男朋友买的礼物，健身包很大，很实用，他很喜欢。第一次在京东买东西碰到了礼遇季，真的超级划算，足足少了四十多块！！第一单就爱上了京东，有品质，发货还快，价格也很合适！！
z***w,star5,包很大 可以装很多东西 颜值也不赖
a***d,star3,质量一般，尺寸大小很合适。
j***T,star5,非常好用的包，容量很大有独立写仓，而且可以确定是耐克正品，健身放一些洗漱用品保护器械完全足够了，水杯差不多1.5的还能放两个
绝***枫,star5,非常不错，特地选了可以独立放鞋子的，全套运动装配都是耐克。推荐购买
F***g,star5,产品质量很好，买回来拆的过程中，商家包装的很好，很便携。拆起来很方便，确实是健身好友们的福利。产品打开后里面有分层，比较简单，不在担心健身完的湿衣服和干衣服混了。
j***q,star5,这款耐克包容量大，质地很好，喜欢。
烈***风,star5,无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。
时***型,star5,一口气买了两，京东自营的不用担心真假，跟小孩一人一个，好大一个呀，这下什么装备都放的下了，样式也是百搭，非常好看，价格合适
j***o,star5,容量很大，老公很喜欢，和线下同款，而且这上还便宜
闪***g,star5,物流满分?，包装快递满分?，配送员态度满分?，购物让人开心，吃土使我快乐~?????????收到货后试了一下，很不错，质量很好，值得拥有！五星好评！
时***驹,star5,非常大 但是出去玩够用大大大的
s***6,star5,包包非常不错，比较有质感。老公出去旅游，能装很多东西。
a***y,star5,很大，冬天踢球装羽绒服够用了
u***r,star5,耐克手提单肩包已收到，这个大书包容量很大，能装很多东西，价格还便宜不贵
l***c,star5,包的空间非常大，非常漂亮，能装很多东西，，非常满意
周***0,star5,足够大，做工特别棒～～赞一下
j***是,star5,商品质量很好，同描述的一样，自驾车旅游必备的最佳选择。
七***叔,star5,宝宝很好，是想要的可以放下篮球衣服和鞋子。很漂亮。
h***8,star5,外观也可以，适合打球，质量还是很不错的，下次有需要还会再来购买，
s***i,star5,很好看，非常棒！！背上很上档次
u***o,star5,非常喜欢，非常适合，质量不错！
J***1,star5,非常不错，耐用结实，短途出行足够！款式大方
j***t,star5,包的质量非常好，踢球，日常都用的上，大品牌就是不一样，空间也非常大
j***c,star5,质量不错 很能装 满意
肥***猪,star5,一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！
全***乐,star5,很好用，买来打羽毛球用的，很好用，正好把拍柄露出来
j***v,star5,商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~???
马***顺,star5,这个包比想象中的大很多，如果要是有专用的鞋夹就更好了，不错
C***0,star5,质量非常好，尺寸也合适
柔***风,star5,大品牌值得信赖购买，而且容量特别大，可以放下好多东西
山***r,star5,包很大，看着水平也可以。
捂***-,star5,很不错，送给老爸的，放心买～
l***6,star5,用了一段时间，比起其他品牌，使用体验高很多
I***0,star5,包包很好，背着出差远行都可以，挺大的，装的东西也多
T***丶,star5,这质量真是太意外了，实物美美哒，触感很好，很推荐哦~
j***i,star5,非常的不错，体积很大，很结实，外观也好看
u***t,star5,现在才知道京东评论字多些可以翻倍积分值呢，这才知道好评的重要性。这个福利实在太赞了，妥妥的每条都来评论下，赚积分，下次还能抵现金用。评论80个字宇以上，可以得到50个积分，从此我无论买什么东西都会把这个段话复制粘贴下凑够字数，然后再填觉的很棒。现在去超市都少了，大部分生活物品零食都在京东买！速度快是最大优点，要继续保持哦！其次质量有保证，平时在网上假货风险比较大的，从京东超市买的放心，吃的安心，而且包装非常好，还是比较值得信赖的，不用去实体超市买，相比优惠了很多！这次买的都挺满意的，京东值得信赖很好满意！开通plus会员优惠更多更实惠！
愛***恢,star5,大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！
j***0,star5,送给老公的情人节礼物，很喜欢
j***b,star5,背包非常不错，很酷炫
k***7,star5,宝贝产品质量很好，是正品。和页面描述写的基本一致，卖家的客服服务态度从头到尾都很好，快递发货速度超快
焕***奏,star5,包包不错，物美价廉，希望耐用，被耐克的鞋子和衣服伤到了，质量垃圾
j***3,star5,包包很简单，空间很大，出行健身都不错
我***铭,star5,款式很好，干湿分离，这次去就可以给孩子带过去啦
独***阳,star5,可以装很多东西，非常时候出差使用，携带方便
q***8,star5,质量非常好的一款健身包，有独立鞋仓很方便！
阿***年,star5,质量非常好，非常满意的一次购物。客服有问必答，非常专业
猪***1,star5,简单大方，很能装，夏装5套没问题。喜欢
j***D,star5,卖家的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢。
j***f,star5,品牌的信任，质量很好很实用。
绒***盔,star5,在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购
春***-,star5,包很大很能装 也有很多的分层 挺不错的
j***B,star5,"这款运动背包真的是超级喜欢，而且可以放很多东西,相信耐克的品质，用来给小盆友.上各种运动课用的,都能应付得来，分区功能较多! ! !"
4***a,star5,设计精美，做工优良，运送快捷，很好的产品
爱***呀,star5,挑了非常多的产品最后选了这个，大小合适，非常喜欢
j***x,star5,好！非常好！质量好，和实体店一样，颜色正，是我喜欢的
j***x,star5,包的空间非常大，也很结实，物有所值！
j***h,star5,很实用感觉，背着去健身可以装很多东西
j***0,star5,东西非常好实用，快递第二天就送货到家。点赞
A***t,star5,很好，发货很快，价格公道，对象很喜欢
H***x,star5,包包质量很好 感觉是正品 就是等了好久 物超所值
进***哥,star5,商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~
a***9,star5,非常完美的包包，很喜欢，质量不错
天***A,star5,客服服务好，物流速度快，东西很棒，容量很大。
j***8,star5,绝对是最开心的一次购物，店家服务态度很好，售后也是
C***2,star5,不错，很大很能装，外观大气
古***中,star5,尺寸够大，适合夏天出差用，分类很细
j***G,star5,这个包真的是很大而且质感很好 特别满意
d***s,star5,不错，东西很大很能装，价格也便宜
c***9,star5,包很大，能装很多东西，很实用
g***8,star5,包包作料很舒服，健身时背上一双鞋，一套衣服很方便！
金***购,star5,非常好，球队朋友推荐的。
谢***o,star5,超出预期的满意特满意，推荐给喜欢的男生
-***夕,star5,包包不错，而且买这个包包京东还送了国窖1573的酒……太幸运了
l***8,star5,收的不错 比较喜欢 质量也很好
疯***啊,star5,容量很大，干湿分离的布局也很好
j***c,star5,包很大，质量不错，下次继续购买
L***3,star5,不错的，容量很大，一身衣服两双鞋绰绰有余
k***7,star5,发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……
h***u,star5,送给孩子老师的礼物，也没见到啥样子，估计很好看吧
j***m,star5,不错，很能装，质量也不错
花***楼,star5,包包很好，大小合适，绝对的物有所值！
赫***比,star5,出去旅游，外出，都非常方便，可以上飞机。
阿***6,star5,小礼物 但是实用朋友很喜欢。
伏***-,star5,很实用健身 出差啥的真不错
登***瞪,star5,包可以，非常结实，容量非常大
j***e,star5,很大很能装，球鞋篮球都没问题
雄***克,star5,质量很好，到手很快，超级能装。
j***V,star5,背包质量很不错，容量也很大
透***1,star5,包特别好看，真的不错，质量又好
是***3,star5,价格实惠，看着很能装。
独***6,star5,东西不错，质量很好，外观漂亮
l***k,star5,很好，用了几次了，推荐购买
j***d,star5,非常好。大小也合适。618就买了这个包。
m***c,star3,东西一般，可能和价格有关吧，放鞋的袋子设计的很小。
j***y,star5,包很大，能装许多东西，好评！
H***w,star5,很好，值得购买，质量不错。
j***g,star5,很好看，质量也不错，可以可以
牵***行,star5,超级大，比想象的大的多，两个的运动换洗随便装
j***8,star5,超级大，两个篮球都能装进去
t***l,star5,很实用，空间很大的包包。
j***s,star5,质量很好，适合健身携带。
z***l,star5,很好用，容量很大，不错
p***r,star5,物流很给力，大小正合适。
鬼***霸,star5,空间很大用起来还是非常不错的
惊***传,star5,非常大，质量也非常不错
f***-,star5,容量超级大，能装好多的东西
x***浩,star5,很大的包包背着也很舒服帅气
妖***跑,star5,宝贝收到，物流很快，描述相符，比较满意，好评，推荐
青***y,star5,这个包我非常的喜欢，非常不错
j***r,star5,大小合适，很好，值得推荐
l***8,star5,物流速度很快，包质量也很好
j***g,star5,质量很好没得说，厚实
j***8,star5,很不错，比想象中的要大很多。
t***q,star5,很好精美容量大，很适合旅行
u***y,star5,东西不错，物流挺快，质量很好。
朕***厨,star5,桶包很不错，可以装很多东西
j***0,star5,非常的不错，比较喜欢的包
j***9,star5,质量很好的包包，又轻又大，推荐给大家
j***k,star5,太好了太巴适了太不错了
山***a,star5,包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，包包储物能力也特别强，用起来特别方便，主要是这个次日达解决了我大问题！！！
j***a,star5,比想象中的大好多哦 不是很满意哦
j***4,star5,包包很帅 男朋友很喜欢
j***4,star5,很大很方便很不错拜拜
雨***0,star5,大小合适质量好很满意
u***y,star5,很好，款式用料，，，
卡***纱,star5,很好 符合条件可以接受
j***o,star5,这个包包坐飞机很方便
D***白,star5,不错的，跟店里一样，很大
P***m,star5,非常完美，和我想的差不多
t***4,star5,容量超大，性价比很高
宏***l,star5,不错，很棒。哈哈哈。
一***-,star5,给老公买健身用的，很喜欢
j***a,star5,包包很实用很结实很好
y***0,star5,大品牌，质量非常不错！
李***叔,star5,挺好的，不错，非常好
j***i,star5,背起来感觉相当不错。
m***8,star5,京东买东西还是很放心的
w***5,star5,质量很好，价格不贵，期待能耐用
j***Q,star5,包包容量很大 很nice
u***a,star5,非常好用解决了问题
梦***者,star5,空间很大，质量还不错，适合出行
