https://item.jd.com/100045271540.html,"['卡萨帝CAS3512FCA(81)U1', '100045271540', '15.5kg', '中国大陆', '键控/遥控，APP操控', '一级能效', '变频', '抗菌，除菌', '壁挂式', '冷暖', '1.5匹', '自清洁']"
用户名,评分,评论
j***1,star5,非常好，很漂亮，做工精细，制冷效果特别好，安装师傅服务态度也很好，颜色漂亮大气上档次，还有防直吹的挡板，很人性化，遥控器也很不错，是两层的。功能多多。家人都很喜欢。
白***翼,star5,颜色特别漂亮，4700+抢到的，家里人都特别满意，质量也是杠杠哒很满意，希望能耐用，也会多介绍朋友来买
雪***城,star5,外观干净漂亮，做工很不错，没发现什么瑕疵，安装师傅很快就上门联系安装了，颜值很高，自加项目收费合理，制冷效果很好，大爱！
j***d,star5,外表感觉就是不一样，非常高级，安装服务人员给人感觉也不错，到货和安装约在同一天，让我不用太麻烦，声音也安静，第一次购买卡萨帝，给我感觉很棒！
常***8,star5,家里的家电都是京东选购，客服服务特别好，上门送货之前提前电话沟通。 送货之后安装师傅马上来安装。速度快服务好。安装后售后还有电话回访，特别满意的一次购物。
l***8,star5,不错的选择，安装的师傅很专业。而且这个空调声音很小，制冷很快。之前看了很多品牌。卡萨帝这个品牌不愧是一个高端空调当中的领军产品。
小***子,star5,空调狠赞！！非常满意！箱子完好无损，包装很精致，商品没问题。发货速度真的很快，快递送货很及时，关键是这个价格很划算。味道也不错，价格比超市便宜了好多呢，太开心啦。！！
叽***Z,star5,外观简单大气 非常漂亮 做工很不错 没发现什么瑕疵 安装师傅很快就上门安装了制冷效果很好  表扬售后思月客服 回答问题很积极
j***7,star5,一直都是卡萨帝的粉丝，三年前买了同系列产品，使用体验很好，再次回购。本次安装师傅认真服务，态度不错，也值得点赞！
S***o,star5,618看到凯撒帝空调有活动，买了一台回来试一试。拆开内机一看，颜值很在线，外机也是高端黑色。安装师傅也非常的专业敬业。安装完毕以后打开空调，空调噪音非常的小。满意的购物体验。
j***s,star5,卡萨帝不愧是家电高端品牌，空调高端大气上档次，非常智能，外观也很好看。物流和安装都很给力，认真负责。卡萨帝是值得信赖的品牌，可放心购买。
y***9,star5,卡萨帝空调款式都非常新颖高端，尤其是银河系列。空调外观很好，冷风出风速度很快，静音。而且智能语音控制比较好用。
u***d,star5,空调收到了，次日达，到货很速度，到了之后师傅立马给安装了！开了两天，体验非常好，声音比较静，外机也比较静音，最主要的是防直吹，不会导致不舒适，而且一级能效用电很省！我发了几个电耗表，大家可以参考一下，真的一分价钱一分货，想买的赶紧冲！特别表扬下客服思月，服务非常好，有耐心
l***e,star5,以前都是海尔的，这会试一试卡萨帝，安装完是挺漂亮的，期待以后的实际使用效果，希望一如既往的好。师傅很认真，物流也很快，没得说，相信京东的品质。下次还会再来。
M***轩,star5,炎炎夏日，正好赶上新生命诞生。感谢京东的推荐，选择了这款卡萨帝空调。空调性能非常好，十分贴心，正好用在婴儿房。超静音无风感是真的好用！安装师傅们非常专业！服务非常到位！家人非常开心，感谢京东！！！
h***8,star5,发货很快，安装也很专业，使用起来非常满意，卡萨帝值得信赖，618买到的也很便宜，总之非常棒的一次购物！
j***w,star5,就是很好看呐 因为家里客厅用的双子极光觉得还不错 所以卧室又买了这款 用app操控很方便 感谢思月 很用心
泠***曦,star1,一星给安装空调的老师 你一个专业的推荐我妈装成这样 合适吗？
不***耶,star5,618看品牌搞活动买了一台试试，拆开颜值不错，给爸妈买的，外机黑色的，高端，安装快速，师傅敬业炎炎夏日及时安装
j***T,star5,真心不错，制冷效果确实不错，就是声音有点大，不过总体还是很不错，夏天用着真心不错，主要价格能够接受，租房子住的空间不大，制冷效果可以，要是房子大不建议购买，物流速度有点慢，我买的时候正热，那时候确货，总体来说是一次满意的购物！
t***2,star5,空调已到货，京东就是快，赶上618优惠购入的家里第三台卡萨帝空调。还没开始安装，但是迫不及待就评论了。卡萨帝的空调外形设计前卫，制冷制暖迅速，质量可靠，夜间使用睡眠模式静音效果突出，还能使用手机控制，是一款不错的空调产品。
甘***n,star5,高端大气上档次，家里空调坏了，这不新安装了一个卡萨帝！对于北京这个40度的天儿真是及时雨！太凉快了！
j***K,star5,看了很久，才确定下单，第一天下订单，第二天就送到，第三天就安装，师付安装认真，很有耐心，服务一流。空调试用后，冷，热风来的也挺快，而且非常静音，款式也令人满意。
西***根,star5,外形外观：造型真的很好看，柔和又不失品味，个其他空调造型和颜色有明显的不同。冷暖效果：很快，我都觉得没铺热的过程。静音效果：听不到有什么声音 很安静节能省电：肯定只着一级能效买，我听客服跟我说，制冷3-4小时一度电，真不错！送货安装：卡萨帝这个7星安装真是没得说，一会儿上图 安装的很棒！而且还有空调洞全密封和空调管美化，啥也不用担心，又体验了一次一分钱一分货的滋味！
4***1,star5,卡萨帝空调，世界名牌，国际高端品牌！质量好，价格实惠，外观漂亮！紫色外机，与众不同。大风量，满足快速制冷制热。节能省电，很静音，非常满意！
东***雨,star5,外形外观：外观挺时尚的，非常不错，非常值得购买冷暖效果：制冷效果非常好，非常不错，挺好的静音效果：非常近，非常不错，挺好产品特色：产品非常有特色，卡萨帝的品质应该是非常好的，非常值得购买
昨***8,star5,第一次买海尔的高端品牌——卡萨帝，送来好久了，一直天气不好以及我上班没有空，推迟了一个星期安装，今天下午约到师傅来安装，师傅准时来到，安装得不错，很专业，抽真空抽了15分钟，之前的格力空调就没有抽真空，这次师傅很不错，还吊绳帮忙在外墙堵胶泥，五星好评！
鞍***1,star5,各方面都很不错，满意的购物，安装迅速，预约响应快，活力力度很大，外观高大上，颜值超高，物流快捷，包装完好，京东买东西，果然神速，摆在家里很好看，强烈推荐，给设计师加鸡腿，性价比无敌，迫不及待地用了一次，早上收到，很喜欢，下次再来，很成功的一次网购，设计简约，大气十足，颜色明亮，质量棒棒的，不要犹豫了这家店还好吧
w***8,star5,外形外观：很好看 颜值很高的 非常喜欢没有白等冷暖效果：效果很好 特意开了一会好暖和静音效果：外机没有什么声音 噪音很小 基本听不到什么声音安装师傅 服务很到位 每个环节都很细心安装 很欢喜
我***娃,star5,外形外观：与装修风格很搭配总体还不错静音效果：音量还可以节能省电：省电效果还可以产品特色：颜色还可以送货安装：还不错，颜色喜欢喜欢喜欢喜欢喜欢
h***谓,star5,这款挂机下单两台，送货准时，安装快，安装师傅使用讲解详细，空调颜值高，工作时几乎没有噪音，卡萨帝值得推荐
6***6,star5,空调收到了。才买第二天就送到。就是装空调的有点多。推迟了一天来安装。其他都很顺利，空调用着也没有什么问题。先使用着看吧，制冷效果挺好。
守***杨,star5,外形外观：精致小巧 实物颜色更好看冷暖效果：效果明显，屋里温度很不错送货安装：师傅安装很好，推荐服务质量：五星好评
请***万,star5,空调颜值没得说，不管是造型还是实用性都很赞！尤其是黑色的外机非常博人眼球，安装师傅很敬业，服务态度也很不错.
3***3,star5,以后只买京东，终于拿到啦，好开心，工作起来声音不大，以此鼓励终于收到我需要的宝贝了，很开心我能拥有，比家里其他牌子的好太多，买买买大家一起下单吧，真的非常好，随时关注NE，颜值超高，很喜欢，颜色正，外观设计感强，手感不错！，时尚的外型，满足不同的需求，配送很快，安装也很专业，这款正合适，挺好的，我也一直用这款
不***i,star5,外形外观：颜值可以说是非常nice了～最最好看的空调没有之一！冷暖效果：制热制冷都非常快！而且温度控制出色～静音效果：晚上睡觉根本没有声音～完美～节能省电：一级能耗必须没问题产品特色：智慧语音不错送货安装：师傅非常尽心尽责～
R***2,star5,外形外观：非常上档次，比一般的白色空调好看太多静音效果：试用了，非常静音节能省电：一级能效没的说产品特色：非常搭配我的装修风格
夜***风,star5,外形外观：白色外饰，漂亮，大气。冷暖效果：制热效果挺快静音效果：静音效果不错，基本听不到声音。节能省电：非常省电，送货安装：京东快递就是快，送货到楼上，安装人员很专业，师傅服务态度非常好。服务时效：服务没得说，从送货到安装，不用用户自己去联系，都是京东这边联系的。不管是产品质量还是服务质量都非常高！
f***9,star5,外形外观：是酷炫的。比白色的好看一些。耐看哦。冷暖效果：还不错，制冷效果很强。暖气还没试过。静音效果：可以，基本没什么声音。节能省电：很省电。不在家里也会开着除湿。送货安装：服务不错?? 快速产品特色：除了颜值在线，使用感也不错的。
听***y,star5,外形外观：外观就没得说了，高端大气上档次，冷暖效果：风口很大，空调一开立马就过来了，静音效果：刚开始风肯定都比较大，等温度降下来慢慢声音就小了节能省电：新一级能效，很好，价格实惠。产品特色：海尔高端机就是不错，黑色外机与众不同，内机也很上档次，送货安装：一下子买了三台，而且在高层，安装师傅累坏了，不过工作还是非常认真的，很棒??！
慧***敏,star5,外形外观：简单大气，非常漂亮，外机也很好看，是很罕见的黑色冷暖效果：制冷制热功能非常好～也别好的是静音模式安装师傅也很赞
4***1,star5,卡萨帝空调，世界名牌。内机外观漂亮，设计精美，外机深紫色很带劲，一看就是高档货！装到墙上很吸引眼球！内机分区送风很人性化设计。超大出风口，制冷快，噪音很小。整机十年免费保修售后有保障。
j***2,star5,有档次，风很柔和，没有什么噪音，送货快，安装也快!特别满意!
H***6,star5,吹起来非常舒服，风也很轻柔。在西安44度的天气，真的爱了这个空调。房间温度高，小u也会提醒开启空调
j***e,star5,颜色很喜欢，声音很小很安静，风力柔和，制热制冷速度快。
j***c,star5,外形外观：外观超级前面，香槟金颜色看着很高档！而且非常耐脏！冷暖效果：制冷速度很快，风力大，非常凉快！静音效果：内机和外机的声音都很小，不影响睡眠！产品特色：十年保修，没有售后之忧，安装速度快，非常满意！
周***猫,star5,柔风效果：出风真的很柔，风确实有，给你的体感特别好送货时效：送货嘎嘎快，特别是指定时间安装时效：安装师傅很给力，真心为客户着想服务质量：嘎嘎好！特别感谢思月客服，很热情，很耐心外形外观：外观精致，大气，紫色充满了神秘感，特别漂亮冷暖效果：压缩机启动特别快，效果很明显静音效果：关上窗户，几乎听不到外机的声音，静音效果属于相当不错了
j***生,star5,外观看着非常美观、大方，制冷效果超级好，静音效果非常棒
李***0,star5,制冷速度很快，重点吹起来，不会感觉让人很冰冷！吹出来很自然凉爽！很适合家人使用！??
s***u,star5,发货很快，智慧空调，安装很及时，语音对话调控很方便，质感没得说。
P***r,star5,品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢，而且这个卡萨帝的风感很舒服  类似自然风  不会直吹，风吹到身上很舒服
j***c,star5,空调很好@颜值很高，吹出来的风是很柔和的暖风。不干燥。很喜欢。客服也很好，温柔亲切。
1***0,star5,外观设计非常时尚，颜色非常酷。冷的非常快安静性价比超高。
j***9,star5,非常不错的一款空调，风吹出来都是很舒服的，效果也很好，颜值直接拉满，下次还会回购的。
z***n,star5,京东太方便了，第二天送货，第三天安装。机器很高档，制冷很快，声音小，黑色的压缩机很酷。安装师傅很专业，服务态度非常好，有耐心，是很好的购物体验。
j***c,star5,双十一购买的空调，外观很好看，家里装修一次性都在京东购买了，送货快，安装省心！放在卧室使用，样子很满意，土豪金的颜色很奢华的外观！遥控器也很新颖，带一个盖子，可以防止平时进灰尘！空调静音效果也很好，几乎听不到噪音，制热速度很快，卧室面积小，一会功夫就暖和了！效率挺高的，空调是一级节能的，省电安静！家人都很满意！
j***C,star5,很喜欢的一款产品，颜值超高，功能也很适合我们，售后思月服务很周到，贴心！
y***s,star5,空调收到了，外观很漂亮，是我喜欢的款式，材质也不错，吹风不会直吹，风量很柔和 很舒服，还可以杀菌去除pm2.5
守***杨,star5,外形外观：颜色好看 很心动?静音效果：声音很小效果很好服务质量：满分推荐
j***a,star5,外观大气！送货和安装的师傅也非常专业。功能齐全，对比了格力感觉性价比上还是卡萨帝高，期待卡萨帝大品牌带来舒适绝佳的体验感??！
j***0,star5,外形外观：新颖  漂亮冷暖效果：制冷快静音效果：安静柔风效果：风非常柔和送货时效：按时安装时效：准时服务质量：服务非常好
正***年,star5,好看好用，可以直接和空调语音交互很方便，语音识别也很灵敏，多个出风口可以不直吹人体，很实用，声音很小，制冷制热效果很好。
炸***吃,star5,卡萨帝大品牌，压缩机质量好，外观感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，东西质量非常好，发货也挺快的，总之就是很赞了商品质量不错！空调细节、品质、做工都非常好，发货贼快，快递也给力！制热制冷效率都非常高，静音安静节能。
週***颺,star5,第一次买卡萨帝，不愧是大牌子高端品牌性价比，用了几天来评论的，制冷效果很好，下次再来购买
钇***墨,star5,第一次买卡萨帝的空调，妈妈非常喜欢，除菌也非常好，可以连手机操控，外观也超级喜欢，制冷也不是刺骨的冷风，以后再也不买格力了，只买卡萨帝，不愧是海尔的高端品牌。
j***1,star5,空调非常舒适，很多功能，凉而不冰，体验感不错，安装师傅很负责任，下一台还买卡萨帝的。
A***7,star5,空调机器很重，用料非常结实，金色机身棱角分明颜值很高，外机黑色很重，一级能效带紫外线杀菌，大品牌值得信赖
j***v,star5,到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物
囍***越,star5,外观时尚  大气，静音效果：声音柔和送货安装：送货 安装都很及时
j***e,star5,卡萨帝空调就是有档次，质感和颜色家人都很喜欢，功能多样，智能方便
欣***然,star5,空调已经安装好了，外观很大气，声音很小，制冷快，吹出来的风也不硬，还支持手机控制，很方便，每天下班回家之前就可以把空调打开，家人都喜欢。
正***年,star5,颜值很高呀，语音交互也很方便，好像有点灵敏过头了，我在客厅随口说了一句小优小优它就反应过来了哈哈哈哈，底部出风口不直吹人体很实用。
j***J,star5,很漂亮和具备科技含量的一款空调，制冷很快、可语音控制，还可以连手机放音乐、听喜马拉雅，风比较柔和，不是那种冰冷冰冷效果的空调。
东***啊,star5,这款空调实物比图片上看起来还要好看，简直惊艳到了，安装师傅态度非常好，空调运行声音非常小，制冷效果给力，非常满意，必须全五星好评
j***b,star5,外形外观：外形较为时尚！挡风板较大，有种防直吹的效果！静音效果：1.5p静音效果非常不错，内外机噪音控制的较为满意，平时对空调噪音较为挑剔，但卡萨帝的空调，已经满足自己都要求。冷暖效果：制冷效果尚可，降温速率没那么快（可能是海南大中午（第一次使用），气温较高的缘故），但是恒温效果非常不错！精确至0.5℃。节能省电：至于是否省电，暂时无法给出答案。看能效比应该是不错的！送货安装：速度一流，卡萨帝服务+京东服务=100分！产品特色：一年享受两次空调清洗服务，服务必须满分！
1***8,star5,这个空调买的相当满意，这个颜色外观就特别好，跟普通空调完全不一样，特别大气，制冷效果也特别棒十几平米的屋子，有几分钟温度就降下来了，而且这个空调可以左右中路出风，特别方便，不只吹床，外机是紫色的，特别明显，特别突出，跟其他邻居的完全不一样
j***b,star5,卡萨帝的指挥家看了很久，空调非常好看，物流发货非常快，安装也是积极响应，师傅技术也是非常的一流。一次不错的购物。
偶***失,star5,北京家里安装了2台，老妈想给家里安装空调，又选不定，果断京东下单，省事又便捷。虽然是西安调货有点慢，但是师傅安装很及时，希望爸妈用的开心。卡萨帝值得拥有，赞赞赞！我家全屋卡萨帝???
a***r,star5,外形外观：首选就是因为品牌和高颜值，其次是升级十年整机保修，有保障，家里买了三台同一款，颜色和家里家电同色系，都是卡萨帝，APP都可以统一操控，整体也比较配套，制冷比较快，还有静音模式，而且还可以关闭灯光，很实用，刚开始使用，后续好用会来追评！冷暖效果：制冷很快静音效果：有静音模式，不错
京***4,star5,卡萨帝，很自信地自称国际高端家电品牌，冲着这个自我明标和海尔大品牌，年货节下单了这款，前段来师傅收旧空调，今天安装完毕并用上了。外形美观简洁，立体感较强又显圆润顺滑，视觉效果不错。冷暖两用，一级能效，性能满意。开启后动静不大，静音效果也好。京东平台、京东物流、拆旧师傅、安装师傅相互衔接不错，一环扣一环，在标明时间内装好，尤其是安装师傅挺敬业的。
J***g,star5,果然不负所望，外观设计时尚，性能稳定可靠，制冷效果好，几乎无噪音，舒适度非常满意，值得拥有。
守***杨,star5,产品特色：卡萨帝值得拥有送货安装：师傅很给力，高空作业厉害??服务时效：速度很快 给力支持
j***i,star5,看来看去最终选择了卡萨帝空调，收到货发现还是物超所值的，外观很好看比较百搭。安装师傅也比较负责，隔日一大早就来安装。家里电器几乎都是卡萨帝的使用还是比较省心的，希望空调的后续使用一样可以顺利。
请***o,star5,空调收到了，制冷效果很好，外观也很好看，京东自营值得信赖，售后安装也很给力，服务很到位。
j***5,star5,静音效果：很安静冷暖效果：不错，自然风外形外观：好看送货安装：及时，安装师傅专业，客服诗语态度很好
曾***怀,star5,空调家里一下买了两个，一个金色的，一个白色的，装上去很美观，设计有高级感，空调性能也十分不错，几乎没有什么声音的，十分不错，很推荐购买
想***蓝,star5,外形外观：整体看起来非常大气、漂亮，黑色外机非常炫酷。冷暖效果：制冷效果很快，而且可以0.5℃调整。静音效果：空调运行起来声音非常小。节能省电：新一级能效，省电也省心。产品特色：智慧语音系统，人机对话非常的方便。送货安装：送货速度特别快，安装也特别迅速。特别表扬客服诗语，特别细心，有什么问题都能快速告诉你。
j***g,star5,安装师傅态度特别好，卡萨帝的这个空调真的很漂亮，终身质保，而且大品牌，质量高端，服务上层，特别感谢客服的细心讲解，也特别感谢质量人员层层把关质量特别好，再次感谢送货服务和安装人员，按照客户意愿进行发货时间调整和安装时间调整，特别认真负责！下次还会光顾的！
C***噜,star5,实用性和颜值都非常的赞，颜值很高，外机重量十足，变频电机省电节能，制冷快风量足，空调十年质保，售后方面有保障可以放心用。
古***车,star5,外形外观：靓冷暖效果：好静音效果：静音节能省电：新一级产品特色：新颖送货安装：服务到位送货很快，安装师傅服务好，很尽心尽力帮忙安装，夏日炎炎顶着大太阳工作，安全措施也很到位，空调比较大，师傅也很耐心安排如何安装最好看最舒适，售后服务态度也很棒，强力推荐购买！！
F***x,star5,哇～超级高大上的空调，颜色外观很有质感，跟我家窗帘杆好搭，哈哈。防直吹，家里有小孩，这个功能很好。还能语音呼唤小U控制，爱了爱了。
点***号,star5,外形外观：造型设计很时尚，很有设计感。冷暖效果：制冷很快静音效果：超静音
o***o,star5,相信卡萨帝的品质，空调看上去很高端，特别感谢下售后诗语，服务态度好，安装师傅很专业。
u***8,star5,第一次在该店购买产品，货已收到，非常漂亮。这次购买的海尔高端系列，卡萨帝空调，很安静，手感也很好。制冷效果绝对，非常满意的一次购物，下次还会再来谢谢?
D***2,star5,无意中发现这款产品，一眼就爱了，用了两次，效果很好，制热很温和，没有燥热的感觉，工作时几乎听不到声音。安装师傅很负责，把其他因素都考虑到了并告知，安装完成后，还很热心的帮我解决了别的问题，大大的赞???
4***1,star5,卡萨帝空调，世界名牌，质量好，价格实惠，外观漂亮，设计精美。非常节能省电，很静音，几乎听不到声音，非常满意。买家电上京东！
