https://item.jd.com/4746476.html,"['京鲜生进口红玫瑰苹果', '4746476', '2.1kg', '新西兰', '皇后', '75mm-79mm', '控温', '进口']"
用户名,评分,评论
東***仔,star5,新西兰皇后红玫瑰苹果第一次买这个，样子真的好看，质量也好，也甜，味道算不错了，不过还是没有我去香港超市买的小苹果好吃，真的很久没吃到那个味道，又甜又爽口。看到京东有这个牌子，主要是自销的没这么多假货才买，主要试一下味道怎样。也比较不错了。支持一下吧。
x***p,star5,京东的这个进口苹果很不错。苹果富含矿物质和维生素，是经常食用的水果之一。苹果种营养成分可溶性大，易被人体吸收，故有活水之称，有利于溶解硫元素，使皮肤润滑柔嫩。
枫***p,star5,物流很快，第二天就到了，送货上门，态度也很好。东西收到了，质量不错，总体不错。京东的质量还是值得信赖的，一直都是再这里买东西。
佐***琪,star5,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多
深***6,star5,京东自营的自来水管质量非常好，原装进口产品，质量值得信赖，京东的价格也很优惠，希望能够长期在京东购买到此类产品五星好评。
风***-,star5,水果很新鲜空气都是香的，果然好水果好产品，包装吐糟一下吧，送过来坏了一个洞洞找客服人员理赔服务态度很好?，送人推荐这家产品
j***e,star5,苹果包装很好，不易损坏，又保鲜。此苹果买多次，口感很好。由于苹果品质好，而且新鲜所以能冷藏较长时间都不坏。物流速度很快，服务好。
j***d,star3,被恳了吧 只能说自己笨 活该
j***2,star5,非常好吃的一款苹果，孩子特别喜欢吃，苹果个头不大，新鲜、脆甜，几乎没有酸味，还有带一点玫瑰的苹果香味，小贵但好吃，经常买给孩子带回校吃
水***宝,star5,物流速度很快，早上下的单子，下午就到货了，送货速度很快，第一次尝试买这种苹果，看上去挺不错的，价格有些小贵的，但是打开箱子香味迎面而来吃起来口感微酸清甜果肉爽口，值得购买哦！
小***8,star5,这款新西兰萍果口感很好，京东自营买着放心，性价比高，发货神速，今天上午下单，下午送货上门，家里水果基本都是在京东自营店购买，感谢京东的美好服务
阿***-,star5,太好吃了 送长辈送闺蜜送孩子都可以 颜值很高 味道酸甜 物流很快 没有坏果 有一丢丢小贵 6个就60多 个头也很小 再便宜一点更完美
x***6,star5,苹果超赞，虽然个头小了一点，但是味道还是很正的，希望将来有机会能再进一点个头大的，非常脆，这方面新西兰红玫瑰没得说，真棒！
c***y,star5,超高品质的进口水果，大小正合适，早餐水果的首选！甜酸度正正好，口感十分爽脆！绝对可以五星好评?????一定会反复再次购买！
惊***东,star5,口感爽脆，包装很好，东西质量很好，物流很快，客服态度很好，性价比超高，非常满意的一次购物，值得信酪1
Y***珠,star5,好新鲜的新西兰皇后红玫瑰苹果，打开一看特开心。不愧是特级果 ，每箱8个 单果130-170g 脆脆甜甜，真心好吃，京东物流好棒，很满意的一次购物。
d***a,star5,货物已收到了品牌值得信赖的。不是第一次买了，这个牌子的果子味道不错，口感不如栖霞、阿克苏苹果，倒是香味很好。孩子喜欢吃。
r***n,star5,京鲜生的这个苹果非常好吃，新鲜美味，脆甜可口，孩子非常喜欢，一盒6个，京东的商品发货块，配送服务很好，到家商品完好，非常满意
j***F,star5,京鲜生品牌的产品，都质量很好。这款新西兰皇家姬娜苹果6粒装，单果重量在200g左右，味道足，酸甜适度，苹果味道一直到苹果心都非常好。
g***p,star5,买佳沛奇异果送的苹果。酸甜度刚好，没有酸涩的口感，到货外观无损坏，水果很新鲜。京东送货很快，下次还会回购的，买水果习惯上京东。
j***c,star5,京鲜生新西兰皇后红玫瑰苹果，是来自纯净大自然产地新西兰，打开盒子苹果香味迎面扑来，红彤彤的苹果非常好看，苹果香嫩脆甜，酸甜多汁，不错。
j***F,star5,多次入手，非常喜欢京鲜生这个品牌，其他产品也很好。新西兰皇家姬娜苹果6粒装的加力果，质量可靠，每次都很好单果180-230g，大力推荐。
j***3,star5,自营的物流配送很给力，收到货时，完好无损，每个果实都很饱满，没有腐败变质，生虫子的，一口咬下去很脆爽，酸甜度也适中，都放到冰箱里也能长期储存。
j***u,star5,京鲜生新西兰皇后红玫瑰苹果 特级12粒礼盒装 单果重130-170g。每年这个时候必吃新西兰红玫瑰苹果，酸甜清脆，非常好吃，爸妈喜欢
b***z,star5,京东自营进口水果，京东自有品牌京鲜生，新西兰进口，皇家姬娜娜苹果，2.6kg装 ，一级果， 单果130g-170g，今年刚刚新出的新鲜苹果，非常新鲜，现在即刻吃有一点酸，放一放再吃，应该味道更好。
w***7,star5,很新鲜、很甜、很脆！价格也是很便宜！基本一年里就吃这种苹果，从安全方面考虑吧，虽贵一点但放心。京东自营商品就是好！
k***g,star5,这个苹果口感很好，水水甜甜的，趁着活动买了一堆水果。这下可以吃好几天了。京东自营的商品好，物流快，送货上门，明智的选择。
j***5,star5,皇后苹果12粒礼盒装苹果虽小，但是很新鲜，汁水很多，味道也很好。酸甜度也刚好，不是很酸，又不是很甜，在牙齿可以承受的范围内，保质期也长，方便储存。
雷***斯,star5,东西一如既往的好 京东的物流还是非常可靠 价格也是合理 主要东西肯定保真没有假货 哈哈哈哈 舒服了 用了卷PLUS还能便宜 真好
c***3,star5,新西兰进口的小苹果，品质很不错。虽然个头不大，但是非常好吃。一盒12个，活动价格比较实惠。京东自营的物流服务体验一流，生鲜质量很好。
c***y,star5,绝对五星品质，推荐购买，大小合适早餐不会太多过饱！绝对五星好评的产品?????大家可以放心购买，一起给个好评??
c***y,star5,五星品质无可挑剔的水果，新鲜度非常赞?，绝对是可以让人复购的水果，果粒大小合适早餐弄一个份量刚刚好！绝对五星好评?????
j***a,star5,年年回购的小苹果，百吃不厌，自带美颜，自带香甜芬芳气味，看着就想咬一口，水分很足，非常新鲜可口，咬一口甜滋滋的嘎嘣脆，鸡肉味非常喜欢??，超级喜欢吃的一款小苹果，瘦身营养餐必备??。感谢京东优质服务，神速送达??
j***u,star5,果子个头大小均匀 色泽鲜亮 口感脆甜 果肉密度大。甜度适中 自然感觉。物流快捷 一向很赞！拍了两箱，冰箱存放保鲜期长。
j***c,star5,京鲜生新西兰皇家姬娜苹果，源自人间净土新西兰，包装非常好，果非常大而且苹果香味十足，人口爽脆，酸甜可口，酥嫩多汁，真是非常好。
深***6,star5,京东自营的，这会儿水果质量非常好，京东自营保证的产品的质量和售后服务，让消费者有很好的购物体验，希望能够在京东长期购买到此类产品五星好评！
j***X,star5,进口苹果外表干净，有苹果的香气。品质也不错，送礼佳品。每个格子都有防冲棉包装，不大不小为中果。盒子外观也很漂亮，冷链配送水果还是有冰凉感。
j***3,star5,苹果虽小，但是很新鲜，汁水很多，味道也很好。酸甜度也刚好，不是很酸，又不是很甜，在牙齿可以承受的范围内，保质期也长，方便储存。
z***5,star5,物流速度很快，昨天晚上的单子，今天白天就到货了，送货速度很快，第一次尝试买这种苹果，看上去挺不错的，价格也是挺贵的，等试了以后再来追评吧.
咕***3,star5,已经多次购买了这个品牌的产品质量很好的。味道还不错，很纯正天然。在京东商城购买经济实惠方便快捷的事情，发货速度也很快的。网购体验非常满意的
安***妮,star5,苹果收到了，包装很完美，品相很好，闻起来有股淡淡的清香，吃起来清脆爽口，水分很足。价格优惠，值得回购！！
1***8,star5,玫瑰苹果味道特别香，苹果不大孩子每次吃一个正好，不用去皮，脆甜口喜欢这种口感，原来买的是8个盒装的，这次买了两箱，赶上搞活动很划算！
L***a,star5,买奇异果送的体验装，很新鲜爽口多汁，个头均匀饱满，配送服务也很棒，就是这个包装实在是过于浮夸了，一小盒苹果用了超大个纸箱，好不环保呀。
j***b,star5,苹果很新鲜，很脆。口感不错，不是很酸，就是价格在优惠优惠就更好了，比实体店要便宜很多，京东方便了生活，省去了出门购物的是时间，感觉比实体店售后要好很多。
y***2,star5,这个牌子的商品一直都很不错，经常多次购买了，京东自营商品品质有保障、物流很快，而且售后无忧，值得每一次的信任，还会继续购买的。
j***B,star5,买了送人的，亲戚说很好吃，然后我就又买了2次给她，个头不大，一个人吃正好，酸酸甜甜的水分很足，每一个苹果都很新鲜，还会回购的
j***n,star5,香气四溢，味道酸酸甜甜的，很喜欢这个味道，京东物流也很快的，隔天就送到了，快递小哥服务态度很好的，送货上门，推荐大家购买了。
l***3,star5,小侄子好喜欢这个玫瑰苹果，买奇异果送了四个，小侄子吃了说很好吃，看到是预售也下单了，没想到第二天就收到了，京东的送货很快
乐***贝,star5,这样的产品很新鲜，看得出是认真挑选过。包装很到位，到手无破损。同类产品很多，应该说这是很用心很努力有想法的一个。我相信我选择了好的结果。希望大家给机会给这样的的商家。
咕***3,star5,第一次购买这个品牌的苹果，味道马马虎虎，不是特别满意。在京东商城购买经济实惠方便快捷的事，发货速度也很快的，还能送货上门的。
j***6,star5,第一次买这种苹果，买的人很多，评论也很不错，搞活动的时候果断下单，快递还是一如既往的快，东西送到包装很不错，打开吃了一个很清脆，甜里带酸。就是小了点。
j***F,star5,京鲜生这个品牌产品可靠。这款新西兰姬娜苹果6粒装，非常好，单果200g左右，不大不小，一个解馋，2个满足味蕾。酸酸甜甜口感很好。。
r***n,star5,这个新西兰姬娜苹果非常好吃，又脆又甜水分又多，苹果香味浓郁，一盒六个，孩子非常喜欢，多次购买，京东的配送非常快，非常满意
冷***飞,star5,一直相信京东的货品和服务，感觉性价比还是蛮高的，做工也都还以东自营物流很迅～上面的快乐很多，如果再能经常做点活动就更好了
明***3,star5,正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！质量很好，收到货第一时间打开看了，很不错，很满意不错，喜欢，性价比高，以后会经常光顾
-***-,star5,苹果很新鲜，个头大，个头也很大，个个饱满，个头均匀苹果收到了，还没有吃，看着还不错，吃起来很甜，味道不错苹果收到了，很新鲜，没有坏果，很甜，很好吃苹果非常好吃，味道也很好，很甜，口感很好，很好吃
y***3,star5,三箱苹果收到，每年这个时间一直回购，昨天晚上下单今早收货，物流很快感谢京东！我家孩子喜欢新西兰红玫瑰苹果，包装箱严实，大小合适，苹果新鲜，三箱仅有2只有疵点不退货了。
u***3,star5,小小的苹果卧在掌心，还没放到口中，已经有淡淡的果香。艳红色的果皮，如贵妇搬雍容华丽，赏心悦目。咬上一小口，来自南半球遥远国度的新鲜空气和洁净水源，让这份甜美显得与众不同，又令人回味无穷
j***b,star5,在京东自营上买了好多东西，一样一样的评价实在是评价不过来。只要是我评价了这一条的，都表示我对这件商品是满意的。不论是吃的喝的，还是穿的戴的，使的用的，都表示了我对京东自营 购物上对于配送服务和客服处理都是满意的。
晴***7,star5,这个苹果不错哦，各方面都挺好的，也没什么问题。京东物流真的无懈可击，风雨无阻的快递员总是能在中午甚至早上就送到家门口！真心敬业…！
j***n,star5,长期回购这款萍果，味道不错，长期回购这款萍果，味道不错，长期回购这款萍果，味道不错，长期回购这款萍果，味道不错，。。。。
淅***i,star5,还算好吃的苹果哦。是买荔枝的时候送的，不大不小的两个，包的很好，也比较新鲜。吃了一个，比较甜，但不是特别甜那种吧，还挺好吃的，再说送的嘛，蛮好。要是能多加点别的水果送就更好了，反正还不错。
u***5,star5,質量不錯，價格有點小貴，快遞服務一流。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
x***l,star5,每年都会买新西兰的红玫瑰苹果吃，又到吃的季节了，京东价格不错，买了好几箱了，价格实惠，大小也合适，每天早上吃一个，不错不错
j***8,star5,京东送货速度还是很快的。新来西兰的苹果价格是贵一点。6个40多块钱。原来京东申请做活动力度还是比较大的，现在很少做活动。不划算
j***O,star5,第一次买这个品种苹果，看上去品质挺好挺美丽，还没品尝，不知道味道怎样，每一个苹果上面贴着一个小标签，有粘性，洗苹果时要揭下来，商家是否考虑标签贴在包装上就可以，必竟苹果是直接吃的水果，可以带皮吃，外面贴着商标不好清洗。
Y***I,star5,苹果主要还是买新西兰的和美国的蛇果感觉还是很不错很好吃的，但是还是没法和国产的盐源苹果和农夫苹果相比，今年我吃过最好吃的苹果就是盐源苹果了。这个苹果其貌不扬，但是蒸一下给宝宝吃很不一般。可以试一试。汁水多
j***f,star5,皇家姬娜小苹果收到，看着不错很新鲜，希望质量也跟苹果一样的漂亮，谢谢快递大哥及时送货上门辛苦你了，祝店家生意兴隆！
空***3,star5,给孩子们买的新西兰进口苹果?收到了，说真的苹果就是好吃，价格就是有点贵，一个苹果五六块钱一个，国产?苹果个大就是不知道农药残留没有，新西兰进口苹果感觉应该不会农药残留，下次继续购买！
空***3,star5,新购买的新西兰进口苹果?收到了，说真的苹果就是好吃，价格就是有点贵，一个苹果五六块钱一个，国产?苹果个大就是不知道农药残留没有，新西兰进口苹果感觉应该不会农药残留，下次继续购买！
空***3,star5,新西兰进口苹果?收到了，说真的苹果就是好吃，价格就是有点贵，一个苹果五六块钱一个，国产?苹果个大就是不知道农药残留没有，新西兰进口苹果感觉应该不会农药残留，下次继续购买！
c***点,star5,脆甜多汁，甜酸适口有一点荔枝的清甜  唯一缺点我觉得皮有点厚比进口的红蛇果好吃  比新西兰的皇后苹果要大和甜口感清新  多次购买
u***s,star5,我也不想崇洋媚外，不过这款皇后苹果，真的比较好吃，甜中带点丢丢酸，我是很不能吃酸的人，不过这个酸甜真的恰到好处～之前是买奇异果赠送了4个，现在回购一箱
工***X,star5,刚打开吃了一个 比国产的好吃多了，家里也买了些国产的大苹果，一个个都放坏掉了 感觉一股酒精味道，这个进口苹果一打开就是香味，下次还会再买
t***3,star5,这款新西兰的小苹果个个很新鲜，大小均匀，虽然是简易包装，但一个也没有损伤的，这款苹果虽小，但吃着苹果味很浓，清甜略微带点淡淡的酸味，一箱共18个，京东超市物流很快，昨天下单今天就送货上门了
P***o,star5,苹果的个头娇小，颜色红润，但在运输过程中有轻微磕碰，联系客服后得到解决，京东的售后还是很不错的，一直以来习惯京东购物，继续加油
n***n,star5,京鲜生京东自营的新西兰皇后红玫瑰苹果， 特级果，12粒礼盒装， 单果重130-170g，个头还可以，脆甜水份足，有促销活动时价格不贵。
j***4,star5,就是个头小了些，其它的还可以，有一股香香的味道，没有坏果，挺新鲜的，脆脆的，分量也足，就是价格有点小贵，等下次有活动了再购哈！
c***y,star5,已经给了多次购买好评了，绝对五星品质?????京东生鲜的新鲜度还是能够保证的，点赞?复购是肯定的，大家可以放心购买！
y***u,star5,京东第一次买的水果，品质稳定，个头随意，售后有保障又快速，入口水份丰沛又酸甜度适中，个头大小差不多，到手新鲜。推荐入手的一款。
j***3,star5,第二次购买了，苹果大小不大，一顿能吃俩，酸甜度也刚刚好，在牙齿可承受的范围内，口感脆爽，汁水饱满，跟国产的口感不一样，保质期长，一箱冰箱能放下。
欣***A,star5,预售买佳沛奇异果时候商家给了些这个苹果，个头小小的，有股香味，吃着不错，一次一个，大点的苹果我只能一次吃半个，发货快，包装好，推荐！
s***n,star5,送货上门 拿到的苹果还是冰冰凉凉的 明显是刚从冷库拿出来的 大小适中 脆甜爽口 京东生鲜售后有保障 可放心购买 没有烂果子 个个都好看
敏***儿,star5,买来减肥吃的，这个苹果吃着脆脆的感觉，很好吃呢，也不会觉得难以下噎，很喜欢，就是价格有点贵呢。苹果很香甜的味道。。。。。。
x***l,star5,又到了吃新西兰红玫瑰的季节了，不大不小的一个每天一个刚刚好，京东的价格挺实惠的，吃的差不多了，又下单买了三箱，希望品质依旧
j***7,star5,新西兰皇后苹果，个头大，水份足，口感甜，已经多次回购了，每天一个，营养丰富，京东商城满减活动价格优惠，物流速度也越来越快
j***c,star5,京鲜生新西兰皇后红玫瑰苹果，新西兰进口，外形红润鲜亮，果香味十足，口感香甜脆嫩多汁，富含丰富的维生素，微量元素和果酸，营养丰富。
爱***1,star5,家里吃的水果几乎全是在京东自营水果店购买的，品质还是让人放心的，这款苹果是第二次购买了，一次性买了五盒。总共三十个苹果。
j***y,star5,味道还可以，不大，孩子喜欢吃，喜欢京东购物方便快捷，喜欢京东购物方便快捷，服务好送货快，喜欢京东购物方便快捷，喜欢京东购物。
j***k,star5,非常不错，大小也正好 每天一个 有营养 表示很支持下次还会购买 但有一点就是让请假就是60个字我觉得有点不好 希望能改变
j***7,star5,新西兰小花苹果，个头大小适中，水份足，口感甜，已经多次回购了，京东商城满减活动价格优惠，物流速度也越来越快，第二天早上就收到了
空***3,star5,买的新西兰进口苹果?收到了，说真的苹果就是好吃，价格就是有点贵，一个苹果五六块钱一个，国产?苹果个大就是不知道农药残留没有，新西兰进口苹果感觉应该不会农药残留，下次继续购买！
明***好,star5,这款苹果还是不错的，但是总感觉没有第一次买时那么惊艳，果皮有一股特殊的香味，而且果肉很甜，水分也比较多，果肉是脆的，很不错。
w***n,star5,这款苹果是新西兰的，味道还是不错的，之前买过多次了，家里孩子都喜欢吃，这次是趁着活动多买几种，不错的，京东购物方便快捷，值得购买，值得推荐，
y***6,star5,苹果的质量很好。见图片。今天的气温是38度，而商家的服务，贴心、细致、周到；用了保温箱和冰袋，以保证苹果完好无损地送货上门。由衷致谢！
j***b,star5,订货第二天收到货，泡泡袋隔住，苹果个个新鲜，和在超级买的中果味道一样，香、甜、糯，哪个年龄段的人都可以吃，值得推荐。顺便提个建议： 下次送货时都给头部有苹果柄、个个都要圆身的啊，嘻嘻。
e***1,star5,京东自营的，大品牌，值得信赖！值得拥有！更好的选择，就是京东自营的。物流给力，非常愉快的一次购物。以后还会再在京东上购物的。大大的赞一个。给力！
u***s,star5,买金果送的苹果虽然个头小，但是颜色红润的很，味道也不错，是精致的迷你苹果，苹果不小心吃完了，上个禁果图吧！
u***j,star3,送的两个苹果，外观看着不错，但果肉不新鲜了
h***j,star5,订购奇异果随送的新西兰红玫瑰苹果，出乎意料的好，看着都有点舍不得去咬它。苹果小而精的感觉，口感很爽，切开也不少，皮薄肉厚。
j***m,star5,发货很快，包装的很好，价格也还可以，看别人评论认为应该非常好吃，现在感觉口感也就那样，奔着水果贵有贵的道理，结果看来也并不是贵的几就一定好。
小***猪,star5,今年首柜新西兰进口佳沛奇异果22头装的非常给力！果子个头很大，超级新鲜！预售买的还送了8个新西兰进口苹果也很好吃，鲜脆多汁，你值得拥有！
j***D,star5,新西兰苹果收到的时候看上去品质蛮好的，而且包装也挺上档次的。个头不大，脆脆的。快递依旧是一如既往地速度，京东物流值得信赖！
j***模,star5,这次预购的赠品还是很实用的，给的整整一盒进口玫瑰苹果，颜值真的没话说不知道口感怎么样，平时吃管了脆口的试试看新品种，好吃的话以后会回购。
徐***8,star5,购物的增品非常满意苹果是新西兰的，京东购物常常会有活动搞，服务态度很好价格合理。继续关注。谢谢快递小哥辛苦啦！
