https://item.jd.com/100000769111.html,"['京鲜生云南人参果 1kg装', '100000769111', '1.1kg', '云南、甘肃', '人参果', '冷藏', '国产']"
用户名,评分,评论
不***a,star5,人参果水果第一次买这个，样子真的好看，质量也好，没什么味道，第一次试这个水果，看到京东有这个牌子，主要是自销的没这么多假货才买，主要试一下味道怎样。也比较不错了。支持一下吧。
東***仔,star5,姑娘果第一次在京东买，质量也好，也甜，味道算不错了，试了一下，还可以有一点点酸，也是甜多一点，看到京东有这个牌子，主要是自销的没这么多假货才买，主要试一下味道怎样。也比较不错了。支持一下吧。
j***h,star5,吃的只剩下壳了才想起来评论整体很好，果子都很大整整一盒里面只有一个是小青果（已经非常不错了，之前在东北买里面有小青果很正常）整体很棒
j***b,star5,第一次在京东买姑娘果，物流很快，晚上下单，第二天就送达了，看着有些果子的外壳有点黑，拨开外壳，里面的果子很好，带点儿甜的果子很好吃
A***e,star3,不新鲜，有坏的，味道偏酸，口味不算好，但是售后很好，很满意
j***p,star5,买回来已经吃完了，味道挺好的，比较新鲜，我一个人都要吃好久，爸妈也爱吃，适合不想吃太甜怕长胖的人，感觉很健康，推荐推荐推荐
那***哒,star5,商品质量挺不错，与卖家描述的一致，还是比较满意的，比较符合期望值，发货速度也挺快的，包装比较仔细、严实，物流公司服务态度也很好，满意的一次购物。
K***a,star5,第一次人参果 虽然不是很惊艳 但是也挺不错的 水分是真的很多 吃起来微微甜 非常解渴 最好就是把皮去掉再吃 这样吃着更爽 发过来都是很新鲜的
j***c,star5,送货速度很快，价格实惠。包装很好，一个损坏的都没有，非常好?，个头儿都很大，非常新鲜，口感不错?，水分很大，很喜欢?！
李***A,star5,作为一个水果狂魔来说，这次买的人参果非常好吃，香甜软糯并且没有子儿，太推荐了，和我在云南买的一样好吃，最近都很成熟，强烈推荐
快***果,star5,果子收到看上去很干净，有大有小，总体感觉还是不错的，第一次在京东上买这个，质量很好，物流速度很快，快递小哥服务也很好，点赞
嫣***光,star5,这个人参果 回购了，真不赖，大大的一个果子，水分足，淡淡的甜味，一盒是1kg装的。京东的生鲜水果很让人放心购买，快递又快，不错
早***难,star5,人参果收到了，快递也很给力，客服服务态度好，讲解的很详细，挺甜的，水分大，好评赞一个，有需要还会再来的！已经被我吃了一个了，就拍这个剩下的给大家看看吧！
u***t,star5,质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物很快就到了，全新正品?，包装很仔细，没有问题?值得购买！没有什么味道，用起来还可以?，没有不舒服的地方?，所以我还蛮喜欢的简直太好用了，只能用完美来形容！强烈推荐！头一次评论啊，该怎么说呢，打多少字才能表达我对这件衣服的爱？会不会成热门啊？我写的这么好会不会太招遥啊？写的这么深奥别人会不会看不懂啊？
张***0,star5,很好 很快就收到货了 给老人买的 质量很好  挺甜的 老人爱吃 每天吃几个 对身体好 而且快递员很好 都是送货上门！ 非常负责
j***n,star5,京东物流快，宝贝完好无损，姑娘果个头可以，口感是我们小时候的味道，好多年没有吃了，现在又尝到儿时的姑娘果，这得感谢京东平台为我们提供多样化的商品。
z***1,star5,之前买过一次，还不错，这次就又买了。不过这次的个头儿有点小，没有上次大，新鲜倒是蛮新鲜的。物流速度很快地说，下单第二天就收到了。
f***8,star5,一共六个，从大到小一次排列?，二个大的还挺生的，可以多放几天，物理挺快的，一天买第二天就到家了，口味如何还不知，没吃呢，希望好。
m***i,star5,优质水果人参果，新鲜多汁，清甜可口，入口有点天然的果香味，不是太甜易入口，含有丰富的维生素和矿物质，适合大人孩子的饭后果。
王***泰,star5,水果选京东真的非常的棒，到家速度非常快，而且品质非常的好，一路保鲜的冷链，让人吃起来也非常的放心，所以一定要给予好评哦！！
a***0,star5,味道很好，很实惠，挺新鲜的，量给的很足，质量也不错，感觉挺好的，大家一起分享，物流也很快，购买方便以后还会买的，这个水果营养也丰富
栩***y,star5,趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！?超级好用！还很美观！墙裂推荐！有需要再回购！
j***h,star5,京东旗舰店官网正品专柜品质保证的产品价格优惠政策措施保证的产品价格的优惠??……京东物流服务态度真的很好?……好的?愈演愈烈……
P***7,star5,京东水果买的这个水果收到了，物流很快，头一天下单的，第二天就收到了，京东自营购物还是很方便快捷的。这个水果还是第一次吃，之前也没听说过这个水果，好奇买来尝尝的。收到了发现和小时候玩的一种植物一模一样的，不过这个大一点。小时候经常拿着往手上拍，把果实拍碎。居然一直不知道这东西还是能吃的。?味道马马虎虎吧，反正最后放那没人吃了。
j***c,star3,里面没有什么水分，是粉粉的，还是云南人参果好吃
B***y,star5,又到了吃云南人参果的季节了，人参果的味道跟其它水果的味道还真的不太一样，一种很独特的，甜不腻人，脆爽多汁，没有酸涩的感觉，熟透了的果味更是香甜可口。
j***x,star5,人生果收到了，没有任何损坏，保存时间也很久，味道很不错，放久点点还会变的更甜，是一次不错的购物体验，下次还会回购，支持京东。
s***n,star5,很好吃的姑娘果，原来在别的平台也买过，没有这个好吃，孩子说有股淡淡的奶香味，又甜又香，很好吃，回购了两次了，吃完之后还会继续回购的。
S***A,star5,四姑娘果非常的好吃，是很降三高的，很甜也不怕发胖，热量非常的低，是我们一家人回购了无数次的水果，一盒份量很多，当零食吃的。
陌***-,star5,"终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在的，这是我京东购物来让我最满意的一次购物。无论是掌柜的态度还是对物品的我都非常的满意。掌柜态度很专业热情，有问必答，回复也很快，我问了几个问题，他都不觉得烦，会认真回答我，这样的好掌柜可不多。宝贝""比我想象中的还要好！"
要***生,star5,很大一份！突然就是很想吃了，京东物流超级快，隔日马上就到了。快递小哥送货也非常快，很满意。很久没吃姑娘果了，也比较新鲜，很满意。
格***静,star5,收到的杨桃还是很好的，横切是五角星样式，看起来很好看，但是我是第一次买杨桃，吃起来不好吃，太酸了，并且这个东西不耐放，没几天就焉了，收到货的时候很新鲜
那***噜,star5,第一次吃，哈哈，越吃越好吃，水果很新鲜，个别几个坏果，价格比自己在超市买划算，经常在京东买水果，物流快，品质有保障！推荐购买！姑娘果
j***h,star5,京东旗舰店的生鲜电商平台就是那么给力的样子……是可忍孰不可忍……很好的感觉真的很好?……我们一起努力奔跑吧真心的支持和爱的
t***i,star5,这次购买的姑娘果很好，甜度可以，不会酸，这次买的颗粒均匀，都很新鲜，价格也比实体果店更便宜，京东物流确实很不错，冷链运输，包装良好，无破损。
j***5,star5,京东自营的商品质量不错，这次购买的姑娘果/灯笼果个头均匀，没有坏果；甜中有一点点微酸的味道，口感很好，品质很好，物超所值。京东快递，配送快捷，下单即送，服务到位，送货到家。
j***h,star5,京东旗舰店官网正品保证的产品质量保证体系建设的核心竞争力……京东旗舰店的水果真的太划算多的东西越来越喜欢?……京东的快递小哥真的太给力的
k***g,star5,京东自营店里的商品，买的放心，东西质量绝对没问题，质量有保障！挺不错的，东西包装特别好，挺称职的，不会不放心的！快递也特别快不耽误时间！
W***5,star5,这姑娘果真的特别好，很有味道，是我喜欢的甜中有一点点微酸的味道 品质也很好，比我在超市买的好吃?京东送的也特别快，早上买的下午就送到了
u***i,star5,京东自营的东西真的很好，我买的姑娘果又大又甜，真的是物有所值，而且快递速度超快，早上买的傍晚就收到了，真真是产品质量高，服务水平好，运送速度超快，值得信赖的商家
l***w,star5,细节非常完美，整体来说真的很不错。性价比很高，下次还会继续光顾！(*^__^*)非常满意的一次购物，物有所值，比实体店里实惠多了！本来还很担心东西不好，拿到手发现完全多虑了，五星好评?宝贝质量很好，收到货第一时间打开看了，很不错?，很满意?，客服也有问必答，感谢?东西比我想象中的还要完美，十分给力，值得入手
j***2,star5,拿來直接吃。昨天在京东上买了一批水果，物流速度还蛮快的，今天就送到了。年了，希望一直保证质量，做好中国品牌，让中国品牌走出世界，打败外国品牌，中国农产品加油！这个瓜太好吃了。力度大！还在观望的朋友们可以毫不犹豫的下手啦！
刘***宏,star5,这个黄姑娘是我买过的最好的黄姑娘了，个头大，颗粒饱满，比我在街上买的好多了，孩子们很爱吃，买回来一会就吃了大半盒，下回还会回购的。
w***0,star5,口感香甜，没有坏果，京东快递送货上门很方便，价格也不贵，包装质量也挺好的，是老家小时候的味道，没想到还能在这里吃到，非常的满意。
g***0,star5,京东这个人参果买了很多次了，味道很好，个头不大，但是味道非常纯正，特别好吃。这个月已经买了很多盒了，送人也很不错，盒子装的很好看。
臭***儿,star5,姑娘果，好好吃，淡淡的味道，但很好吃，京东生鲜，很新鲜，很快，如图所示，实拍哦，颗粒还是比较大，非常新鲜，推荐，支持，必须好评。
小***京,star3,发货很快，就是不是非常新鲜，但网络买也算可以了
琦***睿,star5,发货非常快！派送也非常快！包装也非常好！这款水果的品质非常好！果品也非常新鲜！包装非常精致！口感甘甜多汁！非常值得购买！
张***0,star5,自从上次给老人买了菇凉果 这一下不可收拾了?说很好吃 所以这次再买点给他吃吃  果子很好 没有坏的 吃起来都甜甜的 京东快递送货上门 服务很好
秋***夏,star5,之前吃过一次，脆的汁水多，这次妈妈生病，血糖也高，买来吃，物流非常快，第二天送达，包装完好，货品质量没问题，这次也是汁水很多，不过没有什么味道这次吃。
张***0,star5,给老婆买的 老婆很喜欢吃人参果 所以在京东上立马下单了1盒 个头挺大的 而且肉质饱满 老婆很喜欢 京东快递送货速度很快 而且送货上门 很棒！
r***4,star5,非常棒 这次要点赞 前一天下单 第二天就送到了 到手都很新鲜 足量保质 非常惊喜 果子很漂亮 大小均匀 包装完好 非常的棒
-***-,star5,姑娘果/灯笼果有种特殊的香味，家人都喜欢吃，每周都要在京东自营买很多水果，日常补充营养，京东生鲜物流很赞，速度快，东西品质也有保证。
u***q,star5,黄中带紫色泽好漂亮，这个人参果好吃，个头大软度刚刚好，水份很多好吃、甜，吃着爆汁，汁水到处流得满手都是，包装很好没有一个坏果，一起买了好几样的水果，品质都很好，火龙果也是特别的新鲜，黄柠檬和青柠檬还没吃但是看着也很好，下次会继续购买的！
u***q,star5,姑娘果，这个水果听是听说过但是从来没有买过，这次是第一次买，首先说物流，京东自营的物流配送速度是不用多说啦，及时、快速，而且要求快递小哥送货上门态度好服务好，很棒！其次新鲜度哈，没有一颗坏果，颗颗饱满包装好；最后说说口感，汁多很甜，感觉融合了多种水果的口感，挺好吃，总体可以！
t***5,star5,无意间发现京东生鲜有姑娘果，果断买来试试，没有坏果，各个都果汁饱满，味道也不错，很正宗。京东自营的物流速度也很给力，值得推荐。
n***斌,star5,给家人买的，家人说味道不错，买了五种，每种都是分开打包的，物流也很快，前一天下单，第二天就到了，就是地方小，好多东西都没有货！
未***窗,star5,物超所值，话不多说，这四个字已经说明了一切一直在这里买这个，活动的时候价格很美丽，发货速度贼快，质量不错，应该是正品价格很实惠，性价比很高，算是平价好物，会回购的
暖***多,star5,东西很不错 水果很甜 也很新鲜 本来价格比较贵 但是现在搞活动 性价比很高 配送速度也很快 还是冷链配送 第二天立马到 值得购买。
H***-,star5,宝贝收到非常满意，很多年没有吃杨桃了看到京东上有赶快下单，物流也很快，精美的包装，让人心生喜欢，吃过以后如好再追评，一直信赖京东。
j***b,star5,真的好喜欢，客服态度也挺好的，值！以后有需要还会来买产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验用了觉得很不错，商品质量好，发货也挺快的，总之就是很赞了
b***0,star5,非常棒这次要点赞前一天下单第二天就送到了到手，送货上门都很新鲜足量保质非常惊喜果子很漂亮大小均匀包装完好非常的棒！
j***2,star5,太好了，京东的速度就是快，太棒啦！很快就可以收到。，质量上乘很棒的哦。挺喜欢。。包装很好。东西都包装好好的。一大堆的东西都是在京东购买的。比较方便，质量也不错，可以的。喜欢的哦。京东很棒哦！
j***z,star5,东西很不错 水果很甜 也很新鲜 本来价格比较贵但是现在搞活动 性价比很高 配送速度也很快还是冷链配送第二天 立马到 值得购买。
j***g,star5,这次买水果的感受非常的好，虽然不在爸妈的身边，但是京东快递非常的给力，能够送到爸妈的身边。这次一共买了和人参果两种水果。虽然价格还算是正常吧，也不便宜，但是质量是真的好。是不错的，非常的好。其实贵一点都没事，只要质量好。
x***倩,star5,京鲜生姑娘果500g装，加上盒装重量是够的，个头均匀，酸甜口感，美容养颜，入口甘甜，淡淡的味道，好吃停不下来
j***b,star5,京东速度飞快，昨晚买的，今天中午就到了，4个，重量达标，坏了一个。只能说还行吧，一会吃吃看。看着挺好的。吃完来追评好不好吃
兮***7,star5,这个杨桃收到的时候比较新鲜啊，如果喜欢吃甜一点的话，可以放两天再吃，刚收到的时候有点小酸小酸的，但是非常的新鲜
A***途,star5,单独包装！看着不赖   还没吃    日期  成分清楚，主要是价格合适   速度够快！！！  支持！！！凑单买的  吃个稀罕    价格实惠
j***r,star5,这款人参果已买过n次，人参果新鲜干净，每个都用塑料网包装，没有损坏，人参果口感清甜好吃。现在家里已离不开京东了，家里大小物件全在京东上购买，京东购物质量有保障，售后有保障，还送货上门放便及了，省得自己去超市了，这款产品值得购买和推荐。
快***果,star5,第一次买这个吃，甜度可以，皮有点厚，打开包装，感觉放得太久了，不怎么新鲜了，物流速度很快 快递小哥服务很周到，习惯性点赞吧
小***i,star5,吃了一半才想起拍照，第一次尝试京鲜生，品质还不错，果的个头也挺大，也挺甜，没什么坏果，包装也挺好的，就是价格有点小贵，希望多优惠
j***h,star5,京东旗舰店官网正品专柜品质保证的款式品质生活方式的重要性……好?……京东自营店的价格优惠政策措施保证的产品都在我这里做的……
叁***懿,star5,还可以的，水果比较新鲜，一直在京东买水果，送货速度比较快。吃起来还可以，蛮不错的。基本上还会在京东上买人参果。哎，以前。我吃的蛮好的，现在感觉还可以。
张***5,star5,菇凉果收到了，都已经快吃完了，我是挺喜欢吃的，有种独特的香味，跟其他的水果不同，包装挺好的，没有破损，也挺新鲜的。有需要还会回购。
u***5,star5,已经吃完了，味道不错，买的时候价格比水果店便宜，但是没有水果店新鲜，只有几个坏果，总体说来也算不错了，个头有点偏小，味道甜
l***3,star5,挺香的，比以前买的味道好多了，还是京东自营的好吃，还会继续回购的，相信京东，相信京东自营！！！挺香的，比以前买的味道好多了，还是京东自营的好吃，还会继续回购的，相信京东，相信京东自营！！！
佳***天,star5,这个人参果，个人是比较喜欢吃人参果的，味道是比较清淡的那种，水分也是比较足的，虽然不是很大，但也挺好的，在京东上买也是挺方便的
x***i,star5,姑娘果挺好吃的，这个是带皮的，轻轻一扒就行了，不怎么用洗，东西挺好，挺新鲜，脆爽，很爽口，买了十几次了。品质还不错的。。
j***1,star5,选购了给母亲大人尝个鲜，京东送货到家，新鲜没坏果，包装到位，干净卫生，送货快，现在水果蔬菜基本上都是京东送货的，省心又省力
u***o,star5,云南优质水果人参果，新鲜多汁，清甜可口，入口有点天然的果香味，不是太甜易入口，含有丰富的维生素和矿物质，适合大人孩子的饭后果。
j***4,star5,今天的姑娘果还不错，没有发现坏果，发货也比较快，晚上下单，第二天早晨就到了。姑娘果是家乡黑龙江或者东北特产，味道甜甜的，可以一试
J***y,star5,这个人参果是细长型的，送到来果肉完好，还很新鲜。味道很清甜，有点像黄瓜的味道，小孩子很喜欢吃，一式两份买给家里吃，就是有点小贵罢了
j***2,star5,人参果个头很大，青香味儿非常大好吃，包装好，品质好，味道不错，客服服务也好，我的给人整体的感觉非常好看，上去质感很好??
p***3,star5,人生果很香很成熟，看起来很甜，应该会吃起来很好吃，没有坏的，大大的赞，真是价廉物美，非常不错呢！下次还会购买的，支持一下下
属***子,star5,一直关注一直购买京东商城里面的自营旗舰店商品的。一直关注一直购买京东商城里面的自营旗舰店商品的。一直关注一直购买京东商城里面的自营旗舰店商品的。
D***-,star5,这款水果新鲜度高，口感细腻，甜度适中，多汁且香气扑鼻，颜色鲜艳诱人。它含有丰富的营养成分，吃起来清新怡人，爽脆可口，让人回味无穷。每一口都充满活力，带来满满的幸福感
g***0,star5,非常爱吃人参果，多次购买这个品种，黄中带紫、大小均匀适中??味道芳香，水汁丰富，家里人吃着很满意??果子新鲜，物流包装保护很好，每一粒都完好无损，品质优秀，非常靠谱???
j***u,star5,这次买北极甜虾，顺便买了好多冷冻食品，喝汤，涮火锅的时候可以大快朵颐，非常好的体验，品牌也都是平时最常吃的品牌，质量杠杠滴，非常棒！
偶***欧,star5,惊喜发现京东生鲜的有黄姑娘果，超级好吃。奶香奶香的。颗颗爆汁，没有坏果，很新鲜。京东生鲜买的比线下价格划算，很不错。还可以回购
j***y,star5,果子很大，很安逸！很喜欢吃人参果，一直在京东水果自营买，品质有保障！人参果一般要放软、变黄才好吃。等果子再放些日子，就开吃！
欣***间,star5,这是东北孩子小时候常吃的东西，很便宜，现在贵多了，味道还可以吧，很新鲜，最近都是在京东买水果，大部分都挺好，要是能再便宜点就更好了。
z***1,star5,昨天在京东上买了一批水果，物流速度还蛮快的，今天就送到了。这个人参果我之前买过，感觉不错，这次就又下单了。口感清甜，汁水很足，不错，推荐。
j***f,star5,质量非常好，非常满意的一次购物。客服有问必答，非常专业是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买收到货后试了一下，很不错，质量很好，值得拥有！五星好评！
疯***人,star5,这个可以么，这个时候还有这种果子，哈哈，现在技术保存的好。就是发现偶尔有几个是坏果，冷冻太厉害了吧哈哈。总体可以的，味道也不错哈哈。
2***9,star5,昨天拍的今天中午就到货了快递小哥送货很快服务好，包装很严实有密封，没有出现坏果，灯笼果比较新鲜，虽然不大。有需要还会再来的！
g***0,star5,表皮是特有的颜色，黄里透紫，大小刚好，均匀适中??吃起来水汁丰富，独到的芬香，口感良好??人参果也很新鲜，多次回购，品质信得过????
j***8,star5,还不错，家里人喜欢，我特别喜欢吃这种水果，不是很甜，水很多，就喜欢这种清甜味，我妈有糖尿病，很适合吃这种水果，吃完了会回购
d***8,star5,早上买的水果，现在已经到货啦。这个姑娘果真的非常好次，尤其老人特别喜欢。大小均匀，甜度也刚好，非常新鲜。真的不错，谢谢小哥啦，物流超级快。
j***r,star5,这款雪莲果刚收到还没吃，一共4个坏了1个，售后很快给处理了，雪莲果糖份少水份大，平时吃很不错，现在家里已离不开京东了，家里大小物件全在京东上购买，京东购物质量有保障，售后有保障，还送货上门放便及了，省得自己去超市了，总之京东购物没有后顾之忧。
嫲***虾,star5,买过一次这个水果，印象特别好！还是京东超市的，质量更有保障。当天下单当天就送货上门了，[??$??(?? ?° ?? ?°??)??$??]，现在的京东自营，买东西也太方便了。这种水果甜甜的，大人小孩都适合吃，推荐推荐。
j***H,star5,第一次购买人参果，好有趣的小果子，水分很足，有点甜的感觉，吃起来口感不错，每个小果子都有保护套，没有坏果，在京东买水果还是非常靠谱的！
l***9,star5,菇娘果 人送靓名 黄金果 灯笼果 营养丰富 东北小孩的小零食水果 好吃的不能停下来 清热解毒 消肿止痛 光洁皮肤 超级赞?
j***j,star5,搞活动～～第一次在京东买水果，有惊喜呀～还不错，送货快，昨晚下单，今天就到了，水果很新鲜～～马上试了个香瓜～～很甜，以后可以多多在京东买水果！
S***e,star5,为了生鲜凑单，刷到这个姑娘果。以前一直一般，但家里有人爱吃。就买了凑单试试。一大盒，产地山东，还蛮新鲜的。京东购物真是越来越强大了，太方便。
j***w,star5,物流不是第二天到的，果子个头不大，但是很甜，味道很好，水分很多，家里人吃着很满意，有需要还会在这买，京东自营很安心，希望下次物流快一些
j***红,star5,东西收到了，物流很快，包装很好，个头均匀，口感很好，味道香甜，果实新鲜，家人喜欢，还会继续购买，京东商城购物值得信赖，点赞！
m***7,star5,包装非常结实，东西保护得很好，值得好评不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！
糖***鞋,star5,一共是五个还是六个我没看到 晚上下班回家就被家人吃完了 好速度啊 都说很好吃很新鲜 京东买东西 放心。下次活动再一起买一点吧
花***9,star5,菇凉果/灯笼果非常甜，一个坏果也没有，大人和小宝宝都非常喜欢吃，品质味道都非常好，还会来回购的，希望下次回购品质，味道还是一如既往的好
P***_,star5,买来吃补充膳食纤维，低糖，吃起来很爽口，一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！
关***-,star5,真的太爱人生果啦，不算太甜但是水分很足，水分真的超级足就喜欢吃水分多的水果，有股淡淡的清香，每一个都完好无损，包装的很好
T***H,star5,这个果子不错，吃起来软糯香甜可口，水分足，大小也合适，家里人很喜欢吃。值得购买。京东快递也是神速，货很快到了，买水果认准自营就好了。
彩***夜,star5,特别的好吃，水多比较清脆，有一点点甜味我不喜欢吃甜的多的，所以这个特别得好送货特快名字好听一口一个基本上明天再买一点
知***后,star5,价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～真的好喜欢，客服态度也挺好的，值！以后有需要还会来买品质很不错?，性价比比较高的的商品?，喜欢的亲可以直接下手不要犹豫哦?
g***0,star5,表皮颜色都是黄黄的，大小均匀适中，水分特别多。吃起来清爽可口，果肉细腻。检查了一下一个坏果都没有，家人都很喜欢吃，京东靠谱。
张***0,star5,京东上买水果很有保障 质量很好！ 而且价格实在是很实惠的 性价比很高嘿嘿嘿 ！ 京东快递员很负责 都是送货上门的 而且很有礼貌
Q***酱,star5,京东物流很快呀，隔天就到了，包装也很好，快递小哥也会提前打电话来问有没有人收货，不用自己操劳出去买，直接京东送到门口，很好
小***宝,star5,商家发货很快，昨天下单，今天快递小哥送货到家。人参果看着挺新鲜的，个头也不算小。水分也还可以，口感也不错，下次还会继续回购。
小***宝,star5,商家发货快，昨天下的单，今天一早快递小哥就送货上门，服务态度依旧很好。这个果子第一次吃，像小番茄的口味。但是比小番茄甜。
S***g,star5,京东自营的水果还是很信得过了，品质口感很好，尤其这个雪莲果，这是今年好几次回购了，脆甜清爽，也很完整，冰箱里可以放一段时间。
龙***-,star5,性价比很高，而且味道很不错，酸甜可口，目前都比较结实，可能软了会更甜吧。而且通便效果不错，我也是冲着这个买的又甜又脆，核肉分新鲜，酸甜，多汁，营养也丰富，一拆箱就闻见一股清香味，口感酸酸甜甜的，果子挺新鲜的，每个都结实，离，吃起来很爽，小孩子也喜欢吃，我老公平时不怎么吃水果的都很喜欢，挺满意的。
_***_,star5,搓手手万分期待的东西终于到手。内心那个炽热激动的劲儿涌上来止都止不住！！！觉得东西不错我就会给好评宝贝产品和页面描述写的基本一致，卖家的客服服务态度从头到尾都很好，快递发货速度超快
D***8,star5,昨天下单，今天就收到了，京东商城的物流真的是很好。这个人参果挺好的，又脆又香，而且水分充足，没有坏果。每天吃一个，有益于健康。
r***4,star5,昨天晚上下的单 今天一早就收到啦 神速 到货包装完整实物新鲜 非常棒 最近想吃番石榴 果断下单 开始还担心到货不新鲜 结果打开一看 完美
位***谷,star5,姑娘果甜度比小番茄甜，味道也比小番茄好吃，我把所有的皮都剥掉了，果子可以放冰箱冷藏储存几天也不会坏，果粒饱满圆润，口感特别棒，下次再来购买。
g***u,star5,宝贝儿收到啦，物流真的很快呀，下单第二天就到啦，包装完好，没有任何瑕疵，京东送货上门，比心京东物流。第一次在京东购买水果，收到后就切开吃啦，味道真的不错呀，酸酸的汁水也多，开胃必备，爱了爱了。
C***X,star5,人参果与西梅一起凑单买的，收到货时特意打开验货，不得不说，很新鲜而且个头也很大。洗了2个尝了下，水分很充足。饭后来2个，美滋滋～
拼***君,star5,分量足，用保鲜箱送来的！今天才来评价！很好吃，买来给师傅上供的！人参果吗寓意好，大家放心购买！京东自营送货快，有保障！专业，一点不用担心！
目***法,star5,物流很快，送货上门，非常非常给力，京东商城，送货到家，京东物流，送货上门，质优价廉，非常非常给力，非常非常满意的一次购物！！
北***鱼,star5,水果非常新鲜，京东快递非常负责，物流非常快，生鲜险也很放心。水果非常甜，个头也很大，值得推荐。京东上偶尔有活动，打完折非常便宜，水果还是京东买放心。
咚***c,star5,人参果实在是太好吃了，而且很新鲜，很好吃，味道很好人参果然是一分钱一分货，真的是物美价廉，做工精细人参果然是大品牌，很好吃，老人孩子都喜欢吃
j***O,star5,发货速度很快，满满的一箱份量很足，而且果子非常新鲜，澄黄澄黄的果子，看着都很有食欲，整体算是满意的一次购物体验。不错
目***法,star5,物流很快，送货上门，偶尔有一个坏果，京东商城，送货到家，京东物流，送货上门，质优价廉，非常非常给力，非常非常满意的一次购物！！
h***者,star5,第一次走自营上买水果，感觉这人参果水分很足，单果也很大，收到的果子都非常新鲜，也适合减肥的人群吃，一起买了四种水果都很新鲜
l***w,star5,很快就到了，全新正品?，包装很仔细，没有问题宝贝收到了，很惊喜，质量非常好，很满意的一次购物。我会继续回购的，店家值得信赖第一次在网上购买，也是看评价才买的，质量还不错，也很便宜，有需要的朋友可放心购买?商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！商品符合描述，主要是活动便宜，能省很多钱
共***总,star3,挺好
张***0,star5,老婆比较喜欢吃人参果 嘿嘿嘿 我看到京东上正好有卖这种人参果 个个都挺大的 质量很好 京东快递送货很快！ 而且都是送货上门非常好
哥***民,star5,这种水果小时候吃过，很多年没见了，没想到京东还有卖的，下单等备货用时一天，送到家用时一天，打开看了，基本没坏的。口感很好，特别是嚼着籽的那种口感
