https://item.jd.com/100016824457.html,"['海尔 CXW-219-E900C10SU1', '100016824457', '34.0kg', '中国大陆', '油烟机', '20-22m³/min', '51-55dB', '900±50mm', '≤340Pa', '一级能效', '侧吸式', '挥手感应，自清洁']"
用户名,评分,评论
爱***佩,star5,商品很好，安装很快，师傅很好
小***鱼,star5,送货安装非常快，师傅服务态度很好
j***n,star5,快递师傅送货上门，服务特别好
E***4,star5,所有家电都在海尔买的，非常不错。
不***释,star5,油烟机和燃气灶很好用。
卡***狗,star5,京东很不错，特别多方便。
鱼***z,star5,宝宝东西很好，吸力很大
a***2,star5,安装师傅非常专业，装出来很好看
u***x,star5,安装师傅很认真，负责！
卡***得,star5,都很好，大品牌，有保障
不***变,star5,送货速度快，安装也很好。
j***j,star5,质量非常好，非常好用！
c***1,star5,东西收到了，速度非常快。安装师傅很认真负责。客服解决问题很及时，而且态度很好。特别感谢客服！
t***n,star5,师傅很用心，安装完积极打电话沟通确认。
j***6,star5,排烟效果：很好，师傅安装专业！
j***e,star5,很好用，价格也非常实惠。
u***9,star5,很不错，下次还会复购
酸***M,star5,买的烟机灶台套装，风力比较大，开关灵敏，玻璃面板好擦，灶台火力大，比老灶台强不是一点半点。安装很及时，态度非常好，配件有点贵，一个止逆阀120，一根燃气管80，海尔的标配配件价目，应该是统一标准收费。
萧***物,star5,海尔（Haier）抽油烟机 烟灶套装 20立方大吸力 挥手智控 家用侧吸油烟机 有颜值 有服务 送货迅速 安装到位 必须给点赞
s***9,star5,外形外观：很好看，玻璃外观好打理静音效果：开机后静音效果差，电机声音大排烟效果：排烟效果意外的好安装时出烟管有点小，师傅给扩大了，
j***5,star5,新装厨电选择海尔产品套装烟机灶具，性价比高，安装服务效率快，挂上就得，看使用效果吧。生产日期2022年10月11日新产品。
j***x,star5,外形外观：挺时尚，因为还没使用排烟效果：还未使用，待使用了，追评吧，挥手挺智能的静音效果：抽烟机都一样吧，音量正常，噪音程度：声音正常，抽烟机都要有点声音，也没有像别人说的安装收了多少钱，挺好的，
j***8,star5,20立方大吸力，手机远程控制，不沾油纳米涂层，蜂巢式油网，低噪烹饪，易清洗，大品牌值得信赖！
u***e,star5,在农村还是买海尔的好，送货上门，海尔售后强大，维修方便。
酒***豪,star5,发货快，快递好。东西完好无损。还没安装。可能还要过一段时间才能安装，因为家里天燃气还迟迟未安装转接过来。京东快、送货到家，这一点毋庸置疑，也是最看重的一点。
j***V,star5,外形外观：外观完美排烟效果：还可以静音效果：感觉声音有点大物流速度：速度快
j***色,star5,这款油烟机和燃气灶一套颜值高，火力也挺大的，海尔的质量不错
你***l,star5,外形外观：外观可以的排烟效果：还没有用静音效果：声音挺大噪音程度：有噪音物流速度：速度很快
蓝***9,star5,全家电器海尔有的基本都用海尔，源于对品牌的信任吧，之前的海尔电器使用后都还不错，油烟机吸力强劲，外观整洁大方，使用方便
l***7,star5,特别好，经济实惠性价比高，海尔售后安装专业，师傅靠谱，满意！
j***7,star5,造型简捷，外观大气；吸烟效果好，噪声可接受。总之还不错。
第***洋,star5,给家里买的，疫情原因一直没回家，所以没有详细拍照片。从两方面来说，比9年前4000块钱的老板吸力大，火力大。价格支付定金抢，1600多，双十一保价到1400套装哦。妈妈说挺好，目前就这些，以后追评
s***j,star5,这套海尔烟机灶具，几天前就收到了，已经安装好了，看起来挺不错的。灶台还没挖坑，先这样放着，用起来没问题。烟机运转起来挺轻捷的样子，噪音不大，感觉都挺好的。
沅***林,star5,吸力比较大，也挺好搞卫生的，海尔产品都不错
j***i,star5,刚装上，看着颜值不错，不过声音好像蛮大的。
j***r,star5,第一次买海尔的，大品牌还是可以的，给个好评，挺快的，包装完整，服务挺好，安装也很负责
j***w,star5,安装师傅认真负责，吸烟效果不错
u***3,star5,海尔品牌大，产品质量好，售后好！
j***1,star1,安装师傅安装烟机的时候把面板弄裂开了，真的很影响体验感，影响时间，麻烦快点给解决方案，要求必须整机换新
g***8,star5,老房子用的是海尔烟机，新房子同样选海尔
忧***8,star5,一直用海尔产品，安装师傅干活利索，挺好
j***v,star5,海尓电器牌子还靠的住，希望一直值得信赖
苏***z,star5,送货快师傅安装也好。
一***秋,star5,颜值高，功能实用。挺好的
m***r,star4,还不错?，用了一段时间了，噪音有点大
x***y,star5,师傅送货上门，摆放整齐，这个必须赞一个，京东这些地方不管怎样，做得还是不错的。海尔的东西，我觉得蛮好啊 除了他们的灶尺寸有点小，其他都蛮好呢。
w***8,star5,送货速度非常快，今天下单明天送到！！！京东速度！！！就是安装师傅收费有些高，服务还是不错的
j***2,star5,烟机和灶台都比较好，主要是安装师傅耐心又专业
小***8,star5,吸力挺大，还能链接手机控制，钢化玻璃面，好清理。
高***京,star5,配送快速，安装快速，这次只安了抽烟机，师傅爽快答应等橱柜好了再上门给安装灶台，好评！
j***h,star5,还是买专业燃气油烟机灶具好海尔声音大噪
s***g,star5,排烟效果好，声音轻，使用方便
离***亽,star5,外观漂亮，手势方便，还没正式用，到时再来评
j***H,star5,风力大，值得购买，海尔大品牌
飞***雪,star5,安装固定完美，师傅干活仔细
醉***鬼,star5,到货速度快，安装服务第一时间到位，
j***A,star5,装上了，还没用，挺不错的
范***城,star4,产品挺好的，风量挺大的
6***0,star5,海尔产品质量好，值得购买。
h***3,star5,还可以吧，毕竟是品牌的
h***r,star5,物流快 包装好，值得推荐
j***2,star5,品质好，安装师傅服务棒
圈***9,star5,还可以，工人师傅安装认真
j***v,star5,款式还不错，用一段时间在感受一下?
p***n,star5,海尔大品牌，价格真便宜
老***生,star5,服务专业热情，好评！
后***者,star5,师傅安装好，服务好！
j***j,star5,外观漂亮，操作简单，吸力强劲。
l***f,star5,燃气灶和油烟机套装安装完成，好没使用，后期使用后再来追加评价。
j***v,star5,按上了，还没用等用过了再来评价
j***o,star5,还没安装，后期追评。
史***6,star5,海尔抽油烟机，还没按上玻璃自爆了，伤到安装师傅和我们两口子，最后联系京东和海尔两边投诉很多次才给退了，还等了一天才有人上门拉走，解决非常不好，不合格的商品没有检测就发给顾客，最后没有赔偿，没有道歉，我们新装的房子被玻璃炸的哪都是没人管，这就是海尔大品牌，京东大品牌的所作所为，很失望
q***e,star5,烟机灶具都安好了，美中不是的灶具少了一火帽，商家补了一个，安装的师付很负责，说大了一号，还得换一个，2，3天时间，还没换来！
蔺***利,star5,这个就是和去年买的那一套差不多，虽然没有了时间显示，却增加了挥手开关机，更方便更。
y***7,star5,触摸控制的，高大上，但老人用不习惯
老***2,star5,东西还不错，安装太贵！！！以后买的请自备材料，太太贵了
j***6,star1,个人问题选错燃气灶。售后处理选成退货，但是备注以及后面沟通中一直提醒说了要换货，但是结果还是以退货处理。多次沟通都无效。商品没发现什么问题，安装师傅也挺好。就是售后，物流恶心。说好一号取件，一整天没有个电话，一号晚主动打电话过去后说后面有人会联系，结果没有。2号再主动电话给京东物流客服后才有人跟进。并且跟客服反馈过要换货不是退货，但最后结果还是退货退款。心累，还耗费我五一假期白白跟你们沟通。人生第一次差评给你们了。
春***友,star5,海尔的品牌非常不错，送货上门，看目前看功能也很高科技。预约的师傅安装也很好。京东服务的客服态度一直都非常的专业和热情。
j***0,star5,很好，物流很快！第一天买第二天送到！神速！下次还要继续下单！尺寸标的很清楚！五星好评！！！，还没有安装，等安装完再来追加评论！
讯***脑,star5,信任京东，物美价廉，物流给力，家里新房装修，煤气灶/燃气热水器/滚筒洗衣机/油烟机全是海尔的产品。
h***9,star5,海尔抽油烟机安装好了，煤气灶也安装好了，反应神速，但是我今天特别要讲的是售后上门安装的师傅张玉峰先生的专业，态度，以及负责的安装完成，着实让我很感动，坦白说，海尔得售后不完全像他这样的表现，他安装得要求也是高标准要求自己，细腻，细节做的特别好，这个很难得，无任何收费，也让我感到他是真正做了海尔精神，做到了他自己张玉峰先生自己独特的责任心！希望海尔领导认可这样的员工，多培养出像张玉峰先生这样的员工为使用海尔产品的广大群众服务！为张玉峰点赞，为他的专业和责任心点赞！感谢他的真诚付出！
m***n,star5,六一八凑单一起买家电还是可以便宜很多的，套购有~还有礼品，买了海尔的冰箱，油烟机和灶具，送货很快，基本是第二天都可以收到，送货师傅态度也很好，就是厨房橱柜还没有装，之后才能预约安装灶具
来***3,star5,外形外观：外观好看 ，高端大气排烟效果：排烟特别好 开开窗户都能把风吸进去静音效果：声音可以接受 不是很亮 主要吸烟效果好清洗难度：还没有清洗噪音程度：不是很亮物流速度：物流很快 第二天就到啦 很开心～家里吸油烟机好几年了，一直不怎么吸烟，终于下定决心购买海尔这款了，大品牌值得信赖，安装师傅也很耐心，询问了好几天，值得购买啦！
l***2,star5,家里的电器基本上都是海尔品牌的，老品牌值得信赖和购买，现在用的燃气灶和油烟机都是海尔的，个人感觉不错，给老人也换了一套海尔的，这套组合比我那时候买单间实惠不少。
杨***龙,star5,货收到后就拆开用了，质量很好，东西和官网买的没区别！
T***4,star5,不错，挺好
